name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
valentin-castellanos;NYC;32;32;2760;19;0;0;0.62;0;4;5;0;132;57;43.2;14.4;24;0;27
ola-kamara;DC;28;22;1819;19;0;0;0.94;0;9;10;0;64;34;53.1;29.7;16;1;24
javier-hernandez;LA;21;20;1736;17;0;0;0.88;0;1;2;0;59;32;54.2;28.8;10;0;20
raul-ruidiaz;SEA;26;24;2146;17;0;0;0.71;0;4;5;0;91;38;41.8;18.7;13;0;18
adam-buksa;NE;31;21;2075;16;0;0;0.69;0;0;0;0;111;43;38.7;14.4;8;0;20
damir-kreilach;RSL;33;32;2875;16;0;0;0.5;0;0;0;0;74;39;52.7;21.6;10;1;25
hany-mukhtar;NSH;31;28;2505;16;0;0;0.57;0;1;2;0;94;43;45.7;17;13;103;28
daniel-salloi;SKC;30;26;2453;16;0;0;0.59;0;0;0;0;86;38;44.2;18.6;6;14;24
gustavo-bou;NE;30;25;2326;15;0;0;0.58;0;1;2;0;91;35;38.5;16.5;26;30;24
johnny-russell;SKC;30;26;2221;15;0;0;0.61;0;3;3;0;69;33;47.8;21.7;4;83;23
cristian-arango;LAFC;17;15;1400;14;0;0;0.9;0;5;5;0;63;32;50.8;22.2;6;0;16
ricardo-pepi;DAL;31;24;2097;13;0;0;0.56;0;0;1;0;67;31;46.3;19.4;10;0;16
eduardo-lopez;SJ;32;31;2274;12;0;0;0.47;0;1;1;0;53;23;43.4;22.6;8;70;16
gonzalo-higuain;MIA;30;28;2457;12;0;0;0.44;0;3;3;0;82;35;42.7;14.6;27;17;21
josef-martinez;ATL;24;18;1641;12;0;0;0.66;0;2;2;0;58;21;36.2;20.7;16;0;13
;PHI;34;29;2654;12;0;0;0.41;0;2;2;0;63;31;49.2;19.1;15;0;16
cj-sapong;NSH;33;27;2225;12;0;0;0.49;0;0;0;0;66;34;51.5;18.2;10;0;17
