name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
diego-rossi;LAFC;19;19;1698;14;0;0;0.74;0;1;1;0;71;34;47.9;19.7;12;6;18
robert-beric;CHI;23;22;1931;12;0;0;0.56;0;1;2;0;62;29;46.8;19.4;28;0;13
raul-ruidiaz;SEA;17;17;1427;12;0;0;0.76;0;1;1;0;55;23;41.8;21.8;13;0;16
;CLB;21;20;1717;12;0;0;0.63;0;0;2;0;41;19;46.3;29.3;17;0;16
jordan-morris;SEA;22;18;1724;10;0;0;0.52;0;0;0;0;39;18;46.1;25.6;13;0;18
chris-mueller;ORL;22;17;1477;10;0;0;0.61;0;0;0;0;36;19;52.8;27.8;2;28;17
cristian-pavon;LA;22;22;1980;10;0;0;0.45;0;3;3;0;63;26;41.3;15.9;5;43;17
ayo-akinola;TOR;15;11;1063;9;0;0;0.76;0;0;0;0;36;18;50;25;13;0;9
kevin-molino;MIN;18;15;1264;9;0;0;0.64;0;1;1;0;38;17;44.7;23.7;4;2;13
alejandro-pozuelo;TOR;23;23;2015;9;0;0;0.4;0;5;5;0;52;25;48.1;17.3;1;41;19
teal-bunbury;NE;22;19;1466;8;0;0;0.49;0;0;0;0;43;12;27.9;18.6;6;0;9
daryl-dike;ORL;17;15;1222;8;0;0;0.59;0;0;0;0;30;12;40;26.7;6;0;12
jeremy-ebobisse;POR;18;11;1061;8;0;0;0.68;0;0;0;0;32;14;43.8;25;3;0;10
damir-kreilach;RSL;21;20;1770;8;0;0;0.41;0;0;0;0;48;20;41.7;16.7;5;0;9
;PHI;23;23;1975;8;0;0;0.36;0;1;1;0;54;25;46.3;14.8;17;0;14
romell-quioto;MTL;19;17;1483;8;0;0;0.49;0;0;0;0;51;20;39.2;15.7;16;38;14
sergio-santos;PHI;21;17;1218;8;0;0;0.59;0;0;0;0;34;12;35.3;23.5;9;0;10
diego-valeri;POR;22;18;1628;8;0;0;0.44;0;3;3;0;39;16;41;20.5;2;67;15
bradley-wright-phillips;LAFC;18;14;1081;8;0;0;0.67;0;0;0;0;33;15;45.5;24.2;8;0;14
franco-jara;DAL;19;16;1388;7;0;0;0.45;0;1;1;0;37;20;54;18.9;11;1;7
robin-lod;MIN;20;18;1585;7;0;0;0.4;0;0;0;0;40;13;32.5;17.5;2;1;12
nicolas-lodeiro;SEA;20;20;1782;7;0;0;0.35;0;4;4;0;40;18;45;17.5;3;93;17
felipe-mora;POR;19;13;1204;7;0;0;0.52;0;0;0;0;32;17;53.1;21.9;6;0;9
jaroslaw-niezgoda;POR;17;7;603;7;0;0;1.04;0;0;0;0;12;9;75;58.3;0;0;8
darwin-quintero;HOU;22;20;1689;7;0;0;0.37;0;0;1;0;59;24;40.7;11.9;9;66;17
chris-wondolowski;SJ;22;13;1275;7;0;0;0.49;0;2;3;0;31;19;61.3;22.6;10;0;8
nani;ORL;19;16;1424;6;0;0;0.38;0;1;1;0;51;16;31.4;11.8;3;36;11
adam-buksa;NE;23;16;1499;6;0;0;0.36;0;0;1;0;59;24;40.7;10.2;4;0;8
valentin-castellanos;NYC;22;14;1341;6;0;0;0.4;0;2;2;0;75;34;45.3;8;14;0;9
lucas-cavallini;VAN;18;16;1457;6;0;0;0.37;0;0;2;0;44;18;40.9;13.6;7;0;6
anthony-fontana;PHI;17;5;510;6;0;0;1.06;0;0;0;0;16;13;81.3;37.5;0;2;6
gadi-kinda;SKC;18;16;1394;6;0;0;0.39;0;0;0;0;35;11;31.4;17.1;2;5;10
sebastian-lletget;LA;21;19;1692;6;0;0;0.32;0;0;0;0;37;18;48.6;16.2;4;26;10
alan-pulido;SKC;12;11;962;6;0;0;0.56;0;1;1;0;36;18;50;16.7;6;0;11
johnny-russell;SKC;21;17;1529;6;0;0;0.35;0;0;0;0;50;17;34;12;0;58;10
pedro-santos;CLB;22;22;1841;6;0;0;0.29;0;1;1;0;44;16;36.4;13.6;1;52;14
lucas-zelarayan;CLB;16;12;1039;6;0;0;0.52;0;0;1;0;23;10;43.5;26.1;0;34;10
cole-bassett;COL;14;12;982;5;0;0;0.46;0;0;0;0;22;9;40.9;22.7;2;10;10
gustavo-bou;NE;18;14;1329;5;0;0;0.34;0;0;0;0;64;22;34.4;7.8;23;22;8
erik-hurtado;SKC;15;3;376;5;0;0;1.2;0;0;0;0;19;8;42.1;26.3;2;0;5
jonathan-lewis;COL;18;7;705;5;0;0;0.64;0;0;0;0;27;10;37;18.5;3;0;5
jesus-medina;NYC;22;18;1495;5;0;0;0.3;0;0;0;0;32;16;50;15.6;7;40;7
benji-michel;ORL;21;8;839;5;0;0;0.54;0;0;0;0;16;10;62.5;31.3;4;0;7
fredy-montero;VAN;16;11;1060;5;0;0;0.42;0;2;2;0;31;13;41.9;16.1;1;16;10
lewis-morgan;MIA;23;23;1952;5;0;0;0.23;0;1;1;0;56;18;32.1;8.9;3;109;13
danny-musovski;LAFC;15;6;629;5;0;0;0.72;0;0;0;0;20;15;75;25;5;0;6
andres-rios;SJ;22;20;1711;5;0;0;0.26;0;1;1;0;28;8;28.6;17.9;10;1;6
memo-rodriguez;HOU;21;20;1604;5;0;0;0.28;0;0;0;0;52;16;30.8;9.6;5;53;8
khiry-shelton;SKC;20;17;1447;5;0;0;0.31;0;0;0;0;29;14;48.3;17.2;9;0;6
maximiliano-urruti;MTL;15;10;895;5;0;0;0.5;0;0;0;0;22;11;50;22.7;7;35;7
brian-white;RBNY;18;10;872;5;0;0;0.52;0;0;0;0;26;11;42.3;19.2;11;0;6
brenden-aaronson;PHI;23;23;1913;4;0;0;0.19;0;0;0;0;36;16;44.4;11.1;4;16;11
andre-shinyashiki;COL;15;13;1034;4;0;0;0.35;0;0;0;0;33;18;54.5;12.1;3;0;5
yimmi-chara;POR;21;12;1233;4;0;0;0.29;0;0;0;0;23;12;52.2;17.4;4;0;12
alberth-elis;HOU;6;4;377;4;0;0;0.95;0;1;1;0;17;8;47.1;23.5;3;0;7
ethan-finlay;MIN;14;12;961;4;0;0;0.37;0;0;0;0;18;9;50;22.2;2;0;6
jon-gallagher;ATL;16;11;982;4;0;0;0.37;0;0;0;0;13;7;53.9;30.8;7;18;4
fabian-herbers;CHI;21;18;1365;4;0;0;0.26;0;0;0;0;31;10;32.3;12.9;3;1;5
ryan-hollingshead;DAL;20;19;1731;4;0;0;0.21;0;0;0;0;31;11;35.5;12.9;2;1;5
ola-kamara;DC;22;17;1328;4;0;0;0.27;0;2;2;0;28;9;32.1;14.3;20;0;4
bojan-krkic;MTL;17;14;1159;4;0;0;0.31;0;1;1;0;25;12;48;16;5;3;6
lassi-lappalainen;MTL;13;7;680;4;0;0;0.53;0;0;0;0;13;11;84.6;30.8;4;0;5
richie-laryea;TOR;20;15;1398;4;0;0;0.26;0;0;0;0;13;6;46.1;30.8;3;0;8
;NYC;12;8;699;4;0;0;0.52;0;0;0;0;23;9;39.1;17.4;0;11;6
santiago-mosquera;DAL;12;5;411;4;0;0;0.88;0;0;0;0;17;9;52.9;23.5;4;1;4
hany-mukhtar;NSH;15;13;1092;4;0;0;0.33;0;0;1;0;32;13;40.6;12.5;3;27;8
pablo-piatti;TOR;17;16;1338;4;0;0;0.27;0;0;0;0;39;16;41;10.3;1;53;8
;MIA;19;17;1578;4;0;0;0.23;0;0;0;0;31;11;35.5;12.9;7;0;9
alexander-ring;NYC;23;23;2016;4;0;0;0.18;0;0;0;0;26;8;30.8;15.4;12;1;8
daniel-rios;NSH;18;8;697;4;0;0;0.52;0;0;0;0;25;9;36;16;2;0;4
daniel-royer;RBNY;20;15;1354;4;0;0;0.27;0;0;0;0;30;10;33.3;13.3;8;0;7
brek-shea;MIA;13;6;628;4;0;0;0.57;0;0;0;0;13;6;46.1;30.8;3;0;4
saphir-taider;MTL;11;11;955;4;0;0;0.38;0;3;3;0;19;5;26.3;21.1;1;9;10
anton-tinnerholm;NYC;23;22;2001;4;0;0;0.18;0;0;0;0;21;6;28.6;19.1;4;1;8
carlos-vela;LAFC;7;4;422;4;0;0;0.85;0;0;0;0;22;10;45.5;18.2;1;17;5
juan-agudelo;MIA;14;9;841;3;0;0;0.32;0;0;0;0;19;4;21.1;15.8;6;0;3
