name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
jimmy-conrad;SKC;30;30;2777;4;0;0;0.13;0;0;0;0;18;8;0;22.2;2;0;5
dwayne-de-rosario;SJ;11;6;686;4;0;0;0.52;0;0;0;0;20;8;0;20;13;0;7
chris-henderson;COL;26;25;2180;4;0;0;0.17;0;1;1;0;47;17;0;8.5;23;0;10
steve-jolley;RBNY;24;23;2194;4;0;0;0.16;0;0;0;0;11;9;0;36.4;0;0;4
joe-max-moore;NE;16;13;1187;4;0;0;0.3;0;0;0;0;42;19;0;9.5;5;0;11
ben-olsen;DC;26;26;2239;4;0;0;0.16;0;0;0;0;31;13;0;12.9;6;0;11
ross-paule;CLB;25;25;2212;4;0;0;0.16;0;0;0;0;27;15;0;14.8;2;0;11
steve-ralston;NE;26;25;2348;4;0;0;0.15;0;1;1;0;29;15;0;13.8;2;0;11
jamil-walker;SJ;19;0;365;4;0;0;0.99;0;0;0;0;18;13;0;22.2;5;0;4
brian-west;CLB;24;17;1543;4;0;0;0.23;0;0;0;0;20;10;0;20;7;0;8
chris-albright;LA;27;23;1966;3;0;0;0.14;0;0;0;0;48;24;0;6.3;4;0;7
davy-arnaud;SKC;18;7;818;3;0;0;0.33;0;0;0;0;11;5;0;27.3;9;0;3
chris-brown;NE;3;1;138;3;0;0;1.96;0;0;0;0;6;5;0;50;0;0;3
chris-carrieri;COL;30;27;2458;3;0;0;0.11;0;0;0;0;54;27;0;5.6;27;0;11
ronald-cerritos;DAL;15;9;852;3;0;0;0.32;0;1;1;0;15;10;0;20;13;0;4
ricardo-clark;RBNY;28;28;2590;3;0;0;0.1;0;0;0;0;38;15;0;7.9;4;0;4
alecko-eskandarian;DC;23;5;728;3;0;0;0.37;0;0;0;0;15;7;0;20;2;0;5
francisco-gomez;SKC;26;18;1644;3;0;0;0.16;0;0;0;0;45;19;0;6.7;1;0;6
amado-guevara;RBNY;25;25;2264;3;0;0;0.12;0;1;2;0;72;37;0;4.2;4;0;13
jay-heaps;NE;28;28;2579;3;0;0;0.1;0;0;0;0;25;9;0;12;1;0;4
eddie-johnson;DAL;22;13;1265;3;0;0;0.21;0;0;1;0;31;12;0;9.7;16;0;3
manny-lagos;SJ;27;17;1545;3;0;0;0.17;0;0;0;0;33;12;0;9.1;8;0;8
justin-mapp;CHI;21;18;1384;3;0;0;0.2;0;0;0;0;19;11;0;15.8;2;0;6
mike-petke;DC;25;25;2343;3;0;0;0.12;0;0;0;0;11;8;0;27.3;0;0;3
eric-quill;SKC;27;25;2261;3;0;0;0.12;0;0;0;0;33;17;0;9.1;14;0;10
eliseo-quintanilla;DC;18;12;1179;3;0;0;0.23;0;1;1;0;23;13;0;13;5;0;6
diego-serna;LA;10;8;660;3;0;0;0.41;0;0;0;0;8;5;0;37.5;1;0;5
jeff-agoos;SJ;28;28;2593;2;0;0;0.07;0;1;1;0;17;4;0;11.8;0;0;4
chris-armas;CHI;25;25;2267;2;0;0;0.08;0;0;0;0;19;7;0;10.5;2;0;6
stephen-armstrong;SKC;23;9;1102;2;0;0;0.16;0;0;0;0;17;9;0;11.8;4;0;2
chris-brown;SKC;18;11;1189;2;0;0;0.15;0;0;0;0;29;13;0;6.9;2;0;4
bobby-convey;DC;19;16;1576;2;0;0;0.11;0;0;0;0;27;11;0;7.4;6;0;3
eric-denton;CLB;26;25;2336;2;0;0;0.08;0;0;0;0;10;7;0;20;0;0;3
dario-fabbro;NE;8;7;511;2;0;0;0.35;0;0;0;0;7;4;0;28.6;7;0;2
kelly-gray;CHI;28;20;1910;2;0;0;0.09;0;0;0;0;25;10;0;8;1;0;3
wolde-harris;NE;17;9;856;2;0;0;0.21;0;0;0;0;26;13;0;7.7;11;0;4
nate-jaqua;CHI;20;5;712;2;0;0;0.25;0;0;0;0;17;7;0;11.8;4;0;4
cobi-jones;LA;28;28;2574;2;0;0;0.07;0;0;0;0;34;8;0;5.9;7;0;10
shalrie-joseph;NE;28;27;2466;2;0;0;0.07;0;0;0;0;46;17;0;4.3;1;0;4
jacob-leblanc;RBNY;7;2;225;2;0;0;0.8;0;0;0;0;3;2;0;66.7;0;0;2
kyle-martino;CLB;22;20;1765;2;0;0;0.1;0;0;0;0;25;13;0;8;3;0;6
jaime-moreno;RBNY;11;7;517;2;0;0;0.35;0;1;1;0;10;6;0;20;3;0;2
toni-nhleko;DAL;11;9;792;2;0;0;0.23;0;0;0;0;22;7;0;9.1;19;0;6
orlando-perez;CHI;21;18;1635;2;0;0;0.11;0;0;0;0;12;5;0;16.7;2;0;2
bobby-rhine;DAL;25;10;1034;2;0;0;0.17;0;0;0;0;21;10;0;9.5;8;0;3
chris-roner;SJ;23;21;1939;2;0;0;0.09;0;0;0;0;16;8;0;12.5;0;0;4
joselito-vaca;DAL;27;21;1871;2;0;0;0.1;0;0;0;0;32;14;0;6.3;6;0;6
sasha-victorine;LA;20;20;1797;2;0;0;0.1;0;0;0;0;30;17;0;6.7;1;0;3
andy-williams;CHI;20;14;1360;2;0;0;0.13;0;0;0;0;22;7;0;9.1;2;0;9
josh-wolff;SKC;13;9;872;2;0;0;0.21;0;0;0;0;14;9;0;14.3;10;0;3
arturo-alvarez;SJ;15;5;655;1;0;0;0.14;0;0;0;0;6;2;0;16.7;0;0;2
carlos-bocanegra;CHI;19;19;1784;1;0;0;0.05;0;0;0;0;10;5;0;10;1;0;3
chris-brunt;SKC;4;2;166;1;0;0;0.54;0;0;0;0;2;1;0;50;0;0;1
jose-cancela;NE;13;12;1142;1;0;0;0.08;0;1;1;0;36;13;0;2.8;0;0;8
ronald-cerritos;DC;10;10;915;1;0;0;0.1;0;0;0;0;15;6;0;6.7;6;0;2
ramiro-corrales;SJ;25;24;2080;1;0;0;0.04;0;0;0;0;39;14;0;2.6;0;0;3
matt-crawford;COL;16;8;750;1;0;0;0.12;0;0;0;0;3;2;0;33.3;0;0;1
ali-curtis;DC;17;12;1035;1;0;0;0.09;0;0;0;0;19;6;0;5.3;9;0;5
ali-curtis;DAL;8;6;474;1;0;0;0.19;0;0;0;0;9;5;0;11.1;1;0;3
chad-deering;DAL;27;26;2187;1;0;0;0.04;0;0;0;0;24;6;0;4.2;0;0;6
todd-dunivant;SJ;30;30;2778;1;0;0;0.03;0;0;0;0;19;11;0;5.3;2;0;7
brian-dunseth;CLB;19;17;1589;1;0;0;0.06;0;0;0;0;8;4;0;12.5;0;0;3
brian-dunseth;DAL;9;9;806;1;0;0;0.11;0;0;0;0;3;2;0;33.3;0;0;2
ronnie-ekelund;SJ;22;17;1457;1;0;0;0.06;0;0;0;0;15;5;0;6.7;1;0;4
simon-elliott;LA;24;23;2141;1;0;0;0.04;0;0;0;0;39;16;0;2.6;1;0;3
joe-franchino;NE;25;25;2355;1;0;0;0.04;0;0;0;0;25;8;0;4;0;0;5
freddy-garcia;CLB;22;12;1278;1;0;0;0.07;0;0;0;0;41;12;0;2.4;5;0;7
eddie-gaven;RBNY;12;7;691;1;0;0;0.13;0;0;0;0;13;9;0;7.7;5;0;2
chris-gbandi;DAL;22;17;1573;1;0;0;0.06;0;0;0;0;4;3;0;25;3;0;3
gavin-glinton;LA;9;4;399;1;0;0;0.23;0;0;0;0;12;8;0;8.3;5;0;2
ezra-hendrickson;DAL;16;15;1367;1;0;0;0.07;0;0;0;0;6;1;0;16.7;0;0;2
galin-ivanov;DC;24;22;2011;1;0;0;0.04;0;0;0;0;16;8;0;6.3;1;0;2
andrzej-juskowiak;RBNY;5;0;160;1;0;0;0.56;0;0;0;0;7;3;0;14.3;0;0;1
ritchie-kotschau;COL;26;25;2333;1;0;0;0.04;0;0;0;0;17;3;0;5.9;0;0;2
alexi-lalas;LA;22;19;1760;1;0;0;0.05;0;0;0;0;11;5;0;9.1;2;0;2
mark-lisi;RBNY;24;20;1829;1;0;0;0.05;0;1;1;0;17;7;0;5.9;1;0;12
brian-maisonneuve;CLB;23;20;1730;1;0;0;0.05;0;0;0;0;9;3;0;11.1;1;0;1
antonio-martinez;LA;4;3;212;1;0;0;0.42;0;0;0;0;2;1;0;50;1;0;1
jeff-matteo;CLB;6;3;286;1;0;0;0.31;0;0;0;0;2;1;0;50;0;0;1
ryan-nelsen;DC;25;25;2314;1;0;0;0.04;0;0;0;0;30;12;0;3.3;0;0;1
ronnie-o-brien;DAL;6;3;317;1;0;0;0.28;0;0;0;0;10;5;0;10;0;0;1
oscar-pareja;DAL;24;23;1982;1;0;0;0.05;0;0;0;0;20;3;0;5;5;0;5
santino-quaranta;DC;12;8;738;1;0;0;0.12;0;0;0;0;14;8;0;7.1;4;0;4
eddie-robinson;SJ;13;13;1121;1;0;0;0.08;0;0;0;0;5;3;0;20;0;0;2
dipsy-selolwane;CHI;5;1;165;1;0;0;0.55;0;0;0;0;5;2;0;20;0;0;2
earnie-stewart;DC;21;21;1923;1;0;0;0.05;0;0;0;0;24;8;0;4.2;9;0;3
ryan-suarez;DAL;12;12;1110;1;0;0;0.08;0;0;0;0;9;3;0;11.1;2;0;1
shavar-thomas;DAL;15;14;1252;1;0;0;0.07;0;0;0;0;4;2;0;25;0;0;1
seth-trembly;COL;16;11;1112;1;0;0;0.08;0;0;0;0;16;6;0;6.3;0;0;2
diego-walsh;CLB;14;6;612;1;0;0;0.15;0;0;0;0;9;4;0;11.1;3;0;1
evan-whitfield;CHI;27;25;2329;1;0;0;0.04;0;0;0;0;14;8;0;7.1;6;0;2
kerry-zavagnin;SKC;29;27;2487;1;0;0;0.04;0;0;0;0;12;2;0;8.3;1;0;3
craig-ziadie;RBNY;22;20;1913;1;0;0;0.05;0;0;0;0;5;2;0;20;0;0;3
alex-zotinca;SKC;20;14;1239;1;0;0;0.07;0;0;0;0;11;5;0;9.1;0;0;1
joseph-addo;RBNY;8;7;700;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
nelson-akwari;CLB;11;5;488;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
jose-alegria;DC;17;13;1093;0;0;0;0;0;0;0;0;12;5;0;0;0;0;1
kenny-arena;RBNY;10;5;458;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0
chris-bagley;NE;3;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
devin-barclay;DC;3;1;113;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
isaias-bardales-jr;LA;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
edgar-bartolomeu;RBNY;13;11;1000;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
clint-baumstark;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clint-baumstark;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clint-baumstark;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clint-baumstark;DC;1;1;100;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
clint-baumstark;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kyle-beckerman;COL;28;24;2124;0;0;0;0;0;0;0;0;29;14;0;0;2;0;5
matt-behncke;DAL;13;9;827;0;0;0;0;0;0;0;0;6;1;0;0;1;0;0
alex-blake;COL;3;0;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
jonathan-bolanos;CHI;2;1;92;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1
tenywa-bonseu;DAL;20;20;1789;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0
nat-borchers;COL;23;22;2101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-broome;LA;4;2;186;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
paul-broome;DAL;7;6;563;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1
adin-brown;NE;25;25;2347;0;0;0;0;0;2;3;0;0;136;0;0;0;0;0
c-j-brown;CHI;21;19;1728;0;0;0;0;0;0;0;0;7;2;0;0;0;0;1
jose-burciaga-jr;SKC;4;4;347;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
jon-busch;CLB;24;24;2194;0;0;0;0;0;8;8;0;0;144;0;0;0;0;0
carl-bussey;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
danny-califf;LA;23;23;2162;0;0;0;0;0;0;0;0;13;5;0;0;0;0;2
joe-cannon;COL;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
craig-capano;CHI;5;1;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brian-carroll;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeff-cassar;DAL;7;6;562;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0
mauricio-cienfuegos;LA;20;15;1344;0;0;0;0;0;0;0;0;13;6;0;0;1;0;2
mike-clark;CLB;29;29;2673;0;0;0;0;0;0;0;0;10;2;0;0;2;0;1
jon-conway;SJ;3;3;280;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0
d-j-countess;DAL;24;24;2194;0;0;0;0;0;6;10;0;0;173;0;0;0;0;0
leo-cullen;NE;26;18;1564;0;0;0;0;0;0;0;0;7;2;0;0;1;0;2
jim-curtin;CHI;30;30;2733;0;0;0;0;0;0;0;0;10;3;0;0;1;0;1
troy-dayak;SJ;9;8;785;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
joey-digiamarino;RBNY;18;16;1446;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0
nick-downing;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dario-fabbro;SKC;8;2;179;0;0;0;0;0;0;0;0;3;1;0;0;4;0;0
rodrigo-faria;SJ;4;3;249;0;0;0;0;0;0;0;0;8;1;0;0;3;0;1
rodrigo-faria;CHI;5;4;330;0;0;0;0;0;0;1;0;10;3;0;0;6;0;0
juan-forchetti;RBNY;10;8;775;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
byron-foss;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
robin-fraser;COL;26;26;2335;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
tony-frias;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kevin-friedland;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ryan-futagaki;CHI;6;2;218;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1
jose-galvan;RBNY;9;2;266;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
nick-garcia;SKC;29;29;2689;0;0;0;0;0;0;0;0;7;2;0;0;1;0;0
scott-garlick;COL;26;26;2346;0;0;0;0;0;5;6;0;0;123;0;0;0;0;0
jorge-geddes;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gavin-glinton;DAL;10;3;273;0;0;0;0;0;0;0;0;4;2;0;0;3;0;0
tim-glowienka;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
herculez-gomez;LA;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guillermo-gonzalez;LA;6;1;129;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
taly-goode;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-grafer;RBNY;3;3;270;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0
taylor-graham;SKC;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gilles-grimandi;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;SKC;20;17;1559;0;0;0;0;0;0;0;0;12;2;0;0;2;0;0
wolde-harris;SKC;10;6;560;0;0;0;0;0;0;0;0;20;10;0;0;5;0;0
wes-hart;COL;29;29;2623;0;0;0;0;0;0;0;0;12;4;0;0;1;0;2
kevin-hartman;LA;30;30;2796;0;0;0;0;0;3;4;0;0;190;0;0;0;0;1
frankie-hejduk;CLB;23;23;2128;0;0;0;0;0;0;0;0;25;10;0;0;2;0;4
ezra-hendrickson;LA;12;10;938;0;0;0;0;0;0;0;0;12;3;0;0;0;0;0
stephen-herdsman;COL;3;3;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
daniel-hernandez;NE;9;4;520;0;0;0;0;0;0;0;0;8;2;0;0;0;0;2
hong-myung-bo;LA;25;25;2296;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2
tim-howard;RBNY;13;13;1223;0;0;0;0;0;1;2;0;0;96;0;0;0;0;1
jack-jewsbury;SKC;2;1;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
daouda-kante;NE;16;14;1319;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
ibrahim-kante;NE;2;0;65;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0
zach-kingsley;COL;12;5;480;0;0;0;0;0;0;0;0;4;3;0;0;1;0;2
chris-leitch;RBNY;15;10;993;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0
marshall-leonard;NE;10;5;550;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
roger-levesque;SJ;3;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ricky-lewis;LA;13;7;798;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
carlos-llamosa;NE;24;23;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
johanes-maliza;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tyrone-marshall;LA;25;19;1882;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0
antonio-martinez;DAL;10;5;564;0;0;0;0;0;0;0;0;11;4;0;0;1;0;1
thiago-martins;DC;5;4;359;0;0;0;0;0;0;0;0;7;3;0;0;1;0;0
pablo-mastroeni;COL;18;18;1655;0;0;0;0;0;0;0;0;6;0;0;0;0;0;2
jeff-matteo;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chad-mccarty;CLB;19;14;1226;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
mike-mcginty;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tony-meola;SKC;30;30;2797;0;0;0;0;0;6;6;0;0;172;0;0;0;0;0
jeff-moore;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jason-moore;NE;13;1;328;0;0;0;0;0;0;0;0;4;2;0;0;5;0;0
;DAL;17;17;1484;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0
richard-mulrooney;SJ;25;25;2330;0;0;0;0;0;0;0;0;24;7;0;0;1;0;7
andres-murriagui;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bryan-namoff;DC;22;17;1665;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1
mike-nugent;RBNY;1;1;90;0;0;0;0;0;0;0;0;4;3;0;0;2;0;0
jesus-ochoa;LA;10;7;571;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
pat-onstad;SJ;27;27;2510;0;0;0;0;0;1;1;0;2;138;0;0;0;0;0
bo-oshoniyi;SKC;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
duncan-oughton;CLB;23;18;1717;0;0;0;0;0;0;0;0;16;8;0;0;0;0;0
logan-pause;CHI;23;15;1354;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0
trevor-perea;CLB;1;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trevor-perea;DC;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rusty-pierce;NE;21;21;1878;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
alex-pineda-chacon;CLB;8;3;325;0;0;0;0;0;0;0;0;8;5;0;0;0;0;2
alex-pineda-chacon;LA;6;4;378;0;0;0;0;0;0;0;0;7;3;0;0;4;0;0
michael-piserchio;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
eddie-pope;RBNY;20;20;1724;0;0;0;0;0;0;0;0;15;6;0;0;1;0;2
dan-popik;LA;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
daryl-powell;COL;5;4;335;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
tom-presthus;CLB;7;6;613;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0
brandon-prideaux;DC;28;27;2586;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0
tim-regan;RBNY;15;7;747;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0
matt-reis;NE;5;5;460;0;0;0;0;0;2;2;0;0;23;0;0;0;0;0
jose-retiz;LA;5;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nick-rimando;DC;25;25;2318;0;0;0;0;0;3;5;0;0;131;0;0;0;0;0
henry-ring;CHI;1;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
michael-ritch;CLB;3;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alberto-rizo;COL;6;3;297;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0
andy-rosenband;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ian-russell;SJ;18;16;1339;0;0;0;0;0;0;0;0;14;5;0;0;10;0;5
philip-salyer;DAL;8;5;491;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
josh-saunders;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
casey-schmidt;COL;13;1;363;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2
kyle-singer;NE;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
billy-sleeth;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
curtis-spiteri;CHI;1;0;45;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
jeff-stewart;COL;8;7;608;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
david-stokes;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jordan-stone;DAL;16;9;1057;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ryan-suarez;LA;3;3;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carey-talley;SKC;20;13;1344;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1
scot-thompson;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jason-thompson;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zach-thornton;CHI;30;30;2728;0;0;0;0;0;4;4;0;0;165;0;0;0;0;0
daniel-torres;CLB;8;6;562;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
arturo-torres;LA;9;3;335;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0
jake-traeger;CLB;1;0;12;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
michael-ueltschey;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mandi-urbas;DAL;3;0;40;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
peter-vagenas;LA;20;18;1724;0;0;0;0;0;0;0;0;7;3;0;0;1;0;0
scott-vallow;COL;4;4;380;0;0;0;0;0;2;2;0;0;22;0;0;0;0;0
jorge-vazquez;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jorge-vazquez;NE;4;2;197;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
craig-waibel;SJ;24;22;1991;0;0;0;0;0;0;0;0;9;4;0;0;0;0;2
jonny-walker;RBNY;14;14;1325;0;0;0;0;0;2;3;0;0;70;0;0;0;0;0
nick-walls;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
doug-warren;DC;5;4;404;0;0;0;0;0;2;2;0;0;33;0;0;0;0;0
richie-williams;RBNY;26;26;2337;0;0;0;0;0;0;0;0;12;4;0;0;2;0;2
mark-williams;CLB;5;5;391;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
winston-griffiths;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
milton-reyes;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
