name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
nemanja-nikolic;CHI;34;34;2946;24;0;0;0.73;0;4;5;0;118;59;50;20.3;51;1;28
david-villa;NYC;31;28;2556;22;0;0;0.77;0;4;5;0;136;55;40.4;16.2;32;24;31
diego-valeri;POR;32;32;2828;21;0;0;0.67;0;6;7;0;93;39;41.9;22.6;21;48;32
josef-martinez;ATL;20;17;1528;19;0;0;1.12;0;2;2;0;67;32;47.8;28.4;19;0;20
ola-kamara;CLB;34;33;2867;18;0;0;0.57;0;2;3;0;89;39;43.8;20.2;38;2;21
ignacio-piatti;MTL;28;26;2368;17;0;0;0.65;0;4;5;0;75;38;50.7;22.7;8;12;23
bradley-wright-phillips;RBNY;32;29;2560;17;0;0;0.6;0;0;0;0;83;36;43.4;20.5;39;0;18
sebastian-giovinco;TOR;25;25;2058;16;0;0;0.7;0;1;3;0;128;52;40.6;12.5;10;26;22
cj-sapong;PHI;33;30;2794;16;0;0;0.52;0;3;3;0;67;34;50.8;23.9;10;0;21
;TOR;27;25;2194;15;0;0;0.62;0;3;5;0;68;30;44.1;22.1;14;0;21
david-accam;CHI;30;24;2177;14;0;0;0.58;0;2;2;0;66;36;54.5;21.2;18;44;22
christian-ramirez;MIN;30;27;2392;14;0;0;0.53;0;0;0;0;60;34;56.7;23.3;22;0;17
erick-torres;HOU;27;23;2001;14;0;0;0.63;0;5;6;0;72;26;36.1;19.4;12;0;17
romain-alessandrini;LA;30;27;2441;13;0;0;0.48;0;2;2;0;95;41;43.2;13.7;12;127;25
justin-meram;CLB;34;32;2588;13;0;0;0.45;0;0;0;0;61;28;45.9;21.3;14;25;20
fredy-montero;VAN;33;26;2469;13;0;0;0.47;0;2;4;0;86;35;40.7;15.1;15;0;19
hector-villalba;ATL;34;34;2762;13;0;0;0.42;0;0;0;0;86;44;51.2;15.1;10;2;24
chris-wondolowski;SJ;34;34;3041;13;0;0;0.38;0;1;1;0;79;28;35.4;16.5;21;0;21
clint-dempsey;SEA;29;25;2276;12;0;0;0.47;0;2;3;0;116;39;33.6;10.3;3;0;17
kei-kamara;NE;31;27;2365;12;0;0;0.46;0;0;0;0;88;35;39.8;13.6;18;0;17
cyle-larin;ORL;28;24;2169;12;0;0;0.5;0;0;1;0;55;32;58.2;21.8;11;0;15
daniel-royer;RBNY;26;23;1868;12;0;0;0.58;0;4;4;0;52;22;42.3;23.1;3;0;15
maximiliano-urruti;DAL;32;31;2749;12;0;0;0.39;0;1;1;0;103;39;37.9;11.7;27;3;17
will-bruin;SEA;31;20;1824;11;0;0;0.54;0;0;0;0;52;20;38.5;21.1;10;0;13
roland-lamah;DAL;32;29;2157;11;0;0;0.46;0;0;0;0;44;23;52.3;25;12;1;14
lee-nguyen;NE;31;30;2542;11;0;0;0.39;0;3;3;0;49;23;46.9;22.4;4;104;26
fanendo-adi;POR;22;22;1885;10;0;0;0.48;0;3;3;0;66;28;42.4;15.2;30;0;13
alberth-elis;HOU;26;18;1645;10;0;0;0.55;0;1;1;0;71;28;39.4;14.1;8;0;14
jack-harrison;NYC;34;33;2757;10;0;0;0.33;0;0;0;0;65;31;47.7;15.4;7;10;16
mauro-manotas;HOU;33;24;2063;10;0;0;0.44;0;0;1;0;71;35;49.3;14.1;4;2;15
miguel-almiron;ATL;30;27;2394;9;0;0;0.34;0;1;1;0;84;35;41.7;10.7;10;65;23
dominique-badji;COL;33;29;2540;9;0;0;0.32;0;0;1;0;56;28;50;16.1;19;0;15
federico-higuain;CLB;26;26;2238;9;0;0;0.36;0;2;3;0;52;24;46.1;17.3;8;93;23
anthony-jackson-hamel;MTL;21;11;1137;9;0;0;0.71;0;0;0;0;32;14;43.8;28.1;4;0;13
juan-agudelo;NE;28;20;1821;8;0;0;0.4;0;0;0;0;36;17;47.2;22.2;9;1;9
sebastian-blanco;POR;33;32;2783;8;0;0;0.26;0;0;0;0;86;32;37.2;9.3;2;34;16
abu-danladi;MIN;27;15;1391;8;0;0;0.52;0;0;0;0;37;13;35.1;21.6;25;0;11
gerso-fernandes;SKC;32;26;2238;8;0;0;0.32;0;0;0;0;62;25;40.3;12.9;7;7;10
justin-morrow;TOR;28;28;2479;8;0;0;0.29;0;0;0;0;26;12;46.1;30.8;4;0;9
victor-vazquez;TOR;31;28;2382;8;0;0;0.3;0;3;3;0;41;20;48.8;19.5;2;85;24
roland-alberg;PHI;24;9;871;7;0;0;0.72;0;2;3;0;31;13;41.9;22.6;2;15;8
yamil-asad;ATL;32;31;2765;7;0;0;0.23;0;1;1;0;53;23;43.4;13.2;9;62;20
teal-bunbury;NE;28;13;1279;7;0;0;0.49;0;0;0;0;46;22;47.8;15.2;2;1;8
blerim-dzemaili;MTL;22;22;1941;7;0;0;0.32;0;0;0;0;66;17;25.8;10.6;0;42;17
diego-fagundez;NE;32;27;2434;7;0;0;0.26;0;0;0;0;72;35;48.6;9.7;4;13;15
nicolas-lodeiro;SEA;33;33;2965;7;0;0;0.21;0;3;3;0;67;19;28.4;10.4;16;152;19
kevin-molino;MIN;30;30;2512;7;0;0;0.25;0;3;4;0;46;16;34.8;15.2;4;50;16
yura-movsisyan;RSL;28;16;1416;7;0;0;0.44;0;1;1;0;45;19;42.2;15.6;12;0;7
fafa-picault;PHI;28;23;1894;7;0;0;0.33;0;0;0;0;46;22;47.8;15.2;7;1;10
joao-plata;RSL;29;27;2318;7;0;0;0.27;0;2;2;0;95;30;31.6;7.4;12;57;12
romell-quioto;HOU;22;14;1281;7;0;0;0.49;0;0;0;0;44;15;34.1;15.9;1;4;10
tosaint-ricketts;TOR;22;9;1002;7;0;0;0.63;0;0;0;0;31;15;48.4;22.6;8;0;8
albert-rusnak;RSL;30;29;2579;7;0;0;0.24;0;0;0;0;85;30;35.3;8.2;4;138;21
luis-silva;RSL;30;20;1775;7;0;0;0.35;0;1;1;0;58;20;34.5;12.1;13;5;10
luis-solignac;CHI;33;26;2153;7;0;0;0.29;0;0;0;0;45;15;33.3;15.6;11;0;11
