name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
bradley-wright-phillips;RBNY;34;32;2761;24;0;0;0.78;0;0;1;0;103;56;54.4;23.3;34;0;29
david-villa;NYC;33;32;2869;23;0;0;0.72;0;5;6;0;166;68;41;13.9;41;5;27
sebastian-giovinco;TOR;28;28;2418;17;0;0;0.63;0;4;4;0;177;59;33.3;9.6;29;103;32
ignacio-piatti;MTL;32;31;2818;17;0;0;0.54;0;3;3;0;95;42;44.2;17.9;7;13;23
fanendo-adi;POR;33;30;2649;16;0;0;0.54;0;2;4;0;88;37;42;18.2;34;0;18
dom-dwyer;SKC;33;31;2823;16;0;0;0.51;0;0;0;0;119;44;37;13.4;32;1;19
ola-kamara;CLB;25;20;1859;16;0;0;0.77;0;2;3;0;80;38;47.5;20;34;1;18
giovani-dos-santos;LA;28;27;2350;14;0;0;0.54;0;1;1;0;63;31;49.2;22.2;12;37;26
cyle-larin;ORL;32;29;2455;14;0;0;0.51;0;0;0;0;73;33;45.2;19.2;20;0;17
diego-valeri;POR;30;30;2634;14;0;0;0.48;0;4;4;0;112;38;33.9;12.5;8;111;21
frank-lampard;NYC;19;15;1280;12;0;0;0.84;0;1;1;0;33;21;63.6;36.4;2;0;15
jordan-morris;SEA;34;32;2856;12;0;0;0.38;0;0;0;0;71;36;50.7;16.9;18;0;16
chris-pontius;PHI;33;32;2571;12;0;0;0.42;0;0;0;0;66;35;53;18.2;5;1;18
chris-wondolowski;SJ;30;30;2697;12;0;0;0.4;0;3;5;0;78;31;39.7;15.4;21;0;15
kevin-molino;ORL;30;26;2316;11;0;0;0.43;0;1;1;0;59;22;37.3;18.6;7;5;19
;TOR;23;16;1487;10;0;0;0.61;0;0;1;0;43;21;48.8;23.3;9;0;15
didier-drogba-x7391;MTL;22;18;1650;10;0;0;0.55;0;2;3;0;90;35;38.9;11.1;11;1;16
robbie-keane;LA;17;16;1426;10;0;0;0.63;0;3;4;0;40;21;52.5;25;20;5;12
david-accam;CHI;24;21;1935;9;0;0;0.42;0;2;2;0;71;28;39.4;12.7;20;39;14
roland-alberg;PHI;28;13;1153;9;0;0;0.7;0;4;4;0;47;17;36.2;19.1;4;37;12
michael-barrios;DAL;32;30;2454;9;0;0;0.33;0;0;0;0;50;26;52;18;12;17;11
kaka;ORL;24;23;1955;9;0;0;0.41;0;4;5;0;62;29;46.8;14.5;4;70;19
shkelzen-gashi;COL;26;25;2123;9;0;0;0.38;0;1;2;0;92;40;43.5;9.8;6;74;13
pedro-morales;VAN;27;26;2073;9;0;0;0.39;0;6;6;0;51;24;47.1;17.6;1;14;15
yura-movsisyan;RSL;29;25;2161;9;0;0;0.37;0;2;3;0;68;28;41.2;13.2;20;0;12
lamar-neagle;DC;31;21;1950;9;0;0;0.42;0;2;2;0;51;21;41.2;17.6;8;27;15
joao-plata;RSL;30;28;2478;9;0;0;0.33;0;2;3;0;77;33;42.9;11.7;7;56;21
maximiliano-urruti;DAL;30;29;2482;9;0;0;0.33;0;0;0;0;91;36;39.6;9.9;16;0;13
clint-dempsey;SEA;17;17;1429;8;0;0;0.5;0;2;3;0;65;22;33.9;12.3;6;1;10
patrick-mullins;DC;14;12;1048;8;0;0;0.69;0;0;0;0;37;18;48.6;21.6;14;0;10
juan-agudelo;NE;24;14;1349;7;0;0;0.47;0;0;0;0;52;18;34.6;13.5;13;0;12
michael-de-leeuw;CHI;18;17;1465;7;0;0;0.43;0;0;0;0;25;12;48;28;12;0;10
benny-feilhaber;SKC;30;28;2563;7;0;0;0.25;0;5;5;0;45;13;28.9;15.6;1;81;20
mike-grella;RBNY;32;28;2410;7;0;0;0.26;0;0;0;0;40;21;52.5;17.5;6;3;13
kei-kamara;NE;21;21;1869;7;0;0;0.34;0;0;0;0;70;24;34.3;10;22;0;9
juan-manuel-martinez;RSL;32;29;2519;7;0;0;0.25;0;0;0;0;47;17;36.2;14.9;7;11;10
cj-sapong;PHI;31;29;2535;7;0;0;0.25;0;1;1;0;60;22;36.7;11.7;17;0;9
tesho-akindele;DAL;31;15;1514;6;0;0;0.36;0;2;2;0;35;17;48.6;17.1;7;0;10
dominique-badji;COL;27;17;1571;6;0;0;0.34;0;0;0;0;47;19;40.4;12.8;16;2;10
kevin-doyle;COL;26;24;2178;6;0;0;0.25;0;1;1;0;73;15;20.6;8.2;15;0;8
diego-fagundez;NE;34;24;2237;6;0;0;0.24;0;0;0;0;64;22;34.4;9.4;3;14;12
ethan-finlay;CLB;34;27;2462;6;0;0;0.22;0;1;1;0;46;22;47.8;13;22;6;15
sacha-kljestan;RBNY;32;30;2624;6;0;0;0.21;0;1;2;0;40;19;47.5;15;6;143;26
mike-magee;LA;30;16;1467;6;0;0;0.37;0;0;0;0;33;18;54.5;18.2;3;34;10
mauro-manotas;HOU;22;10;1054;6;0;0;0.51;0;1;1;0;41;18;43.9;14.6;9;0;7
lee-nguyen;NE;33;33;2900;6;0;0;0.19;0;3;4;0;68;29;42.6;8.8;4;65;16
dominic-oduro;MTL;31;22;2028;6;0;0;0.27;0;0;0;0;34;17;50;17.6;19;0;12
julio-baptista;ORL;23;5;729;6;0;0;0.74;0;0;1;0;27;9;33.3;22.2;1;0;9
