name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
miguel-almiron;ATL;5;5;446;1;11;1;0.2;1;0;0;1.4;13;6;46.1;7.7;2;1;3
cesar-araujo;ORL;5;5;450;1;0;2;0.2;2;0;0;0.42;4;2;50;25;1;1;2
maximilian-arfsten;CLB;5;5;449;1;3;4;0.2;0;0;0;0.72;7;1;14.3;14.3;1;0;2
tomas-aviles;MIA;4;3;159;1;1;0;0.57;0;0;0;0.56;1;1;100;100;0;0;1
leonardo-barroso;CHI;4;2;265;1;0;1;0.34;0;0;0;0.77;1;1;100;100;0;0;2
cole-bassett;COL;6;6;510;1;4;7;0.18;1;0;0;1.62;12;3;25;8.3;0;0;1
amine-bassi;HOU;6;6;506;1;0;5;0.18;2;0;0;1.83;7;3;42.9;14.3;3;0;1
simon-becher;STL;6;4;337;1;1;4;0.27;4;0;0;1.31;9;5;55.6;11.1;4;0;1
federico-bernardeschi;TOR;6;6;540;1;15;1;0.17;0;1;1;1.39;16;7;43.8;6.3;3;16;3
guilherme-biro;ATX;6;6;515;1;0;0;0.17;2;0;0;0.2;2;1;50;50;0;0;1
tristan-blackmon;VAN;5;5;450;1;0;2;0.2;2;0;0;0.46;4;1;25;25;0;0;1
ousseni-bouda-x9038;SJ;6;3;271;1;2;8;0.33;1;0;0;1.13;11;5;45.5;9.1;1;0;1
brandt-bronico;CLT;6;5;425;1;0;1;0.21;0;0;0;0.75;1;1;100;100;0;0;1
osman-bukari;ATX;6;5;428;1;2;9;0.21;1;0;0;1.27;12;3;25;8.3;3;0;2
leonardo-alves-chu-franco;DAL;2;2;122;1;4;0;0.74;1;0;0;0.69;5;1;20;20;1;0;1
vitor-costa-de-brito;SJ;3;0;38;1;1;1;2.37;0;0;0;0.41;2;1;50;50;0;0;1
david-da-costa;POR;6;5;483;1;0;9;0.19;0;0;0;0.95;9;2;22.2;11.1;1;20;3
bruno-damiani;PHI;5;1;193;1;5;2;0.47;2;0;0;2.25;9;7;77.8;11.1;0;0;1
luca-de-la-torre;SD;6;6;469;1;3;4;0.19;0;0;0;0.5;7;3;42.9;14.3;1;11;2
hassani-dotson;MIN;5;5;375;1;1;1;0.24;0;0;0;0.13;2;2;100;50;0;0;1
jeremy-ebobisse;LAFC;3;3;219;1;1;1;0.41;2;0;0;0.38;4;2;50;25;1;0;1
boris-enow;DC;6;5;368;1;3;0;0.24;0;0;0;0.27;3;1;33.3;33.3;0;0;1
franco-escobar;HOU;6;5;350;1;0;1;0.26;1;0;0;0.26;2;1;50;50;0;0;1
logan-farrington;DAL;6;2;228;1;1;1;0.39;1;0;0;0.32;3;2;66.7;33.3;2;0;1
julian-fernandez;NYC;6;4;313;1;5;1;0.29;1;0;0;0.55;7;3;42.9;14.3;0;1;3
deybi-flores;TOR;5;3;292;1;1;2;0.31;2;0;0;0.68;5;3;60;20;0;0;1
jon-gallagher;ATX;6;3;326;1;0;4;0.28;0;0;0;0.46;4;1;25;25;0;0;1
emiro-garces-x0776;LA;5;3;235;1;1;1;0.38;0;0;0;0.14;2;1;50;50;0;0;1
ryan-gauld;VAN;3;3;199;1;3;1;0.45;1;0;0;0.8;5;3;60;20;0;10;2
dennis-gjengaar;RBNY;2;2;177;1;1;5;0.51;0;0;0;1.16;6;3;50;16.7;1;0;1
ian-glavinovich;PHI;3;2;167;1;0;1;0.54;2;0;0;0.48;3;1;33.3;33.3;0;0;1
diogo-goncalves-x8534;RSL;6;5;427;1;0;12;0.21;1;0;0;1.19;13;7;53.9;7.7;1;9;2
calvin-harris;COL;4;0;104;1;1;3;0.87;1;0;0;1.31;5;1;20;20;0;0;1
marcel-hartel;STL;6;6;536;1;3;9;0.17;1;0;0;1.34;13;5;38.5;7.7;2;20;1
ryan-hollingshead;LAFC;6;3;359;1;4;2;0.25;1;0;0;1.52;7;3;42.9;14.3;1;0;1
mitja-ilenic;NYC;6;5;532;1;1;2;0.17;1;0;0;0.32;4;2;50;25;0;0;1
marcus-ingvartsen;SD;4;4;315;1;5;2;0.29;4;0;0;1.58;11;4;36.4;9.1;2;0;1
tate-johnson;VAN;3;2;192;1;1;0;0.47;0;0;0;0.36;1;1;100;100;0;0;1
anderson-julio;DAL;3;3;241;1;1;5;0.37;0;0;0;1.15;6;4;66.7;16.7;3;0;2
kevin-kelsy;POR;6;2;239;1;3;0;0.38;2;0;0;0.86;5;2;40;20;2;0;1
hosei-kijima;DC;6;6;474;1;1;2;0.19;1;0;0;0.44;4;1;25;25;2;0;1
kalani-kossa-rienzi;SEA;3;2;149;1;1;0;0.6;0;0;0;0.2;1;1;100;100;1;0;1
rominigue-kouame;CHI;2;0;36;1;2;0;2.5;0;0;0;0.32;2;2;100;50;0;0;1
yuya-kubo;CIN;5;5;374;1;4;6;0.24;0;0;0;0.97;10;4;40;10;5;2;1
mathias-laborda;VAN;6;6;529;1;0;3;0.17;7;0;0;1.8;10;2;20;10;0;0;1
beau-lerouox;SJ;6;5;389;1;3;2;0.23;2;0;0;1;7;4;57.1;14.3;0;0;2
nicolas-lodeiro;HOU;6;4;337;1;5;0;0.27;0;0;0;0.23;5;2;40;20;0;1;1
aaron-long;LAFC;5;5;405;1;1;0;0.22;0;0;0;0.86;1;1;100;100;0;0;1
eduard-lowen;STL;5;5;348;1;0;3;0.26;0;0;0;0.22;3;1;33.3;33.3;0;10;1
diego-luna;RSL;5;5;419;1;1;6;0.21;1;0;0;0.73;8;1;12.5;12.5;0;1;3
lukas-macnaughton;DC;2;1;99;1;0;0;0.91;2;0;0;0.6;2;1;50;50;0;0;1
adilson-malanda;CLT;6;6;540;1;0;0;0.17;3;0;0;1.08;3;1;33.3;33.3;0;0;2
josef-martinez;SJ;5;4;325;1;3;5;0.28;1;0;0;2.08;9;6;66.7;11.1;4;0;1
pedro-fonseca-x5893;DAL;4;2;146;1;0;2;0.62;1;0;0;0.79;3;1;33.3;33.3;0;0;1
christopher-mcvey;SD;6;6;540;1;1;1;0.17;1;0;0;0.53;3;1;33.3;33.3;0;0;1
alex-mighten;SD;3;1;113;1;1;3;0.8;0;0;0;1.5;4;2;50;25;0;0;1
aleksey-miranchuk;ATL;6;6;523;1;12;3;0.17;1;0;0;1.37;16;6;37.5;6.3;2;12;1
edwin-mosquera;ATL;4;0;47;1;2;2;1.91;0;0;0;0.24;4;2;50;25;0;1;1
hany-mukhtar;NSH;6;6;522;1;2;21;0.17;1;1;3;3.94;24;9;37.5;4.2;7;17;3
jacob-murrell;DC;6;1;183;1;1;2;0.49;1;0;0;0.51;4;2;50;25;0;0;2
alex-muyl;NSH;6;6;488;1;1;6;0.18;1;0;0;1.36;8;4;50;12.5;2;0;1
andy-najar;NSH;5;4;376;1;1;6;0.24;0;0;0;0.28;7;2;28.6;14.3;0;0;1
franco-negri;SD;6;4;294;1;2;0;0.31;1;0;0;0.22;3;1;33.3;33.3;0;0;1
jayden-nelson;VAN;5;4;274;1;3;4;0.33;0;0;0;0.63;7;3;42.9;14.3;1;0;5
nathan-ordaz;LAFC;6;3;302;1;5;1;0.3;0;0;0;1.56;6;3;50;16.7;4;0;2
jonathan-osorio;TOR;5;5;450;1;2;0;0.2;0;0;0;0.96;2;2;100;50;2;0;2
prince-osei-owusu;MTL;6;6;523;1;7;1;0.17;4;0;0;2.75;12;4;33.3;8.3;7;0;2
gabriel-pec;LA;6;6;540;1;25;2;0.17;0;0;0;1.49;27;9;33.3;3.7;1;9;2
jonathan-perez;NSH;4;1;103;1;1;2;0.87;0;0;0;0.14;3;2;66.7;33.3;0;0;1
fafa-picault;MIA;3;2;104;1;0;0;0.87;2;0;0;0.33;2;1;50;50;2;1;2
ariath-piol;RSL;4;4;229;1;1;2;0.39;1;0;0;0.94;4;1;25;25;3;0;1
ezequiel-ponce;HOU;6;6;534;1;2;6;0.17;4;0;0;2.16;12;1;8.3;8.3;6;0;2
jamar-ricketts;SJ;5;5;386;1;2;1;0.23;0;0;0;0.42;3;1;33.3;33.3;1;0;1
daniel-rios;VAN;5;1;110;1;1;2;0.82;0;0;0;0.44;3;1;33.3;33.3;1;0;1
rodrigues;SJ;5;4;404;1;0;0;0.22;3;0;0;0.75;3;2;66.7;33.3;0;0;1
cristian-roldan;SEA;6;5;458;1;1;4;0.2;4;0;0;0.52;9;3;33.3;11.1;2;0;4
keegan-rosenberry;COL;6;6;526;1;1;2;0.17;0;0;0;0.07;3;2;66.7;33.3;1;0;2
sigurd-rosted;TOR;4;3;314;1;0;1;0.29;1;0;0;0.25;2;1;50;50;0;0;1
paul-rothrock;SEA;6;6;439;1;3;4;0.21;2;0;0;0.81;9;3;33.3;11.1;2;0;2
nathan-dylan-saliba;MTL;5;5;441;1;1;3;0.2;2;0;0;1.1;6;2;33.3;16.7;0;0;1
dante-sealy;MTL;3;3;253;1;3;2;0.36;0;0;0;0.59;5;2;40;20;0;7;1
artem-smolyakov;LAFC;5;2;173;1;1;0;0.52;0;0;0;0.03;1;1;100;100;0;1;1
mohammed-sofo;RBNY;2;1;98;1;2;1;0.92;0;0;0;0.9;3;3;100;33.3;1;0;1
luis-suarez;MIA;5;5;380;1;4;4;0.24;0;0;0;1.18;8;1;12.5;12.5;2;0;5
sam-surridge;NSH;6;6;540;1;4;7;0.17;4;0;1;2.85;15;8;53.3;6.7;4;0;2
robert-taylor;MIA;3;1;152;1;1;4;0.59;0;0;0;1.36;5;2;40;20;1;1;1
cedric-teuchert;STL;5;4;252;1;1;5;0.36;0;0;0;1.34;6;2;33.3;16.7;5;0;2
erik-thommy;SKC;6;5;383;1;2;8;0.23;0;0;0;0.49;10;1;10;10;1;1;1
dagur-thorhallsson;ORL;6;1;122;1;1;0;0.74;0;0;0;0.27;1;1;100;100;0;0;1
mikael-uhre;PHI;6;6;410;1;4;7;0.22;0;0;0;1.37;11;6;54.5;9.1;6;0;1
cengiz-under;LAFC;3;3;202;1;4;1;0.45;0;0;0;1.23;5;1;20;20;0;5;1
myrto-uzuni;ATX;4;3;278;1;1;5;0.32;2;0;0;1.47;8;4;50;12.5;2;1;1
kerwin-vargas;CLT;6;2;219;1;7;5;0.41;0;0;0;1.18;12;4;33.3;8.3;0;1;1
brandon-vazquez;ATX;6;6;533;1;4;9;0.17;5;0;0;2.09;18;8;44.4;5.6;5;0;1
pedro-vite;VAN;5;4;388;1;7;0;0.23;0;0;0;0.38;7;5;71.4;14.3;0;6;4
ashley-westwood;CLT;6;6;540;1;0;2;0.17;0;0;0;0.63;2;1;50;50;0;10;1
brian-white;VAN;5;5;442;1;1;4;0.2;8;0;0;3.23;14;7;50;7.1;2;0;1
wilfried-zaha;CLT;5;5;450;1;2;7;0.2;0;0;0;0.62;9;4;44.4;11.1;1;3;1
luis-abram;ATL;4;2;200;0;0;0;0;1;0;0;0.1;1;0;0;0;0;0;0
lalas-abubakar;DAL;3;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kellyn-acosta;CHI;3;3;210;0;0;1;0;0;0;0;0.04;1;1;100;0;0;0;0
chase-mesner-adams;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;CIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leonardo-frugis-afonso;MIA;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stephen-afrifa;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
william-agada;SKC;4;1;93;0;0;3;0;3;0;0;1.08;6;0;0;0;0;0;0
ali-ahmed;VAN;5;3;287;0;1;3;0;2;0;0;0.64;6;1;16.7;0;1;0;1
jordi-alba;MIA;5;5;450;0;4;0;0;0;0;0;0.25;4;1;25;0;1;6;3
aliyu-ibrahim;HOU;5;2;153;0;1;0;0;0;0;0;0.04;1;0;0;0;4;0;0
noah-allen;MIA;5;4;363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alejandro-alvarado;SD;4;1;121;0;0;1;0;0;0;0;0.09;1;0;0;0;0;0;0
fernando-alvarez;MTL;4;1;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pedro-amador;ATL;3;3;264;0;2;0;0;0;0;0;0.07;2;0;0;0;0;0;0
prince-amponsah;NYC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
malte-amundsen;CLB;5;4;337;0;2;0;0;0;0;0;0.07;2;0;0;0;0;0;1
tomas-angel;SD;6;3;234;0;4;1;0;0;0;0;0.48;5;1;20;0;0;0;2
ivan-angulo;ORL;6;6;479;0;1;5;0;1;0;0;0.91;7;2;28.6;0;0;0;2
tah-brian-anunga;CIN;5;2;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
christopher-applewhite;NSH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-arriola;SEA;2;0;74;0;1;0;0;0;0;0;0.09;1;0;0;0;1;0;0
exon-arzu;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
josh-atencio;COL;5;5;390;0;0;2;0;0;0;0;0.3;2;0;0;0;0;0;0
eduard-atuesta;ORL;6;6;516;0;3;4;0;0;0;0;0.45;7;1;14.3;0;1;3;2
julian-aude;LA;6;3;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chidozie-awaziem-x7795;COL;6;6;514;0;0;1;0;2;0;0;0.51;3;1;33.3;0;0;0;0
obafemi-awodesu;HOU;6;6;540;0;1;0;0;1;0;0;0.24;2;0;0;0;1;0;0
david-ayala;POR;6;6;452;0;4;0;0;3;0;0;0.59;7;1;14.3;0;0;0;0
dominique-badji;DC;5;0;87;0;0;2;0;1;0;0;0.78;3;1;33.3;0;0;0;0
jeevan-badwal-x1100;VAN;4;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andrew-baiera;NYC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corey-baird;CIN;6;1;199;0;2;0;0;2;0;0;1.32;4;0;0;0;0;2;0
cody-baker;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
reed-baker-whiting-x4772;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mounsef-bakrar;NYC;6;2;161;0;0;2;0;0;0;0;0.07;2;1;50;0;0;1;0
jonathan-bamba;CHI;6;6;508;0;2;5;0;0;0;0;0.33;7;1;14.3;0;3;0;4
fidel-barajas;DC;2;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jesus-barea;RSL;1;0;45;0;3;0;0;1;0;0;0.77;4;2;50;0;0;0;0
tom-barlow;CHI;6;0;102;0;0;0;0;1;0;0;0.07;1;1;100;0;4;0;0
luis-barraza;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lucas-bartlett;DC;6;6;540;0;0;0;0;3;0;0;0.54;3;0;0;0;1;0;1
jacob-bartlett;SKC;3;3;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ethan-bartlow;HOU;5;4;336;0;2;1;0;1;0;0;0.78;4;1;25;0;0;0;0
sam-bassett;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zorhan-bassong;SKC;5;3;230;0;1;0;0;0;0;0;0.03;1;1;100;0;1;0;0
andy-batioja;HOU;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
timo-baumgartl;STL;2;0;13;0;0;2;0;0;0;0;0.12;2;1;50;0;0;0;0
tanner-beason;NE;1;0;53;0;0;0;0;1;0;0;0.01;1;1;100;0;0;0;0
adam-beaudry;COL;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alejandro-bedoya;PHI;3;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
jon-bell;SEA;5;4;363;0;0;0;0;1;0;0;0.08;1;0;0;0;0;0;0
benjamin-bender;CLT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ramiro-benetti;DAL;6;6;481;0;1;0;0;0;0;0;0.03;1;0;0;0;2;0;0
sebastian-berhalter;VAN;6;6;487;0;0;9;0;0;0;0;0.34;9;2;22.2;0;1;31;0
miguel-berry;LA;6;2;222;0;1;1;0;0;0;0;0.73;2;2;100;0;0;0;2
david-bingham;CLT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andre-blake;PHI;5;5;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
emmanuel-boateng;SD;2;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isaac-boehmer;VAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wiktor-bogacz;RBNY;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
luca-bombino;SD;3;2;174;0;1;1;0;0;0;0;0.18;2;0;0;0;0;0;0
alex-bono;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dylan-borso;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
denis-bouanga;LAFC;5;4;391;0;3;13;0;0;0;0;1.32;16;7;43.8;0;1;9;1
giuseppe-bovalina;VAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
michael-boxall;MIN;4;4;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chris-brady;CHI;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
claudio-bravo;POR;2;0;3;0;0;0;0;1;0;0;0.36;1;1;100;0;0;0;0
david-brekalo;ORL;3;1;122;0;0;0;0;3;0;0;0.24;3;0;0;0;0;0;0
luke-brennan;ATL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sebastian-breza;MTL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yannick-bright;MIA;4;3;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andrew-brody;SKC;1;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lachlan-brook;RSL;2;0;69;0;4;0;0;0;0;0;0.16;4;0;0;0;1;1;0
tristan-brown;CLB;1;0;17;0;1;0;0;0;0;0;0.03;1;0;0;0;0;0;0
javain-brown;RSL;3;3;195;0;0;1;0;3;0;0;0.43;4;1;25;0;0;0;0
gaston-brugman;NSH;4;1;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
heine-bruseth;SD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ola-brynhildsen;TOR;3;1;107;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
pavel-bucha;CIN;6;5;481;0;1;5;0;0;0;0;0.32;6;2;33.3;0;0;0;2
noel-buck;NE;2;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jesus-bueno;PHI;2;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dawid-bugaj;MTL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
teal-bunbury;NSH;5;0;35;0;0;2;0;2;0;0;0.68;4;0;0;0;0;0;0
roman-burki;STL;3;3;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
evan-bush;CLB;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sergio-busquets;MIA;5;5;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
brandon-bye;NE;4;3;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nathan-byrne;CLT;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kevin-cabral;COL;6;6;405;0;1;3;0;1;0;0;0.61;5;2;40;0;1;0;0
rafael-cabral;RSL;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
manuel-cafumana;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
drake-callender;MIA;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leonardo-campana;NE;3;3;190;0;2;2;0;1;0;0;0.44;5;1;20;0;0;0;0
george-campbell;MTL;4;4;354;0;2;1;0;1;0;0;0.55;4;1;25;0;0;0;1
reggie-cannon;COL;4;4;353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gustavo-caraballo;ORL;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
felipe-carballo;RBNY;5;0;88;0;0;2;0;0;0;0;0.04;2;0;0;0;0;0;1
wikelman-carmona;RBNY;6;2;189;0;1;2;0;0;0;0;0.14;3;0;0;0;0;0;0
antonio-carrera;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
maximo-carrizo;NYC;1;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
julio-cascante;ATX;4;2;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jacob-castro;SEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
austin-causey;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nico-cavallo;NYC;3;1;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brayan-ceballos;NE;4;4;360;0;0;1;0;1;0;0;0.08;2;0;0;0;0;0;0
roman-celentano-x4766;CIN;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
edwin-cerrillo;LA;6;6;493;0;0;5;0;0;0;0;0.17;5;0;0;0;0;0;1
dylan-chambost;CLB;6;6;539;0;4;0;0;1;0;0;0.43;5;1;20;0;0;19;2
maxime-chanot;LAFC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
diego-chara;POR;6;4;429;0;0;2;0;0;0;0;0.06;2;0;0;0;0;0;0
yevhen-cheberko;CLB;6;6;540;0;0;0;0;1;0;0;0.33;1;0;0;0;0;0;0
stefan-chirilla;CIN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dominik-chong-qui;ATL;2;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
