name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
ezra-hendrickson;LA;23;23;2132;5;0;0;0.21;0;0;0;0;34;13;0;14.7;6;0;8
matt-mckeon;SKC;26;26;2372;5;0;0;0.19;0;2;2;0;48;22;0;10.4;6;0;7
santino-quaranta;DC;16;10;949;5;0;0;0.47;0;0;0;0;34;18;0;14.7;12;0;6
bobby-rhine;DAL;18;10;972;5;0;0;0.46;0;0;0;0;37;24;0;13.5;11;0;12
adolfo-valencia;RBNY;17;14;1155;5;0;0;0.39;0;0;0;0;33;19;0;15.2;17;0;9
petter-villegas;RBNY;22;22;1798;5;0;0;0.25;0;0;1;0;36;14;0;13.9;8;0;10
brian-west;CLB;21;19;1657;5;0;0;0.27;0;0;0;0;23;12;0;21.7;10;0;10
junior-agogo;SJ;14;6;589;4;0;0;0.61;0;0;0;0;23;11;0;17.4;25;0;7
jamar-beasley;CHI;18;8;727;4;0;0;0.5;0;0;0;0;29;17;0;13.8;17;0;7
francisco-gomez;SKC;24;16;1320;4;0;0;0.27;0;0;0;0;32;13;0;12.5;0;0;10
mark-lisi;DC;25;20;1720;4;0;0;0.21;0;0;0;0;33;16;0;12.1;2;0;9
onandi-lowe;SKC;13;10;1034;4;0;0;0.35;0;0;0;0;66;27;0;6.1;18;0;7
stephen-armstrong;DC;15;12;1112;3;0;0;0.24;0;0;0;0;17;11;0;17.6;0;0;3
devin-barclay;TB;23;12;1324;3;0;0;0.2;0;0;0;0;24;15;0;12.5;12;0;5
edson-buddle;CLB;17;5;556;3;0;0;0.49;0;0;0;0;24;12;0;12.5;5;0;5
danny-califf;LA;24;23;2161;3;0;0;0.12;0;0;0;0;14;7;0;21.4;0;0;4
mark-chung;RBNY;26;24;2226;3;0;0;0.12;0;0;1;0;56;25;0;5.4;7;0;9
raul-diaz-arce;COL;12;10;764;3;0;0;0.35;0;0;0;0;18;8;0;16.7;22;0;6
wolde-harris;NE;21;17;1584;3;0;0;0.17;0;1;2;0;43;22;0;7;21;0;8
chris-henderson;MIA;25;25;2184;3;0;0;0.12;0;0;0;0;41;17;0;7.3;26;0;11
josh-keller;TB;22;22;1952;3;0;0;0.14;0;0;0;0;17;8;0;17.6;1;0;4
chris-klein;SKC;24;23;2039;3;0;0;0.13;0;0;0;0;25;11;0;12;8;0;9
jesse-marsch;CHI;27;27;2429;3;0;0;0.11;0;0;0;0;18;8;0;16.7;3;0;10
tyrone-marshall;MIA;23;20;1831;3;0;0;0.15;0;0;0;0;15;6;0;20;3;0;5
ian-russell;SJ;26;26;2216;3;0;0;0.12;0;0;0;0;27;12;0;11.1;5;0;12
william-sunsing;NE;22;11;1100;3;0;0;0.25;0;0;0;0;26;8;0;11.5;10;0;4
peter-vagenas;LA;26;25;2197;3;0;0;0.12;0;0;0;0;22;7;0;13.6;1;0;6
billy-walsh;RBNY;11;8;756;3;0;0;0.36;0;0;0;0;11;5;0;27.3;1;0;3
;CLB;11;9;710;3;0;0;0.38;0;0;0;0;13;5;0;23.1;0;0;5
andy-williams;NE;20;17;1465;3;0;0;0.18;0;0;0;0;45;16;0;6.7;5;0;10
jeff-agoos;SJ;20;20;1765;2;0;0;0.1;0;0;0;0;8;5;0;25;0;0;4
damarcus-beasley;CHI;24;24;2156;2;0;0;0.08;0;0;0;0;27;18;0;7.4;8;0;8
mauricio-cienfuegos;LA;25;25;2229;2;0;0;0.08;0;0;0;0;35;14;0;5.7;4;0;9
alex-comas;RBNY;12;10;748;2;0;0;0.24;0;1;1;0;21;11;0;9.5;1;0;4
ali-curtis;TB;20;12;1211;2;0;0;0.15;0;0;0;0;30;12;0;6.7;8;0;3
sergi-daniv;CHI;14;9;813;2;0;0;0.22;0;0;0;0;14;6;0;14.3;0;0;5
troy-dayak;SJ;25;25;2236;2;0;0;0.08;0;0;0;0;10;5;0;20;2;0;2
chad-deering;DAL;25;25;2317;2;0;0;0.08;0;0;0;0;30;12;0;6.7;0;0;6
richard-farrer;DAL;25;24;2108;2;0;0;0.09;0;0;0;0;5;3;0;40;2;0;5
adam-frye;LA;22;9;1065;2;0;0;0.17;0;0;0;0;17;9;0;11.8;3;0;4
gary-glasgow;SKC;18;11;1124;2;0;0;0.16;0;0;0;0;35;14;0;5.7;8;0;7
zak-ibsen;SJ;24;24;2137;2;0;0;0.08;0;0;0;0;11;6;0;18.2;0;0;5
eddie-johnson;DAL;10;1;263;2;0;0;0.68;0;0;0;0;10;4;0;20;1;0;2
aleksey-korol;DAL;15;3;372;2;0;0;0.48;0;0;0;0;12;6;0;16.7;1;0;3
alexi-lalas;LA;11;9;764;2;0;0;0.24;0;0;0;0;10;7;0;20;1;0;4
pablo-mastroeni;MIA;25;25;2290;2;0;0;0.08;0;0;0;0;2;2;0;100;0;0;4
brian-mullan;LA;10;9;809;2;0;0;0.22;0;0;0;0;21;11;0;9.5;17;0;4
oscar-pareja;DAL;24;24;2113;2;0;0;0.09;0;0;0;0;42;16;0;4.8;3;0;14
marvin-quijano;LA;12;9;730;2;0;0;0.25;0;0;0;0;16;11;0;12.5;5;0;4
eric-quill;TB;24;23;1840;2;0;0;0.1;0;0;0;0;33;11;0;6.1;8;0;10
ante-razov;CHI;7;6;541;2;0;0;0.33;0;0;0;0;26;11;0;7.7;12;0;2
ryan-suarez;DAL;20;19;1666;2;0;0;0.11;0;0;0;0;11;5;0;18.2;3;0;5
carey-talley;DC;22;20;1890;2;0;0;0.1;0;0;1;0;20;12;0;10;0;0;5
johnny-torres;NE;21;15;1415;2;0;0;0.13;0;0;1;0;32;21;0;6.3;14;0;6
joselito-vaca;DAL;21;17;1461;2;0;0;0.12;0;0;0;0;25;9;0;8;5;0;6
josh-wolff;CHI;3;3;244;2;0;0;0.74;0;0;0;0;12;4;0;16.7;3;0;2
mauricio-wright;NE;24;24;2156;2;0;0;0.08;0;0;0;0;19;6;0;10.5;1;0;2
joseph-addo;TB;20;17;1467;1;0;0;0.06;0;0;0;0;8;2;0;12.5;0;0;2
junior-agogo;COL;10;5;597;1;0;0;0.15;0;0;0;0;27;12;0;3.7;12;0;1
chris-albright;DC;23;14;1411;1;0;0;0.06;0;0;0;0;41;24;0;2.4;13;0;2
jose-alegria;DC;7;2;277;1;0;0;0.32;0;0;0;0;4;3;0;25;0;0;2
pedro-alvarez;RBNY;21;17;1494;1;0;0;0.06;0;0;0;0;13;4;0;7.7;1;0;2
leonel-alvarez;NE;22;22;1849;1;0;0;0.05;0;0;0;0;10;6;0;10;0;0;2
shaker-asad;NE;19;9;970;1;0;0;0.09;0;0;0;0;14;5;0;7.1;2;0;2
imad-baba;COL;22;18;1631;1;0;0;0.06;0;0;0;0;34;15;0;2.9;2;0;7
wade-barrett;SJ;24;23;2125;1;0;0;0.04;0;0;0;0;5;2;0;20;1;0;7
carlos-bocanegra;CHI;15;13;1250;1;0;0;0.07;0;0;0;0;5;3;0;20;0;0;3
paul-broome;DAL;22;16;1513;1;0;0;0.06;0;0;0;0;2;2;0;50;0;0;3
michael-butler;RBNY;1;0;24;1;0;0;3.75;0;0;0;0;1;1;0;100;0;0;1
brian-ching;LA;8;1;228;1;0;0;0.39;0;0;0;0;4;2;0;25;2;0;2
bobby-convey;DC;12;11;992;1;0;0;0.09;0;0;0;0;22;11;0;4.5;5;0;8
ramiro-corrales;SJ;14;11;1058;1;0;0;0.09;0;0;0;0;17;10;0;5.9;0;0;2
eric-denton;DC;11;9;773;1;0;0;0.12;0;0;0;0;5;4;0;20;0;0;3
raul-diaz-arce;DC;2;2;180;1;0;0;0.5;0;1;1;0;6;4;0;16.7;3;0;2
mike-duhaney;CLB;25;25;2164;1;0;0;0.04;0;0;0;0;11;5;0;9.1;6;0;3
ansil-elcock;CLB;15;6;725;1;0;0;0.12;0;0;0;0;3;2;0;33.3;3;0;1
simon-elliott;LA;21;21;1909;1;0;0;0.05;0;0;0;0;48;18;0;2.1;0;0;12
;CHI;24;24;2123;1;0;0;0.04;0;0;1;0;13;10;0;7.7;1;0;6
david-hayes;CHI;3;1;80;1;0;0;1.13;0;0;0;0;2;1;0;50;0;0;1
daniel-hernandez;RBNY;16;15;1358;1;0;0;0.07;0;0;0;0;26;7;0;3.9;0;0;8
mo-johnston;SKC;11;10;864;1;0;0;0.1;0;0;0;0;14;7;0;7.1;2;0;4
lubos-kubik;DAL;11;11;998;1;0;0;0.09;0;0;0;0;12;5;0;8.3;0;0;3
mike-lapper;CLB;24;21;1929;1;0;0;0.05;0;0;0;0;3;2;0;33.3;0;0;4
andrew-lewis;CHI;13;5;502;1;0;0;0.18;0;0;0;0;1;1;0;100;0;0;1
john-maessner;TB;24;17;1707;1;0;0;0.05;0;0;0;0;10;3;0;10;1;0;3
antonio-martinez;DAL;17;10;1011;1;0;0;0.09;0;0;0;0;9;4;0;11.1;8;0;10
brian-mcbride;CLB;15;14;1326;1;0;0;0.07;0;0;0;0;30;13;0;3.3;5;0;7
richard-mulrooney;SJ;21;20;1878;1;0;0;0.05;0;0;0;0;31;13;0;3.2;0;0;10
ross-paule;COL;20;10;1236;1;0;0;0.07;0;0;0;0;20;10;0;5;2;0;11
danny-pena;TB;6;6;549;1;0;0;0.16;0;0;0;0;3;1;0;33.3;0;0;1
jair;TB;25;18;1565;1;0;0;0.06;0;0;0;0;26;10;0;3.9;3;0;7
mark-santel;SKC;21;7;813;1;0;0;0.11;0;0;0;0;4;3;0;25;3;0;2
steve-trittschuh;TB;18;18;1600;1;0;0;0.06;0;0;0;0;19;7;0;5.3;0;0;3
carlos-valderrama;TB;12;12;1012;1;0;0;0.09;0;1;2;0;14;4;0;7.1;1;0;7
john-wolyniec;CHI;4;3;285;1;0;0;0.32;0;0;0;0;5;2;0;20;3;0;1
kerry-zavagnin;SKC;27;27;2472;1;0;0;0.04;0;0;0;0;27;6;0;3.7;0;0;6
kevin-adams;CLB;5;0;42;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
roland-aguilera;CLB;2;0;75;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
roland-aguilera;NE;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
lazo-alavanja;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lazo-alavanja;MIA;16;11;896;0;0;0;0;0;0;0;0;7;3;0;0;2;0;3
jeremy-aldrich;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeremy-aldrich;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yari-allnutt;NE;9;8;707;0;0;0;0;0;0;0;0;2;1;0;0;2;0;1
mike-ammann;DC;19;19;1739;0;0;0;0;0;3;5;0;0;111;0;0;0;0;0
kevin-anderson;TB;10;6;443;0;0;0;0;0;0;0;0;8;5;0;0;0;0;1
chris-armas;CHI;21;21;1940;0;0;0;0;0;0;0;0;16;10;0;0;1;0;1
shaker-asad;MIA;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
geoff-aunger;COL;1;1;82;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
kalin-bankov;TB;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isaias-bardales-jr;LA;12;1;270;0;0;0;0;0;0;0;0;6;3;0;0;2;0;0
jamar-beasley;NE;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kyle-beckerman;MIA;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alex-bengard;LA;3;0;56;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
steve-bernal;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mersim-beskovic;RBNY;3;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mersim-beskovic;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeff-bilyk;MIA;15;5;535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ian-bishop;MIA;23;23;2115;0;0;0;0;0;0;0;0;14;6;0;0;0;0;13
tenywa-bonseu;CLB;24;24;2160;0;0;0;0;0;0;0;0;6;1;0;0;0;0;3
scott-bower;SJ;12;3;391;0;0;0;0;0;0;0;0;5;1;0;0;0;0;3
dario-brose;SJ;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
adin-brown;COL;9;9;830;0;0;0;0;0;2;2;0;0;67;0;0;0;0;0
c-j-brown;CHI;22;22;1882;0;0;0;0;0;0;0;0;7;2;0;0;0;0;1
adin-brown;TB;13;13;1188;0;0;0;0;0;2;3;0;0;112;0;0;0;0;0
jose-burciaga-jr;SKC;3;2;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cole-burgman;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mike-burns;SKC;19;14;1179;0;0;0;0;0;0;0;0;7;1;0;0;1;0;3
preston-burpo;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
peter-byaruhanga;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-caligiuri;LA;24;21;1854;0;0;0;0;0;0;0;0;17;6;0;0;1;0;4
joe-cannon;SJ;25;25;2306;0;0;0;0;0;3;4;0;0;134;0;0;0;0;0
scott-cannon;TB;9;8;681;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0
chris-carrieri;SJ;5;0;89;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0
john-carroll;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeff-cassar;MIA;1;1;90;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0
jeff-causey;NE;11;10;1003;0;0;0;0;0;1;1;0;0;91;0;0;0;0;0
matt-chulis;CHI;1;1;71;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
mike-clark;CLB;25;25;2280;0;0;0;0;0;0;0;0;6;1;0;0;5;0;1
braeden-cloutier;NE;13;12;1057;0;0;0;0;0;0;0;0;8;2;0;0;1;0;3
jimmy-conrad;SJ;16;8;928;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0
jon-conway;SJ;1;1;90;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
judah-cooks;DC;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
micah-cooks;DC;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
judah-cooks;MIA;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d-j-countess;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rich-cullen;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leo-cullen;NE;4;3;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leo-cullen;MIA;10;5;509;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
jim-curtin;CHI;18;12;1194;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
eric-dade;DAL;21;20;1639;0;0;0;0;0;0;0;0;8;1;0;0;1;0;1
stephen-danbusky;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chris-dawes;COL;16;16;1478;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0
john-debrito;CLB;2;0;48;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
john-debrito;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
randy-dedini;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
randy-dedini;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alex-deegan;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fred-degand;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
craig-demmin;TB;19;19;1702;0;0;0;0;0;0;0;0;11;2;0;0;0;0;1
eric-denton;TB;13;12;1111;0;0;0;0;0;0;0;0;5;2;0;0;0;0;2
mark-dougherty;CLB;2;1;100;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
nick-downing;NE;5;3;279;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
brian-dunseth;NE;8;6;526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brian-dunseth;MIA;10;4;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ted-eck;DAL;9;3;323;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
ronnie-ekelund;SJ;16;16;1421;0;0;0;0;0;0;0;0;20;9;0;0;0;0;2
marco-etcheverry;DC;23;23;2024;0;0;0;0;0;0;0;0;27;11;0;0;2;0;12
justin-evans;CHI;6;2;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
justin-evans;DAL;9;1;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jason-farrell;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
narciso-fernandes;SKC;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
jose-fernandez;NE;7;7;578;0;0;0;0;0;1;2;0;0;45;0;0;0;0;0
joe-franchino;NE;23;23;2027;0;0;0;0;0;0;0;0;11;2;0;0;1;0;1
robin-fraser;COL;20;19;1714;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
tony-frias;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
matt-fundenberger;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nick-garcia;SKC;24;24;2142;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
scott-garlick;COL;12;12;1130;0;0;0;0;0;1;1;0;0;92;0;0;0;0;1
scott-garlick;TB;14;14;1270;0;0;0;0;0;5;5;0;0;113;0;0;0;0;1
neathan-gibson;COL;8;1;154;0;0;0;0;0;0;0;0;6;2;0;0;1;0;0
gilmar;RBNY;4;1;191;0;0;0;0;0;0;0;0;2;0;0;0;3;0;1
taly-goode;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ray-goodlett;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-grafer;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
don-gramenz;TB;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
michael-green;SKC;3;2;154;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
andrew-gregor;SKC;13;7;812;0;0;0;0;0;0;0;0;10;3;0;0;1;0;2
rivers-guthrie;COL;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
t-j-hannig;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
t-j-hannig;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
john-harkes;CLB;18;16;1407;0;0;0;0;0;0;0;0;11;3;0;0;0;0;3
john-harkes;NE;5;4;386;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
wes-hart;COL;5;2;178;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1
kevin-hartman;LA;11;11;1007;0;0;0;0;0;0;1;0;0;66;0;0;0;0;0
jay-heaps;NE;15;13;1311;0;0;0;0;0;0;0;0;18;5;0;0;2;0;3
jay-heaps;MIA;13;4;606;0;0;0;0;0;0;0;0;13;4;0;0;7;0;1
stephen-herdsman;COL;20;16;1276;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0
tim-howard;RBNY;26;26;2370;0;0;0;0;0;3;3;0;0;190;0;0;0;0;0
tahj-jakins;SKC;10;7;604;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0
brian-johnson;SKC;3;0;62;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
steve-jolley;RBNY;26;26;2370;0;0;0;0;0;0;0;0;10;3;0;0;1;0;3
john-jones;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
matt-jordan;DAL;26;26;2388;0;0;0;0;0;2;6;0;0;138;0;0;0;0;0
miles-joseph;DAL;9;3;389;0;0;0;0;0;0;0;0;8;3;0;0;0;0;1
brian-kamler;DC;17;11;1094;0;0;0;0;0;0;0;0;10;4;0;0;0;0;2
gus-kartes;TB;18;5;516;0;0;0;0;0;0;0;0;10;3;0;0;3;0;0
brian-kelly;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brian-kelly;TB;2;0;13;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
lance-key;COL;13;13;1193;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1
fausto-klinger;RBNY;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
martin-klinger;RBNY;9;2;272;0;0;0;0;0;0;0;0;9;4;0;0;2;0;0
ritchie-kotschau;COL;11;11;1006;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1
ritchie-kotschau;TB;11;10;994;0;0;0;0;0;0;0;0;7;2;0;0;2;0;0
wojtek-krakowiak;SJ;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
wojtek-krakowiak;TB;4;1;151;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
david-kramer;COL;5;5;466;0;0;0;0;0;1;1;0;0;34;0;0;0;0;0
anthony-latronica;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carlos-llamosa;MIA;20;20;1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mario-longo;CLB;4;0;32;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
jon-lowery;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
amos-magee;CHI;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
amos-magee;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pete-marino;MIA;2;0;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
chris-martinez;COL;26;26;2189;0;0;0;0;0;0;0;0;10;7;0;0;0;0;0
josue-mayard;DAL;3;0;27;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chad-mccarty;TB;2;2;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ivan-mckinley;MIA;19;17;1250;0;0;0;0;0;0;0;0;8;1;0;0;0;0;2
tony-meola;SKC;17;17;1534;0;0;0;0;0;2;3;0;0;111;0;0;0;0;0
randy-merkel;MIA;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jason-moore;COL;26;19;1798;0;0;0;0;0;0;0;0;12;1;0;0;3;0;4
dan-moss;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alberto-munoz;TB;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
roy-myers;RBNY;3;3;168;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0
bryan-namoff;DC;15;13;1152;0;0;0;0;0;0;0;0;9;4;0;0;0;0;7
matt-napoleon;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
matt-napoleon;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ryan-nelsen;DC;19;19;1643;0;0;0;0;0;0;0;0;11;4;0;0;0;0;2
ali-ngon;MIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
matt-nyman;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
