name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
carlos-ruiz;LA;26;26;2376;24;0;0;0.91;0;3;4;0;100;56;0;24;38;0;25
taylor-twellman;NE;28;26;2418;23;0;0;0.86;0;3;3;0;92;58;0;25;14;0;29
jeff-cunningham;CLB;27;21;1962;16;0;0;0.73;0;1;1;0;78;37;0;20.5;40;0;21
ariel-graziani;SJ;28;26;2289;14;0;0;0.55;0;0;0;0;69;39;0;20.3;25;0;19
ante-razov;CHI;25;24;2120;14;0;0;0.59;0;2;2;0;115;56;0;12.2;35;0;22
jason-kreis;DAL;27;26;2303;13;0;0;0.51;0;0;0;0;81;38;0;16.1;15;0;17
rodrigo-faria;RBNY;28;25;2285;12;0;0;0.47;0;2;3;0;90;49;0;13.3;30;0;17
chris-carrieri;COL;25;18;1830;11;0;0;0.54;0;0;0;0;54;23;0;20.4;26;0;16
mark-chung;COL;27;27;2401;11;0;0;0.41;0;2;2;0;83;33;0;13.3;3;0;21
mamadou-diallo;RBNY;17;14;1135;11;0;0;0.87;0;3;5;0;51;32;0;21.6;34;0;15
chris-henderson;COL;28;28;2414;11;0;0;0.41;0;1;1;0;56;28;0;19.6;33;0;18
edson-buddle;CLB;21;13;1304;9;0;0;0.62;0;0;0;0;51;19;0;17.6;11;0;14
landon-donovan;SJ;20;18;1681;7;0;0;0.37;0;0;0;0;42;23;0;16.7;4;0;10
chris-klein;SKC;25;25;2171;7;0;0;0.29;0;0;0;0;34;17;0;20.6;12;0;12
preki;SKC;25;24;2141;7;0;0;0.29;0;2;2;0;84;44;0;8.3;6;0;17
bobby-rhine;DAL;27;19;1686;7;0;0;0.37;0;0;0;0;44;19;0;15.9;19;0;13
ronnie-ekelund;SJ;27;27;2347;6;0;0;0.23;0;2;3;0;43;20;0;13.9;0;0;14
dario-fabbro;SKC;16;16;1116;6;0;0;0.48;0;1;2;0;35;19;0;17.1;21;0;9
dante-washington;CLB;21;12;1122;6;0;0;0.48;0;0;0;0;36;19;0;16.7;10;0;8
bobby-convey;DC;26;25;2248;5;0;0;0.2;0;0;0;0;39;25;0;12.8;8;0;8
ali-curtis;DC;20;6;806;5;0;0;0.56;0;0;0;0;25;12;0;20;8;0;6
brian-mcbride;CLB;14;14;1239;5;0;0;0.36;0;1;1;0;37;14;0;13.5;9;0;10
steve-ralston;NE;27;27;2460;5;0;0;0.18;0;0;0;0;27;13;0;18.5;3;0;24
john-spencer;COL;16;13;1149;5;0;0;0.39;0;3;3;0;49;21;0;10.2;15;0;9
josh-wolff;CHI;14;14;1223;5;0;0;0.37;0;0;1;0;30;12;0;16.7;8;0;10
chris-brown;SKC;28;14;1512;4;0;0;0.24;0;0;0;0;35;17;0;11.4;3;0;7
ronald-cerritos;DAL;23;11;1209;4;0;0;0.3;0;0;0;0;40;25;0;10;23;0;10
brad-davis;RBNY;24;12;1246;4;0;0;0.29;0;0;0;0;22;10;0;18.2;3;0;7
dwayne-de-rosario;SJ;27;18;1637;4;0;0;0.22;0;0;0;0;56;29;0;7.1;34;0;12
wolde-harris;NE;22;11;1117;4;0;0;0.32;0;0;1;0;41;24;0;9.8;10;0;4
zach-kingsley;COL;15;10;997;4;0;0;0.36;0;0;0;0;20;17;0;20;5;0;6
alexi-lalas;LA;26;26;2364;4;0;0;0.15;0;0;0;0;25;16;0;16;0;0;8
antonio-martinez;DAL;26;19;1774;4;0;0;0.2;0;0;0;0;24;9;0;16.7;8;0;14
clint-mathis;RBNY;14;14;1106;4;0;0;0.33;0;0;0;0;40;20;0;10;4;0;6
ryan-nelsen;DC;20;17;1596;4;0;0;0.23;0;0;0;0;15;12;0;26.7;0;0;7
jorge-rodriguez;DAL;22;17;1693;4;0;0;0.21;0;3;3;0;30;13;0;13.3;0;0;6
igor-simutenkov;SKC;19;17;1480;4;0;0;0.24;0;1;2;0;55;23;0;7.3;18;0;9
stephen-armstrong;SKC;26;15;1791;3;0;0;0.15;0;0;0;0;31;14;0;9.7;10;0;9
damarcus-beasley;CHI;19;19;1719;3;0;0;0.16;0;0;0;0;26;12;0;11.5;5;0;7
ramiro-corrales;SJ;28;26;2354;3;0;0;0.11;0;0;0;0;38;16;0;7.9;2;0;12
marco-etcheverry;DC;24;23;2146;3;0;0;0.13;0;0;1;0;26;12;0;11.5;3;0;11
daniel-hernandez;NE;19;16;1492;3;0;0;0.18;0;0;0;0;23;9;0;13;1;0;4
cobi-jones;LA;19;18;1638;3;0;0;0.16;0;0;0;0;31;21;0;9.7;7;0;16
manny-lagos;SJ;26;20;1683;3;0;0;0.16;0;0;0;0;37;16;0;8.1;1;0;7
jaime-moreno;DC;16;14;1157;3;0;0;0.23;0;1;3;0;29;13;0;10.3;10;0;7
;DAL;24;24;2199;3;0;0;0.12;0;0;0;0;12;6;0;25;0;0;3
brian-mullan;LA;21;10;1019;3;0;0;0.26;0;0;0;0;23;13;0;13;5;0;5
peter-nowak;CHI;16;16;1377;3;0;0;0.2;0;0;0;0;23;9;0;13;5;0;7
santino-quaranta;DC;11;11;949;3;0;0;0.28;0;0;0;0;24;11;0;12.5;13;0;7
carey-talley;SKC;24;19;1902;3;0;0;0.14;0;0;0;0;14;7;0;21.4;0;0;4
carlos-bocanegra;CHI;26;26;2291;2;0;0;0.08;0;0;0;0;16;9;0;12.5;1;0;5
mauricio-cienfuegos;LA;23;22;1879;2;0;0;0.1;0;0;1;0;26;13;0;7.7;0;0;10
leo-cullen;NE;28;27;2444;2;0;0;0.07;0;0;0;0;10;6;0;20;0;0;4
jim-curtin;CHI;24;22;2121;2;0;0;0.08;0;0;0;0;12;6;0;16.7;0;0;2
kelly-gray;CHI;25;20;1780;2;0;0;0.1;0;0;0;0;18;7;0;11.1;1;0;7
jay-heaps;NE;27;26;2389;2;0;0;0.08;0;0;0;0;23;13;0;8.7;1;0;8
ezra-hendrickson;LA;23;23;2048;2;0;0;0.09;0;0;0;0;20;9;0;10;5;0;10
eddie-johnson;DAL;11;2;326;2;0;0;0.55;0;0;0;0;11;4;0;18.2;6;0;3
brian-kamler;NE;16;13;1099;2;0;0;0.16;0;0;0;0;14;4;0;14.3;2;0;7
mark-lisi;RBNY;17;4;609;2;0;0;0.3;0;0;0;0;7;5;0;28.6;0;0;3
amos-magee;CHI;5;3;197;2;0;0;0.91;0;0;0;0;4;2;0;50;1;0;2
kyle-martino;CLB;22;15;1455;2;0;0;0.12;0;1;1;0;28;11;0;7.1;2;0;7
ronnie-o-brien;DAL;11;4;506;2;0;0;0.36;0;0;0;0;15;10;0;13.3;0;0;4
ross-paule;RBNY;26;26;2207;2;0;0;0.08;0;1;1;0;29;11;0;6.9;0;0;4
alex-pineda-chacon;NE;20;9;1014;2;0;0;0.18;0;0;0;0;20;9;0;10;2;0;4
eliseo-quintanilla;DC;9;9;726;2;0;0;0.25;0;0;0;0;19;11;0;10.5;15;0;4
eddie-robinson;SJ;19;16;1427;2;0;0;0.13;0;0;0;0;11;5;0;18.2;0;0;3
hristo-stoitchkov;CHI;16;6;693;2;0;0;0.26;0;0;1;0;39;18;0;5.1;6;0;5
sasha-victorine;LA;25;22;1985;2;0;0;0.09;0;0;0;0;25;8;0;8;2;0;7
petter-villegas;DC;18;14;1346;2;0;0;0.13;0;0;0;0;30;11;0;6.7;9;0;7
andy-williams;RBNY;19;17;1539;2;0;0;0.12;0;0;0;0;46;15;0;4.3;3;0;15
wade-barrett;SJ;28;28;2555;1;0;0;0.04;0;0;0;0;9;5;0;11.1;0;0;7
danny-califf;LA;25;23;2118;1;0;0;0.04;0;0;0;0;15;4;0;6.7;0;0;1
mike-clark;CLB;21;19;1599;1;0;0;0.06;0;0;0;0;7;6;0;14.3;1;0;1
jimmy-conrad;SJ;25;25;2248;1;0;0;0.04;0;0;0;0;13;6;0;7.7;0;0;4
abdul-thompson-conteh;DC;5;5;286;1;0;0;0.31;0;0;0;0;9;4;0;11.1;6;0;1
sergi-daniv;CHI;8;5;480;1;0;0;0.19;0;0;0;0;6;3;0;16.7;2;0;1
chad-deering;DAL;27;22;2168;1;0;0;0.04;0;0;0;0;24;4;0;4.2;0;0;5
eric-denton;CLB;23;22;1875;1;0;0;0.05;0;0;0;0;8;4;0;12.5;0;0;5
mamadou-diallo;NE;7;7;488;1;0;0;0.18;0;0;0;0;30;19;0;3.3;20;0;2
simon-elliott;LA;26;26;2347;1;0;0;0.04;0;0;0;0;40;11;0;2.5;1;0;11
joe-franchino;NE;23;23;2015;1;0;0;0.04;0;0;0;0;16;4;0;6.3;0;0;6
gavin-glinton;LA;22;6;790;1;0;0;0.11;0;0;0;0;19;10;0;5.3;5;0;5
winston-griffiths;LA;6;4;310;1;0;0;0.29;0;0;0;0;6;4;0;16.7;0;0;1
;SKC;22;21;1914;1;0;0;0.05;0;0;0;0;25;4;0;4;4;0;4
steve-jolley;RBNY;27;26;2327;1;0;0;0.04;0;0;0;0;7;3;0;14.3;0;0;2
brian-kamler;RBNY;8;7;581;1;0;0;0.15;0;0;0;0;4;1;0;25;0;0;2
daouda-kante;NE;8;8;729;1;0;0;0.12;0;0;0;0;1;1;0;100;0;0;1
dema-kovalenko;CHI;23;23;2034;1;0;0;0.04;0;0;0;0;38;12;0;2.6;3;0;9
brian-maisonneuve;CLB;26;26;2238;1;0;0;0.04;0;0;0;0;29;9;0;3.5;3;0;7
jesse-marsch;CHI;28;28;2557;1;0;0;0.04;0;0;0;0;21;6;0;4.8;1;0;8
chad-mccarty;CLB;18;13;1176;1;0;0;0.08;0;0;0;0;5;1;0;20;0;0;3
matt-mckeon;SKC;23;10;1146;1;0;0;0.08;0;0;0;0;12;5;0;8.3;2;0;3
ivan-mckinley;DC;23;23;1786;1;0;0;0.05;0;0;0;0;20;7;0;5;2;0;3
jason-moore;CHI;10;2;314;1;0;0;0.29;0;0;0;0;3;2;0;33.3;0;0;1
richard-mulrooney;SJ;26;26;2312;1;0;0;0.04;0;0;0;0;22;5;0;4.5;1;0;9
oscar-pareja;DAL;24;23;2000;1;0;0;0.04;0;0;0;0;31;15;0;3.2;5;0;7
john-wilmar-perez;CLB;20;13;1256;1;0;0;0.07;0;0;0;0;21;6;0;4.8;0;0;5
eddie-pope;DC;17;16;1471;1;0;0;0.06;0;0;0;0;11;3;0;9.1;0;0;2
jim-rooney;NE;20;20;1715;1;0;0;0.05;0;0;0;0;19;5;0;5.3;0;0;3
diego-serna;RBNY;8;8;696;1;0;0;0.13;0;0;0;0;22;8;0;4.5;4;0;4
diego-serna;NE;5;2;248;1;0;0;0.36;0;0;0;0;12;6;0;8.3;2;0;2
ryan-suarez;DAL;24;24;2061;1;0;0;0.04;0;0;0;0;19;10;0;5.3;2;0;3
joselito-vaca;DAL;25;23;2005;1;0;0;0.04;0;0;0;0;44;20;0;2.3;8;0;10
carlos-valderrama;COL;27;27;2479;1;0;0;0.04;0;0;0;0;18;8;0;5.6;0;0;17
david-vaudreuil;CHI;17;14;1280;1;0;0;0.07;0;0;0;0;4;2;0;25;0;0;2
brian-west;CLB;24;22;1944;1;0;0;0.05;0;0;0;0;32;11;0;3.1;13;0;9
john-wilson;NE;1;0;16;1;0;0;5.63;0;0;0;0;1;1;0;100;0;0;1
john-wolyniec;CHI;2;2;180;1;0;0;0.5;0;0;0;0;3;3;0;33.3;0;0;1
henry-zambrano;DC;5;3;240;1;0;0;0.38;0;0;0;0;10;4;0;10;6;0;1
kerry-zavagnin;SKC;27;27;2484;1;0;0;0.04;0;0;0;0;12;5;0;8.3;1;0;3
joseph-addo;RBNY;15;10;918;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1
jeff-agoos;SJ;12;9;839;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0
nelson-akwari;RBNY;7;3;325;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
lazo-alavanja;DC;17;10;1001;0;0;0;0;0;0;0;0;13;5;0;0;0;0;0
chris-albright;LA;15;9;814;0;0;0;0;0;0;0;0;24;12;0;0;3;0;1
jose-alegria;DC;14;11;900;0;0;0;0;0;0;0;0;19;11;0;0;2;0;1
barry-alvarez;RBNY;8;0;119;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0
hamisi-amani-dove;DAL;6;0;101;0;0;0;0;0;0;0;0;6;1;0;0;2;0;1
chris-armas;CHI;4;4;347;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
davy-arnaud;SKC;3;0;43;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
shaker-asad;NE;6;1;140;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0
imad-baba;COL;10;4;443;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0
marcelo-balboa;RBNY;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
devin-barclay;SJ;12;2;321;0;0;0;0;0;0;0;0;2;1;0;0;3;0;0
kyle-beckerman;COL;14;5;477;0;0;0;0;0;0;0;0;11;4;0;0;0;0;1
matt-behncke;DAL;3;2;190;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
alex-bengard;LA;4;0;26;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
tenywa-bonseu;DAL;27;27;2370;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0
scott-bower;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-broome;DAL;25;25;2315;0;0;0;0;0;0;0;0;4;3;0;0;0;0;4
adin-brown;NE;16;16;1460;0;0;0;0;0;2;3;0;0;102;0;0;0;0;0
c-j-brown;CHI;24;24;2153;0;0;0;0;0;0;0;0;6;3;0;0;0;0;3
chris-brunt;SKC;5;2;158;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
jose-burciaga-jr;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mike-burns;SKC;24;21;1966;0;0;0;0;0;0;0;0;4;1;0;0;1;0;1
jon-busch;CLB;14;13;1236;0;0;0;0;0;0;2;0;0;80;0;0;0;0;0
carl-bussey;DAL;9;1;184;0;0;0;0;0;0;0;0;3;1;0;0;2;0;1
joe-cannon;SJ;26;26;2375;0;0;0;0;0;4;5;0;0;136;0;0;0;0;0
craig-capano;CHI;4;1;92;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
jeff-cassar;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ted-chronopoulos;RBNY;18;16;1462;0;0;0;0;0;0;0;0;8;3;0;0;3;0;4
ted-chronopoulos;NE;5;5;415;0;0;0;0;0;0;0;0;2;1;0;0;3;0;2
braeden-cloutier;NE;11;7;608;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1
jon-conway;SJ;3;2;181;0;0;0;0;0;1;1;0;0;17;0;0;0;0;0
d-j-countess;DAL;1;1;100;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
rich-cullen;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
troy-dayak;SJ;15;14;1235;0;0;0;0;0;0;0;0;5;2;0;0;0;0;1
birahim-diop;RBNY;4;3;228;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
nick-downing;NE;12;5;667;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
brian-dunseth;CLB;27;26;2436;0;0;0;0;0;0;0;0;7;4;0;0;0;0;1
richard-farrer;DAL;8;7;508;0;0;0;0;0;0;0;0;4;1;0;0;1;0;0
sam-forko;RBNY;9;3;356;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
robin-fraser;COL;28;27;2453;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1
tony-frias;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
adam-frye;LA;20;10;956;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0
ian-fuller;NE;11;5;446;0;0;0;0;0;0;0;0;5;2;0;0;5;0;3
nick-garcia;SKC;27;27;2499;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
freddy-garcia;CLB;5;1;215;0;0;0;0;0;0;0;0;7;2;0;0;2;0;2
scott-garlick;COL;15;15;1374;0;0;0;0;0;1;1;0;0;92;0;0;0;0;0
gary-glasgow;SKC;3;2;174;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
francisco-gomez;SKC;20;13;1249;0;0;0;0;0;0;0;0;31;8;0;0;1;0;4
luchi-gonzalez;SJ;8;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
taly-goode;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paul-grafer;RBNY;2;1;91;0;0;0;0;0;1;1;0;0;7;0;0;0;0;0
winston-griffiths;RBNY;3;0;17;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
winston-griffiths;NE;8;6;428;0;0;0;0;0;0;0;0;7;2;0;0;0;0;2
bryheem-hancock;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
john-harkes;CLB;11;7;739;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2
wes-hart;COL;27;25;2063;0;0;0;0;0;0;0;0;18;6;0;0;4;0;2
kevin-hartman;LA;18;18;1648;0;0;0;0;0;2;3;0;0;108;0;0;0;0;0
david-hayes;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stephen-herdsman;COL;13;9;858;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0
daniel-hernandez;RBNY;9;9;809;0;0;0;0;0;0;0;0;11;0;0;0;0;0;2
tim-howard;RBNY;27;27;2463;0;0;0;0;0;2;4;0;0;195;0;0;0;0;1
zak-ibsen;SJ;17;10;1077;0;0;0;0;0;0;0;0;4;1;0;0;0;0;1
danny-jackson;COL;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
matt-jordan;DAL;27;27;2511;0;0;0;0;0;5;6;0;0;158;0;0;0;0;0
martin-klinger;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aleksey-korol;CHI;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
ritchie-kotschau;COL;23;19;1757;0;0;0;0;0;0;0;0;18;6;0;0;0;0;2
david-kramer;COL;13;13;1195;0;0;0;0;0;2;3;0;0;75;0;0;0;0;0
leo-krupnik;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mike-lapper;CLB;4;1;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
roy-lassiter;SKC;2;1;61;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
roy-lassiter;DC;12;3;440;0;0;0;0;0;0;0;0;5;2;0;0;8;0;0
chris-leitch;CLB;13;11;989;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0
