name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
roy-lassiter;TB;30;30;2580;27;0;0;0.94;0;3;3;0;76;49;0;35.5;70;0;31
raul-diaz-arce;DC;28;28;2351;23;0;0;0.88;0;4;4;0;100;49;0;23;35;0;25
eduardo-hurtado;LA;26;26;2323;21;0;0;0.81;0;2;3;0;87;56;0;24.1;25;0;28
preki;SKC;32;32;2880;18;0;0;0.56;0;7;8;0;140;61;0;12.9;7;0;31
brian-mcbride;CLB;28;28;2307;17;0;0;0.66;0;3;4;0;79;44;0;21.5;10;0;20
steve-rammel;DC;26;20;1649;14;0;0;0.76;0;0;0;0;54;32;0;25.9;20;0;17
paul-bravo;SJ;31;31;2654;13;0;0;0.44;0;1;1;0;58;29;0;22.4;30;0;18
jason-kreis;DAL;31;29;2564;13;0;0;0.46;0;0;0;0;90;41;0;14.4;7;0;18
giovanni-savarese;RBNY;26;15;1576;13;0;0;0.74;0;1;1;0;49;32;0;26.5;38;0;14
vitalis-takawira;SKC;28;25;2233;13;0;0;0.52;0;0;0;0;70;48;0;18.6;44;0;20
jean-harbor;COL;29;27;2111;11;0;0;0.47;0;3;3;0;61;33;0;18;24;0;15
pete-marino;CLB;29;18;1700;11;0;0;0.58;0;0;0;0;52;36;0;21.1;28;0;15
joe-max-moore;NE;14;14;1238;11;0;0;0.8;0;3;3;0;36;19;0;30.6;16;0;12
eduardo-espinoza;SJ;26;26;2310;10;0;0;0.39;0;0;0;0;54;30;0;18.5;35;0;15
eric-wynalda;SJ;27;26;2326;10;0;0;0.39;0;2;2;0;68;38;0;14.7;40;0;23
shaun-bartlett;COL;26;26;2252;8;0;0;0.32;0;0;0;0;88;39;0;9.1;27;0;15
mark-chung;SKC;32;32;2847;8;0;0;0.25;0;0;0;0;81;40;0;9.9;4;0;17
marcelo-balboa;COL;18;16;1525;7;0;0;0.41;0;0;0;0;28;14;0;25;4;0;9
giuseppe-galderisi;TB;21;19;1713;7;0;0;0.37;0;0;0;0;53;23;0;13.2;20;0;15
cobi-jones;LA;28;27;2375;7;0;0;0.27;0;0;0;0;48;24;0;14.6;15;0;11
steve-ralston;TB;31;31;2762;7;0;0;0.23;0;0;0;0;24;12;0;29.2;4;0;9
antony-de-avila;RBNY;8;7;650;6;0;0;0.83;0;0;0;0;20;13;0;30;6;0;8
mo-johnston;SKC;29;29;2573;6;0;0;0.21;0;0;0;0;54;28;0;11.1;23;0;9
harut-karapetyan;LA;28;23;1860;6;0;0;0.29;0;0;0;0;62;30;0;9.7;16;0;12
alberto-naveda;NE;25;20;1734;6;0;0;0.31;0;0;0;0;65;35;0;9.2;3;0;13
adrian-paz;CLB;27;19;1802;6;0;0;0.3;0;1;1;0;48;25;0;12.5;36;0;16
hugo-sanchez;DAL;23;21;1708;6;0;0;0.32;0;1;1;0;40;23;0;15;9;0;9
mauricio-cienfuegos;LA;28;27;2405;5;0;0;0.19;0;2;3;0;47;26;0;10.6;17;0;16
gerell-elliott;DAL;20;16;1523;5;0;0;0.3;0;0;0;0;43;24;0;11.6;20;0;12
