name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
gustavo-bou;NE;14;13;1155;9;0;0;0.7;0;0;0;0;61;25;41;14.8;11;4;11
alberth-elis;HOU;26;22;1921;9;0;0;0.42;0;2;2;0;83;33;39.8;10.8;16;0;19
sam-johnson;RSL;24;15;1301;9;0;0;0.62;0;0;0;0;31;12;38.7;29;29;0;9
johnny-russell;SKC;28;24;2115;9;0;0;0.38;0;0;0;0;56;22;39.3;16.1;5;109;18
saphir-taider;MTL;32;31;2728;9;0;0;0.3;0;5;5;0;73;24;32.9;12.3;5;105;16
brian-white;RBNY;19;17;1345;9;0;0;0.6;0;0;0;0;29;12;41.4;31;19;1;11
adama-diomande;LAFC;25;15;1436;8;0;0;0.5;0;0;0;0;58;18;31;13.8;8;0;15
jesus-ferreira;DAL;33;29;2453;8;0;0;0.29;0;0;0;0;59;22;37.3;13.6;4;1;14
fredy-montero;VAN;32;22;2098;8;0;0;0.34;0;4;4;0;60;24;40;13.3;6;39;11
krisztian-nemeth;SKC;24;18;1559;8;0;0;0.46;0;0;1;0;52;18;34.6;15.4;11;0;10
orji-okwonkwo;MTL;28;24;1784;8;0;0;0.4;0;0;0;0;55;15;27.3;14.6;19;0;10
vako;SJ;32;24;2097;8;0;0;0.34;0;0;0;0;110;36;32.7;7.3;10;2;13
jefferson-savarino;RSL;28;27;2321;8;0;0;0.31;0;0;0;0;79;37;46.8;10.1;15;15;13
diego-valeri;POR;31;29;2600;8;0;0;0.28;0;2;4;0;83;32;38.5;9.6;13;165;24
andre-shinyashiki;COL;31;18;1670;7;0;0;0.38;0;0;0;0;51;19;37.3;13.7;5;1;10
allan-cruz;CIN;22;21;1743;7;0;0;0.36;0;0;0;0;38;21;55.3;18.4;6;0;8
dom-dwyer;ORL;27;16;1614;7;0;0;0.39;0;0;0;0;66;26;39.4;10.6;15;0;11
marco-fabian;PHI;23;15;1249;7;0;0;0.5;0;2;4;0;65;21;32.3;10.8;4;27;8
ethan-finlay;MIN;33;22;1912;7;0;0;0.33;0;2;2;0;36;11;30.6;19.4;7;0;10
nicolas-lodeiro;SEA;28;28;2500;7;0;0;0.25;0;2;2;0;53;18;34;13.2;3;169;19
maximiliano-moralez;NYC;29;28;2434;7;0;0;0.26;0;4;8;0;51;25;49;13.7;12;89;27
zdenek-ondrasek;DAL;17;7;747;7;0;0;0.84;0;0;0;0;26;15;57.7;26.9;4;0;9
yordy-reyna;VAN;25;22;1988;7;0;0;0.32;0;0;1;0;60;27;45;11.7;8;20;8
memo-rodriguez;HOU;26;16;1392;7;0;0;0.45;0;0;0;0;47;20;42.5;14.9;12;43;12
luciano-acosta;DC;31;22;2119;6;0;0;0.25;0;0;0;0;58;19;32.8;10.3;4;25;8
uriel-antuna;LA;31;29;2427;6;0;0;0.22;0;0;0;0;49;18;36.7;12.2;17;1;11
paul-arriola;DC;29;28;2433;6;0;0;0.22;0;0;0;0;60;23;38.3;10;4;6;8
dominique-badji;DAL;28;24;2040;6;0;0;0.26;0;0;0;0;41;20;48.8;14.6;14;0;9
sebastian-blanco;POR;30;28;2511;6;0;0;0.22;0;0;0;0;106;32;30.2;5.7;3;20;17
latif-blessing;LAFC;34;29;2689;6;0;0;0.2;0;0;0;0;42;10;23.8;14.3;4;4;12
teal-bunbury;NE;32;25;2191;6;0;0;0.25;0;0;0;0;62;21;33.9;9.7;12;0;8
nick-deleon;TOR;32;23;1856;6;0;0;0.29;0;0;0;0;42;17;40.5;14.3;5;4;10
magnus-eriksson;SJ;32;32;2807;6;0;0;0.19;0;1;1;0;88;23;26.1;6.8;3;90;16
julian-gressel;ATL;33;31;2693;6;0;0;0.2;0;0;0;0;69;25;36.2;8.7;7;74;18
ryan-hollingshead;DAL;34;33;2961;6;0;0;0.18;0;0;0;0;44;17;38.6;13.6;5;3;9
aleksandar-katai;CHI;29;24;2103;6;0;0;0.26;0;0;0;0;105;31;29.5;5.7;14;35;13
damir-kreilach;RSL;32;32;2666;6;0;0;0.2;0;1;1;0;59;15;25.4;10.2;11;0;11
emmanuel-ledesma;CIN;26;20;1767;6;0;0;0.31;0;3;4;0;49;12;24.5;12.2;3;28;11
cristian-penilla;NE;30;18;1780;6;0;0;0.3;0;1;1;0;58;20;34.5;10.3;3;15;14
lucas-rodriguez;DC;33;31;2707;6;0;0;0.2;0;0;0;0;41;12;29.3;14.6;3;2;9
cristian-roldan;SEA;29;29;2538;6;0;0;0.21;0;0;0;0;31;10;32.3;19.4;1;1;11
shea-salinas;SJ;28;12;1337;6;0;0;0.4;0;0;0;0;21;9;42.9;28.6;3;2;9
mason-toye;MIN;17;9;820;6;0;0;0.66;0;0;0;0;27;13;48.1;22.2;4;0;9
corey-baird;RSL;31;23;2104;5;0;0;0.21;0;0;0;0;31;14;45.2;16.1;13;0;9
michael-barrios;DAL;32;31;2731;5;0;0;0.16;0;0;0;0;55;18;32.7;9.1;10;108;20
juan-fernando-caicedo;NE;27;13;1068;5;0;0;0.42;0;0;0;0;26;9;34.6;19.2;7;0;8
przemyslaw-frankowski;CHI;31;24;2300;5;0;0;0.2;0;0;0;0;56;24;42.9;8.9;7;3;14
danny-hoesen;SJ;30;12;1464;5;0;0;0.31;0;0;0;0;59;25;42.4;8.5;17;0;8
lassi-lappalainen;MTL;11;8;683;5;0;0;0.66;0;0;0;0;17;9;52.9;29.4;1;1;6
kelvin-leerdam;SEA;29;27;2393;5;0;0;0.19;0;0;0;0;21;5;23.8;23.8;3;2;7
jonathan-lewis;COL;16;10;899;5;0;0;0.5;0;0;0;0;16;8;50;31.3;6;0;8
tomas-martinez;HOU;33;30;2329;5;0;0;0.19;0;0;0;0;53;11;20.8;9.4;2;13;8
pity-martinez;ATL;32;26;2151;5;0;0;0.21;0;2;3;0;83;24;28.9;6;5;77;14
benji-michel;ORL;17;9;943;5;0;0;0.48;0;0;0;0;11;9;81.8;45.5;4;0;5
chris-mueller;ORL;29;16;1370;5;0;0;0.33;0;0;0;0;40;13;32.5;12.5;1;32;9
jonathan-osorio;TOR;24;18;1756;5;0;0;0.26;0;0;1;0;27;14;51.9;18.5;2;4;9
ilsinho;PHI;28;7;1084;5;0;0;0.42;0;0;0;0;22;10;45.5;22.7;1;10;13
christian-ramirez;HOU;10;7;672;5;0;0;0.67;0;0;0;0;25;15;60;20;2;0;6
angelo-rodriguez;MIN;28;21;1751;5;0;0;0.26;0;0;0;0;55;20;36.4;9.1;14;0;7
kaku;RBNY;26;21;1925;5;0;0;0.23;0;0;0;0;36;13;36.1;13.9;3;49;11
harry-shipp;SEA;25;15;1382;5;0;0;0.33;0;0;0;0;32;12;37.5;15.6;2;3;8
ismael-tajouri-shradi;NYC;19;11;939;5;0;0;0.48;0;0;0;0;26;11;42.3;19.2;3;7;9
reto-ziegler;DAL;32;32;2880;5;0;0;0.16;0;4;5;0;26;13;50;19.2;4;2;5
david-accam;PHI;8;4;337;4;0;0;1.07;0;0;0;0;10;6;60;40;4;0;6
;ATL;15;11;980;4;0;0;0.37;0;0;0;0;32;16;50;12.5;1;31;7
alejandro-bedoya;PHI;32;32;2833;4;0;0;0.13;0;0;0;0;27;9;33.3;14.8;10;4;8
hassani-dotson;MIN;24;15;1403;4;0;0;0.26;0;0;0;0;15;7;46.7;26.7;0;0;4
nicolas-gaitan;CHI;27;25;2013;4;0;0;0.18;0;1;3;0;34;13;38.2;11.8;2;83;16
jordan-hamilton;TOR;14;7;623;4;0;0;0.58;0;0;0;0;23;12;52.2;17.4;6;0;4
doneil-henry;VAN;25;24;2106;4;0;0;0.17;0;0;0;0;12;6;50;33.3;0;0;5
mark-anthony-kaye;LAFC;31;27;2501;4;0;0;0.14;0;0;0;0;36;13;36.1;11.1;3;0;12
kekuta-manneh;CIN;27;15;1498;4;0;0;0.24;0;0;0;0;29;9;31;13.8;6;5;7
justin-meram;ATL;20;14;1270;4;0;0;0.28;0;0;0;0;21;9;42.9;19.1;6;4;4
nicolas-mezquida;COL;32;11;1405;4;0;0;0.26;0;1;1;0;66;27;40.9;6.1;2;31;10
jamiro-monteiro;PHI;26;22;2048;4;0;0;0.18;0;2;3;0;50;21;42;8;6;22;13
cristhian-paredes;POR;22;19;1651;4;0;0;0.22;0;0;0;0;37;10;27;10.8;1;0;6
fafa-picault;PHI;32;21;1866;4;0;0;0.19;0;0;0;0;53;23;43.4;7.5;18;0;8
christian-ramirez;LAFC;17;13;956;4;0;0;0.38;0;0;0;0;27;13;48.1;14.8;2;0;6
alexander-ring;NYC;31;31;2790;4;0;0;0.13;0;0;0;0;47;15;31.9;8.5;0;0;9
sergio-santos;PHI;17;5;621;4;0;0;0.58;0;0;0;0;21;7;33.3;19.1;6;1;5
maximiliano-urruti;MTL;31;27;2436;4;0;0;0.15;0;1;1;0;54;21;38.9;7.4;8;16;10
brenden-aaronson;PHI;28;25;1722;3;0;0;0.16;0;0;0;0;34;9;26.5;8.8;1;24;5
juan-agudelo;NE;28;21;1954;3;0;0;0.14;0;0;0;0;37;10;27;8.1;7;0;5
favio-alvarez;LA;18;16;1272;3;0;0;0.21;0;0;0;0;32;13;40.6;9.4;2;2;8
eduard-atuesta;LAFC;30;30;2636;3;0;0;0.1;0;0;0;0;43;17;39.5;7;0;27;14
tom-barlow;RBNY;12;8;605;3;0;0;0.45;0;0;0;0;15;8;53.3;20;2;0;3
michael-bradley;TOR;27;26;2372;3;0;0;0.11;0;0;0;0;22;5;22.7;13.6;0;36;6
gianluca-busio;SKC;22;10;923;3;0;0;0.29;0;0;0;0;27;11;40.7;11.1;0;11;4
francisco-calvo;CHI;23;21;1936;3;0;0;0.14;0;0;0;0;32;6;18.8;9.4;1;0;5
cristian-casseres-jr;RBNY;23;21;1801;3;0;0;0.15;0;0;0;0;25;6;24;12;1;0;7
yohan-croizet;SKC;20;12;1091;3;0;0;0.25;0;0;0;0;24;12;50;12.5;8;2;5
zakaria-diallo;MTL;24;23;2037;3;0;0;0.13;0;0;0;0;11;3;27.3;27.3;0;0;5
tsubasa-endoh;TOR;13;10;878;3;0;0;0.31;0;0;0;0;19;11;57.9;15.8;5;18;5
lucas-venuto;VAN;22;12;1132;3;0;0;0.24;0;0;0;0;14;6;42.9;21.4;2;0;4
fabian-herbers;CHI;17;7;775;3;0;0;0.35;0;0;0;0;18;6;33.3;16.7;0;2;4
inbeom-hwang;VAN;34;31;2807;3;0;0;0.1;0;1;1;0;48;15;31.3;6.3;1;29;8
anthony-jackson-hamel;MTL;16;6;618;3;0;0;0.44;0;0;0;0;16;6;37.5;18.8;2;1;3
ola-kamara;DC;5;3;257;3;0;0;1.05;0;0;0;0;8;6;75;37.5;6;0;3
bojan-krkic;MTL;8;7;608;3;0;0;0.44;0;0;0;0;18;6;33.3;16.7;1;2;3
sebastian-lletget;LA;29;27;2316;3;0;0;0.12;0;0;0;0;32;11;34.4;9.4;2;38;9
darren-mattocks;CIN;21;13;1274;3;0;0;0.21;0;1;1;0;27;9;33.3;11.1;12;0;6
jesus-medina;NYC;18;6;726;3;0;0;0.37;0;1;1;0;16;8;50;18.8;1;4;5
djordje-mihailovic;CHI;27;16;1448;3;0;0;0.19;0;0;0;0;24;8;33.3;12.5;0;30;5
kevin-molino;MIN;17;11;910;3;0;0;0.3;0;0;0;0;29;9;31;10.3;0;1;7
santiago-mosquera;DAL;23;12;1171;3;0;0;0.23;0;0;0;0;36;13;36.1;8.3;3;10;5
alex-muyl;RBNY;24;17;1401;3;0;0;0.19;0;0;0;0;23;11;47.8;13;4;0;6
ike-opara;MIN;30;29;2566;3;0;0;0.11;0;0;0;0;22;5;22.7;13.6;1;0;4
cristian-pavon;LA;11;11;974;3;0;0;0.28;0;0;0;0;33;15;45.5;9.1;3;7;11
ignacio-piatti;MTL;11;9;757;3;0;0;0.36;0;0;0;0;20;4;20;15;3;4;4
ulises-segura;DC;33;19;1788;3;0;0;0.15;0;0;0;0;28;7;25;10.7;3;0;5
tommy-smith;COL;27;27;2415;3;0;0;0.11;0;0;0;0;23;9;39.1;13;3;0;5
daniel-steres;LA;30;30;2615;3;0;0;0.1;0;0;0;0;20;6;30;15;1;0;3
jackson-yueill;SJ;32;29;2668;3;0;0;0.1;0;0;0;0;36;8;22.2;8.3;3;31;8
david-accam;CLB;15;8;664;2;0;0;0.27;0;0;0;0;14;6;42.9;14.3;4;0;3
bryan-acosta;DAL;26;23;2074;2;0;0;0.09;0;0;0;0;54;11;20.4;3.7;0;41;3
kellyn-acosta;COL;31;30;2619;2;0;0;0.07;0;0;0;0;35;12;34.3;5.7;0;13;4
osvaldo-alonso;MIN;27;27;2368;2;0;0;0.08;0;0;0;0;12;3;25;16.7;0;0;4
;POR;13;7;565;2;0;0;0.32;0;1;1;0;21;7;33.3;9.5;2;0;3
theo-bair;VAN;17;10;824;2;0;0;0.22;0;0;0;0;12;7;58.3;16.7;5;0;4
cole-bassett;COL;20;14;1063;2;0;0;0.17;0;0;0;0;13;7;53.9;15.4;0;9;4
nicolas-benezet;TOR;8;5;438;2;0;0;0.41;0;0;0;0;14;4;28.6;14.3;1;0;2
michael-boxall;MIN;29;29;2577;2;0;0;0.07;0;0;0;0;10;3;30;20;0;0;2
frederic-brillant;DC;34;33;2961;2;0;0;0.06;0;0;0;0;27;9;33.3;7.4;0;0;4
omar-browne;MTL;10;5;564;2;0;0;0.32;0;0;0;0;16;4;25;12.5;0;17;4
will-bruin;SEA;9;4;428;2;0;0;0.42;0;0;0;0;8;5;62.5;25;8;0;3
cory-burke;PHI;7;5;490;2;0;0;0.37;0;0;0;0;14;5;35.7;14.3;6;0;2
brandon-bye;NE;30;30;2657;2;0;0;0.07;0;0;0;0;22;7;31.8;9.1;2;0;4
jay-chapman;TOR;17;5;522;2;0;0;0.34;0;0;0;0;7;2;28.6;28.6;0;2;4
abu-danladi;MIN;24;4;704;2;0;0;0.26;0;0;0;0;22;6;27.3;9.1;4;0;4
marky-delgado;TOR;30;29;2554;2;0;0;0.07;0;0;0;0;41;8;19.5;4.9;5;1;9
luis-diaz;CLB;13;9;797;2;0;0;0.23;0;0;0;0;18;9;50;11.1;0;1;6
jonathan-dos-santos;LA;29;29;2546;2;0;0;0.07;0;1;1;0;14;5;35.7;14.3;0;81;5
jack-elliott;PHI;34;34;3060;2;0;0;0.06;0;0;0;0;25;10;40;8;1;0;2
cristian-espinoza;SJ;30;30;2533;2;0;0;0.07;0;0;0;0;95;36;37.9;2.1;12;93;15
diego-fagundez;NE;25;13;1176;2;0;0;0.15;0;0;1;0;22;8;36.4;9.1;3;11;5
benny-feilhaber;COL;9;7;620;2;0;0;0.29;0;0;0;0;9;2;22.2;22.2;0;8;4
benny-feilhaber;SKC;17;13;1104;2;0;0;0.16;0;0;0;0;19;4;21.1;10.5;1;16;4
gerso-fernandes;SKC;25;20;1749;2;0;0;0.1;0;0;0;0;40;15;37.5;5;8;7;8
omir-fernandez;RBNY;18;3;568;2;0;0;0.32;0;0;0;0;12;6;50;16.7;0;1;4
erik-hurtado;SKC;13;8;815;2;0;0;0.22;0;0;0;0;20;9;45;10;5;0;2
romario-ibarra;MIN;8;4;381;2;0;0;0.47;0;0;0;0;12;8;66.7;16.7;3;0;3
aaron-long;RBNY;24;24;2108;2;0;0;0.09;0;0;0;0;19;5;26.3;10.5;0;0;3
marvin-loria;POR;19;8;699;2;0;0;0.26;0;0;0;0;20;13;65;10;2;8;3
larrys-mabiala;POR;22;22;1904;2;0;0;0.09;0;0;0;0;22;7;31.8;9.1;0;0;2
thomas-mcnamara;HOU;33;15;1530;2;0;0;0.12;0;0;0;0;18;8;44.4;11.1;2;5;5
antonio-mlinar-delamea;NE;17;16;1356;2;0;0;0.13;0;0;0;0;8;2;25;25;0;0;3
jorge-moreira;POR;26;25;2233;2;0;0;0.08;0;0;0;0;29;7;24.1;6.9;0;1;6
patrick-mullins;TOR;8;4;345;2;0;0;0.52;0;0;0;0;10;3;30;20;3;0;2
darlington-nagbe;ATL;33;32;2825;2;0;0;0.06;0;0;0;0;21;4;19.1;9.5;0;0;6
sam-nicholson;COL;27;19;1769;2;0;0;0.1;0;0;0;0;49;17;34.7;4.1;8;0;6
ebenezer-ofori;NYC;20;14;1261;2;0;0;0.14;0;0;0;0;8;2;25;25;0;0;2
santiago-patino;ORL;11;3;322;2;0;0;0.56;0;0;0;0;12;3;25;16.7;0;0;3
paxton-pomykal;DAL;25;20;1876;2;0;0;0.1;0;0;0;0;28;10;35.7;7.1;1;22;7
chris-pontius;LA;18;6;697;2;0;0;0.26;0;0;0;0;18;5;27.8;11.1;0;0;5
romell-quioto;HOU;18;8;794;2;0;0;0.23;0;1;1;0;27;12;44.4;7.4;6;28;4
victor-rodriguez;SEA;17;14;1124;2;0;0;0.16;0;1;1;0;26;10;38.5;7.7;2;14;5
marc-rzatkowski;RBNY;28;26;2317;2;0;0;0.08;0;0;0;0;41;15;36.6;4.9;6;69;10
ilie-sanchez;SKC;32;27;2509;2;0;0;0.07;0;1;1;0;20;4;20;10;2;1;7
sebastian-saucedo;RSL;26;13;1189;2;0;0;0.15;0;0;0;0;41;15;36.6;4.9;6;17;6
gaston-sauro;CLB;15;15;1285;2;0;0;0.14;0;0;0;0;11;3;27.3;18.2;0;0;2
brandon-servania-x3028;DAL;18;13;1118;2;0;0;0.16;0;0;0;0;26;9;34.6;7.7;0;0;5
marcelo-silva;RSL;19;14;1342;2;0;0;0.13;0;0;0;0;7;3;42.9;28.6;0;0;2
tommy-thompson;SJ;30;28;2296;2;0;0;0.08;0;0;0;0;13;4;30.8;15.4;1;0;3
brandon-vazquez;ATL;11;7;637;2;0;0;0.28;0;1;1;0;22;8;36.4;9.1;3;0;3
josh-williams;CLB;16;15;1281;2;0;0;0.14;0;0;0;0;5;2;40;40;2;0;2
danny-wilson;COL;20;15;1329;2;0;0;0.14;0;0;0;0;13;5;38.5;15.4;2;0;3
bradley-wright-phillips;RBNY;24;9;1098;2;0;0;0.16;0;0;0;0;33;11;33.3;6.1;14;0;6
amro-tarek;RBNY;20;19;1478;1;0;0;0.06;0;0;0;0;9;5;55.6;11.1;0;0;2
mo-adams;ATL;4;1;90;1;0;0;1;0;0;0;0;2;2;100;50;0;0;1
fanendo-adi;CIN;12;7;695;1;0;0;0.13;0;0;0;0;20;6;30;5;13;0;1
ayo-akinola;TOR;8;2;253;1;0;0;0.36;0;0;0;0;8;3;37.5;12.5;3;0;2
fatai-alashe;CIN;11;4;434;1;0;0;0.21;0;0;0;0;8;5;62.5;12.5;0;0;1
quincy-amarikwa;DC;23;3;414;1;0;0;0.22;0;0;0;0;13;4;30.8;7.7;8;0;2
sebastian-anderson;COL;6;5;317;1;0;0;0.28;0;0;0;0;2;1;50;50;0;0;1
jalil-anibaba;NE;22;19;1764;1;0;0;0.05;0;0;0;0;5;2;40;20;1;0;3
luis-argudo;CLB;21;10;1062;1;0;0;0.08;0;0;0;0;19;6;31.6;5.3;0;0;4
carlos-ascues;ORL;17;14;1113;1;0;0;0.08;0;0;0;0;9;3;33.3;11.1;2;0;2
francis-atuahene;DAL;1;0;26;1;0;0;3.46;0;0;0;0;2;1;50;50;0;0;1
lass-bangoura;VAN;17;7;634;1;0;0;0.14;0;0;0;0;11;4;36.4;9.1;3;0;2
botond-barath;SKC;21;20;1749;1;0;0;0.05;0;0;0;0;8;2;25;12.5;0;0;1
steven-beitashour;LAFC;25;24;1881;1;0;0;0.05;0;0;0;0;6;2;33.3;16.7;1;2;3
leonardo-bertone;CIN;25;22;2055;1;0;0;0.04;0;0;0;0;28;5;17.9;3.6;1;30;3
nick-besler;RSL;17;7;727;1;0;0;0.12;0;0;0;0;3;2;66.7;33.3;0;0;3
steven-birnbaum;DC;34;34;3032;1;0;0;0.03;0;0;0;0;29;6;20.7;3.5;6;0;2
tristan-blackmon;LAFC;18;15;1377;1;0;0;0.07;0;0;0;0;9;2;22.2;11.1;0;2;5
emmanuel-boateng;LA;21;7;879;1;0;0;0.1;0;0;0;0;14;5;35.7;7.1;4;1;2
brandt-bronico;CHI;29;20;1864;1;0;0;0.05;0;0;0;0;14;5;35.7;7.1;0;7;3
handwalla-bwana;SEA;15;6;567;1;0;0;0.16;0;0;0;0;10;4;40;10;3;9;2
juan-david-cabezas;HOU;15;5;532;1;0;0;0.17;0;0;0;0;3;1;33.3;33.3;0;0;1
francisco-calvo;MIN;7;7;629;1;0;0;0.14;0;0;0;0;11;5;45.5;9.1;0;0;1
rudy-camacho;MTL;17;16;1464;1;0;0;0.06;0;0;0;0;9;3;33.3;11.1;0;0;1
reggie-cannon;DAL;28;26;2268;1;0;0;0.04;0;0;0;0;10;1;10;10;0;0;2
darwin-ceren;HOU;13;5;530;1;0;0;0.17;0;0;0;0;4;2;50;25;0;0;1
michaell-chirinos;VAN;7;4;412;1;0;0;0.22;0;0;0;0;10;6;60;10;1;0;2
;POR;16;2;348;1;0;0;0.26;0;0;0;0;10;5;50;10;0;3;4
derek-cornelius;VAN;17;16;1426;1;0;0;0.06;0;0;0;0;5;2;40;20;1;0;1
joe-corona;LA;31;26;2324;1;0;0;0.04;0;0;0;0;18;4;22.2;5.6;2;9;4
rashawn-dally;CIN;12;8;546;1;0;0;0.16;0;0;0;0;10;4;40;10;4;0;1
mathieu-deplagne;CIN;33;33;2878;1;0;0;0.03;0;0;0;0;23;7;30.4;4.3;2;3;3
kyle-duncan;RBNY;13;13;1080;1;0;0;0.08;0;0;0;0;6;1;16.7;16.7;2;0;3
chris-durkin;DC;13;7;636;1;0;0;0.14;0;0;0;0;4;1;25;25;0;0;1
raheem-edwards;CHI;4;2;244;1;0;0;0.37;0;0;0;0;7;4;57.1;14.3;0;0;1
mohamed-el-munir;LAFC;15;4;581;1;0;0;0.15;0;0;0;0;11;3;27.3;9.1;1;2;1
franco-escobar;ATL;25;22;2012;1;0;0;0.04;0;0;0;0;7;2;28.6;14.3;1;0;4
derrick-etienne-jr;RBNY;11;5;465;1;0;0;0.19;0;0;0;0;10;3;30;10;1;1;2
rolf-feltscher;LA;25;25;2183;1;0;0;0.04;0;0;0;0;17;3;17.6;5.9;4;1;5
anthony-fontana;PHI;8;0;119;1;0;0;0.76;0;0;0;0;3;1;33.3;33.3;0;0;2
erik-godoy;VAN;29;28;2596;1;0;0;0.03;0;0;0;0;13;2;15.4;7.7;0;0;2
giancarlo-gonzalez;LA;20;15;1430;1;0;0;0.06;0;0;0;0;7;2;28.6;14.3;0;0;1
omar-gonzalez;TOR;14;14;1260;1;0;0;0.07;0;0;0;0;12;4;33.3;8.3;1;0;2
leandro-gonzalez-pirez;ATL;31;31;2701;1;0;0;0.03;0;0;0;0;22;5;22.7;4.5;0;0;2
jan-gregus;MIN;30;30;2679;1;0;0;0.03;0;0;0;0;59;16;27.1;1.7;1;127;12
carlos-gruezo;DAL;9;9;784;1;0;0;0.11;0;0;0;0;7;1;14.3;14.3;0;0;1
jordan-harvey;LAFC;30;28;2366;1;0;0;0.04;0;0;0;0;11;3;27.3;9.1;1;0;6
matt-hedges;DAL;33;33;2884;1;0;0;0.03;0;0;0;0;13;3;23.1;7.7;0;0;2
federico-higuain;CLB;14;13;1133;1;0;0;0.08;0;0;1;0;19;7;36.8;5.3;3;41;6
emerson-hyndman;ATL;15;10;983;1;0;0;0.09;0;0;0;0;15;6;40;6.7;2;1;4
miguel-ibarra;MIN;22;16;1505;1;0;0;0.06;0;0;0;0;23;3;13;4.3;3;0;3
andreas-ivan;RBNY;12;5;486;1;0;0;0.19;0;0;0;0;21;6;28.6;4.8;3;8;3
leonardo-jara;DC;30;25;2291;1;0;0;0.04;0;0;0;0;34;4;11.8;2.9;0;0;6
hector-jimenez;CLB;23;19;1625;1;0;0;0.06;0;0;0;0;7;3;42.9;14.3;1;0;5
will-johnson;ORL;21;20;1697;1;0;0;0.05;0;0;0;0;28;6;21.4;3.6;0;7;2
dejuan-jones;NE;20;14;1296;1;0;0;0.07;0;0;0;0;13;4;30.8;7.7;2;3;2
sacha-kljestan;ORL;23;13;1352;1;0;0;0.07;0;0;0;0;19;6;31.6;5.3;1;21;4
connor-lade;RBNY;11;10;845;1;0;0;0.11;0;0;0;0;5;1;20;20;0;0;2
