name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
jeff-cunningham;RSL;31;26;2404;16;0;0;0.6;0;4;4;0;83;45;0;19.3;35;0;27
christian-gomez;DC;30;28;2367;14;0;0;0.53;0;0;0;0;63;35;0;22.2;6;0;25
ante-razov;CHV;28;28;2485;14;0;0;0.51;0;0;0;0;98;40;0;14.3;43;0;22
carlos-ruiz;DAL;27;25;2113;13;0;0;0.55;0;0;0;0;54;29;0;24.1;32;0;18
landon-donovan;LA;24;24;2147;12;0;0;0.5;0;1;1;0;44;28;0;27.3;8;0;20
brian-ching;HOU;21;20;1822;11;0;0;0.54;0;0;0;0;64;30;0;17.2;23;0;13
kenny-cooper;DAL;31;29;2453;11;0;0;0.4;0;0;0;0;65;30;0;16.9;23;0;15
dwayne-de-rosario;HOU;30;29;2534;11;0;0;0.39;0;2;2;0;55;26;0;20;13;0;16
jaime-moreno;DC;32;31;2700;11;0;0;0.37;0;3;3;0;51;31;0;21.6;22;0;21
taylor-twellman;NE;32;32;2856;11;0;0;0.35;0;0;0;0;86;42;0;12.8;32;0;16
scott-sealy;SKC;29;20;1762;10;0;0;0.51;0;0;0;0;41;23;0;24.4;24;0;11
andy-herron;CHI;20;18;1449;9;0;0;0.56;0;2;3;0;37;25;0;24.3;35;0;10
jose-burciaga-jr;SKC;30;29;2590;8;0;0;0.28;0;3;3;0;50;22;0;16;2;0;16
clint-dempsey;NE;21;21;1865;8;0;0;0.39;0;0;0;0;67;31;0;11.9;22;0;12
juan-pablo-garcia;CHV;29;29;2438;8;0;0;0.3;0;0;0;0;51;29;0;15.7;7;0;14
amado-guevara;RBNY;28;26;2346;8;0;0;0.31;0;4;4;0;56;23;0;14.3;3;0;13
nate-jaqua;CHI;28;22;2037;8;0;0;0.35;0;0;0;0;48;17;0;16.7;14;0;10
jason-kreis;RSL;30;27;2434;8;0;0;0.3;0;1;1;0;56;22;0;14.3;21;0;13
kyle-beckerman;COL;31;31;2790;7;0;0;0.23;0;1;1;0;57;27;0;12.3;2;0;9
alecko-eskandarian;DC;22;16;1478;7;0;0;0.43;0;0;0;0;57;30;0;12.3;16;0;9
nicolas-hernandez;COL;30;29;2524;7;0;0;0.25;0;0;0;0;37;18;0;18.9;29;0;13
chris-klein;RSL;32;32;2842;7;0;0;0.22;0;0;0;0;70;27;0;10;17;0;15
chris-rolfe;CHI;21;21;1636;7;0;0;0.39;0;0;0;0;39;19;0;17.9;4;0;8
jonathan-bornstein;CHV;32;32;2878;6;0;0;0.19;0;0;0;0;38;21;0;15.8;11;0;10
edson-buddle;RBNY;28;24;2112;6;0;0;0.26;0;0;0;0;65;29;0;9.2;32;0;9
andy-dorman;NE;32;32;2834;6;0;0;0.19;0;0;0;0;60;33;0;10;5;0;16
peguero-jean-philippe;RBNY;12;12;1080;6;0;0;0.5;0;0;0;0;24;12;0;25;21;0;8
ramon-nunez;DAL;25;20;1661;6;0;0;0.33;0;0;0;0;51;15;0;11.8;5;0;10
steve-ralston;NE;30;30;2683;6;0;0;0.2;0;1;1;0;23;14;0;26.1;6;0;11
claudio-suarez;CHV;20;20;1778;6;0;0;0.3;0;3;3;0;10;6;0;60;1;0;7
chad-barrett;CHI;16;9;780;5;0;0;0.58;0;0;0;0;26;14;0;19.2;12;0;6
jason-garey;CLB;25;18;1712;5;0;0;0.26;0;0;0;0;31;17;0;16.1;15;0;7
