name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
mamadou-diallo;TB;28;26;2405;26;0;0;0.97;0;1;3;0;152;76;0;17.1;82;0;30
ante-razov;CHI;24;24;2145;18;0;0;0.76;0;2;3;0;127;63;0;14.2;23;0;24
diego-serna;MIA;31;25;2236;16;0;0;0.64;0;1;1;0;87;41;0;18.4;22;0;26
adolfo-valencia;RBNY;31;25;2295;16;0;0;0.63;0;4;4;0;60;32;0;26.7;49;0;25
ariel-graziani;DAL;24;24;2138;15;0;0;0.63;0;0;0;0;74;45;0;20.3;37;0;18
wolde-harris;NE;31;31;2640;15;0;0;0.51;0;0;0;0;101;46;0;14.8;26;0;22
dante-washington;CLB;30;28;2541;15;0;0;0.53;0;0;0;0;80;44;0;18.8;17;0;24
alex-comas;RBNY;25;17;1571;13;0;0;0.74;0;3;3;0;48;34;0;27.1;15;0;19
clint-mathis;RBNY;21;20;1796;13;0;0;0.65;0;1;2;0;61;31;0;21.3;9;0;26
miklos-molnar;SKC;17;16;1353;12;0;0;0.8;0;0;0;0;53;28;0;22.6;18;0;13
jaime-moreno;DC;25;25;2213;12;0;0;0.49;0;2;3;0;68;37;0;17.6;19;0;19
jason-kreis;DAL;27;27;2409;11;0;0;0.41;0;0;0;0;82;41;0;13.4;14;0;24
junior-agogo;COL;22;21;1936;10;0;0;0.46;0;1;3;0;102;48;0;9.8;37;0;17
dema-kovalenko;CHI;31;28;2429;10;0;0;0.37;0;0;1;0;52;35;0;19.2;8;0;15
imad-baba;NE;30;29;2508;9;0;0;0.32;0;4;4;0;70;37;0;12.9;9;0;17
chris-henderson;SKC;31;30;2694;9;0;0;0.3;0;0;0;0;50;24;0;18;36;0;18
hristo-stoitchkov;CHI;18;12;987;9;0;0;0.82;0;3;4;0;54;24;0;16.7;1;0;16
abdul-thompson-conteh;SJ;31;27;2356;8;0;0;0.31;0;0;0;0;71;41;0;11.3;33;0;11
manny-lagos;TB;27;17;1500;8;0;0;0.48;0;0;0;0;45;20;0;17.8;4;0;15
roy-lassiter;MIA;27;20;1838;8;0;0;0.39;0;1;1;0;54;38;0;14.8;45;0;17
paul-bravo;COL;27;24;2009;7;0;0;0.31;0;2;2;0;51;22;0;13.7;7;0;10
jorge-dely-valdes;COL;20;13;1352;7;0;0;0.47;0;0;0;0;50;25;0;14;18;0;8
cobi-jones;LA;25;25;2291;7;0;0;0.27;0;0;0;0;46;24;0;15.2;18;0;13
josh-wolff;CHI;25;20;1917;7;0;0;0.33;0;0;1;0;49;26;0;14.3;15;0;12
chris-klein;SKC;27;26;2205;6;0;0;0.24;0;0;0;0;31;14;0;19.4;10;0;14
brian-mcbride;CLB;18;17;1523;6;0;0;0.35;0;1;1;0;47;22;0;12.8;5;0;11
jim-rooney;MIA;30;27;2429;6;0;0;0.22;0;0;0;0;48;14;0;12.5;1;0;10
