name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
taylor-twellman;NE;25;25;2226;17;0;0;0.69;0;0;0;0;82;51;0;20.7;33;0;24
jaime-moreno;DC;29;28;2445;16;0;0;0.59;0;9;9;0;77;46;0;20.8;16;0;23
jeff-cunningham;COL;26;17;1670;12;0;0;0.65;0;2;3;0;55;31;0;21.8;26;0;15
landon-donovan;LA;22;20;1887;12;0;0;0.57;0;4;4;0;49;32;0;24.5;12;0;22
herculez-gomez;LA;22;16;1508;11;0;0;0.66;0;0;0;0;54;25;0;20.4;19;0;13
christian-gomez;DC;31;30;2419;11;0;0;0.41;0;0;0;0;64;37;0;17.2;7;0;20
amado-guevara;RBNY;26;26;2284;11;0;0;0.43;0;4;5;0;67;31;0;16.4;7;0;22
carlos-ruiz;DAL;19;18;1549;11;0;0;0.64;0;3;3;0;63;30;0;17.5;36;0;13
clint-dempsey;NE;26;26;2319;10;0;0;0.39;0;0;0;0;60;27;0;16.7;4;0;19
youri-djorkaeff;RBNY;24;24;1986;10;0;0;0.45;0;2;2;0;76;33;0;13.2;19;0;17
josh-wolff;SKC;22;22;1910;10;0;0;0.47;0;1;2;0;51;29;0;19.6;20;0;20
edson-buddle;CLB;23;21;1762;9;0;0;0.46;0;0;0;0;70;24;0;12.9;18;0;11
dwayne-de-rosario;SJ;28;26;2375;9;0;0;0.34;0;1;1;0;70;34;0;12.9;9;0;22
jason-kreis;RSL;24;24;2160;9;0;0;0.38;0;3;3;0;65;31;0;13.8;23;0;13
scott-sealy;SKC;28;20;1669;9;0;0;0.49;0;0;0;0;31;20;0;29;16;0;11
eddie-gaven;RBNY;28;26;2257;8;0;0;0.32;0;0;0;0;34;19;0;23.5;11;0;12
alejandro-moreno;SJ;31;24;2167;8;0;0;0.33;0;0;0;0;42;20;0;19.1;23;0;12
pat-noonan;NE;21;21;1843;8;0;0;0.39;0;0;0;0;57;29;0;14;19;0;15
chris-rolfe;CHI;29;21;1942;8;0;0;0.37;0;0;0;0;61;32;0;13.1;11;0;13
brian-ching;SJ;16;11;990;7;0;0;0.64;0;0;0;0;25;17;0;28;9;0;12
sergio-galvan-rey;RBNY;27;16;1598;7;0;0;0.39;0;0;0;0;44;23;0;15.9;28;0;7
nate-jaqua;CHI;18;15;1361;7;0;0;0.46;0;0;0;0;45;24;0;15.6;10;0;10
peguero-jean-philippe;COL;26;20;1842;7;0;0;0.34;0;1;1;0;48;20;0;14.6;27;0;13
chris-klein;SKC;31;31;2765;7;0;0;0.23;0;0;0;0;84;34;0;8.3;18;0;16
roberto-mina;DAL;21;15;1270;7;0;0;0.5;0;0;0;0;35;13;0;20;12;0;11
sasha-victorine;SKC;30;30;2658;7;0;0;0.24;0;0;0;0;35;15;0;20;1;0;11
ronald-cerritos;SJ;30;28;2308;6;0;0;0.23;0;1;1;0;50;29;0;12;41;0;15
mark-chung;SJ;24;23;2053;6;0;0;0.26;0;0;0;0;32;16;0;18.8;2;0;13
;CHI;27;25;2220;6;0;0;0.24;0;0;0;0;45;20;0;13.3;1;0;13
shalrie-joseph;NE;31;31;2788;6;0;0;0.19;0;2;2;0;32;18;0;18.8;0;0;11
ronnie-o-brien;DAL;28;28;2512;6;0;0;0.21;0;0;0;0;83;37;0;7.2;3;0;18
ante-razov;RBNY;18;16;1431;6;0;0;0.38;0;0;0;0;46;17;0;13;25;0;11
davy-arnaud;SKC;31;28;2527;5;0;0;0.18;0;0;0;0;64;25;0;7.8;30;0;9
eddie-johnson;DAL;15;13;1180;5;0;0;0.38;0;0;0;0;30;12;0;16.7;11;0;7
mike-magee;RBNY;29;21;1835;5;0;0;0.25;0;0;0;0;27;13;0;18.5;9;0;10
jesse-marsch;CHI;28;22;1947;5;0;0;0.23;0;3;5;0;25;15;0;20;0;0;7
alain-nkong;COL;28;20;1732;5;0;0;0.26;0;0;0;0;48;18;0;10.4;0;0;9
ramon-nunez;DAL;21;12;1141;5;0;0;0.39;0;1;1;0;49;22;0;10.2;1;0;8
santino-quaranta;DC;18;13;1185;5;0;0;0.38;0;0;0;0;30;17;0;16.7;13;0;10
peter-vagenas;LA;29;28;2478;5;0;0;0.18;0;0;0;0;29;12;0;17.2;4;0;9
andy-williams;RSL;26;26;2102;5;0;0;0.21;0;1;1;0;46;18;0;10.9;8;0;8
freddy-adu;DC;25;16;1487;4;0;0;0.24;0;0;0;0;37;16;0;10.8;4;0;10
dedi-ben-dayan;COL;8;3;358;4;0;0;1.01;0;0;0;0;12;8;0;33.3;6;0;6
knox-cameron;CLB;20;9;804;4;0;0;0.45;0;0;0;0;15;7;0;26.7;6;0;5
hector-cuadros;CHV;26;18;1694;4;0;0;0.21;0;3;3;0;30;9;0;13.3;6;0;8
cornell-glen;CLB;22;13;1241;4;0;0;0.29;0;1;1;0;52;20;0;7.7;18;0;8
joshua-gros;DC;30;29;2563;4;0;0;0.14;0;0;0;0;29;12;0;13.8;3;0;8
jack-jewsbury;SKC;29;6;1001;4;0;0;0.36;0;0;0;0;26;14;0;15.4;4;0;4
jovan-kirovski;LA;24;21;1704;4;0;0;0.21;0;1;1;0;48;20;0;8.3;13;0;8
dema-kovalenko;DC;26;23;2057;4;0;0;0.18;0;0;0;0;41;13;0;9.8;18;0;8
abe-thompson;DAL;18;6;674;4;0;0;0.53;0;0;0;0;19;10;0;21.1;10;0;4
bobby-boswell;DC;27;26;2344;3;0;0;0.12;0;0;0;0;12;6;0;25;0;0;4
jordan-cila;RSL;12;8;646;3;0;0;0.42;0;0;0;0;6;4;0;50;4;0;4
ricardo-clark;SJ;30;28;2492;3;0;0;0.11;0;0;0;0;31;6;0;9.7;1;0;5
frankie-hejduk;CLB;18;15;1396;3;0;0;0.19;0;0;0;0;16;7;0;18.8;2;0;3
ezra-hendrickson;CHV;31;31;2745;3;0;0;0.1;0;0;0;0;30;10;0;10;5;0;4
cobi-jones;LA;31;27;2397;3;0;0;0.11;0;0;0;0;28;15;0;10.7;14;0;9
justin-mapp;CHI;29;28;2356;3;0;0;0.11;0;0;0;0;48;19;0;6.3;16;0;11
thiago-martins;CHV;22;21;1779;3;0;0;0.15;0;1;1;0;46;16;0;6.5;9;0;4
clint-mathis;RSL;27;27;2123;3;0;0;0.13;0;0;0;0;45;17;0;6.7;8;0;7
brian-mullan;SJ;25;23;1996;3;0;0;0.14;0;0;0;0;22;11;0;13.6;3;0;9
juan-francisco-palencia;CHV;9;9;810;3;0;0;0.33;0;0;0;0;28;15;0;10.7;8;0;4
aaron-pitchkolan;DAL;20;15;1442;3;0;0;0.19;0;0;0;0;16;7;0;18.8;4;0;4
lubos-reiter;CHI;14;9;772;3;0;0;0.35;0;0;1;0;22;16;0;13.6;10;0;5
isaac-romo;CHV;25;11;1190;3;0;0;0.23;0;0;0;0;33;15;0;9.1;10;0;4
gonzalo-segares;CHI;21;21;1864;3;0;0;0.14;0;0;0;0;10;5;0;30;0;0;5
khano-smith;NE;23;8;928;3;0;0;0.29;0;0;0;0;27;8;0;11.1;14;0;5
john-wolyniec;CLB;17;8;890;3;0;0;0.3;0;0;0;0;18;8;0;16.7;6;0;4
arturo-alvarez;DAL;24;15;1285;2;0;0;0.14;0;0;0;0;31;14;0;6.5;6;0;6
chris-armas;CHI;22;22;1879;2;0;0;0.1;0;0;0;0;17;5;0;11.8;1;0;4
