name;club;games_played;games_started;mins;goals;left_footed_shots;right_footed_shots;goals_average_over_90_minutes;headed_shots;penalty_kick_goals;penalty_kick_taken;expected_goals;total_scoring_attempts;on_target_scoring_attempts;accurate_shooting_percentage;shots_conversion;offside;corner_kicks;goals_plus_assists
brian-ching;SJ;25;21;1954;12;0;0;0.55;0;0;0;0;51;26;0;23.5;11;0;16
eddie-johnson;DAL;26;25;2269;12;0;0;0.48;0;1;1;0;75;32;0;16;27;0;15
edson-buddle;CLB;24;20;1721;11;0;0;0.58;0;0;0;0;65;31;0;16.9;17;0;13
pat-noonan;NE;29;29;2545;11;0;0;0.39;0;0;0;0;75;37;0;14.7;17;0;19
damani-ralph;CHI;26;25;2250;11;0;0;0.44;0;2;2;0;89;36;0;12.4;28;0;14
carlos-ruiz;LA;20;18;1587;11;0;0;0.62;0;2;3;0;63;36;0;17.5;25;0;13
alecko-eskandarian;DC;24;19;1627;10;0;0;0.55;0;0;0;0;58;32;0;17.2;14;0;12
amado-guevara;RBNY;24;23;2110;10;0;0;0.43;0;6;6;0;65;30;0;15.4;2;0;20
josh-wolff;SKC;26;25;2252;10;0;0;0.4;0;2;3;0;59;33;0;16.9;22;0;17
john-wolyniec;RBNY;30;23;2051;10;0;0;0.44;0;0;0;0;56;27;0;17.9;11;0;13
davy-arnaud;SKC;30;30;2626;9;0;0;0.31;0;0;0;0;61;27;0;14.8;25;0;17
jeff-cunningham;CLB;30;19;1856;9;0;0;0.44;0;3;3;0;63;26;0;14.3;27;0;13
taylor-twellman;NE;23;23;2050;9;0;0;0.4;0;0;1;0;70;39;0;12.9;35;0;10
jovan-kirovski;LA;24;23;1984;8;0;0;0.36;0;1;1;0;59;25;0;13.6;19;0;10
clint-dempsey;NE;24;23;2024;7;0;0;0.31;0;0;0;0;47;25;0;14.9;1;0;8
eddie-gaven;RBNY;29;29;2578;7;0;0;0.24;0;0;0;0;46;22;0;15.2;6;0;14
peguero-jean-philippe;COL;18;16;1389;7;0;0;0.45;0;0;0;0;42;22;0;16.7;34;0;11
jaime-moreno;DC;27;27;2279;7;0;0;0.28;0;1;2;0;39;25;0;17.9;11;0;21
ross-paule;CLB;25;23;2059;7;0;0;0.31;0;4;4;0;23;13;0;30.4;0;0;9
steve-ralston;NE;30;30;2700;7;0;0;0.23;0;2;2;0;25;11;0;28;2;0;15
landon-donovan;SJ;23;22;2018;6;0;0;0.27;0;0;1;0;51;22;0;11.8;11;0;16
cornell-glen;RBNY;18;10;966;6;0;0;0.56;0;0;0;0;42;21;0;14.3;7;0;8
alejandro-moreno;LA;25;12;1297;6;0;0;0.42;0;0;0;0;29;12;0;20.7;10;0;8
toni-nhleko;DAL;23;13;1186;6;0;0;0.46;0;0;0;0;49;23;0;12.2;14;0;8
freddy-adu;DC;30;14;1440;5;0;0;0.31;0;0;0;0;33;16;0;15.2;9;0;8
dwayne-de-rosario;SJ;21;12;1214;5;0;0;0.37;0;0;0;0;40;14;0;12.5;19;0;8
jason-kreis;DAL;25;19;1703;5;0;0;0.26;0;0;0;0;42;16;0;11.9;9;0;7
kyle-martino;CLB;29;27;2301;5;0;0;0.2;0;1;1;0;31;17;0;16.1;12;0;7
fabian-taylor;RBNY;21;8;883;5;0;0;0.51;0;0;0;0;45;18;0;11.1;2;0;6
jordan-cila;COL;21;15;1310;4;0;0;0.27;0;0;0;0;24;16;0;16.7;2;0;6
ronnie-ekelund;SJ;26;24;2018;4;0;0;0.18;0;3;4;0;32;12;0;12.5;0;0;7
christian-gomez;DC;9;8;582;4;0;0;0.62;0;0;0;0;12;7;0;33.3;3;0;4
andy-herron;CHI;4;3;310;4;0;0;1.16;0;0;0;0;8;4;0;50;2;0;4
andreas-herzog;LA;27;25;2048;4;0;0;0.18;0;1;1;0;68;26;0;5.9;2;0;11
nate-jaqua;CHI;26;21;1836;4;0;0;0.2;0;0;0;0;45;19;0;8.9;7;0;8
chris-klein;SKC;19;19;1694;4;0;0;0.21;0;1;2;0;47;23;0;8.5;5;0;12
joseph-ngwenya;LA;22;8;880;4;0;0;0.41;0;0;0;0;17;8;0;23.5;7;0;6
ante-razov;CHI;13;11;996;4;0;0;0.36;0;1;2;0;52;25;0;7.7;13;0;6
john-spencer;COL;22;19;1752;4;0;0;0.21;0;0;1;0;52;21;0;7.7;16;0;5
andy-williams;CHI;25;23;2023;4;0;0;0.18;0;1;1;0;48;20;0;8.3;4;0;13
jose-cancela;NE;25;24;1957;3;0;0;0.14;0;2;3;0;41;20;0;7.3;4;0;13
mark-chung;COL;22;21;1914;3;0;0;0.14;0;1;1;0;49;20;0;6.1;1;0;7
ramiro-corrales;SJ;29;28;2475;3;0;0;0.11;0;0;0;0;42;12;0;7.1;1;0;4
