name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
stern-john;CLB;27;25;2170;2;26;0;5;116;47;0;0;55;68;39;2;0
cobi-jones;LA;24;24;2136;0;19;0;13;63;41;0;0;19;51;21;1;0
raul-diaz-arce;NE;32;32;2878;0;18;0;8;90;51;0;0;57;40;44;2;0
roy-lassiter;DC;25;23;2151;2;18;0;6;85;46;0;0;24;31;30;4;0
welton;LA;31;29;2435;2;17;0;11;63;37;0;0;45;36;33;1;1
jaime-moreno;DC;31;31;2610;0;16;0;11;87;48;0;0;42;60;15;2;1
giovanni-savarese;RBNY;30;25;2163;5;14;0;7;61;37;0;0;48;44;23;3;0
ronald-cerritos;SJ;31;30;2702;1;13;0;12;87;50;0;0;14;38;41;4;0
mauricio-cienfuegos;LA;30;30;2640;0;13;0;16;36;25;0;0;34;54;9;3;0
wolde-harris;COL;27;10;1133;17;13;0;4;42;22;0;0;18;16;19;2;0
paul-bravo;COL;30;30;2579;0;11;0;8;90;39;0;0;34;40;17;5;0
mo-johnston;SKC;26;23;2080;3;11;0;2;60;34;0;0;34;23;9;1;2
diego-serna;MIA;26;23;1988;3;11;0;9;77;38;0;0;56;89;14;10;1
marco-etcheverry;DC;29;29;2590;0;10;0;19;72;37;0;0;33;67;10;9;0
eduardo-hurtado;RBNY;27;26;2351;1;10;0;14;97;45;0;0;59;64;22;6;0
brian-mcbride;CLB;24;24;2117;0;10;0;7;80;30;0;0;26;68;17;2;0
ross-paule;COL;30;29;2503;1;10;0;6;46;26;0;0;27;34;2;4;0
preki;SKC;25;24;2164;1;10;0;13;86;33;0;0;22;38;5;2;0
ante-razov;CHI;30;24;2091;6;10;0;9;88;41;0;0;30;26;32;2;0
roman-kosecki;CHI;25;25;1999;0;9;0;9;70;35;0;0;39;87;12;3;1
jason-kreis;DAL;30;30;2578;0;9;0;8;97;39;0;0;33;43;11;6;1
mauricio-ramos;TB;22;21;1932;1;9;0;9;85;29;0;0;9;22;1;2;0
jeff-cunningham;CLB;25;8;1076;17;8;0;1;47;20;0;0;15;19;12;1;0
jim-rooney;RBNY;28;23;2040;5;8;0;5;68;28;0;0;34;21;4;3;2
josh-wolff;CHI;14;4;651;10;8;0;3;23;14;0;0;7;9;6;0;0
edwin-gorter;NE;28;27;2394;1;7;0;7;72;25;0;0;27;20;3;5;0
lubos-kubik;CHI;31;31;2790;0;7;0;8;67;24;0;0;28;36;0;4;0
joe-max-moore;NE;21;21;1864;0;7;0;15;54;25;0;0;35;50;14;3;0
alan-prampin;TB;31;28;2450;3;7;0;11;44;24;0;0;18;33;41;2;0
musa-shannon;TB;18;8;823;10;7;0;2;21;9;0;0;22;24;9;3;0
vitalis-takawira;SKC;29;21;1769;8;7;0;3;29;18;0;0;35;49;32;1;0
dante-washington;DAL;28;21;1852;7;7;0;5;51;28;0;0;18;27;25;1;0
john-harkes;DC;29;29;2600;0;6;0;6;50;21;0;0;28;34;10;3;0
carlos-hermosillo;LA;18;18;1530;0;6;0;12;39;22;0;0;32;24;13;0;1
brian-kelly;RBNY;29;26;2160;3;6;0;3;48;18;0;0;18;34;16;2;0
frank-klopas;CHI;27;17;1497;10;6;0;4;28;14;0;0;33;31;23;3;0
martin-machon;LA;31;29;2588;2;6;0;14;42;18;0;0;33;28;6;1;0
peter-nowak;CHI;24;24;1921;0;6;0;12;38;20;0;0;22;61;3;0;0
jerzy-podbrozny;CHI;26;25;1979;1;6;0;14;47;22;0;0;20;26;6;4;0
waldir;COL;23;17;1382;6;6;0;6;48;23;0;0;23;9;22;2;0
dan-stebbins;MIA;24;11;1263;13;6;0;3;25;13;0;0;19;26;15;1;0
paul-wright;SKC;30;25;2060;5;6;0;6;49;28;0;0;30;26;12;3;0
eric-wynalda;SJ;16;16;1424;0;6;0;5;60;31;0;0;17;26;18;2;0
imad-baba;NE;30;29;2484;1;5;0;4;60;29;0;0;49;39;10;3;1
marcelo-balboa;COL;26;25;2290;1;5;0;5;67;21;0;0;10;32;1;2;0
jason-farrell;CLB;28;24;2003;4;5;0;10;31;12;0;0;24;15;3;0;0
henry-gutierrez;MIA;26;20;1784;6;5;0;3;34;16;0;0;40;28;0;7;1
ezra-hendrickson;LA;27;22;1946;5;5;0;8;24;14;0;0;38;7;5;4;0
