name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
marcelo-carrera;CLB;20;14;1224;6;3;0;2;26;11;0;0;20;25;7;0;0
troy-dayak;SJ;21;21;1817;0;3;0;2;18;9;0;0;28;15;2;3;0
roberto-donadoni;RBNY;32;31;2699;1;3;0;9;50;15;0;0;26;94;2;1;0
marco-etcheverry;DC;20;19;1695;1;3;0;11;45;19;0;0;20;54;11;4;1
sam-george;TB;7;4;434;3;3;0;0;6;5;0;0;7;6;1;1;0
sean-henderson;COL;25;19;1650;6;3;0;0;20;12;0;0;40;24;1;5;0
brian-maisonneuve;CLB;32;30;2734;2;3;0;9;52;23;0;0;52;50;14;2;0
jesse-marsch;DC;11;1;233;10;3;0;3;5;3;0;0;8;1;0;0;0
eddie-pope;DC;29;29;2513;0;3;0;2;12;4;0;0;17;24;1;0;0
carlos-valderrama;TB;20;20;1740;0;3;0;19;22;9;0;0;6;33;5;3;1
nelson-vargas;TB;21;9;967;12;3;0;2;21;6;0;0;16;33;1;0;0
jose-vasquez;LA;5;2;248;3;3;0;0;3;3;0;0;6;4;0;1;0
;CLB;31;31;2722;0;3;0;11;92;29;0;0;36;71;14;3;0
roy-wegerle;DC;17;10;938;7;3;0;3;22;14;0;0;20;10;28;1;0
a-j-wood;CLB;16;16;1276;0;3;0;2;34;10;0;0;19;20;7;0;0
marcelo-balboa;COL;28;28;2520;0;2;0;3;44;13;0;0;23;26;2;2;0
shaun-bartlett;RBNY;13;10;873;3;2;0;0;24;12;0;0;13;13;4;0;0
ted-chronopoulos;NE;30;30;2624;0;2;0;1;30;13;0;0;50;42;6;6;2
john-doyle;SJ;27;27;2376;0;2;0;1;21;12;0;0;51;25;1;8;0
jason-farrell;CLB;18;10;1027;8;2;0;2;25;8;0;0;11;10;4;0;0
miles-joseph;RBNY;29;15;1745;14;2;0;10;29;15;0;0;29;29;9;0;0
kris-kelderman;DC;24;9;910;15;2;0;4;11;6;0;0;8;10;0;1;0
john-kerr;NE;19;14;1136;5;2;0;4;19;15;0;0;24;11;13;1;0
doctor-khumalo;CLB;18;18;1323;0;2;0;4;23;13;0;0;23;21;4;2;0
;SJ;28;24;1939;4;2;0;4;17;6;0;0;39;39;1;1;0
alexi-lalas;NE;30;29;2607;1;2;0;3;24;10;0;0;60;33;9;8;0
eddie-lewis;SJ;29;26;2233;3;2;0;14;35;21;0;0;37;41;17;0;1
john-maessner;DC;32;20;2008;12;2;0;9;32;18;0;0;11;22;5;2;0
ross-paule;COL;19;7;858;12;2;0;3;7;4;0;0;15;9;3;1;0
daniel-peinado;DAL;25;22;1870;3;2;0;4;13;9;0;0;57;46;0;4;1
danny-pena;LA;27;26;2230;1;2;0;2;31;12;0;0;34;27;2;7;0
tab-ramos;RBNY;13;13;1006;0;2;0;4;12;4;0;0;5;20;7;5;0
mark-santel;DAL;31;26;2470;5;2;0;6;12;5;0;0;38;12;5;4;0
mark-semioli;RBNY;17;17;1388;0;2;0;1;9;3;0;0;29;23;0;6;0
christopher-sullivan;SJ;24;8;1017;16;2;0;6;17;8;0;0;16;19;1;0;0
alain-sutter;DAL;21;21;1801;0;2;0;8;46;24;0;0;19;37;4;3;0
wade-webber;DAL;18;18;1588;0;2;0;1;7;3;0;0;27;13;1;1;0
roy-wegerle;COL;14;13;993;1;2;0;1;13;6;0;0;27;11;27;2;0
richie-williams;DC;30;29;2606;1;2;0;9;22;8;0;0;56;39;3;3;0
evans-wise;TB;11;1;330;10;2;0;0;9;4;0;0;11;15;3;1;0
a-j-wood;RBNY;13;5;559;8;2;0;1;18;9;0;0;5;15;4;2;0
todd-yeagley;CLB;27;22;1997;5;2;0;1;10;5;0;0;22;35;3;2;1
jeff-agoos;DC;29;27;2412;2;1;0;3;14;9;0;0;32;36;1;1;0
shaun-bartlett;COL;10;5;578;5;1;0;2;11;6;0;0;10;2;0;1;0
joao-batista;TB;17;12;1051;5;1;0;1;6;3;0;0;26;21;2;4;0
;CLB;12;10;847;2;1;0;0;7;1;0;0;19;12;1;1;0
paul-caligiuri;LA;16;16;1406;0;1;0;2;9;7;0;0;17;7;3;4;1
mike-clark;CLB;31;28;2484;3;1;0;2;7;4;0;0;34;27;3;4;0
ted-eck;DAL;30;22;1839;8;1;0;4;27;11;0;0;53;32;4;1;1
ansil-elcock;CLB;26;21;1858;5;1;0;0;10;2;0;0;38;31;2;3;1
michael-emenalo;SJ;27;26;2283;1;1;0;2;10;4;0;0;43;25;2;8;0
alejandro-farias;NE;25;24;2070;1;1;0;3;11;5;0;0;38;36;1;2;1
;DAL;12;8;667;4;1;0;1;6;3;0;0;12;8;0;0;0
sam-george;NE;16;10;893;6;1;0;0;12;5;0;0;13;6;1;1;0
mario-gori;DC;8;8;609;0;1;0;0;5;4;0;0;6;7;3;3;0
frankie-hejduk;TB;23;22;1942;1;1;0;6;20;10;0;0;34;43;11;9;2
branco;RBNY;11;11;922;0;1;0;2;8;6;0;0;18;13;0;3;3
brian-johnson;SKC;14;10;951;4;1;0;1;11;6;0;0;4;8;0;0;0
brian-kamler;DC;5;1;161;4;1;0;0;5;3;0;0;1;2;1;0;0
paul-keegan;NE;16;5;652;11;1;0;1;12;5;0;0;26;26;9;2;0
brian-kelly;RBNY;21;14;1354;7;1;0;4;23;9;0;0;17;26;9;0;0
cle-kooiman;TB;27;27;2296;0;1;0;2;10;5;0;0;68;19;0;6;2
mike-lapper;CLB;20;20;1785;0;1;0;2;12;4;0;0;32;26;0;2;0
ivan-mckinley;TB;19;14;1351;5;1;0;3;23;9;0;0;17;12;4;5;0
zico;SJ;7;3;257;4;1;0;1;4;3;0;0;2;14;3;0;0
clint-peay;DC;13;8;814;5;1;0;0;6;3;0;0;12;7;1;1;0
steve-rammel;DC;11;9;776;2;1;0;1;16;11;0;0;16;12;14;1;0
edmundo-rodriguez;SKC;16;4;543;12;1;0;2;9;3;0;0;11;4;1;2;0
jorge-salcedo;CLB;28;26;2240;2;1;0;5;21;4;0;0;24;33;0;3;0
darren-sawatzky;NE;26;5;895;21;1;0;0;16;7;0;0;12;7;8;1;0
musa-shannon;TB;5;1;148;4;1;0;0;2;1;0;0;2;1;2;0;0
diego-sonora;DAL;16;16;1421;0;1;0;2;9;4;0;0;15;25;7;2;0
temoc-suarez;DAL;19;6;721;13;1;0;3;10;3;0;0;10;12;3;0;0
brian-taylor;LA;11;5;413;6;1;0;0;9;4;0;0;13;14;5;1;1
billy-thompson;CLB;6;4;298;2;1;0;1;6;3;0;0;1;6;2;0;0
ryan-tinsley;SKC;31;29;2588;2;1;0;4;5;3;0;0;43;52;4;4;1
istvan-urbanyi;SJ;23;19;1555;4;1;0;3;22;9;0;0;28;25;0;3;1
greg-vanney;LA;28;27;2318;1;1;0;3;28;8;0;0;37;25;6;6;0
evans-wise;NE;11;7;649;4;1;0;0;11;5;0;0;22;18;3;2;0
ubusuku-abukusumo;CLB;1;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0
rafael-amaya;COL;7;3;236;4;0;0;1;2;1;0;0;11;2;0;1;0
mike-ammann;SKC;29;29;2597;0;0;0;1;0;160;0;0;1;5;0;1;1
derek-backman;TB;3;2;188;1;0;0;0;0;0;0;0;0;0;0;1;0
brian-bates;COL;11;7;540;4;0;0;0;3;1;0;0;4;5;0;1;0
scott-benedetti;COL;3;1;133;2;0;0;0;2;0;0;0;2;5;0;0;0
;RBNY;16;14;1200;2;0;0;2;6;0;0;0;19;15;2;1;0
jose-botello;LA;7;0;151;7;0;0;1;4;1;0;0;10;3;1;0;0
scott-budnick;TB;9;8;737;1;0;0;0;0;52;0;0;1;1;0;1;1
mike-burns;NE;32;32;2880;0;0;0;2;36;18;0;0;41;20;0;5;0
altimont-butler;CLB;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0
dan-calichman;LA;32;32;2848;0;0;0;0;8;2;0;0;41;41;0;7;0
jorge-campos;LA;19;19;1687;0;0;0;2;0;88;0;0;1;2;1;3;1
jeff-cassar;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tote-castaneda;COL;24;18;1642;6;0;0;2;10;3;0;0;13;37;2;0;0
jeff-causey;NE;6;6;540;0;0;0;0;0;42;0;0;0;2;0;0;0
jeff-causey;DC;6;5;451;1;0;0;0;0;44;0;0;1;1;0;1;0
braeden-cloutier;RBNY;17;10;922;7;0;0;1;11;5;0;0;11;26;1;1;0
chiquinho-conde;TB;8;8;649;0;0;0;2;9;5;0;0;5;13;11;1;0
ramiro-corrales;SJ;14;11;1033;3;0;0;0;10;4;0;0;21;13;0;2;0
scott-coufal;NE;4;4;360;0;0;0;0;0;29;0;0;0;1;0;0;0
arnold-cruz;SJ;20;18;1608;2;0;0;2;15;5;0;0;13;22;0;3;1
arnold-cruz;DC;5;5;450;0;0;0;1;2;1;0;0;3;6;0;0;0
cristian-da-silva;RBNY;14;6;592;8;0;0;1;7;1;0;0;13;8;0;1;0
nino-da-silva;SKC;1;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
eric-dade;DAL;15;14;1306;1;0;0;0;4;2;0;0;31;8;0;1;0
jake-dancy;SKC;3;0;116;3;0;0;0;0;0;0;0;2;1;0;0;0
john-debrito;RBNY;8;8;568;0;0;0;0;4;3;0;0;11;3;1;0;0
john-debrito;SKC;2;0;53;2;0;0;0;1;0;0;0;4;0;0;0;0
john-diffley;SKC;6;2;148;4;0;0;0;0;0;0;0;3;0;0;0;0
mark-dodd;DAL;30;30;2700;0;0;0;0;1;249;0;0;2;7;0;0;0
mark-dougherty;TB;26;24;2157;2;0;0;0;0;165;0;0;0;2;0;2;0
oscar-draguicevich;SJ;13;10;890;3;0;0;1;6;0;0;0;18;12;0;3;0
mike-duhaney;TB;27;25;2205;2;0;0;0;8;3;0;0;21;14;1;3;0
brian-dunseth;NE;5;1;185;4;0;0;0;0;0;0;0;2;0;0;0;0
gerson-echeverry;RBNY;1;1;74;0;0;0;1;1;0;0;0;2;1;1;0;0
richard-farrer;DAL;8;6;503;2;0;0;0;1;1;0;0;5;3;2;0;0
;TB;19;5;578;14;0;0;2;15;5;0;0;11;13;4;1;0
robin-fraser;LA;24;24;2021;0;0;0;0;3;0;0;0;22;14;0;5;0
brad-friedel;CLB;29;29;2609;0;0;0;1;0;174;0;0;1;5;0;2;1
adam-frye;TB;18;17;1437;1;0;0;2;6;1;0;0;28;24;2;4;0
giuseppe-galderisi;NE;7;7;514;0;0;0;2;12;3;0;0;6;19;9;3;0
scott-garlick;DC;14;13;1171;1;0;0;1;0;82;0;0;0;5;0;0;0
richard-gough;SKC;17;17;1457;0;0;0;1;7;5;0;0;24;8;0;4;0
paul-grafer;COL;9;8;723;1;0;0;0;0;63;0;0;1;1;0;0;0
;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
daniel-guzman;SJ;3;3;219;0;0;0;1;0;0;0;0;3;4;9;0;0
marcus-hahnemann;COL;25;24;2157;1;0;0;1;0;154;0;0;1;6;0;2;0
bill-harte;NE;5;3;234;2;0;0;1;3;1;0;0;7;1;1;0;0
bill-harte;TB;4;2;225;2;0;0;0;0;0;0;0;3;2;0;0;0
kevin-hartman;LA;8;4;483;4;0;0;0;0;21;0;0;1;6;0;0;0
rhett-harty;RBNY;26;26;2279;0;0;0;1;10;6;0;0;36;13;0;4;0
peter-hattrup;DAL;7;2;225;5;0;0;1;4;2;0;0;3;1;2;0;0
brian-haynes;DAL;1;1;70;0;0;0;0;0;0;0;0;3;1;0;1;0
aidan-heaney;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ezra-hendrickson;RBNY;8;4;463;4;0;0;0;5;2;0;0;5;5;0;1;0
ezra-hendrickson;LA;6;2;334;4;0;0;1;2;0;0;0;4;5;0;0;0
tayt-ianni;SJ;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0;0
erik-imler;NE;15;9;855;6;0;0;0;3;1;0;0;11;6;1;1;0
erik-imler;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ben-iroha;SJ;4;3;287;1;0;0;0;3;0;0;0;11;0;0;0;0
rob-jachym;CLB;3;1;95;2;0;0;0;2;2;0;0;3;0;0;1;0
rob-jachym;NE;6;0;152;6;0;0;0;8;3;0;0;0;2;2;0;0
tahj-jakins;COL;19;12;1132;7;0;0;1;5;2;0;0;25;12;1;2;0
guillermo-jara;LA;15;2;353;13;0;0;2;9;6;0;0;11;4;1;1;0
rob-johnson;RBNY;2;0;29;2;0;0;0;0;0;0;0;2;1;0;0;0
steve-jolley;LA;12;10;882;2;0;0;1;7;4;0;0;25;17;1;0;0
john-jones;LA;5;0;91;5;0;0;0;5;3;0;0;2;3;1;1;1
gabe-jones;DAL;1;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0
steve-klein;NE;4;0;73;4;0;0;0;0;0;0;0;1;3;1;0;0
matt-kmosko;COL;31;31;2760;0;0;0;3;5;3;0;0;52;29;1;6;1
matt-knowles;RBNY;4;2;173;2;0;0;0;1;1;0;0;2;3;0;1;0
david-kramer;SJ;12;12;1021;0;0;0;0;1;68;0;0;0;0;0;0;0
david-kramer;LA;9;9;810;0;0;0;0;0;55;0;0;0;4;0;0;0
garth-lagerwey;DAL;2;2;180;0;0;0;0;0;14;0;0;0;0;0;0;0
manny-lagos;RBNY;15;15;1216;0;0;0;2;11;6;0;0;14;31;2;1;0
peter-lak;LA;2;1;33;1;0;0;0;0;0;0;0;0;0;0;0;0
greg-lalas;NE;2;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0
gerardo-laterza;LA;4;1;128;3;0;0;0;0;0;0;0;2;1;0;0;0
andrew-lewis;RBNY;19;15;1421;4;0;0;1;0;0;0;0;9;9;0;1;0
tom-liner;SJ;2;2;180;0;0;0;0;0;19;0;0;0;0;0;0;0
carlos-llamosa;DC;25;20;1817;5;0;0;0;1;0;0;0;28;23;0;4;0
joao-luiz;RBNY;7;7;585;0;0;0;0;1;1;0;0;14;8;0;0;0
tim-martin;SJ;28;28;2422;0;0;0;3;7;2;0;0;25;20;2;2;0
chris-martinez;COL;8;3;330;5;0;0;0;3;1;0;0;4;4;0;0;0
joey-martinez;DAL;19;19;1503;0;0;0;0;2;2;0;0;24;5;0;4;0
tony-meola;RBNY;30;30;2700;0;0;0;0;0;204;0;0;1;6;0;3;0
janusz-michallik;CLB;10;6;447;4;0;0;0;3;0;0;0;5;6;0;0;0
sergio-miguez;CLB;17;16;1361;1;0;0;2;1;0;0;0;28;17;0;1;0
todd-miller;CLB;3;1;81;2;0;0;0;1;0;0;0;4;0;0;0;0
jamel-mitchell;SKC;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0
david-moxom;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guido;RBNY;9;9;792;0;0;0;1;7;1;0;0;17;10;2;2;0
uche-okafor;SKC;27;27;2386;0;0;0;3;6;2;0;0;40;15;1;4;0
francis-okaroh;NE;29;29;2528;0;0;0;0;1;1;0;0;38;35;0;2;0
patrick-olalere;NE;1;0;21;1;0;0;0;0;0;0;0;0;0;1;0;0
curt-onalfo;SJ;6;3;179;3;0;0;0;0;0;0;0;5;1;0;1;0
carlos-parra;RBNY;4;3;273;1;0;0;0;3;2;0;0;4;4;0;1;0
steve-pittman;SKC;26;23;2068;3;0;0;0;13;3;0;0;26;11;1;5;0
brandon-pollard;DAL;21;16;1526;5;0;0;1;0;0;0;0;26;25;0;1;0
tom-presthus;DC;7;7;629;0;0;0;0;0;49;0;0;0;3;0;0;0
eric-quill;TB;2;1;108;1;0;0;0;1;1;0;0;2;2;1;0;0
steve-rammel;COL;10;2;356;8;0;0;0;4;2;0;0;7;8;7;0;0
ante-razov;LA;3;0;79;3;0;0;0;3;3;0;0;1;4;1;0;0
marco-rizi;RBNY;1;0;33;1;0;0;0;1;0;0;0;1;0;0;0;0
esmundo-rodriguez;SJ;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
marcus-roy;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
silvio-rudman;CLB;6;2;191;4;0;0;0;5;2;0;0;2;1;1;1;0
dave-salzwedel;SJ;20;18;1679;2;0;0;1;0;118;0;0;1;4;0;1;0
juan-sastoque;DAL;2;0;23;2;0;0;0;0;0;0;0;1;1;2;0;0
dionysus-sebwe;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mark-semioli;LA;12;11;993;1;0;0;0;3;1;0;0;14;16;3;1;0
damian-silvera;SKC;3;1;166;2;0;0;0;1;0;0;0;3;5;0;0;0
mark-simpson;DC;7;7;629;0;0;0;0;0;35;0;0;0;3;0;0;0
rob-smith;CLB;25;8;1106;17;0;0;0;11;2;0;0;12;12;7;1;0
chris-snitko;SKC;5;3;282;2;0;0;0;0;20;0;0;0;0;0;0;0
;DAL;25;21;1948;4;0;0;2;7;4;0;0;29;18;0;3;0
leonardo-squadrone;NE;23;23;1881;0;0;0;0;5;1;0;0;39;9;2;3;0
dan-stebbins;DAL;1;1;38;0;0;0;0;1;1;0;0;0;2;0;0;0
joey-thieman;DC;3;0;58;3;0;0;0;0;0;0;0;2;0;0;0;0
zach-thornton;RBNY;3;2;197;1;0;0;0;0;18;0;0;0;0;0;0;0
ike-udeh;SKC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
david-vaudreuil;DC;25;19;1790;6;0;0;2;4;2;0;0;21;18;2;0;0
brad-wilson;LA;3;3;222;0;0;0;0;2;1;0;0;5;1;0;1;0
david-winner;CLB;4;3;271;1;0;0;0;0;19;0;0;0;0;0;0;0
kevin-wylie;NE;3;0;31;3;0;0;0;0;0;0;0;1;0;0;0;0
;TB;27;27;2430;0;0;0;0;6;1;0;0;24;10;0;2;0
jeff-zaun;RBNY;10;6;623;4;0;0;0;3;1;0;0;7;6;1;3;0
kerry-zavagnin;RBNY;21;12;1089;9;0;0;0;8;3;0;0;12;11;1;2;0
walter-zenga;NE;22;22;1980;0;0;0;0;0;113;0;0;1;1;0;2;0
