name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
joevin-jones;SEA;13;10;831;3;2;88.5;3;9;4;2;0;8;15;0;1;0
jeff-larentowicz;ATL;19;11;1111;8;2;85.7;1;7;2;5;0;22;9;0;2;0
brooks-lennon;ATL;23;19;1751;4;2;82.2;3;14;5;22;0;31;19;4;3;0
nick-lima;SJ;20;19;1531;1;2;82.4;2;16;6;11;0;18;18;0;2;0
aaron-long;RBNY;16;15;1330;1;2;73.6;0;6;4;3;0;15;12;0;4;0
marcos-lopez;SJ;13;11;990;2;2;75.4;2;7;4;13;0;13;18;0;1;0
gary-mackay-steven;NYC;22;10;956;12;2;76.2;1;22;15;9;0;12;10;13;1;0
pity-martinez;ATL;7;7;591;0;2;74.7;2;17;7;13;0;12;23;2;1;0
douglas-martinez;RSL;18;9;837;9;2;81.7;0;20;8;10;0;18;15;4;2;1
mark-mckenzie;PHI;22;22;1980;0;2;82.2;3;13;4;3;0;20;8;0;3;0
alvaro-medran;CHI;23;23;1996;0;2;80.9;6;37;13;36;0;34;40;1;5;0
djordje-mihailovic;CHI;20;14;1171;6;2;75.7;6;26;7;19;0;12;26;3;1;0
joao-paulo;SEA;19;17;1501;2;2;85.5;5;16;6;21;0;28;20;0;5;0
marcelino-moreno;ATL;6;5;465;1;2;85.8;1;14;7;6;0;4;10;0;0;0
younes-namli;COL;17;16;1272;1;2;84.2;4;23;10;20;0;16;22;1;2;0
ali-adnan;VAN;22;20;1769;2;2;75.1;5;14;5;12;0;18;30;3;2;0
jake-nerwinski;VAN;21;18;1700;3;2;83.9;0;5;4;7;0;14;12;0;0;0
zdenek-ondrasek;DAL;5;4;312;1;2;65.7;1;11;3;2;0;5;2;1;1;0
ike-opara;MIN;2;2;180;0;2;84.3;0;2;2;0;0;6;2;0;0;0
ricardo-pepi;DAL;17;4;458;13;2;82.3;1;14;6;3;0;10;4;2;0;0
mauricio-pereyra;ORL;16;14;1107;2;2;83.5;8;9;4;28;0;18;20;1;6;0
christian-ramirez;HOU;15;8;675;7;2;71.7;2;13;7;7;0;5;7;5;0;0
tosaint-ricketts;VAN;16;5;456;11;2;74.7;0;5;2;0;0;8;6;3;0;0
;DC;13;7;501;6;2;75.5;0;17;5;2;0;15;4;2;0;0
brian-rodriguez;LAFC;19;18;1446;1;2;77.4;7;49;18;37;0;16;28;9;0;0
cristian-roldan;SEA;22;21;1890;1;2;82;5;27;10;26;0;17;25;4;1;0
kaku;RBNY;16;13;1089;3;2;71.6;5;16;5;26;0;6;6;3;0;0
shea-salinas;SJ;23;4;775;19;2;83.1;2;10;3;11;0;11;13;1;1;0
cj-sapong;CHI;11;4;472;7;2;61.2;0;8;3;4;0;10;13;1;1;0
eddie-segura;LAFC;22;21;1886;1;2;84.5;1;17;5;3;0;17;7;0;3;0
amar-sejdic;MTL;14;7;685;7;2;81.5;0;12;5;7;0;10;4;0;1;0
boris-sekulic;CHI;21;21;1826;0;2;81.6;2;14;4;15;0;26;7;4;3;0
florian-valot;RBNY;23;17;1510;6;2;75.8;3;24;6;18;0;11;28;0;1;0
brandon-vazquez;CIN;19;8;774;11;2;62.6;2;23;9;4;0;17;11;6;0;0
victor-wanyama;MTL;21;21;1890;0;2;85.3;2;22;8;9;0;36;25;1;3;0
griffin-yow;DC;12;4;391;8;2;80;0;5;5;2;0;8;11;1;0;0
reto-ziegler;DAL;19;17;1529;2;2;86.5;1;6;4;14;0;8;5;1;4;0
ethan-zubak;LA;15;11;787;4;2;73.8;0;19;7;5;0;14;6;11;2;0
lalas-abubakar;COL;17;17;1515;0;1;88.9;0;4;1;4;0;21;4;1;5;0
david-accam;NSH;7;2;206;5;1;76.1;0;6;3;3;0;7;4;0;0;0
ifunanyachi-achara;TOR;1;1;89;0;1;86.2;0;2;2;1;0;1;1;1;0;0
harrison-afful;CLB;21;20;1795;1;1;82.4;2;11;3;15;0;30;14;3;5;0
jose-aja;MIN;13;12;1071;1;1;78;0;11;3;3;0;23;4;1;6;0
fatai-alashe;CLB;8;6;439;2;1;84.1;0;8;1;4;0;11;10;0;2;0
ignacio-aliseda;CHI;20;16;1402;4;1;86.9;2;26;6;14;0;12;25;3;1;0
efrain-alvarez;LA;16;6;718;10;1;76.6;2;17;4;18;0;3;3;0;0;0
frankie-amaya;CIN;21;21;1737;0;1;87.2;0;21;6;10;0;39;36;0;7;0
mikey-ambrose;MIA;6;3;302;3;1;72.4;0;1;1;3;0;3;2;0;0;0
julian-araujo;LA;17;17;1298;0;1;76.2;3;8;3;13;0;37;9;0;6;2
heber;NYC;12;11;893;1;1;75.2;2;26;14;10;0;16;7;5;2;0
eduard-atuesta;LAFC;17;14;1326;3;1;85.6;2;32;4;16;0;22;22;0;3;0
dominique-badji;NSH;12;10;750;2;1;75.4;1;18;5;6;0;16;9;7;1;0
theo-bair;VAN;16;6;445;10;1;80.2;0;6;3;2;0;5;1;1;0;0
michael-baldisimo;VAN;13;7;703;6;1;84.8;3;4;3;6;0;10;5;0;5;0
michael-barrios;DAL;21;19;1681;2;1;74.3;6;35;10;36;0;25;26;1;5;0
matheus-aias;ORL;4;0;19;4;1;71.4;0;1;1;0;0;0;0;0;0;0
george-bello;ATL;20;19;1648;1;1;86.4;1;8;2;6;0;12;23;1;2;0
latif-blessing;LAFC;21;18;1721;3;1;84.4;4;15;6;23;0;37;48;4;4;0
jonathan-bornstein;CHI;20;13;1141;7;1;72.4;1;4;3;5;0;12;16;0;2;0
will-bruin;SEA;15;5;558;10;1;71.4;1;13;4;5;0;4;10;4;1;0
gianluca-busio;SKC;19;15;1275;4;1;85.3;3;36;6;13;0;22;18;3;5;0
handwalla-bwana;SEA;5;2;176;3;1;74.6;1;5;3;3;0;4;1;0;0;0
francisco-calvo;CHI;22;22;1911;0;1;80.1;2;16;3;6;0;30;6;2;6;1
rudy-camacho;MTL;14;14;1189;0;1;87.1;0;7;1;3;0;25;5;0;2;1
julio-cascante;POR;5;4;405;1;1;75.5;0;5;2;2;0;5;6;0;0;0
darwin-ceren;HOU;20;18;1535;2;1;84.4;4;14;6;12;0;24;22;1;3;0
maikel-chang;RSL;19;12;1107;7;1;73;6;14;4;31;0;6;11;1;1;0
diego-chara;POR;20;20;1799;0;1;88;6;3;1;6;0;48;38;1;8;0
jose-cifuentes;LAFC;18;13;1150;5;1;82.7;3;34;10;23;0;23;16;0;4;0
joe-corona;LA;16;12;986;4;1;82;0;10;6;12;0;21;10;0;2;1
cade-cowell;SJ;17;4;466;13;1;71;1;14;7;6;0;15;6;1;0;0
allan-cruz;CIN;14;8;751;6;1;75.3;0;8;2;11;0;13;15;1;2;0
antonio-carlos;ORL;20;18;1634;2;1;82.7;1;8;2;0;0;15;13;0;2;0
nick-deleon;TOR;21;9;923;12;1;81.1;2;21;4;9;0;12;11;5;2;0
hassani-dotson;MIN;18;12;1212;6;1;82.9;1;19;7;9;0;22;17;0;2;0
mandela-egbo;RBNY;9;6;451;3;1;66.7;1;5;3;2;0;7;5;0;1;0
mohamed-el-munir;LAFC;12;4;596;8;1;77.5;1;11;2;9;0;15;9;1;2;0
jack-elliott;PHI;17;10;981;7;1;81.5;0;10;6;3;0;18;7;0;2;0
tsubasa-endoh;TOR;17;7;615;10;1;84.9;0;11;4;8;0;6;20;1;1;0
magnus-eriksson;SJ;5;5;450;0;1;84.4;1;10;1;14;0;4;6;0;1;0
derrick-etienne-jr;CLB;21;8;891;13;1;78.1;2;13;2;11;0;12;31;5;0;0
diego-fagundez;NE;19;9;966;10;1;84.7;0;21;5;17;0;15;7;0;2;0
jesus-ferreira;DAL;19;13;979;6;1;75.5;1;19;7;8;0;6;9;2;3;0
andres-flores;POR;4;3;188;1;1;80.9;0;1;1;2;0;2;3;1;0;0
andreu-fontas;SKC;3;3;270;0;1;90.1;0;1;1;0;0;0;2;0;0;0
braian-galvan;COL;9;2;244;7;1;83.5;1;8;2;7;0;3;9;0;0;0
chase-gasper;MIN;18;16;1491;2;1;81.2;1;17;6;9;0;17;18;0;6;0
francisco-ginella;LAFC;22;14;1158;8;1;82.8;4;10;5;11;0;12;10;0;3;0
justen-glad;RSL;17;14;1279;3;1;83.2;0;6;3;2;0;33;7;2;5;0
jakob-glesnes;PHI;19;17;1493;2;1;83;0;8;2;5;0;15;8;0;4;0
anibal-godoy;NSH;20;18;1494;2;1;91.9;0;23;8;10;0;32;51;0;4;0
giancarlo-gonzalez;LA;10;9;754;1;1;77.4;0;3;2;0;0;11;1;0;1;1
jan-gregus;MIN;18;18;1599;0;1;87.7;6;35;8;23;0;17;14;0;1;1
joseph-claude-gyau;CIN;21;20;1796;1;1;85.7;0;21;8;17;0;25;43;3;3;0
nick-hagglund;CIN;11;8;744;3;1;81.5;0;9;2;3;0;13;4;0;2;0
jacori-hayes;MIN;11;6;602;5;1;86.3;1;4;1;6;0;7;18;0;1;0
gonzalo-higuain;MIA;9;9;801;0;1;82;2;35;12;10;0;6;9;8;0;1
danny-hoesen;SJ;8;3;249;5;1;68.8;0;11;3;0;0;4;0;1;1;0
dejan-jakovic;LAFC;16;12;1075;4;1;89;0;3;1;2;0;8;6;0;2;0
sam-johnson;RSL;10;3;330;7;1;58.7;0;6;1;5;0;12;2;2;3;0
sam-junqua;HOU;9;2;250;7;1;76.5;0;5;3;1;0;5;2;0;0;0
kei-kamara;MIN;7;6;457;1;1;73.5;1;11;5;4;0;3;3;3;0;0
henry-kessler;NE;22;19;1823;3;1;84.9;0;12;2;2;0;13;13;0;2;0
kai-koreniuk;LA;4;0;12;4;1;80;0;2;2;0;0;0;0;1;0;0
jurgen-locadia;CIN;17;15;1364;2;1;79.8;0;51;14;10;0;19;29;12;0;0
daniel-lovitz;NSH;21;21;1890;0;1;73.1;2;8;1;21;0;27;13;0;6;0
larrys-mabiala;POR;17;15;1311;2;1;85.8;1;6;2;1;0;17;9;0;3;0
kekuta-manneh;NE;6;2;182;4;1;71.2;1;7;3;5;0;3;4;0;1;0
paul-marie;SJ;12;4;353;8;1;77.4;0;4;2;2;0;4;3;0;1;0
blaise-matuidi;MIA;15;14;1273;1;1;88.5;1;15;2;12;0;32;22;2;3;0
dax-mccarty;NSH;21;19;1678;2;1;86.6;4;11;4;21;0;25;21;0;5;0
haris-medunjanin;CIN;21;19;1729;2;1;86.7;1;9;2;42;0;14;2;0;2;0
nicolas-mezquida;COL;17;2;463;15;1;78.2;1;18;7;7;0;5;7;0;1;0
david-milinkovic;VAN;16;11;902;5;1;82.8;4;8;3;7;0;16;13;1;0;0
ben-mines;RBNY;5;1;172;4;1;66.7;1;3;1;3;0;4;3;0;0;0
drew-moor;COL;8;5;487;3;1;92.8;0;4;2;2;0;4;7;1;2;0
maximiliano-moralez;NYC;13;10;875;3;1;78.5;4;13;7;24;0;10;24;4;0;0
patrick-mullins;TOR;16;4;416;12;1;70.6;1;8;4;4;0;8;3;4;1;0
jake-mulraney;ATL;18;8;707;10;1;78.8;1;9;5;6;0;11;23;1;3;1
darlington-nagbe;CLB;15;14;1199;1;1;95;1;5;3;10;0;16;26;0;1;0
krisztian-nemeth;CLB;4;2;186;2;1;77.1;0;3;1;0;0;4;4;0;0;0
lee-nguyen;NE;12;8;722;4;1;86.1;1;8;4;24;0;14;9;1;2;0
chris-odoi-atsem;DC;15;8;769;7;1;75.5;0;3;2;5;0;6;8;0;2;0
orji-okwonkwo;MTL;13;5;488;8;1;73.7;2;10;7;1;0;14;9;8;0;0
jonathan-osorio;TOR;17;17;1408;0;1;90.7;3;18;6;13;0;4;29;2;1;0
matias-pellegrini;MIA;19;12;966;7;1;74.9;4;16;5;12;0;22;28;1;2;0
samuel-piette;MTL;22;22;1943;0;1;81.5;1;19;6;21;0;35;24;0;3;1
andy-polo;POR;16;7;750;9;1;87.5;2;9;2;2;0;5;8;1;0;0
paxton-pomykal;DAL;5;1;150;4;1;85.4;0;1;1;3;0;1;5;0;1;0
matthew-real;PHI;15;5;622;10;1;77.6;2;7;2;1;0;13;1;0;2;0
winston-reid;SKC;10;8;728;2;1;82.7;0;3;2;1;0;11;7;0;2;0
eric-remedi;ATL;18;12;1161;6;1;84.4;1;11;1;3;0;19;45;1;4;0
yordy-reyna;VAN;8;4;395;4;1;87.2;1;9;2;5;0;5;11;2;1;0
emanuel-reynoso;MIN;13;9;826;4;1;80.2;7;22;7;28;0;23;32;0;1;0
andres-ricaurte;DAL;14;13;1112;1;1;83.3;2;17;6;29;0;16;45;0;1;0
tony-rocha;NYC;11;0;51;11;1;79.5;0;3;1;2;0;4;2;0;0;0
dave-romney;NSH;23;23;2070;0;1;84.5;2;12;3;5;0;9;3;0;1;0
keegan-rosenberry;COL;17;16;1361;1;1;85.8;2;14;5;11;0;17;6;1;0;0
giuseppe-rossi;RSL;7;1;172;6;1;82.9;0;6;3;2;0;2;2;1;0;0
pablo-ruiz;RSL;18;15;1329;3;1;85.1;1;33;8;16;0;19;6;0;4;0
aaron-schoenfeld;MIN;14;3;391;11;1;63;0;14;4;6;0;7;10;1;0;0
erik-sorga;DC;17;6;668;11;1;77.8;0;16;4;5;0;9;13;1;1;0
daniel-steres;LA;20;20;1800;0;1;83.6;0;9;3;4;0;17;8;2;3;0
ballou-jean-yves-tabla;MTL;5;0;100;5;1;76.7;0;6;2;0;0;0;3;0;0;0
tommy-thompson;SJ;20;13;1125;7;1;88.9;4;10;4;7;0;5;22;2;2;0
erick-torres;ATL;13;4;492;9;1;68.1;1;15;6;0;0;10;17;0;1;0
christian-torres;LAFC;8;2;212;6;1;79.7;0;3;1;3;0;3;0;2;1;0
mason-toye;MIN;8;6;444;2;1;75;0;9;4;6;0;10;4;4;1;0
bill-tuiloma;POR;12;9;824;3;1;80.2;1;12;3;4;0;9;8;0;0;0
jorge-villafana;POR;19;17;1550;2;1;78.2;5;3;1;5;0;11;17;2;2;0
sam-vines;COL;18;18;1620;0;1;85.4;3;3;1;9;0;7;9;0;0;0
kai-wagner;PHI;14;14;1186;0;1;79.8;2;5;1;9;0;15;11;0;0;0
jackson-yueill;SJ;21;21;1861;0;1;89.1;1;20;8;19;0;22;21;0;5;1
graham-zusi;SKC;15;14;1224;1;1;82.7;1;21;4;14;0;14;9;1;0;0
amro-tarek;RBNY;12;10;935;2;0;77;0;1;0;1;0;19;9;1;3;0
siad-haji;SJ;4;0;49;4;0;92.7;0;1;1;2;0;0;2;0;0;0
saad-abdul-salaam;CIN;8;5;424;3;0;84.5;0;2;0;2;0;4;5;1;0;0
mohammed-abu;DC;6;4;332;2;0;87;0;1;0;2;0;7;4;0;2;0
nicolas-acevedo;NYC;12;1;128;11;0;84.4;0;0;0;0;0;5;2;0;1;0
bryan-acosta;DAL;11;10;758;1;0;86.1;2;17;8;14;0;23;9;1;2;1
danilo-acosta;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
george-acosta;MIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
