name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
denis-bouanga;LAFC;31;28;2533;3;20;70.9;7;137;54;38;0;32;35;11;3;0
luciano-acosta;CIN;32;29;2612;3;17;74.8;14;83;40;87;0;48;61;5;7;0
giorgos-giakoumakis;ATL;27;21;1791;6;17;71.5;3;66;31;17;0;44;45;18;7;0
juan-camilo-hernandez-suarez;CLB;27;27;2373;0;16;71.9;11;165;58;35;0;33;25;15;4;1
hany-mukhtar;NSH;34;30;2836;4;15;82.4;11;117;49;61;0;21;64;25;6;0
brian-white;VAN;32;30;2552;2;15;70.6;5;95;44;32;0;31;21;17;4;0
christian-benteke;DC;31;31;2789;0;14;63.8;4;107;40;38;0;67;43;37;8;0
julian-carranza;PHI;31;28;2491;3;14;71.8;6;84;33;23;0;92;66;29;6;2
daniel-gazdag;PHI;32;30;2733;2;14;78.3;11;65;29;40;0;29;47;16;5;0
alan-pulido;SKC;28;26;2217;2;14;83.9;3;54;29;28;0;7;30;9;2;0
facundo-torres;ORL;30;28;2377;2;14;84.6;4;65;26;47;0;11;64;7;2;0
cristian-espinoza;SJ;34;34;3033;0;13;77.9;13;63;31;93;0;44;20;10;6;0
duncan-mcguire;ORL;29;17;1395;12;13;69.4;3;33;24;12;0;21;16;10;2;0
jesus-ferreira;DAL;27;25;2265;2;12;76.9;6;62;24;50;0;10;7;5;1;0
karol-swiderski;CLT;31;29;2428;2;12;73;4;80;27;24;0;20;36;1;6;0
thiago-almada;ATL;31;31;2730;0;11;84.1;19;109;43;77;0;23;56;0;5;1
sebastian-driussi;ATX;28;26;2311;2;11;84.6;5;76;31;17;0;22;34;1;1;0
ryan-gauld;VAN;32;30;2640;2;11;81;12;76;27;68;0;38;31;6;5;0
carles-gil;NE;32;29;2618;3;11;83.8;15;77;31;88;0;9;71;1;6;0
jordan-morris;SEA;26;23;1980;3;11;75.6;1;43;18;21;0;16;16;7;0;0
amine-bassi;HOU;28;25;2014;3;10;88.5;4;41;17;48;0;26;40;7;1;1
jeremy-ebobisse;SJ;34;34;2973;0;10;77.7;4;63;21;30;0;19;59;7;3;0
