name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
stern-john;CLB;28;26;2293;2;18;0;2;104;45;0;0;44;54;37;0;0
jason-kreis;DAL;32;32;2815;0;18;0;15;114;57;0;0;49;58;29;5;0
roy-lassiter;DC;30;29;2626;1;18;0;11;85;47;0;0;25;34;43;5;1
ronald-cerritos;SJ;31;30;2721;1;15;0;9;75;45;0;0;23;34;35;2;0
joe-max-moore;NE;29;29;2610;0;15;0;8;83;47;0;0;49;66;23;1;0
ante-razov;CHI;30;24;2068;6;14;0;7;90;49;0;0;36;34;32;4;0
jeff-cunningham;CLB;28;15;1556;13;12;0;5;60;32;0;0;19;35;25;2;0
musa-shannon;TB;27;21;1829;6;12;0;5;69;33;0;0;42;41;22;3;0
jorge-dely-valdes;COL;32;27;2415;5;10;0;6;70;28;0;0;32;61;31;2;0
jaime-moreno;DC;25;25;2114;0;10;0;13;70;34;0;0;55;74;12;5;0
giovanni-savarese;NE;27;25;2062;2;10;0;2;48;30;0;0;35;28;17;2;0
diego-serna;MIA;21;20;1862;1;10;0;2;62;26;0;0;52;65;23;6;0
josh-wolff;CHI;28;17;1775;11;10;0;2;55;34;0;0;18;20;20;2;0
raul-diaz-arce;TB;13;13;1170;0;9;0;5;46;22;0;0;17;21;27;3;0
wolde-harris;COL;29;24;2096;5;8;0;8;68;36;0;0;53;31;24;1;0
carlos-hermosillo;LA;16;16;1280;0;8;0;3;38;24;0;0;19;15;24;3;0
cobi-jones;LA;28;28;2488;0;8;0;8;62;32;0;0;34;80;32;4;0
welton;MIA;20;20;1736;0;8;0;6;39;21;0;0;29;33;19;1;0
a-j-wood;DC;24;13;1385;11;8;0;6;44;17;0;0;24;23;10;1;0
paul-bravo;COL;25;23;1966;2;7;0;5;40;21;0;0;26;57;26;1;0
eduardo-hurtado;RBNY;28;26;2377;2;7;0;3;79;30;0;0;42;41;23;3;0
clint-mathis;LA;27;20;1890;7;7;0;6;63;19;0;0;22;26;14;1;1
preki;SKC;30;28;2572;2;7;0;11;97;31;0;0;24;77;1;3;0
henry-gutierrez;MIA;30;28;2415;2;6;0;14;53;26;0;0;38;64;8;7;1
chris-klein;SKC;30;24;2198;6;6;0;5;39;16;0;0;13;20;4;0;0
peter-nowak;CHI;28;28;2480;0;6;0;8;35;15;0;0;50;61;5;4;0
lubos-kubik;CHI;27;27;2387;0;5;0;8;42;12;0;0;36;32;0;6;2
brian-mcbride;CLB;25;25;2209;0;5;0;10;79;31;0;0;19;57;11;1;0
ben-olsen;DC;28;26;2292;2;5;0;11;43;26;0;0;65;59;9;3;0
steve-ralston;TB;32;32;2872;0;5;0;18;41;17;0;0;20;40;3;0;0
dario-brose;SJ;27;12;1288;15;4;0;2;38;13;0;0;12;24;3;0;0
chris-brown;SKC;28;19;1679;9;4;0;3;40;19;0;0;14;16;1;0;0
alex-bunbury;SKC;19;17;1579;2;4;0;4;41;19;0;0;22;53;16;0;0
chad-deering;DAL;25;22;1936;3;4;0;7;39;22;0;0;39;24;0;2;0
raul-diaz-arce;SJ;18;16;1416;2;4;0;2;44;18;0;0;26;13;10;1;0
ted-eck;DAL;31;25;2290;6;4;0;3;27;13;0;0;35;42;0;4;0
marco-etcheverry;DC;22;22;1890;0;4;0;17;37;18;0;0;22;54;4;8;1
jefferson-gottardi;TB;11;11;762;0;4;0;1;19;9;0;0;17;15;8;2;0
ariel-graziani;DAL;8;8;692;0;4;0;1;23;12;0;0;11;17;12;1;0
ezra-hendrickson;LA;26;19;1708;7;4;0;3;16;9;0;0;36;10;3;3;0
