name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
matt-hedges;DAL;31;30;2675;1;1;84;1;10;1;6;0;26;13;2;4;0
cristian-higuita;ORL;26;25;2228;1;1;87;2;12;1;18;0;73;82;0;10;1
sebastian-hines;ORL;23;21;1925;2;1;82.8;0;14;4;4;0;27;25;0;3;0
stefan-ishizaki;LA;20;19;1629;1;1;72.7;5;25;8;40;0;17;28;2;3;0
andreas-ivanschitz;SEA;6;5;439;1;1;76.2;1;5;2;6;0;4;10;1;1;0
andrew-jacobson;NYC;33;33;2837;0;1;81.2;2;26;3;14;0;46;36;2;5;1
adam-jahn;SJ;26;9;1005;17;1;64;1;21;6;9;0;25;14;13;1;1
bradford-jamieson-iv;LA;7;6;457;1;1;71;0;5;2;2;0;14;10;0;1;0
joevin-jones;CHI;28;26;2257;2;1;81.4;1;16;4;31;0;26;30;0;2;0
taylor-kemp;DC;27;25;2261;2;1;67.9;6;7;2;27;0;30;19;1;6;0
gershon-koffie;VAN;28;22;2001;6;1;80.7;1;13;2;10;0;51;37;0;7;0
matias-laba;VAN;30;30;2539;0;1;83;1;12;4;19;0;60;22;0;6;2
nick-labrocca;COL;13;6;607;7;1;78.4;0;11;2;4;0;10;5;0;2;0
kemar-lawrence;RBNY;23;23;2000;0;1;75.9;4;12;4;11;0;23;21;5;2;0
rob-lovejoy;HOU;17;2;337;15;1;69.2;1;8;2;4;0;3;6;0;0;0
cedrick-mabwati;CLB;9;1;233;8;1;84.3;0;3;2;1;0;3;5;3;0;0
fabinho;PHI;26;23;2106;3;1;74.3;3;14;3;14;0;32;35;0;3;0
ignacio-maganto;LA;13;6;524;7;1;72.9;2;8;3;6;0;9;10;0;0;0
cristian-maidana;PHI;28;25;2121;3;1;77.4;15;37;18;69;0;9;9;14;1;1
abdoulie-mansally;RSL;19;14;1310;5;1;77.5;1;6;1;7;0;28;19;0;5;1
juan-manuel-martinez;RSL;8;7;647;1;1;78.2;1;9;6;9;0;7;29;1;2;0
aaron-maund;RSL;22;21;1974;1;1;73.6;1;8;2;2;0;22;10;0;3;0
dax-mccarty;RBNY;32;32;2777;0;1;84.5;8;18;4;23;0;35;49;1;6;0
tyrone-mears;SEA;33;33;2960;0;1;81.9;3;7;3;23;0;29;12;1;3;0
lucas-melano;POR;13;8;725;5;1;74.4;3;27;10;7;0;18;19;2;4;0
nicolas-mezquida;VAN;18;12;931;6;1;72.2;1;28;12;17;0;29;20;3;3;0
matt-miazga;RBNY;26;24;2128;2;1;76.3;1;20;8;0;0;31;18;0;5;2
drew-moor;COL;22;22;1980;0;1;76.5;1;7;1;16;0;23;24;4;5;0
luke-moore;TOR;15;6;625;9;1;74.7;3;12;6;6;0;9;9;2;2;0
jamison-olave;RSL;22;22;1852;0;1;83.7;1;9;4;1;0;21;16;1;2;3
kofi-opare;DC;18;17;1615;1;1;82.4;0;9;1;1;0;20;6;1;1;0
jonathan-osorio;TOR;29;26;2235;3;1;88.5;7;21;7;35;0;22;31;4;1;0
ambroise-oyongo;MTL;22;22;1864;0;1;77.3;0;13;3;11;0;24;30;3;1;2
damien-perquis;TOR;25;24;2069;1;1;81.1;1;6;2;3;0;25;16;0;6;0
;SKC;26;15;1335;11;1;72.7;2;21;11;9;0;9;14;4;2;0
gonzalo-pineda;SEA;28;21;1845;7;1;84.3;2;11;1;14;0;24;22;0;5;1
lucas-pittinari;COL;29;25;2241;4;1;78.2;3;34;5;23;0;65;17;3;6;0
juan-ramirez;COL;27;15;1459;12;1;78.5;3;41;10;20;0;22;73;5;3;0
james-riley;COL;16;16;1430;0;1;81.8;0;5;2;8;0;26;4;0;4;0
robbie-rogers;LA;27;26;2315;1;1;77.9;3;14;5;14;0;33;27;0;6;0
mauro-rosales;VAN;24;19;1513;5;1;72.5;3;11;4;48;0;15;46;3;0;0
aaron-schoenfeld;CLB;17;1;214;16;1;64.9;0;8;4;3;0;9;3;0;1;0
khiry-shelton;NYC;17;7;824;10;1;74.3;1;13;4;12;0;5;10;2;0;0
luis-silva;DC;14;4;345;10;1;80.1;0;10;5;9;0;10;5;3;0;0
john-stertzer;RSL;19;9;860;10;1;83.5;0;4;2;1;0;15;15;0;5;0
nathan-sturgis;HOU;18;15;1292;3;1;76.7;2;9;3;8;0;18;19;0;2;1
maxim-tissot;MTL;11;7;581;4;1;76.8;0;10;4;5;0;7;5;2;1;0
donny-toia;MTL;31;29;2699;2;1;77.9;0;9;6;14;0;28;12;0;4;0
nelson-valdez;SEA;7;5;413;2;1;78.8;1;5;1;7;0;8;15;3;0;0
johan-venegas;MTL;12;9;746;3;1;74.9;0;21;7;9;0;13;23;3;4;0
gonzalo-veron;RBNY;13;2;321;11;1;76.8;1;10;4;10;0;6;11;2;0;0
jorge-villafana;POR;33;33;2929;0;1;81;5;15;7;18;0;26;34;4;3;0
steven-vitoria;PHI;18;18;1575;0;1;74.5;0;3;1;0;0;29;13;0;5;0
rodney-wallace;POR;32;23;1978;9;1;76.4;7;40;12;26;0;37;18;11;3;0
kwame-watson-siriboe;NYC;11;7;687;4;1;88.2;0;3;1;2;0;16;3;0;5;1
jared-watts;COL;13;12;1050;1;1;73.2;1;5;1;7;0;15;9;0;5;0
andrew-wenger;PHI;26;22;1725;4;1;63.3;2;26;9;10;0;13;7;6;0;0
shaun-wright-phillips;RBNY;12;1;291;11;1;78.4;1;15;3;2;0;7;7;1;1;0
eriq-zavaleta;TOR;18;11;1054;7;1;78.1;0;6;2;0;0;10;4;0;1;0
ronald-zubar;RBNY;12;8;701;4;1;85.2;0;2;1;0;0;9;9;0;2;0
saad-abdul-salaam;SKC;22;10;1074;12;0;71.2;1;5;3;8;0;13;16;1;1;0
tyler-adams;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sam-adekugbe;VAN;9;7;647;2;0;77.2;0;2;1;4;0;12;6;2;4;0
harrison-afful;CLB;9;9;760;0;0;81.2;2;3;1;8;0;9;11;3;0;0
miguel-aguilar;DC;17;4;528;13;0;78.2;0;4;0;5;0;9;13;2;1;0
boluwatife-akinyode;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
eric-alexander;MTL;20;10;878;10;0;86.3;0;4;2;16;0;12;12;1;2;0
rj-allen;NYC;14;13;1054;1;0;81.1;2;4;1;9;0;19;10;0;5;1
osvaldo-alonso;SEA;22;21;1857;1;0;92.3;0;8;1;7;0;45;44;0;7;0
kevin-alston;NE;16;9;932;7;0;70;0;1;0;4;0;8;15;0;2;0
carlos-alvarez;COL;1;0;31;1;0;80;0;2;0;1;0;0;1;0;0;0
pablo-alvarez;NYC;8;3;244;5;0;69.9;0;5;1;4;0;3;9;0;0;0
quincy-amarikwa;CHI;14;7;735;7;0;71.2;1;32;9;11;0;21;28;15;1;0
bernardo-anor;SKC;13;4;483;9;0;74.6;0;11;3;2;0;11;11;0;2;0
manny-aparicio;TOR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
davy-arnaud;DC;23;21;1915;2;0;80.3;3;12;2;12;0;37;48;0;8;0
corey-ashe;HOU;9;8;665;1;0;81.4;3;2;1;2;0;2;10;4;0;0
jeff-attinella;RSL;10;10;900;0;0;58;0;0;0;1;0;0;0;0;0;0
micheal-azira;SEA;11;8;727;3;0;83.6;0;6;0;3;0;15;4;0;2;0
oumar-ballo;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brandon-barklage;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
darrius-barnes;NE;5;4;391;1;0;76.4;1;1;0;1;0;2;1;0;0;0
leandro-barrera;SJ;6;1;139;5;0;63.4;0;0;0;3;0;3;2;0;0;0
chad-barson;CLB;10;4;456;6;0;80.3;1;3;3;4;0;8;1;0;2;0
adam-bedell;ORL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
adam-bedell;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
daniel-bedoya;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
steven-beitashour;VAN;27;27;2424;0;0;78.4;5;2;0;9;0;33;28;2;5;0
kyle-bekker;DAL;8;2;313;6;0;77.1;1;7;3;6;0;1;0;0;1;0
louis-beland-goyette;MTL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tony-beltran;RSL;31;31;2774;0;0;75.9;2;6;4;23;0;32;24;2;7;0
joe-bendik;TOR;13;13;1170;0;0;56.9;0;0;0;1;0;1;2;0;1;0
jerry-bengtson;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
victor-bernardez;SJ;29;29;2508;0;0;75.7;1;11;0;1;0;36;16;1;6;1
john-berner;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
patrice-bernier;MTL;20;6;673;14;0;84.3;1;5;0;4;0;16;5;0;2;1
matt-besler;SKC;32;32;2830;0;0;78.8;3;0;0;19;0;28;13;0;5;1
nick-besler;POR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
david-bingham;SJ;34;34;3060;0;0;50.2;0;0;0;0;0;4;3;0;3;0
eric-bird;PHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andre-blake;PHI;6;6;540;0;0;42.1;0;0;0;0;0;0;2;0;0;0
mark-bloom;TOR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alex-bono;TOR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ruben-bover;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
connor-brandt;NYC;1;0;9;1;0;75;0;0;0;0;0;0;0;0;0;0
jeb-brovsky;NYC;15;12;1132;3;0;76.1;1;11;1;13;0;14;7;0;2;0
deshorn-brown;COL;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
kingsley-bryce;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
edson-buddle;LA;12;1;252;11;0;70.9;0;6;1;3;0;10;4;2;1;0
marc-burch;COL;8;8;720;0;0;67;0;5;1;7;0;15;5;0;3;0
jon-busch;CHI;12;12;1080;0;0;57.1;0;0;0;1;0;0;1;0;0;0
