name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
alex-pineda-chacon;MIA;25;23;2055;2;19;0;9;63;36;0;0;14;38;7;0;0
diego-serna;MIA;22;22;1978;0;15;0;15;90;37;0;0;73;72;27;8;2
abdul-thompson-conteh;DC;25;17;1676;8;14;0;1;71;45;0;0;26;23;30;2;0
john-spencer;COL;23;22;2083;1;14;0;7;76;36;0;0;43;50;24;5;0
ronald-cerritos;SJ;25;23;1954;2;11;0;6;45;30;0;0;27;20;23;0;0
ariel-graziani;DAL;25;24;2208;1;11;0;8;83;40;0;0;39;41;37;6;0
jeff-cunningham;CLB;22;20;1770;2;10;0;13;72;32;0;0;25;55;19;3;1
eric-wynalda;CHI;21;11;1167;10;10;0;5;52;25;0;0;19;10;19;0;0
mamadou-diallo;TB;22;20;1818;2;9;0;5;94;41;0;0;31;42;56;5;1
jaime-moreno;DC;24;23;1888;1;9;0;6;60;40;0;0;31;87;9;4;0
rodrigo-faria;RBNY;21;11;1344;10;8;0;2;55;30;0;0;29;21;16;2;0
luis-hernandez;LA;14;12;1189;2;8;0;3;45;29;0;0;27;43;23;6;0
dema-kovalenko;CHI;25;25;2311;0;8;0;7;45;21;0;0;35;49;6;8;0
manny-lagos;SJ;26;26;2310;0;8;0;8;65;39;0;0;38;64;4;3;1
cate;NE;22;20;1807;2;8;0;8;47;23;0;0;16;36;13;1;1
brian-maisonneuve;CLB;25;25;2184;0;8;0;5;26;14;0;0;57;28;3;1;0
john-wilmar-perez;CLB;25;23;2105;2;8;0;15;41;20;0;0;19;52;2;3;0
preki;MIA;24;24;2139;0;8;0;14;80;40;0;0;19;48;2;3;0
landon-donovan;SJ;22;17;1666;5;7;0;10;46;26;0;0;30;40;8;3;0
jason-kreis;DAL;25;25;2175;0;7;0;10;77;32;0;0;31;38;15;2;0
roy-lassiter;SKC;23;19;1648;4;7;0;1;29;18;0;0;29;37;24;5;0
clint-mathis;RBNY;10;10;905;0;7;0;5;44;17;0;0;15;26;10;6;0
steve-ralston;TB;25;25;2221;0;7;0;6;18;11;0;0;25;43;4;1;1
sasha-victorine;LA;24;21;1758;3;7;0;5;46;24;0;0;19;35;19;0;0
dante-washington;CLB;21;13;1203;8;7;0;3;38;24;0;0;13;36;13;0;0
paul-bravo;COL;23;15;1352;8;6;0;0;43;21;0;0;21;40;9;1;0
cobi-jones;LA;22;22;1890;0;6;0;10;41;23;0;0;22;58;15;1;0
peter-nowak;CHI;18;18;1560;0;6;0;10;39;16;0;0;15;48;5;3;1
matt-okoh;NE;18;9;885;9;6;0;2;40;19;0;0;39;24;12;5;0
jorge-rodriguez;DAL;24;24;2232;0;6;0;4;35;17;0;0;35;18;0;5;0
jim-rooney;MIA;25;25;2294;0;6;0;9;40;23;0;0;45;25;3;6;0
hristo-stoitchkov;CHI;17;10;916;7;6;0;5;53;28;0;0;14;27;9;4;0
greg-vanney;LA;22;22;2032;0;6;0;3;21;14;0;0;32;11;0;8;0
marcelo-balboa;COL;24;22;2119;2;5;0;6;52;22;0;0;29;26;1;0;0
chris-brown;SKC;27;23;2034;4;5;0;2;37;18;0;0;19;38;8;1;0
chris-carrieri;COL;14;11;992;3;5;0;4;20;11;0;0;15;22;10;3;0
