name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
luciano-emilio;DC;29;28;2410;1;20;0;1;79;47;0;0;35;39;21;2;0
juan-pablo-angel;RBNY;24;24;2125;0;19;0;5;97;53;0;0;31;20;42;2;1
taylor-twellman;NE;26;25;2283;1;16;0;3;90;55;0;0;13;41;21;2;0
eddie-johnson;SKC;24;24;2149;0;15;0;6;75;43;0;0;21;57;50;6;0
maykel-galindo;CHV;28;24;2021;4;12;0;5;55;28;0;0;44;53;30;6;0
ante-razov;CHV;26;24;2041;2;11;0;8;85;42;0;0;37;33;30;2;0
christian-gomez;DC;27;27;2272;0;10;0;9;82;44;0;0;34;43;10;6;0
;RBNY;22;15;1399;7;9;0;4;43;20;0;0;38;43;12;4;0
landon-donovan;LA;25;24;2191;1;8;0;13;44;20;0;0;19;40;11;3;0
chad-barrett;CHI;30;25;1983;5;7;0;2;59;37;0;0;21;22;37;3;0
fred;DC;26;23;2097;3;7;0;8;28;14;0;0;45;40;21;5;1
brian-ching;HOU;20;17;1590;3;7;0;2;48;18;0;0;31;46;15;1;0
andy-dorman;NE;30;27;2269;3;7;0;2;48;27;0;0;28;18;4;5;0
alejandro-moreno;CLB;25;25;2205;0;7;0;7;52;31;0;0;50;86;31;3;0
jaime-moreno;DC;21;15;1440;6;7;0;6;34;18;0;0;24;30;15;3;0
joseph-ngwenya;HOU;25;25;1944;0;7;0;3;35;21;0;0;20;53;52;4;0
pat-noonan;NE;27;21;1738;6;7;0;4;42;24;0;0;12;41;32;2;0
ben-olsen;DC;24;21;1881;3;7;0;7;29;17;0;0;49;41;11;8;0
carlos-ruiz;DAL;22;19;1722;3;7;0;2;59;25;0;0;46;41;23;9;1
scott-sealy;SKC;18;15;1194;3;7;0;2;33;20;0;0;7;30;23;1;0
dwayne-de-rosario;HOU;24;22;1973;2;6;0;4;62;24;0;0;29;32;19;5;0
danny-dichio;TOR;17;14;1175;3;6;0;1;20;13;0;0;46;38;6;3;1
robbie-findley;RSL;16;11;974;5;6;0;0;20;11;0;0;7;17;10;0;0
nate-jaqua;HOU;15;10;1002;5;6;0;2;26;11;0;0;15;12;5;3;0
jovan-kirovski;COL;28;28;2161;0;6;0;1;36;14;0;0;38;19;16;3;0
clint-mathis;RBNY;26;19;1723;7;6;0;2;47;22;0;0;16;15;5;2;2
chris-rolfe;CHI;19;18;1451;1;6;0;3;38;19;0;0;13;22;4;1;0
juan-toja;DAL;27;27;2388;0;6;0;1;33;16;0;0;83;41;6;4;0
guillermo-barros-schelotto;CLB;22;19;1605;3;5;0;11;39;18;0;0;23;65;20;5;0
chris-brown;RSL;22;12;1084;10;5;0;0;23;13;0;0;9;12;4;0;0
edson-buddle;LA;16;10;770;6;5;0;0;38;17;0;0;17;16;13;2;0
eddie-gaven;CLB;27;21;1923;6;5;0;7;59;33;0;0;18;50;10;1;0
stuart-holden;HOU;22;10;1030;12;5;0;5;24;13;0;0;18;15;1;2;0
yura-movsisyan;SKC;18;5;666;13;5;0;0;32;10;0;0;11;14;0;0;0
abe-thompson;DAL;24;15;1227;9;5;0;4;19;11;0;0;14;10;13;2;0
davy-arnaud;SKC;28;28;2489;0;4;0;9;74;29;0;0;46;63;9;6;1
cuauhtemoc-blanco;CHI;14;14;1233;0;4;0;7;26;14;0;0;8;61;7;3;0
kenny-cooper;DAL;14;12;1068;2;4;0;2;33;16;0;0;16;19;9;0;0
adam-cristman;NE;28;14;1421;14;4;0;4;40;16;0;0;41;51;10;1;0
maurice-edu;TOR;25;25;2180;0;4;0;1;24;8;0;0;65;50;1;6;1
gavin-glinton;LA;19;3;711;16;4;0;0;19;12;0;0;7;20;5;0;0
herculez-gomez;COL;20;16;1537;4;4;0;2;51;22;0;0;38;46;17;6;0
andy-herron;CLB;18;10;794;8;4;0;2;19;10;0;0;17;8;7;2;0
cobi-jones;LA;25;19;1679;6;4;0;5;19;12;0;0;9;26;7;0;0
shalrie-joseph;NE;27;27;2366;0;4;0;5;42;14;0;0;55;52;5;4;1
sacha-kljestan;CHV;25;25;2186;0;4;0;13;40;21;0;0;45;34;2;5;0
steve-ralston;NE;26;26;2337;0;4;0;14;33;18;0;0;16;29;3;1;0
arturo-alvarez;DAL;27;21;1898;6;3;0;3;61;30;0;0;35;34;5;2;0
roberto-brown;COL;13;8;696;5;3;0;0;14;4;0;0;31;11;16;2;1
calen-carr;CHI;27;10;1136;17;3;0;2;33;13;0;0;24;12;4;5;0
john-cunliffe;CHV;15;5;494;10;3;0;1;16;8;0;0;8;5;7;0;0
jeff-cunningham;RSL;7;7;602;0;3;0;0;11;7;0;0;3;7;10;1;0
jeff-cunningham;TOR;16;13;1034;3;3;0;1;21;14;0;0;5;14;23;2;0
brad-davis;HOU;17;16;1275;1;3;0;3;27;18;0;0;18;30;2;1;0
alan-gordon;LA;14;11;828;3;3;0;0;19;8;0;0;22;17;11;1;0
ned-grabavoy;CLB;26;24;2093;2;3;0;3;37;17;0;0;22;34;2;2;0
michael-harrington;SKC;29;27;2422;2;3;0;4;15;9;0;0;38;26;7;1;0
jeff-larentowicz;NE;28;28;2455;0;3;0;4;28;9;0;0;61;30;0;5;0
kyle-martino;LA;26;25;1928;1;3;0;1;29;10;0;0;36;43;9;6;2
stefani-miglioranzi;CLB;23;17;1622;6;3;0;2;18;7;0;0;26;11;1;3;0
ramon-nunez;DAL;13;10;1001;3;3;0;2;36;12;0;0;6;23;0;0;0
dominic-oduro;DAL;29;10;1163;19;3;0;2;24;13;0;0;16;23;17;3;0
carlos-pavon;LA;18;10;978;8;3;0;0;29;10;0;0;6;21;24;0;0
robbie-rogers;CLB;10;6;598;4;3;0;1;15;6;0;0;10;12;5;0;0
collin-samuel;TOR;18;18;1510;0;3;0;0;41;24;0;0;29;34;9;2;0
claudio-suarez;CHV;25;25;2153;0;3;0;1;14;9;0;0;31;11;0;6;1
carey-talley;RSL;26;25;2195;1;3;0;1;28;9;0;0;38;38;2;6;0
john-wolyniec;RBNY;21;13;1032;8;3;0;2;24;7;0;0;16;27;7;1;0
kerry-zavagnin;SKC;29;29;2564;0;3;0;2;16;5;0;0;35;42;0;6;0
kyle-beckerman;RSL;15;14;1305;1;2;0;1;33;11;0;0;20;22;2;4;0
kyle-brown;RSL;8;3;286;5;2;0;0;7;4;0;0;6;1;3;0;0
jose-burciaga-jr;SKC;23;23;1826;0;2;0;4;26;12;0;0;26;28;0;5;1
conor-casey;COL;15;11;977;4;2;0;3;12;5;0;0;23;16;9;3;0
colin-clark;COL;16;16;1321;0;2;0;2;26;5;0;0;24;24;3;2;0
ricardo-clark;HOU;19;18;1635;1;2;0;3;28;11;0;0;29;22;3;2;1
omar-cummings;COL;11;0;182;11;2;0;0;10;6;0;0;2;1;3;0;0
francis-doe;RBNY;8;4;428;4;2;0;1;17;7;0;0;8;4;15;1;0
fabian-espindola;RSL;12;8;602;4;2;0;2;13;9;0;0;7;16;7;3;1
