name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
roy-lassiter;TB;30;30;2580;0;27;0;4;76;49;0;0;20;39;70;2;0
raul-diaz-arce;DC;28;28;2351;0;23;0;2;100;49;0;0;32;26;35;6;1
eduardo-hurtado;LA;26;26;2323;0;21;0;7;87;56;0;0;48;26;25;5;0
preki;SKC;32;32;2880;0;18;0;13;140;61;0;0;26;44;7;3;0
brian-mcbride;CLB;28;28;2307;0;17;0;3;79;44;0;0;21;46;10;0;0
steve-rammel;DC;26;20;1649;6;14;0;3;54;32;0;0;27;42;20;4;0
paul-bravo;SJ;31;31;2654;0;13;0;5;58;29;0;0;36;69;30;2;0
jason-kreis;DAL;31;29;2564;2;13;0;5;90;41;0;0;38;48;7;4;0
giovanni-savarese;RBNY;26;15;1576;11;13;0;1;49;32;0;0;27;22;38;1;0
vitalis-takawira;SKC;28;25;2233;3;13;0;7;70;48;0;0;35;42;44;0;1
jean-harbor;COL;29;27;2111;2;11;0;4;61;33;0;0;43;39;24;3;1
pete-marino;CLB;29;18;1700;11;11;0;4;52;36;0;0;41;34;28;0;0
joe-max-moore;NE;14;14;1238;0;11;0;1;36;19;0;0;20;24;16;2;0
eduardo-espinoza;SJ;26;26;2310;0;10;0;5;54;30;0;0;33;49;35;5;1
eric-wynalda;SJ;27;26;2326;1;10;0;13;68;38;0;0;39;55;40;6;0
shaun-bartlett;COL;26;26;2252;0;8;0;7;88;39;0;0;25;32;27;5;0
mark-chung;SKC;32;32;2847;0;8;0;9;81;40;0;0;35;69;4;0;0
marcelo-balboa;COL;18;16;1525;2;7;0;2;28;14;0;0;15;22;4;2;0
giuseppe-galderisi;TB;21;19;1713;2;7;0;8;53;23;0;0;26;75;20;4;0
cobi-jones;LA;28;27;2375;1;7;0;4;48;24;0;0;26;76;15;2;0
steve-ralston;TB;31;31;2762;0;7;0;2;24;12;0;0;25;33;4;1;0
antony-de-avila;RBNY;8;7;650;1;6;0;2;20;13;0;0;19;9;6;1;0
mo-johnston;SKC;29;29;2573;0;6;0;3;54;28;0;0;34;24;23;4;0
harut-karapetyan;LA;28;23;1860;5;6;0;6;62;30;0;0;27;27;16;1;0
alberto-naveda;NE;25;20;1734;5;6;0;7;65;35;0;0;51;60;3;8;0
adrian-paz;CLB;27;19;1802;8;6;0;10;48;25;0;0;36;54;36;1;0
hugo-sanchez;DAL;23;21;1708;2;6;0;3;40;23;0;0;27;36;9;6;1
mauricio-cienfuegos;LA;28;27;2405;1;5;0;11;47;26;0;0;24;46;17;6;0
gerell-elliott;DAL;20;16;1523;4;5;0;7;43;24;0;0;15;25;20;0;0
brian-maisonneuve;CLB;15;13;1209;2;5;0;2;22;12;0;0;24;27;2;1;0
steve-trittschuh;COL;32;32;2880;0;5;0;2;45;20;0;0;51;31;1;2;0
martin-vasquez;TB;31;31;2700;0;5;0;6;51;25;0;0;49;36;2;5;0
diego-viera;TB;17;6;774;11;5;0;0;17;10;0;0;21;12;10;3;1
a-j-wood;RBNY;21;13;1136;8;5;0;2;34;22;0;0;17;25;4;0;0
marcelo-carrera;CLB;30;12;1339;18;4;0;2;26;16;0;0;15;36;2;0;0
marco-etcheverry;DC;26;23;2144;3;4;0;19;51;30;0;0;36;50;4;7;0
brian-haynes;DAL;26;23;1983;3;4;0;3;29;16;0;0;26;40;3;1;0
rob-johnson;RBNY;18;12;1136;6;4;0;3;34;16;0;0;27;17;9;2;0
miles-joseph;RBNY;24;23;1927;1;4;0;4;27;19;0;0;26;28;7;3;0
paul-keegan;NE;27;20;1844;7;4;0;3;30;18;0;0;40;40;16;4;0
washington-rodriguez;DAL;14;9;806;5;4;0;2;28;16;0;0;16;18;7;2;1
tony-sanneh;DC;25;24;2047;1;4;0;8;32;19;0;0;55;20;5;4;0
darren-sawatzky;NE;28;19;1776;9;4;0;5;41;22;0;0;25;8;16;1;0
mike-sorber;SKC;23;23;1960;0;4;0;6;34;12;0;0;29;27;2;2;0
carlos-valderrama;TB;23;23;2059;0;4;0;17;24;12;0;0;10;40;3;0;0
greg-vanney;LA;29;24;2236;5;4;0;1;31;13;0;0;30;11;1;2;0
leonel-alvarez;DAL;22;22;1959;0;3;0;5;22;14;0;0;35;32;3;14;2
geoff-aunger;NE;29;26;2397;3;3;0;3;27;8;0;0;66;34;2;10;0
jeff-baicher;SJ;30;28;2180;2;3;0;1;28;12;0;0;48;50;10;2;0
scott-benedetti;COL;32;32;2815;0;3;0;5;44;14;0;0;42;72;4;1;0
paul-caligiuri;CLB;22;21;1869;1;3;0;2;15;5;0;0;24;22;1;2;1
roberto-donadoni;RBNY;17;17;1530;0;3;0;8;34;13;0;0;10;37;1;1;0
john-doyle;SJ;30;30;2652;0;3;0;6;27;13;0;0;59;37;3;6;1
john-harkes;DC;29;28;2469;1;3;0;8;44;26;0;0;31;47;8;4;0
chris-henderson;COL;29;29;2544;0;3;0;8;58;29;0;0;36;40;16;4;0
john-kerr;DAL;12;10;840;2;3;0;1;18;10;0;0;8;14;6;0;0
doctor-khumalo;CLB;25;23;1930;2;3;0;2;25;13;0;0;24;48;9;2;0
ivan-mckinley;TB;26;25;2168;1;3;0;6;31;13;0;0;41;22;3;11;0
shawn-medved;DC;27;13;1171;14;3;0;1;17;12;0;0;23;22;1;0;0
welton;NE;29;20;1909;9;3;0;6;34;15;0;0;30;62;25;3;0
jaime-moreno;DC;9;9;700;0;3;0;3;21;9;0;0;14;17;8;0;0
alan-prampin;SKC;15;2;337;13;3;0;0;11;4;0;0;4;6;0;0;0
tab-ramos;RBNY;25;25;2158;0;3;0;10;44;20;0;0;28;75;11;11;1
mark-semioli;LA;28;27;2475;1;3;0;2;21;14;0;0;41;46;4;5;0
imad-baba;NE;11;8;736;3;2;0;2;19;9;0;0;9;23;8;0;0
altimont-butler;SJ;14;4;411;10;2;0;0;7;4;0;0;12;2;0;0;0
nicola-caricola;RBNY;26;26;2193;0;2;0;0;17;8;0;0;38;19;4;6;1
troy-dayak;SJ;25;25;2232;0;2;0;3;20;8;0;0;27;16;3;3;0
ted-eck;DAL;26;16;1564;10;2;0;6;24;15;0;0;34;37;18;3;0
goran-hunjak;TB;21;15;1412;6;2;0;2;17;9;0;0;40;14;6;1;0
ben-iroha;SJ;29;24;2194;5;2;0;8;34;20;0;0;54;26;4;6;0
guillermo-jara;LA;21;6;811;15;2;0;4;28;8;0;0;13;10;5;0;0
john-kerr;NE;7;6;564;1;2;0;1;11;4;0;0;13;5;5;1;0
frank-klopas;SKC;22;16;1235;6;2;0;4;24;7;0;0;26;25;6;3;0
cle-kooiman;TB;27;27;2394;0;2;0;3;4;3;0;0;61;16;2;7;0
lawrence-lozzano;DAL;31;31;2688;0;2;0;1;25;15;0;0;50;55;7;3;0
arash-noamouz;LA;12;11;852;1;2;0;2;6;4;0;0;5;14;0;0;0
uche-okafor;SKC;30;30;2593;0;2;0;0;8;6;0;0;34;12;0;4;0
eddie-pope;DC;18;18;1575;0;2;0;1;12;4;0;0;14;13;0;2;0
jorge-salcedo;LA;29;22;2060;7;2;0;1;11;7;0;0;22;25;1;4;0
richard-sharpe;COL;17;7;681;10;2;0;2;27;15;0;0;9;11;4;2;0
diego-sonora;DAL;31;31;2720;0;2;0;7;23;13;0;0;46;49;7;5;0
billy-thompson;CLB;24;24;2074;0;2;0;8;21;9;0;0;8;44;2;1;0
scott-uderitz;SKC;28;24;2117;4;2;0;1;10;6;0;0;52;25;0;5;1
robert-ukrop;NE;9;8;634;1;2;0;1;14;8;0;0;9;10;7;1;0
jose-vasquez;LA;14;11;876;3;2;0;2;26;13;0;0;34;20;4;4;0
;CLB;20;20;1747;0;2;0;11;45;17;0;0;34;53;1;6;0
roy-wegerle;COL;22;16;1458;6;2;0;6;28;14;0;0;13;19;13;1;0
jeff-agoos;DC;32;32;2805;0;1;0;5;19;7;0;0;24;43;0;4;0
yari-allnutt;SKC;1;0;45;1;1;0;0;1;1;0;0;1;0;0;0;0
chris-armas;LA;22;20;1702;2;1;0;1;21;9;0;0;33;26;1;3;0
chad-ashton;DAL;23;10;974;13;1;0;0;23;8;0;0;11;12;0;1;0
;CLB;19;19;1566;0;1;0;0;12;4;0;0;27;26;2;3;0
mike-burns;NE;17;14;1294;3;1;0;1;11;5;0;0;20;7;1;4;0
ted-chronopoulos;NE;14;11;1000;3;1;0;0;8;4;0;0;10;12;0;1;0
mike-clark;CLB;27;27;2329;0;1;0;1;12;3;0;0;31;27;1;4;2
ramiro-corrales;SJ;11;5;461;6;1;0;1;4;3;0;0;9;5;0;1;0
richard-farrer;DAL;31;31;2758;0;1;0;0;3;2;0;0;35;29;1;2;0
robin-fraser;LA;27;27;2390;0;1;0;0;6;1;0;0;27;16;0;3;0
john-garvey;LA;13;3;517;10;1;0;0;10;5;0;0;5;7;0;0;0
mario-gori;DC;25;22;1925;3;1;0;3;10;7;0;0;31;26;3;3;0
henry-gutierrez;SJ;7;4;360;3;1;0;1;6;3;0;0;6;6;0;1;0
rhett-harty;RBNY;31;31;2662;0;1;0;1;10;3;0;0;55;26;1;7;0
frankie-hejduk;TB;9;8;727;1;1;0;2;11;7;0;0;12;15;5;0;0
sean-henderson;COL;9;9;780;0;1;0;0;7;3;0;0;7;10;0;0;0
ian-hennessey;RBNY;8;4;311;4;1;0;1;3;1;0;0;4;5;1;0;0
paul-holocher;SJ;4;2;205;2;1;0;0;2;2;0;0;3;1;1;0;0
zak-ibsen;DAL;16;14;1238;2;1;0;0;7;6;0;0;22;17;1;1;0
ricardo-iribarren;CLB;16;15;1300;1;1;0;2;5;3;0;0;20;14;0;5;1
kris-kelderman;DC;18;8;817;10;1;0;3;14;6;0;0;13;7;0;0;0
matt-kmosko;COL;31;31;2788;0;1;0;0;6;4;0;0;24;23;0;5;0
alexi-lalas;NE;25;25;2218;0;1;0;1;17;7;0;0;44;20;1;4;1
john-maessner;DC;20;5;713;15;1;0;2;12;5;0;0;3;9;0;0;0
jesse-marsch;DC;4;0;92;4;1;0;0;1;1;0;0;0;0;0;0;0
tim-martin;SJ;32;32;2871;0;1;0;0;10;3;0;0;26;40;0;2;0
steve-pittman;TB;26;26;2252;0;1;0;6;23;7;0;0;22;23;2;7;0
ante-razov;LA;3;1;172;2;1;0;0;10;4;0;0;1;2;1;0;0
jorge-rodas;SJ;29;17;1773;12;1;0;3;58;25;0;0;41;33;4;7;0
mark-santel;DAL;30;28;2613;2;1;0;2;13;8;0;0;28;20;4;5;0
chris-unger;RBNY;16;12;1029;4;1;0;1;8;2;0;0;7;12;3;0;0
peter-vermes;RBNY;30;30;2700;0;1;0;1;40;16;0;0;59;40;5;8;0
dante-washington;DAL;6;2;257;4;1;0;0;10;5;0;0;5;10;2;0;0
mark-watson;NE;4;4;303;0;1;0;0;1;1;0;0;12;2;0;1;1
richie-williams;DC;30;30;2570;0;1;0;5;29;8;0;0;49;38;5;5;1
brad-wilson;LA;22;14;969;8;1;0;0;8;2;0;0;27;7;1;4;0
peter-woodring;NE;21;20;1622;1;1;0;3;25;4;0;0;24;33;5;3;0
todd-yeagley;CLB;22;14;1251;8;1;0;2;9;3;0;0;20;14;0;2;1
rafael-amaya;SJ;7;0;97;7;0;0;0;1;0;0;0;1;2;0;0;0
mike-ammann;SKC;4;3;291;1;0;0;0;0;21;0;0;0;1;0;1;0
nidal-baba;RBNY;3;1;190;2;0;0;1;5;2;0;0;3;6;0;1;0
derek-backman;TB;25;14;1368;11;0;0;0;4;1;0;0;20;8;0;2;0
