name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
valentin-castellanos;NYC;32;32;2760;0;19;66.8;8;132;57;31;0;83;60;24;9;0
ola-kamara;DC;28;22;1819;6;19;72.2;5;64;34;23;0;23;22;16;0;0
javier-hernandez;LA;21;20;1736;1;17;79.1;3;59;32;17;0;30;47;10;4;0
raul-ruidiaz;SEA;26;24;2146;2;17;83.4;1;91;38;16;0;20;33;13;5;0
adam-buksa;NE;31;21;2075;10;16;70.1;4;111;43;15;0;40;45;8;2;0
damir-kreilach;RSL;33;32;2875;1;16;80.7;9;74;39;36;0;48;50;10;8;0
hany-mukhtar;NSH;31;28;2505;3;16;82.5;12;94;43;57;0;36;66;13;6;0
daniel-salloi;SKC;30;26;2453;4;16;75.8;8;86;38;33;0;13;34;6;4;0
gustavo-bou;NE;30;25;2326;5;15;72.2;9;91;35;55;0;19;18;26;2;0
johnny-russell;SKC;30;26;2221;4;15;76.8;8;69;33;35;0;21;41;4;1;0
cristian-arango;LAFC;17;15;1400;2;14;72.3;2;63;32;23;0;27;33;6;5;0
ricardo-pepi;DAL;31;24;2097;7;13;78.3;3;67;31;28;0;18;19;10;1;0
eduardo-lopez;SJ;32;31;2274;1;12;83;4;53;23;49;0;15;37;8;9;0
gonzalo-higuain;MIA;30;28;2457;2;12;75.8;9;82;35;29;0;18;33;27;4;0
josef-martinez;ATL;24;18;1641;6;12;88.6;1;58;21;22;0;7;21;16;0;1
;PHI;34;29;2654;5;12;72.5;4;63;31;23;0;24;22;15;2;0
cj-sapong;NSH;33;27;2225;6;12;72.4;5;66;34;32;0;33;46;10;1;0
brian-white;VAN;27;23;1928;4;12;65.1;5;45;23;10;0;29;14;22;2;0
lucas-zelarayan;CLB;32;28;2626;4;12;79.3;7;90;33;75;0;29;65;1;1;0
felipe-mora;POR;29;22;2026;7;11;81.1;5;65;26;26;0;8;41;4;1;0
fafa-picault;HOU;31;29;2469;2;11;69.3;5;49;20;17;0;43;43;31;9;0
albert-rusnak;RSL;34;34;3045;0;11;88.7;11;65;32;79;0;23;31;1;6;0
nani;ORL;28;22;1838;6;10;79.6;8;65;25;37;0;14;28;5;3;1
dairon-asprilla;POR;34;25;2095;9;10;75;3;63;23;25;0;32;33;8;5;0
cristian-dajome;VAN;33;31;2680;2;10;78.2;5;56;21;35;0;42;90;6;4;0
robin-lod;MIN;23;21;1814;2;9;84;5;67;23;26;0;24;19;8;1;0
jesus-medina;NYC;33;27;2261;6;9;75.3;4;56;28;49;0;24;25;3;8;0
marcelino-moreno;ATL;32;30;2594;2;9;84.8;5;79;30;63;0;24;104;3;5;0
jader-obrian;DAL;34;25;2192;9;9;70.7;4;47;24;28;0;35;45;22;7;0
gyasi-zardes;CLB;21;18;1563;3;9;71.9;0;35;17;14;0;10;33;10;0;0
michael-barrios;COL;33;25;2105;8;8;74.2;6;55;21;34;0;28;20;10;3;0
robert-beric;CHI;33;26;2204;7;8;77;3;78;27;21;0;27;46;28;1;0
miguel-berry;CLB;18;9;840;9;8;64.9;2;27;17;5;0;12;8;1;0;0
tajon-buchanan;NE;27;19;1749;8;8;79.9;5;61;23;13;0;28;57;2;4;0
jesus-ferreira;DAL;27;26;2251;1;8;78.7;9;56;24;51;0;18;22;1;1;0
anderson-julio;RSL;30;10;1016;20;8;73.1;1;34;16;14;0;12;7;6;1;0
patryk-klimala;RBNY;29;26;2094;3;8;57.8;7;96;29;19;0;38;23;30;6;0
randall-leal;NSH;31;25;2163;6;8;78.4;9;67;33;32;0;43;56;5;2;0
alan-pulido;SKC;21;15;1452;6;8;86.1;3;59;16;27;0;12;38;5;1;0
romell-quioto;MTL;19;14;1240;5;8;79.5;6;46;18;17;0;22;26;11;2;0
rubio-rubin;RSL;34;25;2238;9;8;83.7;5;70;26;16;0;9;46;12;0;0
brenner;CIN;33;33;2799;0;8;81.4;2;67;24;26;0;18;42;15;4;0
luka-stojanovic;CHI;27;15;1347;12;8;81.3;2;45;18;25;0;28;27;0;3;0
luciano-acosta;CIN;31;30;2695;1;7;79.8;10;60;24;70;0;54;79;8;6;0
;ATL;25;23;2138;2;7;85;8;61;20;46;0;7;99;4;4;1
sebastian-blanco;POR;24;12;1182;12;7;73.6;7;43;20;21;0;15;19;1;4;0
cecilio-dominguez;ATX;34;29;2386;5;7;80.5;4;66;33;27;0;21;51;8;3;0
diego-fagundez;ATX;33;30;2539;3;7;87;5;49;21;51;0;27;23;4;5;0
fabio;RBNY;30;25;2198;5;7;65.3;7;86;18;30;0;22;12;8;3;0
adrien-hunou;MIN;26;22;1723;4;7;78.2;1;66;24;18;0;13;23;14;2;0
franco-jara;DAL;29;12;1256;17;7;77;2;59;19;21;0;29;31;11;7;0
jonathan-lewis;COL;27;12;1302;15;7;76.3;2;43;16;17;0;12;9;16;1;0
fredy-montero;SEA;29;15;1471;14;7;74;6;54;26;13;0;23;39;5;1;0
ismael-tajouri-shradi;NYC;23;14;1234;9;7;80.2;1;44;15;16;0;13;16;5;2;0
mason-toye;MTL;14;10;893;4;7;69.3;0;24;14;5;0;11;8;3;1;0
maximiliano-urruti;HOU;30;25;2243;5;7;73.9;4;78;27;24;0;32;34;12;4;0
paul-arriola;DC;20;19;1365;1;6;68.9;4;39;11;20;0;18;16;5;3;0
cristian-casseres-jr;RBNY;27;24;2063;3;6;72.2;4;41;16;23;0;56;42;2;3;0
yimmi-chara;POR;30;29;2331;1;6;85.6;7;44;16;67;0;15;27;5;1;0
cristian-roldan;SEA;28;27;2360;1;6;80.1;6;53;14;32;0;15;39;2;1;0
diego-rossi;LAFC;19;18;1655;1;6;80.1;1;63;24;14;0;7;12;9;2;0
sergio-santos;PHI;26;17;1365;9;6;61.1;1;45;22;18;0;28;30;12;5;0
dominique-badji;COL;12;3;319;9;5;72.5;0;12;7;0;0;7;8;1;1;0
cole-bassett;COL;32;23;2209;9;5;82.9;4;60;19;32;0;31;44;1;3;0
kevin-cabral;LA;28;24;2000;4;5;78.5;2;48;24;16;0;25;38;12;3;0
deiber-caicedo;VAN;33;24;2256;9;5;83.6;7;51;18;28;0;18;38;7;3;0
jose-cifuentes;LAFC;32;26;2321;6;5;79.7;6;64;17;48;0;41;25;1;6;0
cade-cowell;SJ;33;14;1663;19;5;70.9;6;42;19;19;0;30;14;4;3;0
