name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
cristian-techera;VAN;29;24;2043;5;6;70.6;7;56;17;38;0;21;40;4;1;0
gonzalo-veron;RBNY;24;5;777;19;6;72.3;3;28;13;7;0;16;28;3;1;0
luciano-acosta;DC;31;30;2419;1;5;75.7;5;46;24;49;0;44;56;8;4;2
kevin-doyle;COL;25;23;1966;2;5;71.9;4;54;18;20;0;34;20;9;5;0
dom-dwyer;SKC;15;14;1271;1;5;63.9;1;45;22;9;0;35;37;10;5;0
benny-feilhaber;SKC;30;24;2269;6;5;83.1;3;64;20;63;0;35;48;0;4;0
julian-gressel;ATL;32;24;2048;8;5;72.2;9;35;9;26;0;30;16;6;4;0
danny-hoesen;SJ;32;20;1838;12;5;70.9;5;70;24;31;0;22;34;16;1;0
maximiliano-moralez;NYC;29;28;2523;1;5;82.7;9;44;17;70;0;31;81;10;8;0
patrick-mullins;DC;20;12;1075;8;5;62.3;0;38;14;6;0;28;23;16;1;0
vako;SJ;13;8;784;5;5;84;2;38;14;12;0;6;15;1;0;0
carlos-rivas;ORL;30;21;1960;9;5;68.2;5;76;19;25;0;40;38;15;3;0
marco-urena;SJ;25;22;1766;3;5;74.9;3;49;24;20;0;20;17;12;3;0
tesho-akindele;DAL;29;15;1511;14;4;76;0;21;11;31;0;22;11;8;3;1
kyle-beckerman;RSL;26;26;2242;0;4;82.4;0;33;13;28;0;40;27;0;9;2
emmanuel-boateng;LA;34;29;2321;5;4;81;2;28;13;34;0;16;19;7;0;0
dom-dwyer;ORL;12;11;975;1;4;61.3;4;29;14;10;0;12;28;11;0;0
kekuta-manneh;CLB;19;9;838;10;4;77.2;3;26;12;12;0;3;18;4;0;0
darren-mattocks;POR;24;11;1074;13;4;72.6;2;31;14;11;0;12;18;7;1;0
brek-shea;VAN;25;14;1325;11;4;64.4;2;22;8;17;0;13;23;5;2;1
tony-tchani;VAN;27;26;2121;1;4;80.2;1;21;9;11;0;44;15;0;5;2
rodney-wallace;NYC;26;23;1935;3;4;78.3;6;52;19;22;0;46;23;6;6;0
kendall-waston;VAN;25;25;2250;0;4;71.9;1;19;7;5;0;37;9;1;7;0
kellyn-acosta;DAL;23;20;1895;3;3;78.2;2;49;15;24;0;24;27;0;2;0
arturo-alvarez;CHI;25;13;1084;12;3;77.2;2;27;11;21;0;17;28;1;2;0
giles-barnes;ORL;34;23;2137;11;3;80.1;2;52;16;13;0;25;45;2;0;0
michael-barrios;DAL;34;28;2566;6;3;76.3;14;60;18;51;0;29;27;11;5;0
latif-blessing;SKC;25;16;1419;9;3;79;1;37;15;19;0;31;37;23;3;0
michael-de-leeuw;CHI;30;26;2189;4;3;78.2;8;37;13;18;0;48;35;7;5;0
marky-delgado;TOR;26;25;2072;1;3;85.2;5;18;4;26;0;20;23;3;1;1
maynor-figueroa;DAL;26;26;2325;0;3;77.8;1;34;6;12;0;20;21;1;8;0
ethan-finlay;MIN;11;11;978;0;3;75.6;3;17;7;6;0;16;21;5;1;0
alan-gordon;COL;26;6;816;20;3;71.9;4;23;9;6;0;23;13;8;5;1
marlon-hairston;COL;34;29;2605;5;3;80.7;4;15;7;22;0;26;40;11;2;0
nicolas-hasler;TOR;10;9;752;1;3;80.4;1;9;4;5;0;7;4;1;1;0
erik-hurtado;VAN;15;7;523;8;3;74.8;2;10;5;5;0;12;9;8;0;0
jahmir-hyka;SJ;30;21;1871;9;3;87;5;45;12;54;0;6;17;4;0;0
miguel-ibarra;MIN;29;20;1758;9;3;84.8;4;22;12;22;0;16;12;2;2;0
bradford-jamieson-iv;LA;24;11;984;13;3;76.8;1;8;3;10;0;25;12;1;2;0
brooks-lennon;RSL;25;15;1525;10;3;79.3;4;21;9;32;0;17;11;13;2;0
thomas-mcnamara;NYC;27;19;1574;8;3;85;2;23;11;10;0;18;28;3;5;0
jordan-morris;SEA;23;22;1801;1;3;77.1;1;34;14;21;0;15;12;14;0;0
luke-mulholland;RSL;27;22;1949;5;3;75.7;4;44;8;17;0;35;31;0;4;0
alex-muyl;RBNY;30;21;1937;9;3;77.6;4;36;14;16;0;36;40;8;4;0
darlington-nagbe;POR;27;27;2332;0;3;92.2;5;42;10;32;0;10;44;2;3;0
ike-opara;SKC;30;30;2700;0;3;86.2;0;17;5;9;0;23;14;1;3;0
;ATL;10;1;165;9;3;83;0;7;3;1;0;1;2;0;0;0
liam-ridgewell;POR;15;15;1270;0;3;81.8;0;7;3;7;0;15;23;1;4;0
michael-salazar;MTL;17;7;690;10;3;76.3;3;10;7;11;0;16;11;2;1;0
daniel-salloi;SKC;22;12;1172;10;3;80.3;2;42;19;10;0;11;18;4;1;0
bastian-schweinsteiger;CHI;24;23;1993;1;3;86.7;6;25;5;32;0;25;43;1;5;0
daniel-steres;LA;21;21;1843;0;3;85.5;0;16;5;3;0;18;4;0;1;0
josh-williams;CLB;22;19;1795;3;3;87.5;0;6;3;5;0;9;10;1;4;0
tyler-adams;RBNY;24;22;1994;2;2;80.6;4;12;7;16;0;34;33;0;2;0
stefan-aigner;COL;9;5;488;4;2;76.2;1;9;3;10;0;12;12;3;2;0
dairon-asprilla;POR;27;17;1395;10;2;79;4;36;7;17;0;39;24;7;1;0
alejandro-bedoya;PHI;28;28;2509;0;2;84.4;4;36;10;25;0;66;17;9;6;0
patrice-bernier;MTL;27;20;1801;7;2;81.3;4;21;5;26;0;29;17;2;1;0
deshorn-brown;DC;16;10;788;6;2;69.4;1;22;10;6;0;7;10;10;1;0
alexander-callens;NYC;34;34;3060;0;2;85.9;0;15;3;1;0;27;29;0;4;0
francisco-calvo;MIN;27;27;2430;0;2;76.8;1;22;6;4;0;28;12;0;5;0
carlos-carmona;ATL;31;30;2684;1;2;89.2;2;9;2;14;0;55;22;1;8;1
maxime-chanot;NYC;19;19;1710;0;2;86.9;0;16;3;3;0;17;17;0;3;0
cristian-colman;DAL;26;10;959;16;2;62.3;1;40;15;5;0;14;14;6;1;0
sean-davis;RBNY;27;21;1795;6;2;83.7;4;28;10;27;0;29;22;1;5;0
alex;HOU;32;28;2309;4;2;78.6;11;40;14;45;0;35;55;6;5;1
mauro-diaz;DAL;19;13;1107;6;2;79.3;8;21;9;25;0;8;38;1;0;0
marco-donadel;MTL;19;18;1424;1;2;82.4;1;19;4;11;0;38;7;0;3;1
marcus-epps;PHI;19;7;709;12;2;72.9;1;16;5;8;0;3;3;2;0;0
greg-garza;ATL;26;25;2150;1;2;81.5;5;12;5;29;0;23;34;4;2;0
shkelzen-gashi;COL;17;12;1034;5;2;77.1;1;26;9;22;0;20;6;0;1;0
josh-gatt;COL;20;11;1067;9;2;71.6;3;17;6;11;0;25;10;4;3;0
anibal-godoy;SJ;26;24;2134;2;2;90.8;1;20;4;19;0;61;71;2;10;1
jordan-hamilton;TOR;8;0;142;8;2;65.8;1;5;3;1;0;2;4;2;0;0
ian-harkes;DC;25;22;1948;3;2;82.7;1;25;7;18;0;25;26;1;2;0
atiba-harris;DAL;29;21;2020;8;2;81.9;2;10;2;2;0;35;23;1;7;0
matt-hedges;DAL;27;27;2425;0;2;84.5;0;25;9;2;0;21;18;0;7;0
andrew-jacobson;VAN;21;19;1704;2;2;73.3;2;13;3;9;0;25;21;0;2;0
will-johnson;ORL;26;23;2057;3;2;83.5;3;32;13;22;0;16;26;0;6;0
kenwyne-jones;ATL;17;5;499;12;2;65.5;0;11;4;6;0;4;9;5;0;0
florian-jungwirth;SJ;30;30;2600;0;2;82.6;3;13;3;13;0;26;23;0;4;0
brent-kallman;MIN;23;23;1942;0;2;82.4;0;10;4;2;0;22;17;2;7;0
sacha-kljestan;RBNY;32;28;2582;4;2;79.3;17;41;11;103;0;38;40;5;6;0
matias-laba;VAN;19;19;1612;0;2;79.3;1;15;5;8;0;33;9;0;6;1
sebastien-le-toux;DC;16;8;732;8;2;69;0;9;4;8;0;6;6;0;1;0
jonathan-lewis;NYC;11;4;342;7;2;73.8;1;9;5;3;0;10;4;3;0;0
nick-lima;SJ;22;20;1809;2;2;79.1;1;20;6;11;0;6;27;1;2;1
tomas-martinez;HOU;9;5;501;4;2;74.8;0;18;5;18;0;5;13;1;2;0
felipe-martins;RBNY;33;33;2961;0;2;81.5;5;37;12;26;0;58;87;2;5;0
jack-mcbean;LA;18;8;715;10;2;66.8;1;9;4;8;0;17;21;4;4;0
jimmy-medranda;SKC;33;24;2086;9;2;81.7;1;49;10;35;0;19;20;4;2;0
haris-medunjanin;PHI;34;34;3057;0;2;82.7;12;36;10;80;0;12;3;2;4;0
jonathan-mensah;CLB;26;25;2169;1;2;86.2;1;20;5;4;0;33;5;1;7;2
nicolas-mezquida;VAN;20;8;686;12;2;68.5;1;12;4;11;0;14;19;2;1;0
drew-moor;TOR;25;24;2176;1;2;86.5;1;12;3;1;0;10;24;0;1;0
michael-amir-murillo;RBNY;17;15;1316;2;2;78.7;0;17;7;10;0;17;20;0;3;0
lamar-neagle;SEA;8;0;88;8;2;61.4;0;5;3;2;0;1;3;2;1;0
kofi-opare;DC;26;25;2214;1;2;80.5;1;32;8;6;0;12;12;3;2;0
jonathan-osorio;TOR;27;9;1060;18;2;89.4;4;16;6;10;0;7;23;0;1;0
chris-pontius;PHI;30;27;2253;3;2;72.6;6;43;17;26;0;25;43;8;0;0
alvas-powell;POR;23;19;1690;4;2;75.7;3;13;6;11;0;17;7;3;3;0
leonardo;HOU;30;29;2616;1;2;81;1;13;2;4;0;38;6;1;3;0
memo-rodriguez;HOU;9;3;326;6;2;78.4;1;11;6;7;0;6;7;0;0;0
victor-rodriguez;SEA;7;5;484;2;2;81.8;1;17;7;8;0;2;11;2;1;0
dave-romney;LA;29;23;2249;6;2;82.1;1;19;9;5;0;10;4;0;0;0
lloyd-sam;DC;30;23;2025;7;2;77.5;6;25;11;48;0;17;25;6;5;1
vicente-sanchez;HOU;21;3;517;18;2;78.2;5;21;7;13;0;10;16;4;0;0
harry-shipp;SEA;18;11;927;7;2;84.2;1;15;4;7;0;6;11;2;1;0
ballou-jean-yves-tabla;MTL;21;11;1146;10;2;78;2;26;10;11;0;26;24;1;4;0
jerome-thiesson;MIN;33;33;2955;0;2;78.9;3;10;4;17;0;26;20;1;6;0
johan-venegas;MIN;22;12;1226;10;2;76;5;32;10;18;0;29;26;6;4;0
brandon-vincent;CHI;27;26;2341;1;2;79;5;18;4;17;0;34;16;1;3;0
anton-walkes;ATL;20;17;1528;3;2;78.5;0;7;4;11;0;11;2;1;2;0
andrew-wenger;HOU;22;12;1110;10;2;57.1;2;21;9;18;0;6;11;2;2;0
gyasi-zardes;LA;24;23;1987;1;2;76.2;2;29;10;17;0;22;32;9;3;0
saad-abdul-salaam;SKC;12;10;902;2;1;83.3;1;10;3;11;0;12;10;0;1;0
lalas-abubakar;CLB;7;6;528;1;1;91.6;0;5;1;0;0;4;1;0;2;1
joao-pedro;LA;28;26;2306;2;1;81.9;2;28;5;12;0;40;25;1;7;0
osvaldo-alonso;SEA;26;24;2074;2;1;91;3;24;6;12;0;42;41;1;4;0
benjamin-angoua;NE;26;26;2311;0;1;84.3;0;11;3;4;0;43;17;0;6;0
paul-arriola;DC;11;11;922;0;1;72.7;2;19;7;14;0;15;19;0;2;0
jack-barmby;POR;10;0;99;10;1;79.2;0;5;2;4;0;6;2;0;3;0
tony-beltran;RSL;21;21;1820;0;1;78.1;1;8;4;15;0;28;27;1;3;0
bobby-boswell;DC;10;10;885;0;1;75.3;0;5;2;0;0;9;2;0;0;0
frederic-brillant;NYC;23;16;1523;7;1;82.2;1;15;5;4;0;10;7;1;3;0
juan-david-cabezas;HOU;27;26;2231;1;1;86.4;0;20;4;13;0;63;16;0;7;0
scott-caldwell;NE;33;26;2195;7;1;87;5;11;2;14;0;42;42;0;2;0
caleb-calvert;COL;12;3;378;9;1;63.4;1;11;2;1;0;10;1;2;2;1
miguel-camargo;NYC;8;2;176;6;1;69.9;0;3;1;0;0;4;4;0;1;0
servando-carrasco;ORL;15;9;833;6;1;87.6;0;5;1;6;0;11;4;0;2;1
jay-chapman;TOR;12;3;385;9;1;81.8;0;6;1;4;0;7;2;1;0;0
diego-chara;POR;29;29;2530;0;1;89;3;5;2;26;0;57;48;0;8;1
benoit-cheyrou;TOR;13;7;615;6;1;81.6;0;11;4;4;0;5;9;0;1;0
michael-ciani;LA;6;6;540;0;1;87.8;0;3;1;2;0;6;2;0;3;0
ashley-cole;LA;29;29;2499;0;1;85.3;2;8;2;18;0;23;30;4;1;1
jonathan-dos-santos;LA;12;11;1004;1;1;90.2;1;11;2;11;0;7;10;0;4;0
chris-duvall;MTL;27;25;2210;2;1;81.8;2;11;4;16;0;26;29;5;5;1
jeremy-ebobisse;POR;14;2;317;12;1;62.5;3;6;2;7;0;6;4;4;0;0
raheem-edwards;TOR;21;10;1058;11;1;75.6;6;11;4;9;0;20;14;5;1;0
jack-elliott;PHI;30;29;2621;1;1;77.4;1;7;3;2;0;27;12;0;4;0
roger-espinoza;SKC;30;30;2677;0;1;84.2;3;48;10;29;0;48;43;3;9;1
brad-evans;SEA;11;6;480;5;1;77.3;0;1;1;4;0;4;5;0;0;1
jesus-ferreira;DAL;1;0;19;1;1;0;0;1;1;0;0;0;0;0;0;0
ethan-finlay;CLB;19;14;1284;5;1;75.6;1;21;4;12;0;17;14;5;2;0
kyle-fisher;MTL;20;15;1455;5;1;83.2;0;6;1;2;0;12;5;0;3;0
;COL;20;19;1727;1;1;77.8;0;10;3;2;0;22;11;0;4;0
leandro-gonzalez-pirez;ATL;32;32;2812;0;1;83.5;3;16;6;5;0;46;42;1;10;0
hernan-grana;DAL;30;30;2660;0;1;76.8;4;8;2;31;0;24;13;2;8;0
david-guzman-x5117;POR;25;24;2028;1;1;82.5;6;42;9;39;0;61;37;0;11;0
niko-hansen;CLB;14;3;401;11;1;77;2;7;2;4;0;3;5;0;0;0
jordan-harvey;VAN;28;28;2509;0;1;77;1;8;4;8;0;37;22;1;3;0
fabian-herbers;PHI;12;4;395;8;1;75.8;2;8;2;7;0;6;7;0;1;0
jose-hernandez;RSL;7;1;160;6;1;84.3;0;3;1;3;0;5;2;0;1;0
yangel-herrera;NYC;18;14;1223;4;1;81.1;2;20;7;13;0;44;38;0;7;1
sebastian-hines;ORL;6;5;443;1;1;84.5;0;7;2;0;0;4;3;0;1;1
omar-holness;RSL;9;3;261;6;1;77.2;0;5;1;4;0;7;2;0;1;0
bernie-ibini;VAN;17;7;629;10;1;85.1;2;18;5;4;0;5;13;1;0;0
adam-jahn;CLB;21;1;316;20;1;64.6;1;8;5;2;0;14;2;1;3;0
jared-jeffrey;DC;23;19;1617;4;1;78.5;1;13;6;6;0;47;9;0;4;0
jermaine-jones;LA;20;19;1588;1;1;79.6;4;21;5;19;0;28;31;0;8;1
joevin-jones;SEA;30;28;2451;2;1;84.7;11;27;6;28;0;14;34;6;4;1
daigo-kobayashi;NE;12;4;507;8;1;86.1;0;5;2;2;0;5;4;0;0;0
xavier-kouassi;NE;23;14;1218;9;1;86.3;1;5;1;6;0;27;21;0;3;1
kevin-kratz;ATL;20;5;590;15;1;84.3;1;8;2;13;0;5;11;1;1;0
jeff-larentowicz;ATL;33;30;2602;3;1;84.2;1;15;4;4;0;41;31;0;6;0
ariel-lassiter;LA;14;0;258;14;1;87.2;0;11;3;1;0;2;5;0;0;0
kemar-lawrence;RBNY;24;23;2076;1;1;70.8;5;17;4;9;0;25;17;4;7;0
kelvin-leerdam;SEA;15;14;1290;1;1;78.5;2;16;2;17;0;16;11;2;2;0
cristian-lobato;SKC;10;6;547;4;1;84.7;0;7;3;11;0;3;3;0;0;0
aaron-long;RBNY;31;30;2659;1;1;76;0;22;8;1;0;20;20;0;3;0
richie-marquez;PHI;15;13;1212;2;1;80.7;0;6;1;2;0;10;4;0;0;0
chad-marshall;SEA;28;27;2366;1;1;90.1;2;15;4;1;0;12;15;1;2;0
aaron-maund;RSL;13;12;999;1;1;73;0;8;3;3;0;11;2;0;1;0
tyrone-mears;ATL;20;16;1498;4;1;81.3;1;2;1;12;0;19;7;3;2;0
djordje-mihailovic;CHI;17;7;732;10;1;85.1;2;8;1;11;0;11;15;0;0;0
roy-miller;POR;26;26;2268;0;1;84.3;1;11;2;4;0;25;9;1;8;0
antonio-mlinar-delamea;NE;29;29;2547;0;1;86;1;12;2;8;0;38;28;0;6;1
javier-morales;DAL;15;8;757;7;1;87.6;2;7;3;27;0;14;7;0;1;0
ashtone-morgan;TOR;5;3;283;2;1;79.2;0;1;1;2;0;2;2;0;1;0
lamar-neagle;DC;22;9;1116;13;1;68.7;0;26;12;9;0;21;16;10;4;0
krisztian-nemeth;NE;6;3;177;3;1;71.2;1;10;3;1;0;3;1;0;0;1
sam-nicholson;MIN;12;8;639;4;1;77.8;1;19;5;10;0;13;16;0;0;0
antonio-nocerino;ORL;31;28;2234;3;1;85.3;0;17;5;14;0;23;11;1;2;1
patrick-nyarko;DC;14;12;1028;2;1;70.3;2;18;7;15;0;10;29;8;0;0
dominic-oduro;MTL;25;17;1439;8;1;76.9;0;26;10;15;0;10;27;13;1;0
sean-okoli;NYC;16;3;421;13;1;76;0;13;6;2;0;11;6;1;1;0
lawrence-olum;POR;30;22;2103;8;1;88;0;10;2;2;0;12;7;1;3;0
oguchi-onyewu;PHI;22;22;1929;0;1;79.8;0;14;6;2;0;44;17;1;6;0
jose-guillermo-ortiz;DC;16;7;669;9;1;69.4;0;21;8;6;0;9;8;8;1;0
ambroise-oyongo;MTL;11;11;990;0;1;73.1;1;10;3;12;0;12;14;0;0;0
tim-parker;VAN;32;32;2880;0;1;79.7;1;20;6;1;0;22;9;1;4;0
juninho;CHI;21;17;1528;4;1;89.4;2;26;9;15;0;16;14;0;4;1
matias-perez-garcia;ORL;15;11;971;4;1;75.4;2;17;5;26;0;16;36;2;3;0
matt-polster;CHI;22;21;1769;1;1;85;7;9;3;17;0;24;21;2;3;0
dylan-remick;HOU;14;13;1167;1;1;76.5;0;6;1;5;0;10;6;0;1;0
kelyn-rowe;NE;23;21;1897;2;1;74.3;7;34;10;33;0;31;38;3;3;0
mohammed-saeid;COL;29;27;2269;2;1;82.3;4;13;2;42;0;18;34;0;2;0
shea-salinas;SJ;25;15;1435;10;1;75.4;3;6;1;41;0;19;15;4;3;0
dillon-serna;COL;19;9;945;10;1;70.7;1;26;6;15;0;7;10;1;0;0
khiry-shelton;NYC;15;3;502;12;1;79.2;0;7;2;7;0;9;6;0;0;0
jay-simpson;PHI;22;4;472;18;1;87;0;13;6;3;0;6;6;1;0;0
seth-sinovic;SKC;32;32;2857;0;1;83.5;2;17;5;10;0;20;18;7;6;0
axel-sjoberg;COL;19;19;1637;0;1;83;0;11;2;2;0;23;6;0;1;1
jonathan-spector;ORL;25;25;2176;0;1;82.1;1;6;3;4;0;29;14;0;5;1
zoltan-stieber;DC;8;6;526;2;1;81.6;1;13;7;16;0;5;2;2;1;0
scott-sutter;ORL;32;30;2729;2;1;80.4;4;17;3;26;0;15;36;1;1;0
gustav-svensson;SEA;32;30;2645;2;1;86.5;4;17;4;11;0;28;17;1;1;0
ben-sweat;NYC;26;25;2176;1;1;78.8;6;17;4;18;0;28;11;3;3;0
tommy-thompson;SJ;32;16;1534;16;1;83.2;4;42;12;19;0;16;40;0;1;0
chris-tierney;NE;26;20;1713;6;1;81.8;5;8;2;18;0;9;9;0;3;0
jelle-van-damme;LA;18;18;1502;0;1;78.3;1;16;1;4;0;31;5;1;8;3
brandon-vazquez;ATL;13;0;178;13;1;68.3;1;10;2;5;0;4;5;1;1;1
collen-warner;MIN;25;12;1283;13;1;81.3;1;8;1;7;0;27;17;0;6;0
chris-wingert;RSL;23;20;1755;3;1;73.6;0;7;3;6;0;32;12;0;5;0
yoshi-yotun;ORL;10;10;887;0;1;81.4;4;16;4;31;0;13;33;0;2;0
eriq-zavaleta;TOR;29;27;2356;2;1;81.5;0;4;2;4;0;27;7;0;4;0
walker-zimmerman;DAL;22;18;1602;4;1;79;1;9;3;4;0;20;9;0;0;0
mohammed-abu;CLB;20;14;1280;6;0;88.4;1;6;1;15;0;24;14;0;3;0
danilo-acosta;RSL;17;16;1410;1;0;77.2;2;2;0;6;0;23;14;0;2;1
seyi-adekoya;SEA;2;1;77;1;0;88.2;0;3;1;1;0;3;2;0;1;0
sam-adekugbe;VAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bismark-adjei-boateng;COL;18;10;806;8;0;79.6;1;12;3;5;0;16;12;0;3;0
francois-affolter;SJ;6;6;509;0;0;86.7;0;2;0;0;0;3;4;0;1;0
harrison-afful;CLB;24;21;1777;3;0;80.6;1;16;2;20;0;11;21;6;3;1
jose-aja;ORL;15;15;1275;0;0;78.6;0;6;0;4;0;20;9;2;5;1
fatai-alashe;SJ;17;13;1201;4;0;85;0;6;3;5;0;18;12;1;6;0
eric-alexander;HOU;12;11;887;1;0;86.6;1;2;0;11;0;8;5;0;0;0
tony-alfaro;SEA;15;8;817;7;0;83.1;0;1;0;1;0;9;2;0;4;0
jordan-allen;RSL;2;2;113;0;0;75;0;3;1;0;0;2;2;0;0;0
rj-allen;NYC;15;10;1009;5;0;79.5;3;6;0;12;0;24;4;0;3;0
brandon-allen;MIN;1;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0
brandon-allen;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oyvind-alseth;TOR;4;4;269;0;0;76.7;0;1;0;1;0;2;2;0;1;0
kevin-alston;ORL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
john-alvbage;MIN;3;2;221;1;0;50;0;0;0;0;0;0;0;0;0;0
gloire-amanda;VAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
