name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
hany-mukhtar;NSH;33;32;2835;1;23;79.5;11;126;65;75;0;21;69;21;4;0
sebastian-driussi;ATX;34;32;2882;2;22;78.4;7;97;39;28;0;38;55;4;7;0
daniel-gazdag;PHI;34;34;2939;0;22;74.9;10;61;42;41;0;40;52;7;7;0
jesus-ferreira;DAL;33;29;2665;4;18;75.7;6;82;43;45;0;20;11;7;5;0
javier-hernandez;LA;32;31;2598;1;18;76.7;2;88;38;24;0;29;60;18;8;0
brenner;CIN;29;22;2061;7;18;83.3;6;77;34;20;0;13;27;8;3;0
brandon-vazquez;CIN;33;32;2753;1;18;66.8;8;82;40;20;0;41;53;21;1;0
jeremy-ebobisse;SJ;34;34;2951;0;17;82.2;3;103;46;26;0;19;31;13;0;0
cristian-arango;LAFC;34;28;2353;6;16;66.7;5;108;47;17;0;49;42;12;4;0
gonzalo-higuain;MIA;28;20;1750;8;16;77.8;3;50;20;31;0;16;21;29;2;0
diego-rubio;COL;30;28;2445;2;16;72.1;7;93;39;42;0;35;76;5;9;1
romell-quioto;MTL;30;24;2054;6;15;74;6;76;34;27;0;29;31;24;5;1
julian-carranza;PHI;31;28;2226;3;14;73.5;9;90;36;12;0;72;67;15;8;1
lewis-morgan;RBNY;32;31;2667;1;14;67.5;4;85;32;37;0;30;27;5;2;0
valentin-castellanos;NYC;17;17;1463;0;13;64.2;2;81;33;29;0;31;20;10;9;0
sebastian-ferreira;HOU;31;29;2337;2;13;73;3;68;26;23;0;38;28;9;2;0
mikael-uhre;PHI;27;21;1633;6;13;62.9;6;47;32;13;0;16;34;11;1;0
taxiarchis-fountas;DC;21;17;1469;4;12;72.6;3;80;33;12;0;16;25;3;2;0
carlos-vela;LAFC;32;28;2333;4;12;79.9;11;61;26;68;0;28;43;13;2;0
leonardo-campana;MIA;26;21;1592;5;11;79.5;2;54;25;11;0;29;16;10;2;0
dejan-joveljic;LA;32;7;983;25;11;77.2;3;34;22;14;0;11;7;10;3;0
ercan-kara;ORL;29;22;1789;7;11;68.1;3;48;19;14;0;31;24;12;2;0
luciano-acosta;CIN;30;28;2499;2;10;73.6;19;62;22;80;0;51;60;12;7;1
paul-arriola;DAL;32;29;2570;3;10;74.6;7;55;22;53;0;34;26;16;4;1
dairon-asprilla;POR;29;19;1844;10;10;77.1;2;50;17;14;0;46;41;12;8;0
emanuel-reynoso;MIN;29;29;2526;0;10;76.1;11;77;28;67;0;49;79;5;10;0
karol-swiderski;CLT;30;29;2471;1;10;73.1;6;72;36;22;0;18;60;6;3;0
lucas-zelarayan;CLB;29;25;2320;4;10;78.9;12;85;33;80;0;24;78;3;3;0
luis-amarilla;MIN;33;27;2357;6;9;73.2;5;76;26;24;0;18;34;20;3;0
lucas-cavallini;VAN;24;16;1519;8;9;74;2;53;20;13;0;46;61;8;9;1
sergio-cordova;RSL;33;27;2288;6;9;72;2;59;31;24;0;29;45;16;2;0
derrick-etienne-jr;CLB;33;25;2221;8;9;81.8;6;49;21;30;0;16;36;26;5;0
juan-camilo-hernandez-suarez;CLB;16;14;1299;2;9;72.1;3;88;30;17;0;12;24;2;3;0
jesus-jimenez;TOR;33;27;2351;6;9;77.2;3;53;21;22;0;26;16;10;2;0
ola-kamara;DC;30;15;1486;15;9;71.7;1;36;21;10;0;18;24;17;1;1
