name;club;games_played;games_started;mins;total_sub_on;goals;accurate_pass_perc;assists;total_scoring_attempts;on_target_scoring_attempts;key_passes;expected_goals;fouls;fouls_suffered;offside;yellow_cards;red_cards
josef-martinez;ATL;34;34;2898;0;31;81.1;6;97;56;32;0;24;31;35;1;0
zlatan-ibrahimovic;LA;27;24;2143;3;22;68.9;10;116;48;31;0;36;34;27;5;1
bradley-wright-phillips;RBNY;32;28;2536;4;20;64.6;8;82;37;31;0;32;55;31;7;0
mauro-manotas;HOU;33;30;2633;3;19;78.4;1;95;43;37;0;24;20;23;1;0
gyasi-zardes;CLB;33;33;2948;0;19;74.4;0;88;40;28;0;27;33;20;3;0
ignacio-piatti;MTL;32;32;2821;0;16;80.3;13;95;32;46;0;40;78;22;2;0
nemanja-nikolic;CHI;31;29;2443;2;15;78.2;2;52;28;21;0;9;15;40;2;0
kei-kamara;VAN;28;24;2166;4;14;71.9;6;88;34;28;0;39;44;15;5;1
ola-kamara;LA;31;30;2689;1;14;74.9;3;67;31;35;0;26;46;27;2;0
carlos-vela;LAFC;28;26;2378;2;14;82.5;13;97;44;71;0;15;73;9;1;0
david-villa;NYC;23;20;1754;3;14;70.3;5;100;42;38;0;19;26;16;3;0
dom-dwyer;ORL;26;25;2244;1;13;67.1;0;78;36;8;0;43;50;41;9;0
sebastian-giovinco;TOR;28;26;2384;2;13;75;15;167;51;41;0;33;64;16;5;1
miguel-almiron;ATL;32;32;2760;0;12;82;14;132;51;63;0;32;66;12;5;0
adama-diomande;LAFC;18;14;1253;4;12;73.5;4;39;22;8;0;17;10;10;1;0
danny-hoesen;SJ;34;29;2488;5;12;70.8;4;83;33;33;0;24;19;30;1;0
aleksandar-katai;CHI;33;27;2428;6;12;76.8;5;97;41;33;0;39;32;17;6;0
damir-kreilach;RSL;33;31;2784;2;12;81.4;8;67;27;31;0;39;47;15;5;0
cristian-penilla;NE;33;33;2816;0;12;68.5;7;95;38;37;0;39;50;3;2;1
wayne-rooney;DC;20;18;1641;2;12;79.8;7;71;31;33;0;15;11;9;1;0
diego-rossi;LAFC;32;30;2604;2;12;83;9;89;40;35;0;31;62;3;0;0
romain-alessandrini;LA;26;23;1920;3;11;74.4;9;63;24;38;0;35;32;7;7;0
teal-bunbury;NE;32;30;2566;2;11;68;4;68;33;27;0;40;31;13;5;0
alberth-elis;HOU;30;27;2422;3;11;72.5;10;101;44;29;0;33;51;7;6;1
darwin-quintero;MIN;27;27;2396;0;11;71.2;15;78;32;67;0;25;54;13;3;0
daniel-royer;RBNY;29;24;2049;5;11;67.2;2;72;32;15;0;19;27;10;1;1
daniel-salloi;SKC;29;26;2291;3;11;78.9;7;78;31;33;0;11;26;10;3;1
ismael-tajouri-shradi;NYC;27;18;1547;9;11;85;3;35;16;39;0;10;20;4;2;0
luciano-acosta;DC;33;32;2753;1;10;78.2;17;60;23;47;0;59;63;10;3;0
sebastian-blanco;POR;31;29;2564;2;10;75;11;81;31;53;0;31;47;1;9;0
cory-burke;PHI;29;15;1427;14;10;64.8;1;61;19;8;0;48;35;9;4;1
darren-mattocks;DC;25;14;1267;11;10;70.8;0;42;19;10;0;17;22;5;3;0
jonathan-osorio;TOR;30;30;2603;0;10;89.6;7;33;20;48;0;22;48;3;6;0
fafa-picault;PHI;29;24;2190;5;10;73.7;5;70;32;26;0;26;33;8;7;0
vako;SJ;33;31;2718;2;10;85.4;5;110;35;51;0;14;28;4;0;0
raul-ruidiaz;SEA;14;13;1098;1;10;87.9;1;44;17;7;0;8;8;13;1;0
albert-rusnak;RSL;31;29;2592;2;10;86.9;7;67;29;71;0;19;20;6;0;0
johnny-russell;SKC;30;24;2183;6;10;75.9;10;70;30;48;0;15;37;4;3;0
diego-valeri;POR;32;31;2747;1;10;78;12;86;29;90;0;30;47;17;4;0
chris-wondolowski;SJ;34;23;2289;11;10;74.7;5;58;22;14;0;27;15;14;3;0
yamil-asad;DC;30;27;2365;3;9;78.4;8;45;19;23;0;28;82;7;1;0
diego-fagundez;NE;33;30;2666;3;9;76;10;68;30;83;0;28;33;8;9;0
samuel-armenteros;POR;28;19;1590;9;8;73.6;1;41;18;18;0;18;27;17;2;0
corey-baird;RSL;31;21;1903;10;8;75.7;5;39;20;19;0;20;13;14;4;0
alphonso-davies;VAN;31;27;2420;4;8;79.6;11;37;15;31;0;31;59;11;2;0
roland-lamah;DAL;29;21;1865;8;8;73.4;6;37;14;29;0;14;28;17;4;0
nicolas-lodeiro;SEA;27;27;2428;0;8;82.1;16;57;17;86;0;34;94;7;3;0
maximiliano-moralez;NYC;32;32;2818;0;8;80.2;16;72;26;96;0;46;86;16;4;0
joao-plata;RSL;25;20;1721;5;8;79.5;8;56;29;49;0;12;29;5;0;0
diego-rubio;SKC;20;9;781;11;8;80.3;6;29;15;14;0;12;19;3;3;0
cristian-techera;VAN;21;16;1347;5;8;75.2;1;44;21;19;0;15;24;7;6;1
maximiliano-urruti;DAL;33;30;2735;3;8;78.7;11;117;35;34;0;31;49;12;3;0
victor-vazquez;TOR;21;19;1440;2;8;82.3;9;29;15;34;0;13;22;2;0;0
;TOR;13;12;877;1;7;71.4;1;26;9;5;0;19;12;10;3;1
paul-arriola;DC;28;25;2183;3;7;78.5;8;36;18;29;0;40;31;5;7;1
