name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
haris-medunjanin;PHI;34;34;3060;2182;2571;84.9;62;94;49;10;0.29;160;2022;35.77;0
eduard-atuesta;LAFC;30;30;2636;2065;2390;86.4;40;27;10;11;0.38;123;1942;32.26;0
michael-bradley;TOR;27;26;2372;1858;2076;89.5;24;36;14;3;0.11;169;1689;28;0
jonathan-dos-santos;LA;29;29;2546;1853;2000;92.7;38;81;33;3;0.11;130;1723;30.84;0
reto-ziegler;DAL;32;32;2880;1817;2059;88.3;7;2;1;0;0;162;1655;16.67;0
jackson-yueill;SJ;32;29;2668;1798;2034;88.4;44;31;10;5;0.17;143;1655;29.41;0
eddie-segura;LAFC;34;33;2955;1771;1979;89.5;4;0;0;0;0;86;1685;0;0
dax-mccarty;CHI;32;32;2850;1728;1988;86.9;30;0;0;4;0.13;134;1594;0;0
alexander-ring;NYC;31;31;2790;1724;2066;83.5;27;0;2;5;0.16;214;1510;18.18;0
matt-hedges;DAL;33;33;2884;1703;1941;87.7;8;0;0;1;0.03;138;1565;0;0
miles-robinson;ATL;34;33;2978;1677;1928;87;4;0;0;0;0;99;1578;0;0
leandro-gonzalez-pirez;ATL;31;31;2701;1654;1960;84.4;11;0;0;1;0.03;213;1441;0;0
bastian-schweinsteiger;CHI;30;30;2676;1623;1863;87.1;15;1;0;3;0.1;201;1422;0;0
diego-chara;POR;30;29;2606;1596;1752;91.1;24;1;2;2;0.07;136;1460;40;0
marky-delgado;TOR;30;29;2554;1583;1837;86.2;37;1;5;7;0.25;76;1507;16.13;0
darlington-nagbe;ATL;33;32;2825;1577;1703;92.6;29;0;1;4;0.13;70;1507;50;0
mark-anthony-kaye;LAFC;31;27;2501;1574;1876;83.9;43;0;2;8;0.29;83;1491;28.57;0
carles-gil;NE;34;34;3052;1548;1889;82;95;126;47;14;0.41;125;1423;22.93;0
inbeom-hwang;VAN;34;31;2807;1518;1762;86.2;46;29;14;5;0.16;130;1388;28.57;0
florian-jungwirth;SJ;30;30;2671;1517;1745;86.9;4;0;1;2;0.07;160;1357;33.33;0
ilie-sanchez;SKC;32;27;2509;1515;1782;85;17;1;1;5;0.18;173;1342;33.33;0
jan-gregus;MIN;30;30;2679;1506;1760;85.6;57;127;48;11;0.37;151;1355;29.63;0
junior-moreno;DC;29;29;2551;1494;1691;88.3;18;5;9;3;0.11;90;1404;45;0
wil-trapp;CLB;28;26;2329;1482;1723;86;18;24;10;4;0.15;112;1370;34.48;0
