name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
jose-manuel-abundis;NE;2;2;140;0;0;0;0;0;0;0;0;0;0;0;0
adam-acosta;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
freddy-adu;DC;32;29;2521;0;0;0;0;0;0;8;0.29;0;0;0;0
nelson-akwari;RSL;18;14;1308;0;0;0;0;0;0;0;0;0;0;0;0
chris-albright;LA;23;23;2036;0;0;0;0;0;0;5;0.22;0;0;0;0
chris-aloisi;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;RBNY;7;3;330;0;0;0;0;0;0;0;0;0;0;0;0
arturo-alvarez;DAL;19;6;578;0;0;0;0;0;0;1;0.16;0;0;0;0
esteban-arias;CHV;4;0;40;0;0;0;0;0;0;0;0;0;0;0;0
chris-armas;CHI;27;27;2366;0;0;0;0;0;0;5;0.19;0;0;0;0
nick-armington;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
davy-arnaud;SKC;32;30;2785;0;0;0;0;0;0;4;0.13;0;0;0;0
david-arvizu;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mehdi-ballouchy;RSL;32;26;2162;0;0;0;0;0;0;2;0.08;0;0;0;0
chad-barrett;CHI;16;9;780;0;0;0;0;0;0;1;0.12;0;0;0;0
wade-barrett;HOU;31;31;2756;0;0;0;0;0;0;3;0.1;0;0;0;0
ivan-becerra;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kyle-beckerman;COL;31;31;2790;0;0;0;0;0;0;2;0.06;0;0;0;0
pascal-bedrossian;CHI;1;0;29;0;0;0;0;0;0;0;0;0;0;0;0
michael-behonick;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dedi-ben-dayan;COL;16;12;927;0;0;0;0;0;0;2;0.19;0;0;0;0
benjamin-benditson;LA;1;1;85;0;0;0;0;0;0;0;0;0;0;0;0
nikolas-besagno;RSL;4;2;283;0;0;0;0;0;0;0;0;0;0;0;0
leonard-bisaku;CLB;7;4;336;0;0;0;0;0;0;0;0;0;0;0;0
carlos-borja;CHV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-bornstein;CHV;32;32;2878;0;0;0;0;0;0;4;0.13;0;0;0;0
bobby-boswell;DC;30;30;2700;0;0;0;0;0;0;1;0.03;0;0;0;0
paul-broome;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kyle-brown;NE;12;2;291;0;0;0;0;0;0;1;0.31;0;0;0;0
c-j-brown;CHI;28;28;2429;0;0;0;0;0;0;2;0.07;0;0;0;0
chris-brown;RSL;9;3;297;0;0;0;0;0;0;0;0;0;0;0;0
edson-buddle;RBNY;28;24;2112;0;0;0;0;0;0;3;0.13;0;0;0;0
marc-burch;CLB;7;5;479;0;0;0;0;0;0;1;0.19;0;0;0;0
marc-burch;LA;3;0;27;0;0;0;0;0;0;0;0;0;0;0;0
jose-burciaga-jr;SKC;30;29;2590;0;0;0;0;0;0;8;0.28;0;0;0;0
preston-burpo;CHV;19;19;1710;0;0;0;0;0;0;0;0;0;0;0;0
ray-burse;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jon-busch;CLB;8;8;715;0;0;0;0;0;0;0;0;0;0;0;0
gustavo-cabrera;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
knox-cameron;CLB;10;3;355;0;0;0;0;0;0;0;0;0;0;0;0
blake-camp;RBNY;3;0;36;0;0;0;0;0;0;0;0;0;0;0;0
jose-cancela;NE;21;15;1387;0;0;0;0;0;0;5;0.32;0;0;0;0
peter-canero;RBNY;9;2;278;0;0;0;0;0;0;0;0;0;0;0;0
joe-cannon;COL;28;28;2440;0;0;0;0;0;0;0;0;0;0;0;0
craig-capano;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
calen-carr;CHI;22;3;500;0;0;0;0;0;0;1;0.18;0;0;0;0
brian-carroll;DC;31;31;2779;0;0;0;0;0;0;3;0.1;0;0;0;0
jeff-carroll;DC;2;1;101;0;0;0;0;0;0;0;0;0;0;0;0
jeff-cassar;DAL;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0
ronald-cerritos;HOU;15;7;654;0;0;0;0;0;0;1;0.14;0;0;0;0
mike-chabala;HOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
marcos-charras;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brian-ching;HOU;21;20;1822;0;0;0;0;0;0;2;0.1;0;0;0;0
jordan-cila;RBNY;4;0;78;0;0;0;0;0;0;0;0;0;0;0;0
colin-clark;COL;7;3;298;0;0;0;0;0;0;0;0;0;0;0;0
ricardo-clark;HOU;31;31;2728;0;0;0;0;0;0;3;0.1;0;0;0;0
ryan-cochrane;HOU;27;24;2172;0;0;0;0;0;0;0;0;0;0;0;0
ryan-coiner;CLB;6;4;282;0;0;0;0;0;0;1;0.32;0;0;0;0
jimmy-conrad;SKC;15;14;1252;0;0;0;0;0;0;0;0;0;0;0;0
jon-conway;RBNY;12;12;1080;0;0;0;0;0;0;1;0.08;0;0;0;0
terry-cooke;COL;23;22;1997;0;0;0;0;0;0;12;0.54;0;0;0;0
kenny-cooper;DAL;31;29;2453;0;0;0;0;0;0;4;0.15;0;0;0;0
rene-corona;CHV;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0
bouna-coundoul;COL;5;4;440;0;0;0;0;0;0;0;0;0;0;0;0
matt-crawford;COL;2;2;138;0;0;0;0;0;0;0;0;0;0;0;0
steve-cronin;LA;4;4;360;0;0;0;0;0;0;0;0;0;0;0;0
jeff-cunningham;RSL;31;26;2404;0;0;0;0;0;0;11;0.41;0;0;0;0
jim-curtin;CHI;11;7;660;0;0;0;0;0;0;0;0;0;0;0;0
jeff-curtin;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kenny-cutler;RSL;15;11;918;0;0;0;0;0;0;0;0;0;0;0;0
ednaldo-da-conceicao;LA;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0
;CHI;27;25;2229;0;0;0;0;0;0;2;0.08;0;0;0;0
paul-dalglish;HOU;6;3;313;0;0;0;0;0;0;1;0.29;0;0;0;0
brad-davis;HOU;28;24;2036;0;0;0;0;0;0;11;0.49;0;0;0;0
leandro-de-oliveira;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dwayne-de-rosario;HOU;30;29;2534;0;0;0;0;0;0;5;0.18;0;0;0;0
;LA;3;0;46;0;0;0;0;0;0;0;0;0;0;0;0
michael-dello-russo;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clint-dempsey;NE;21;21;1865;0;0;0;0;0;0;4;0.19;0;0;0;0
eric-denton;COL;22;22;1890;0;0;0;0;0;0;2;0.1;0;0;0;0
stephen-deroux;DC;4;2;228;0;0;0;0;0;0;0;0;0;0;0;0
youri-djorkaeff;RBNY;21;21;1824;0;0;0;0;0;0;4;0.2;0;0;0;0
matias-donnet;DC;8;7;521;0;0;0;0;0;0;0;0;0;0;0;0
landon-donovan;LA;24;24;2147;0;0;0;0;0;0;8;0.34;0;0;0;0
andy-dorman;NE;32;32;2834;0;0;0;0;0;0;10;0.32;0;0;0;0
todd-dunivant;RBNY;9;8;725;0;0;0;0;0;0;1;0.12;0;0;0;0
todd-dunivant;LA;13;13;1133;0;0;0;0;0;0;1;0.08;0;0;0;0
brian-dunseth;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chris-dunsheath;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rod-dyachenko;DC;9;4;298;0;0;0;0;0;0;0;0;0;0;0;0
peter-dzubay;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
peter-dzubay;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
michael-enfield;LA;5;1;126;0;0;0;0;0;0;0;0;0;0;0;0
facundo-erpen;DC;30;30;2626;0;0;0;0;0;0;2;0.07;0;0;0;0
alecko-eskandarian;DC;22;16;1478;0;0;0;0;0;0;2;0.12;0;0;0;0
lucio-filomeno;DC;11;5;437;0;0;0;0;0;0;1;0.21;0;0;0;0
willis-forko;RSL;26;26;2254;0;0;0;0;0;0;1;0.04;0;0;0;0
joe-franchino;NE;21;19;1521;0;0;0;0;0;0;1;0.06;0;0;0;0
floyd-franks;CHI;9;0;151;0;0;0;0;0;0;0;0;0;0;0;0
hunter-freeman;COL;27;24;2131;0;0;0;0;0;0;1;0.04;0;0;0;0
jani-galik;NE;2;1;46;0;0;0;0;0;0;0;0;0;0;0;0
nick-garcia;SKC;29;29;2519;0;0;0;0;0;0;0;0;0;0;0;0
johnny-garcia;CHV;2;1;84;0;0;0;0;0;0;0;0;0;0;0;0
juan-pablo-garcia;CHV;29;29;2438;0;0;0;0;0;0;6;0.22;0;0;0;0
josh-gardner;LA;18;12;1058;0;0;0;0;0;0;3;0.26;0;0;0;0
jason-garey;CLB;25;18;1712;0;0;0;0;0;0;2;0.11;0;0;0;0
dan-gargan;COL;22;15;1482;0;0;0;0;0;0;1;0.06;0;0;0;0
scott-garlick;RSL;31;31;2745;0;0;0;0;0;0;0;0;0;0;0;0
bill-gaudette;CLB;11;11;990;0;0;0;0;0;0;0;0;0;0;0;0
eddie-gaven;CLB;30;30;2560;0;0;0;0;0;0;4;0.14;0;0;0;0
chris-gbandi;DAL;28;27;2393;0;0;0;0;0;0;2;0.08;0;0;0;0
brian-gil;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cornell-glen;COL;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0
cornell-glen;LA;4;3;235;0;0;0;0;0;0;0;0;0;0;0;0
gavin-glinton;LA;1;0;26;0;0;0;0;0;0;0;0;0;0;0;0
kevin-goldthwaite;HOU;20;8;821;0;0;0;0;0;0;1;0.11;0;0;0;0
herculez-gomez;LA;30;19;1802;0;0;0;0;0;0;3;0.15;0;0;0;0
christian-gomez;DC;30;28;2367;0;0;0;0;0;0;11;0.42;0;0;0;0
francisco-gomez;CHV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
luchi-gonzalez;COL;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0
marcos-gonzalez;CLB;21;20;1660;0;0;0;0;0;0;0;0;0;0;0;0
miguel-gonzalez;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guillermo-gonzalez;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clarence-goodson;DAL;13;9;866;0;0;0;0;0;0;0;0;0;0;0;0
alan-gordon;LA;17;11;1021;0;0;0;0;0;0;2;0.18;0;0;0;0
sasha-gotsmanov;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ned-grabavoy;CLB;10;3;388;0;0;0;0;0;0;1;0.23;0;0;0;0
ned-grabavoy;LA;7;2;350;0;0;0;0;0;0;0;0;0;0;0;0
taylor-graham;RBNY;10;6;568;0;0;0;0;0;0;0;0;0;0;0;0
kelly-gray;HOU;18;8;868;0;0;0;0;0;0;0;0;0;0;0;0
leonard-griffin;CHI;6;4;343;0;0;0;0;0;0;0;0;0;0;0;0
matt-groenwald;SKC;19;16;1221;0;0;0;0;0;0;2;0.15;0;0;0;0
joshua-gros;DC;29;29;2576;0;0;0;0;0;0;5;0.17;0;0;0;0
andy-gruenebaum;CLB;3;2;185;0;0;0;0;0;0;0;0;0;0;0;0
miguel-guante;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ivan-guerrero;CHI;29;29;2526;0;0;0;0;0;0;9;0.32;0;0;0;0
amado-guevara;RBNY;28;26;2346;0;0;0;0;0;0;5;0.19;0;0;0;0
;CHI;25;21;1879;0;0;0;0;0;0;3;0.14;0;0;0;0
brad-guzan;CHV;13;13;1170;0;0;0;0;0;0;0;0;0;0;0;0
pat-haggerty;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
josh-hansen;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
atiba-harris;RSL;22;12;1146;0;0;0;0;0;0;1;0.08;0;0;0;0
chase-harrison;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kevin-hartman;LA;28;28;2520;0;0;0;0;0;0;0;0;0;0;0;0
jordan-harvey;COL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
duke-hashimoto;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
duke-hashimoto;RSL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jay-heaps;NE;31;31;2790;0;0;0;0;0;0;4;0.13;0;0;0;0
frankie-hejduk;CLB;4;4;360;0;0;0;0;0;0;0;0;0;0;0;0
drew-helm;CHV;8;1;123;0;0;0;0;0;0;0;0;0;0;0;0
