name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
steven-moreira;CLB;34;33;2925;1895;2123;89.3;21;2;9;5;0.15;68;1827;37.5;0
ricard-puig-marti;LA;29;28;2526;1893;2200;86;54;36;6;8;0.29;162;1731;15.79;0
hector-herrera;HOU;30;29;2534;1787;2068;86.4;50;95;56;17;0.6;145;1642;34.78;0
joao-paulo;SEA;31;30;2472;1774;2008;88.3;27;39;18;5;0.18;140;1634;21.43;0
andreu-fontas;SKC;28;27;2393;1735;1940;89.4;7;0;0;1;0.04;126;1609;0;0
aidan-morris;CLB;30;30;2587;1727;1868;92.5;28;1;3;7;0.24;85;1642;27.27;0
jackson-ragen;SEA;32;32;2845;1621;1792;90.5;4;0;0;4;0.13;145;1476;0;0
jackson-yueill;SJ;31;31;2723;1610;1826;88.2;25;0;3;5;0.17;77;1533;25;0
dave-romney;NE;34;34;3060;1564;1839;85;4;0;0;1;0.03;120;1444;0;0
connor-ronan;COL;34;33;2856;1548;1789;86.5;56;121;69;11;0.35;162;1386;35.75;0
justen-glad;RSL;32;31;2718;1530;1739;88;5;0;1;0;0;154;1376;33.33;0
thiago-almada;ATL;31;31;2730;1514;1800;84.1;77;67;30;19;0.63;154;1360;24.59;0
thiago-martins-bueno;NYC;26;24;2185;1509;1676;90;2;0;0;1;0.04;92;1417;0;0
ranko-veselinovic;VAN;32;31;2824;1505;1700;88.5;5;0;0;2;0.06;85;1420;0;0
artur;HOU;34;31;2736;1486;1645;90.3;8;0;2;0;0;102;1384;15.38;0
darlington-nagbe;CLB;34;32;2791;1485;1587;93.6;20;1;0;1;0.03;25;1460;0;0
rodrigues;SJ;34;34;3000;1462;1720;85;7;0;0;2;0.06;121;1341;0;0
yeimar-gomez-andrade;SEA;33;32;2886;1448;1720;84.2;5;0;0;0;0;96;1352;0;0
jack-maher;NSH;32;32;2880;1442;1629;88.5;4;0;1;0;0;129;1313;50;0
matt-polster;NE;31;31;2738;1440;1634;88.1;16;0;0;2;0.07;103;1337;0;0
joel-waterman;MTL;28;27;2375;1430;1645;86.9;4;0;1;3;0.11;168;1262;8.33;0
ilie-sanchez;LAFC;34;31;2607;1391;1605;86.7;18;0;0;3;0.1;89;1302;0;0
gaston-brugman;LA;22;21;1897;1388;1563;88.8;21;8;3;2;0.09;101;1287;15.79;0
robin-jansson;ORL;34;31;2880;1380;1613;85.5;6;0;0;0;0;107;1273;0;0
tristan-blackmon;VAN;30;28;2518;1376;1567;87.8;5;0;0;0;0;95;1281;0;0
adilson-malanda;CLT;29;29;2569;1375;1683;81.7;4;0;2;1;0.04;112;1263;50;0
cesar-araujo;ORL;33;31;2733;1368;1586;86.3;20;0;0;4;0.13;114;1254;0;0
carles-gil;NE;32;29;2618;1368;1632;83.8;88;116;46;15;0.52;156;1212;25;0
daniel-pereira;ATX;32;29;2529;1338;1517;88.2;22;1;8;8;0.28;101;1237;28.57;0
miles-robinson;ATL;27;26;2367;1324;1538;86.1;1;0;0;1;0.04;73;1251;0;0
nkosi-tafari;DAL;30;27;2486;1319;1573;83.8;4;0;2;4;0.14;110;1209;66.67;0
albert-rusnak;SEA;32;30;2627;1313;1482;88.6;37;48;11;4;0.14;98;1215;23.4;0
ashley-westwood;CLT;29;29;2531;1300;1538;84.5;33;73;23;4;0.14;79;1221;21.7;0
brooks-lennon;ATL;33;32;2881;1297;1483;87.5;48;90;63;10;0.31;62;1235;31.03;0
julio-cascante;ATX;24;24;2065;1293;1472;87.8;4;0;0;4;0.17;99;1194;0;0
remi-walter;SKC;33;29;2736;1290;1407;91.7;16;1;6;4;0.13;110;1180;26.09;0
marky-delgado;LA;30;25;2317;1281;1460;87.7;36;2;7;3;0.12;42;1239;14.29;0
andreas-maxso;COL;33;33;2925;1265;1422;89;5;0;0;0;0;60;1205;0;0
keaton-parks;NYC;32;30;2515;1257;1426;88.2;27;0;1;3;0.11;68;1189;11.11;0
james-sands;NYC;26;24;2168;1253;1407;89;6;0;0;0;0;67;1186;0;0
juan-jose-purata;ATL;28;24;2133;1249;1399;89.3;6;0;0;0;0;78;1171;0;0
michael-boxall;MIN;32;32;2856;1247;1416;88.1;7;0;0;0;0;91;1156;0;0
dany-rosero;SKC;26;26;2264;1246;1380;90.3;4;0;0;0;0;97;1149;0;0
;LAFC;29;28;2434;1240;1452;85.4;26;0;12;2;0.07;51;1189;20;0
miguel-tapias;MIN;32;32;2860;1239;1459;84.9;4;0;1;0;0;132;1107;100;0
mateusz-klich;DC;32;31;2723;1219;1470;82.9;72;93;58;9;0.3;79;1140;31.52;0
alexander-ring;ATX;28;25;2154;1206;1429;84.4;14;5;8;5;0.21;114;1092;29.63;0
alex-roldan;SEA;28;27;2425;1206;1452;83.1;28;0;25;4;0.15;62;1144;28.41;0
nicolas-lodeiro;SEA;33;28;2481;1191;1487;80.1;58;108;54;10;0.36;52;1139;26.09;0
daniel-lovitz;NSH;32;32;2847;1175;1515;77.6;31;66;33;5;0.16;129;1046;25.78;0
matheus-rossetto;ATL;30;19;1832;1175;1284;91.5;19;0;1;1;0.05;45;1130;33.33;0
sergii-kryvstov;MIA;26;25;2113;1169;1338;87.4;2;0;0;0;0;111;1058;0;0
wil-trapp;MIN;30;28;2425;1162;1362;85.3;21;3;6;1;0.04;101;1061;46.15;0
kamal-miller;MIA;22;21;1845;1159;1302;89;8;0;1;0;0;97;1062;25;0
nathan-byrne;CLT;31;29;2600;1130;1385;81.6;8;0;8;1;0.03;77;1053;17.78;0
matt-miazga;CIN;27;27;2384;1125;1297;86.7;6;0;0;1;0.04;101;1024;0;0
sebastien-ibeagha;DAL;31;26;2382;1109;1320;84;0;0;0;1;0.04;46;1063;0;0
diego-chara;POR;29;28;2565;1094;1249;87.6;10;0;2;4;0.14;82;1012;28.57;0
jack-elliott;PHI;32;31;2790;1076;1317;81.7;7;0;1;1;0.03;153;923;100;0
erik-thommy;SKC;34;32;2601;1075;1224;87.8;38;48;32;11;0.38;75;1000;25.6;0
jonathan-osorio;TOR;21;21;1877;1072;1212;88.5;21;3;1;6;0.29;22;1050;25;0
yerson-mosquera;CIN;26;25;2252;1065;1310;81.3;5;0;0;1;0.04;74;991;0;0
rafael-czichos;CHI;32;28;2511;1059;1247;84.9;1;0;0;0;0;104;955;0;0
obinna-nwobodo;CIN;30;30;2587;1059;1227;86.3;17;0;2;5;0.17;53;1006;22.22;0
andres-cubas;VAN;28;27;2144;1055;1216;86.8;7;0;0;3;0.13;105;950;0;0
maxime-chanot;NYC;19;19;1710;1052;1197;87.9;0;0;0;0;0;92;960;0;0
braian-ojeda;RSL;30;22;2160;1044;1217;85.8;21;0;12;4;0.17;126;918;70.59;0
dixon-arroyo;MIA;24;21;1788;1036;1176;88.1;6;0;0;0;0;105;931;0;0
alvaro-barreal;CIN;34;32;2822;1034;1351;76.5;67;68;66;9;0.29;89;945;30.14;0
malte-amundsen;CLB;22;21;1893;1030;1169;88.1;10;1;5;3;0.14;55;975;35.71;0
mark-anthony-kaye;TOR;21;21;1843;1022;1191;85.8;14;0;2;0;0;47;975;40;0
amine-bassi;HOU;28;25;2014;1012;1144;88.5;48;13;15;4;0.18;54;958;36.59;0
dejuan-jones;NE;25;24;2164;1010;1213;83.3;18;2;15;7;0.29;45;965;26.79;0
danny-wilson;COL;29;25;2315;1006;1260;79.8;5;0;1;1;0.04;134;872;100;0
junior-moreno;CIN;29;26;2263;1005;1112;90.4;12;0;4;2;0.08;57;948;100;0
leo-vaisanen;ATX;21;20;1763;999;1139;87.7;5;0;2;1;0.05;46;953;66.67;0
gaston-gimenez;CHI;31;27;2210;995;1175;84.7;16;25;13;2;0.08;86;909;30.23;0
jakob-glesnes;PHI;31;31;2790;992;1239;80.1;8;0;0;0;0;171;821;0;0
luciano-acosta;CIN;32;29;2612;991;1324;74.8;87;83;36;14;0.48;57;934;29.75;0
micael-dos-santos-silva;HOU;24;22;1977;983;1137;86.5;1;0;0;0;0;66;917;0;0
hassani-dotson;MIN;34;29;2573;979;1188;82.4;32;0;8;4;0.14;50;929;25.81;0
tim-parker;STL;29;29;2565;978;1161;84.2;2;0;0;0;0;64;914;0;0
gabriele-corbo;MTL;28;25;2285;973;1177;82.7;7;0;1;2;0.08;134;839;10;0
mauricio-pereyra;ORL;31;27;2127;965;1197;80.6;41;45;19;12;0.51;80;885;27.94;0
calegari;LA;22;22;1935;960;1093;87.8;20;1;10;2;0.09;32;928;32.26;0
tayvon-gray;NYC;28;24;2047;960;1135;84.6;4;0;5;1;0.04;53;907;21.74;0
ryan-hollingshead;LAFC;32;25;2345;960;1183;81.2;23;0;1;1;0.04;26;934;16.67;0
dario-zuparic;POR;31;31;2790;960;1200;80;4;0;0;1;0.03;108;852;0;0
george-campbell;MTL;26;21;1852;955;1147;83.3;2;0;0;1;0.05;56;899;0;0
jamiro-monteiro;SJ;28;25;2139;953;1084;87.9;23;0;4;5;0.21;39;914;22.22;0
sean-nealis;RBNY;31;31;2718;952;1265;75.3;3;0;0;1;0.03;44;908;0;0
nouhou;SEA;28;23;2049;949;1128;84.1;9;0;11;0;0;55;894;36.67;0
eduard-lowen;STL;29;25;2311;944;1271;74.3;37;87;36;14;0.55;94;850;24.32;0
facundo-quignon;DAL;29;22;1917;941;1121;83.9;9;0;1;3;0.14;38;903;25;0
santiago-rodriguez;NYC;31;28;2579;934;1122;83.2;61;62;39;8;0.28;56;878;34.21;0
rudy-camacho;MTL;20;19;1613;933;1077;86.6;2;0;0;0;0;71;862;0;0
