name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
yevhen-cheberko;CLB;7;7;630;614;668;91.9;4;0;0;0;0;7;239;0;36
jeppe-tverskov;SD;7;7;630;530;577;91.8;9;0;1;2;0.29;16;143;25;14
christopher-mcvey;SD;7;7;630;506;546;92.7;2;0;0;0;0;16;119;0;13
jackson-ragen;SEA;7;6;561;454;488;93;4;0;0;0;0;27;96;0;22
maya-yoshida;LA;6;6;525;449;484;92.8;2;0;0;0;0;18;95;0;7
noah-eile;RBNY;7;7;630;439;507;86.6;1;0;0;1;0.14;11;112;0;22
ranko-veselinovic;VAN;7;7;630;438;463;94.6;2;0;0;0;0;12;104;0;10
justen-glad;RSL;7;7;630;426;474;89.9;4;0;1;0;0;16;63;50;19
paddy-mcnair;SD;6;6;505;409;441;92.7;2;0;0;0;0;34;84;0;11
adilson-malanda;CLT;7;7;630;407;461;88.3;1;0;0;1;0.14;35;56;0;9
cristian-roldan;SEA;7;6;548;406;449;90.4;6;0;2;3;0.49;19;147;50;10
jack-mcglynn;HOU;6;6;526;400;453;88.3;18;29;16;2;0.34;16;133;36.36;32
jack-maher;NSH;7;7;630;392;426;92;0;0;0;0;0;16;83;0;12
tristan-blackmon;VAN;6;6;540;391;432;90.5;2;0;0;0;0;15;82;0;19
joel-waterman;MTL;6;6;495;391;439;89.1;3;0;0;0;0;18;66;0;21
dylan-chambost;CLB;7;7;629;386;447;86.3;8;20;2;2;0.29;12;176;10;15
sean-nealis;RBNY;7;6;543;375;407;92.1;1;0;0;0;0;4;141;0;8
edwin-cerrillo;LA;7;7;538;374;400;93.5;4;0;0;1;0.17;8;122;0;3
walker-zimmerman;NSH;7;7;618;374;426;87.8;3;0;0;2;0.29;17;76;0;10
anibal-godoy;SD;6;6;481;368;399;92.2;0;0;0;1;0.19;15;103;0;10
obafemi-awodesu;HOU;7;7;630;360;411;87.6;1;0;0;0;0;9;97;0;5
henry-kessler;STL;7;7;630;351;385;91.2;3;0;0;1;0.14;6;74;0;10
sean-zawadzki;CLB;7;7;630;349;386;90.4;5;0;0;0;0;3;157;0;8
artur;HOU;7;7;630;344;386;89.1;5;0;0;0;0;10;131;0;23
ashley-westwood;CLT;7;7;630;342;403;84.9;2;10;1;0;0;18;89;11.11;23
sergio-oregel;CHI;7;7;599;339;378;89.7;2;0;0;1;0.15;11;132;0;5
tim-ream;CLT;6;6;540;335;382;87.7;1;0;0;0;0;11;81;0;12
daniel-edelman;RBNY;7;7;623;334;382;87.4;3;0;1;0;0;8;125;100;8
rodrigo-schlegel;ORL;7;7;630;334;395;84.6;0;0;0;0;0;4;111;0;32
samuel-rogers;CHI;6;6;487;329;357;92.2;0;0;0;0;0;11;78;0;18
luca-petrasso;MTL;7;7;624;328;401;81.8;6;1;6;1;0.14;15;95;42.86;5
zanka;LA;6;5;465;327;363;90.1;1;0;0;1;0.19;11;51;0;10
brendan-hines-ike;ATX;7;7;630;324;358;90.5;0;0;0;0;0;19;72;0;6
jacob-davis;SKC;7;7;589;323;384;84.1;7;6;6;1;0.15;20;124;25;10
edvard-tagseth;NSH;7;7;629;323;367;88;9;17;6;2;0.29;3;141;30;8
sebastian-berhalter;VAN;7;7;560;320;379;84.4;20;33;16;1;0.16;19;103;36.36;18
