name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
deandre-yedlin;SEA;25;25;2220;858;1036;82.8;21;1;19;4;0.16;36;822;22.35;0
baggio-husidic;LA;34;26;2197;849;1009;84.1;33;4;8;4;0.16;46;803;21.05;0
ibrahim-sekagya;RBNY;25;23;1948;846;970;87.2;3;0;1;0;0;99;747;100;0
steven-beitashour;VAN;27;27;2371;833;1043;79.9;8;0;11;3;0.11;48;785;16.92;0
boniek-garcia;HOU;27;26;2206;830;1024;81;49;24;14;1;0.04;47;783;24.56;0
brad-evans;SEA;26;22;1896;823;1014;81.2;27;24;18;5;0.24;45;778;21.69;0
harry-shipp;CHI;33;26;2346;823;1040;79.1;58;112;55;6;0.23;74;749;32.74;0
cristian-maidana;PHI;26;23;1889;821;1061;77.4;54;97;53;11;0.52;43;778;24.88;0
daigo-kobayashi;NE;34;23;1867;814;951;85.6;31;25;6;4;0.19;43;771;22.22;0
lawrence-olum;SKC;25;21;1853;804;1024;78.5;6;0;1;1;0.05;104;700;33.33;0
jermaine-taylor;HOU;24;23;2012;804;987;81.5;6;0;1;0;0;69;735;25;0
nick-deleon;DC;32;31;2707;798;976;81.8;25;2;9;5;0.17;32;766;18;0
a-j-soares;NE;32;32;2806;798;1036;77;3;0;0;1;0.03;162;636;0;0
steve-clark;CLB;34;34;3060;795;1048;75.9;0;0;0;0;0;256;539;0;0
obafemi-martins;SEA;31;29;2600;790;1082;73;44;4;11;13;0.45;49;741;28.21;0
chris-schuler;RSL;25;25;2154;782;927;84.4;6;0;1;1;0.04;102;680;100;0
felipe-martins;MTL;31;28;2456;779;970;80.3;30;18;13;6;0.22;49;730;22.03;0
david-horst;HOU;31;31;2653;778;975;79.8;2;0;0;1;0.03;64;714;0;0
leonardo;LA;24;20;1837;778;892;87.2;3;0;0;0;0;96;682;0;0
hassoun-camara;MTL;28;26;2365;776;1054;73.6;8;0;3;1;0.04;67;709;15;0
victor-bernardez;SJ;26;25;2231;768;961;79.9;3;0;0;1;0.04;139;629;0;0
graham-zusi;SKC;25;24;2151;759;948;80.1;66;125;70;8;0.33;68;691;32.71;0
nick-hagglund;TOR;25;23;2088;757;962;78.7;9;0;1;3;0.13;60;697;7.69;0
jamison-olave;RBNY;28;28;2519;757;909;83.3;3;0;0;1;0.04;98;659;0;0
michel-garbini-pereira;DAL;25;20;1787;755;987;76.5;29;86;40;5;0.25;113;642;23.26;0
ricardo-clark;HOU;25;24;2087;753;954;78.9;16;0;4;4;0.17;53;700;28.57;0
chad-marshall;SEA;31;31;2790;746;898;83.1;4;0;0;3;0.1;69;677;0;0
scott-caldwell;NE;26;14;1553;745;886;84.1;12;0;0;2;0.12;56;689;0;0
lovel-palmer;CHI;30;29;2625;742;1011;73.4;20;1;24;1;0.03;84;658;23.08;0
chris-klute;COL;25;24;2132;740;952;77.7;22;1;12;1;0.04;43;697;23.53;0
igor-juliao;SKC;23;23;1992;734;944;77.8;16;0;10;2;0.09;44;690;17.54;0
zach-loyd;DAL;29;28;2414;731;899;81.3;7;0;11;0;0;69;662;42.31;0
shane-o-neill;COL;21;21;1890;731;883;82.8;2;0;1;0;0;123;608;14.29;0
collen-warner;TOR;20;19;1617;731;901;81.1;33;57;32;2;0.11;67;664;40.51;0
heath-pearce;MTL;23;20;1822;729;869;83.9;5;0;5;0;0;57;672;50;0
giles-barnes;HOU;34;34;3028;723;921;78.5;33;2;12;5;0.15;40;683;16.22;0
robbie-keane;LA;29;28;2549;723;920;78.6;45;3;16;14;0.49;38;685;36.36;0
luke-mulholland;RSL;31;24;1987;722;918;78.7;30;7;21;7;0.32;54;668;33.87;0
alex;CHI;28;24;1986;705;868;81.2;23;3;9;1;0.05;72;633;22.5;0
je-vaughn-watson;DAL;31;29;2481;699;938;74.5;17;0;7;2;0.07;57;642;23.33;0
marc-burch;COL;22;21;1899;693;892;77.7;25;12;17;3;0.14;80;613;28.81;0
brad-davis;HOU;25;25;2072;690;819;84.3;62;132;63;11;0.48;34;656;29.44;0
michael-harrington;POR;25;21;1749;690;875;78.9;9;0;9;2;0.1;27;663;16.98;0
stefan-ishizaki;LA;30;22;1898;690;860;80.2;48;69;44;7;0.33;45;645;29.14;0
gershon-koffie;VAN;21;17;1541;689;838;82.2;21;0;0;1;0.06;77;612;0;0
robbie-rogers;LA;19;15;1372;689;838;82.2;17;0;16;2;0.13;26;663;25.4;0
shea-salinas;SJ;31;30;2471;672;871;77.2;54;71;69;8;0.29;27;645;28.05;0
bakary-soumare;CHI;26;25;2275;668;854;78.2;0;0;0;0;0;87;581;0;0
jair-benitez;DAL;26;19;1716;665;865;76.9;22;9;22;4;0.21;93;572;29.33;0
pa-modou-kah;POR;20;20;1744;663;855;77.5;2;0;0;0;0;118;545;0;0
tim-cahill;RBNY;23;18;1516;653;789;82.8;15;1;1;2;0.12;44;609;10;0
oswaldo-minda;CHV;20;20;1614;652;763;85.5;10;0;2;0;0;67;585;66.67;0
matt-watson;CHI;27;22;2034;652;824;79.1;9;0;3;1;0.04;42;610;16.67;0
eddie-johnson;DC;26;22;1957;650;791;82.2;16;0;2;3;0.14;36;614;20;0
andres-romero;MTL;29;25;2185;650;851;76.4;32;18;7;3;0.12;56;594;13.21;0
chris-wondolowski;SJ;26;26;2340;637;812;78.5;26;0;4;4;0.15;30;607;36.36;0
bernardo-anor;CLB;27;18;1672;635;764;83.1;19;11;8;1;0.05;26;609;14.55;0
sheanon-williams;PHI;24;23;2088;635;832;76.3;17;0;11;4;0.17;46;589;14.67;0
leonardo-gonzalez;SEA;23;20;1836;634;812;78.1;2;0;5;0;0;21;613;18.52;0
mark-bloom;TOR;26;26;2290;633;879;72;19;0;16;1;0.04;30;603;31.37;0
eric-avila;CHV;29;26;2171;631;831;75.9;12;0;7;1;0.04;24;607;17.95;0
kevin-ellis;SKC;20;16;1538;630;781;80.7;3;0;1;3;0.18;68;562;10;0
chris-tierney;NE;24;21;1930;613;761;80.5;31;49;38;5;0.23;47;566;25.5;0
steven-caldwell;TOR;21;21;1774;611;771;79.3;1;0;0;0;0;66;545;0;0
jared-watts;COL;17;13;1149;610;738;82.7;11;0;0;1;0.08;70;540;0;0
corey-ashe;HOU;21;20;1879;609;789;77.2;10;2;11;3;0.14;29;580;18.64;0
andy-o-brien;VAN;26;25;2258;608;745;81.6;4;0;1;1;0.04;50;558;50;0
giancarlo-gonzalez;CLB;17;17;1530;607;725;83.7;0;0;0;0;0;58;549;0;0
brian-carroll;PHI;21;17;1467;601;714;84.2;13;0;0;1;0.06;52;549;0;0
andy-dorman;NE;16;15;1237;596;716;83.2;2;0;1;1;0.07;70;526;33.33;0
lamar-neagle;SEA;32;27;2248;593;801;74;24;5;15;9;0.36;20;573;21.43;0
donny-toia;CHV;27;24;2240;593;827;71.7;2;0;7;0;0;31;562;24.14;0
doneil-henry;TOR;21;19;1802;583;738;79;2;0;1;0;0;81;502;25;0
jon-busch;SJ;34;34;3060;576;993;58;0;0;0;1;0.03;383;193;0;0
gyasi-zardes;LA;32;26;2392;576;751;76.7;26;2;3;2;0.08;10;566;9.68;0
antonio-dovale;SKC;19;14;1033;575;697;82.5;13;13;10;3;0.26;19;556;23.26;0
jack-jewsbury;POR;19;16;1428;573;702;81.6;5;0;3;2;0.13;36;537;11.54;0
waylon-francis;CLB;24;24;2111;567;761;74.5;24;0;32;7;0.3;25;542;25.4;0
hector-jimenez;CLB;24;19;1694;563;702;80.2;25;0;22;5;0.27;34;529;23.91;0
tyson-wahl;CLB;18;15;1396;561;659;85.1;1;0;0;0;0;47;514;0;0
chris-duvall;RBNY;19;18;1604;557;701;79.5;4;0;13;1;0.06;49;508;28.26;0
fabian-espindola;DC;27;24;2124;557;814;68.4;56;89;59;9;0.38;27;530;33.15;0
agustin-pelletieri;CHV;27;22;1684;556;679;81.9;8;0;2;0;0;61;495;40;0
diego-fagundez;NE;31;25;2142;555;708;78.4;23;8;4;4;0.17;22;533;25;0
paulo-nagamura;SKC;21;21;1745;552;662;83.4;15;0;5;3;0.15;42;510;27.78;0
gaston-fernandez;POR;32;17;1562;537;667;80.5;39;19;12;2;0.12;30;507;31.58;0
steven-birnbaum;DC;21;21;1890;536;685;78.3;1;0;0;0;0;71;465;0;0
erick-torres;CHV;29;29;2510;532;726;73.3;21;0;1;1;0.04;20;512;7.69;0
eric-miller;MTL;21;18;1646;523;658;79.5;9;0;12;1;0.05;20;503;36.36;0
kelyn-rowe;NE;27;21;1960;517;677;76.4;40;99;40;5;0.23;28;489;26.32;0
johnny-leveron;VAN;16;15;1394;515;629;81.9;3;0;0;0;0;61;454;0;0
mauro-rosales;CHV;21;16;1557;515;662;77.8;30;69;34;8;0.46;23;492;19.32;0
kyle-bekker;TOR;20;13;1117;513;621;82.6;17;25;18;0;0;39;474;40.91;0
wandrille-lefevre;MTL;15;13;1220;513;636;80.7;2;0;0;1;0.07;69;444;0;0
luke-moore;TOR;27;22;1977;506;645;78.5;26;1;2;4;0.18;17;489;22.22;0
andrew-driver;HOU;34;22;1897;505;622;81.2;32;14;17;1;0.05;14;491;19.1;0
calum-mallace;MTL;23;12;1122;504;596;84.6;13;1;2;3;0.24;50;454;33.33;0
tony-lochhead;CHV;20;19;1697;501;662;75.7;6;0;5;1;0.05;39;462;17.86;0
armando;RBNY;19;14;1349;500;616;81.2;2;0;0;0;0;60;440;0;0
jorge-villafana;POR;19;17;1577;497;625;79.5;15;0;17;2;0.11;16;481;22.97;0
luis-gil;RSL;26;16;1386;496;627;79.1;19;2;3;2;0.13;31;465;14.29;0
teal-bunbury;NE;31;28;2446;489;686;71.3;26;1;7;6;0.22;11;478;14.29;0
eric-gehrig;CLB;20;14;1178;486;578;84.1;5;0;5;0;0;54;432;14.71;0
jason-hernandez;SJ;20;20;1732;485;597;81.2;4;0;0;0;0;60;425;0;0
adam-moffat;DAL;20;13;1149;484;604;80.1;8;0;1;0;0;37;447;9.09;0
david-ousted;VAN;34;34;3060;480;813;59;2;0;0;1;0.03;227;253;0;0
khari-stephenson;SJ;19;11;1080;478;588;81.3;13;0;2;2;0.17;35;443;25;0
chris-korb;DC;19;15;1376;477;604;79;10;0;14;3;0.2;39;438;28;0
aj-cochran;HOU;19;14;1370;475;617;77;3;0;0;0;0;39;436;0;0
quincy-amarikwa;CHI;32;29;2549;473;638;74.1;40;1;5;5;0.18;13;460;18.52;0
sebastien-le-toux;PHI;29;23;2050;471;640;73.6;35;77;33;7;0.31;20;451;24.09;0
luis-garrido;HOU;11;11;917;468;541;86.5;3;0;0;0;0;22;446;0;0
akira-kaji;CHV;15;14;1270;468;582;80.4;8;0;8;1;0.07;25;443;20;0
fabinho;PHI;19;19;1636;466;619;75.3;20;3;14;2;0.11;16;450;18.42;0
justin-meram;CLB;32;19;1683;465;612;76;21;3;7;4;0.21;32;433;25.93;0
lewis-neal;DC;26;7;899;463;535;86.5;12;5;5;1;0.1;44;419;26.32;0
joao-plata;RSL;26;24;1985;463;557;83.1;45;29;35;6;0.27;14;449;38.89;0
justin-mapp;MTL;23;20;1726;462;588;78.6;32;37;28;8;0.42;31;431;25.45;0
blas-perez;DAL;29;24;2062;462;689;67;19;0;0;6;0.26;22;440;0;0
oriol-rosell;SKC;7;7;594;460;511;90;3;0;0;0;0;71;389;0;0
nick-rimando;RSL;24;24;2160;459;709;64.7;2;0;0;0;0;195;264;0;0
carlos-bocanegra;CHV;18;18;1620;458;576;79.5;4;0;1;0;0;60;398;50;0
sean-johnson;CHI;33;33;2970;455;933;48.8;2;0;0;0;0;275;180;0;0
peguy-luyindula;RBNY;26;15;1385;451;569;79.3;20;2;6;1;0.06;30;421;33.33;0
sebastian-fernandez;VAN;32;24;1968;450;583;77.2;23;6;7;0;0;9;441;14;0
luis-robles;RBNY;34;34;3060;450;816;55.1;0;0;0;0;0;200;250;0;0
josh-williams;CLB;14;13;1123;439;548;80.1;4;0;7;1;0.08;12;427;15.56;0
luis-silva;DC;27;22;1523;437;581;75.2;24;26;13;4;0.24;29;408;34.21;0
bill-hamid;DC;30;30;2700;435;828;52.5;1;0;0;1;0.03;234;201;0;0
liam-ridgewell;POR;15;15;1350;434;582;74.6;4;0;1;1;0.07;64;370;12.5;0
gonzalo-segares;CHI;21;20;1741;433;573;75.6;6;1;3;0;0;16;417;8.57;0
bobby-shuttleworth;NE;32;32;2880;432;924;46.8;0;0;0;0;0;227;205;0;0
gilberto;TOR;28;21;1955;431;573;75.2;33;1;7;5;0.23;11;420;35;0
chris-rolfe;DC;21;20;1679;429;558;76.9;17;8;6;6;0.32;19;410;24;0
mauro-diaz;DAL;17;9;918;428;518;82.6;20;19;10;3;0.29;37;391;33.33;0
shaun-francis;SJ;20;16;1436;426;554;76.9;9;0;7;0;0;27;399;20.59;0
jeff-parke;DC;13;13;1162;422;501;84.2;1;0;0;0;0;58;364;0;0
zac-macmath;PHI;29;29;2610;417;774;53.9;3;0;0;0;0;227;190;0;0
nigel-reo-coker;CHV;9;9;770;416;469;88.7;7;0;1;0;0;18;398;25;0
andres-escobar;DAL;23;18;1590;406;462;87.9;21;37;15;4;0.23;12;394;25;0
mike-magee;CHI;17;17;1519;405;511;79.3;20;23;14;4;0.24;17;388;27.45;0
zach-scott;SEA;18;16;1389;405;504;80.4;4;0;2;0;0;58;347;66.67;0
jalil-anibaba;SEA;16;14;1283;400;501;79.8;5;0;3;1;0.07;26;374;25;0
bobby-burling;CHV;22;20;1807;400;568;70.4;3;0;0;0;0;50;350;0;0
stefan-frei;SEA;34;34;3060;400;736;54.4;1;0;0;0;0;203;197;0;0
;SKC;22;13;1301;400;487;82.1;17;0;6;2;0.14;12;388;22.22;0
bradley-wright-phillips;RBNY;32;29;2573;400;537;74.5;19;0;6;2;0.07;11;389;27.27;0
damarcus-beasley;HOU;10;10;821;398;478;83.3;8;0;4;0;0;20;378;40;0
stephen-keel;DAL;16;14;1307;398;480;82.9;0;0;0;1;0.07;46;352;0;0
dan-kennedy;CHV;33;33;2957;398;807;49.3;0;0;0;0;0;246;152;0;0
cristian-fernandez-salas;DC;15;15;1342;394;569;69.2;12;0;17;1;0.07;68;326;27.87;0
jackson-goncalves;TOR;26;21;1842;393;549;71.6;24;3;12;1;0.05;21;372;19.67;0
fabian-castillo;DAL;27;26;2282;391;550;71.1;16;4;11;4;0.16;16;375;25;0
clint-irwin;COL;26;25;2336;391;665;58.8;1;0;0;0;0;207;184;0;0
ty-harden;SJ;17;13;1226;390;469;83.2;1;0;1;0;0;30;360;50;0
tally-hall;HOU;24;24;2150;389;786;49.5;2;0;0;0;0;175;214;0;0
atiba-harris;SJ;24;19;1585;385;575;67;14;0;9;2;0.11;7;378;23.08;0
servando-carrasco;HOU;16;9;784;381;454;83.9;4;2;2;0;0;57;324;28.57;0
warren-creavalle;HOU;16;10;891;377;459;82.1;6;0;1;0;0;35;342;11.11;0
ambroise-oyongo;RBNY;13;11;1045;377;473;79.7;9;0;4;3;0.26;19;358;13.33;0
jj-koval;SJ;22;9;954;376;485;77.5;5;0;0;0;0;23;353;0;0
brandon-barklage;SJ;13;10;908;375;485;77.3;5;0;7;0;0;33;342;22.58;0
patrick-ianni;CHI;12;11;1013;375;455;82.4;3;0;1;0;0;55;320;33.33;0
joe-bendik;TOR;27;27;2430;374;622;60.1;0;0;0;1;0.04;185;189;0;0
tesho-akindele;DAL;26;18;1748;371;521;71.2;26;0;1;3;0.15;13;358;7.14;0
eric-kronberg;SKC;20;20;1800;371;516;71.9;0;0;0;0;0;132;239;0;0
eriq-zavaleta;CHV;17;15;1323;371;470;78.9;2;0;0;0;0;49;322;0;0
hernan-bernardello;MTL;10;10;844;369;483;76.4;10;26;9;0;0;57;312;25.71;0
marco-di-vaio;MTL;26;17;1739;369;497;74.3;22;25;11;4;0.21;28;341;40.74;0
dillon-serna;COL;27;18;1623;367;510;72;27;18;15;4;0.22;19;348;28.85;0
leandro-barrera;CHV;32;24;2071;365;489;74.6;26;31;38;2;0.09;14;351;21.97;0
cordell-cato;SJ;27;16;1577;363;491;73.9;16;6;18;2;0.11;12;351;20.22;0
yannick-djalo;SJ;18;13;1136;360;450;80;16;1;2;2;0.16;5;355;8;0
erik-hurtado;VAN;30;19;1805;358;463;77.3;27;0;4;3;0.15;6;352;21.05;0
jaime-penedo;LA;29;29;2610;355;686;51.8;0;0;0;0;0;163;192;0;0
jhon-kennedy-hurtado;CHI;19;19;1632;354;455;77.8;3;0;0;0;0;42;312;0;0
kekuta-manneh;VAN;29;13;1198;354;466;76;21;1;5;2;0.15;4;350;14.29;0
deshorn-brown;COL;30;26;2288;353;459;76.9;15;0;9;0;0;12;341;23.68;0
will-bruin;HOU;27;24;2074;353;496;71.2;34;0;3;1;0.04;11;342;17.65;0
ethan-finlay;CLB;29;21;1898;353;461;76.6;27;2;18;7;0.33;8;345;27.27;0
dominic-oduro;TOR;24;17;1514;353;464;76.1;20;1;14;5;0.3;12;341;33.33;0
danny-o-rourke;POR;12;10;975;349;412;84.7;2;0;0;0;0;40;309;0;0
thomas-piermayr;COL;14;14;1146;348;491;70.9;4;3;7;0;0;56;292;24.14;0
nathan-sturgis;CHV;16;9;885;341;419;81.4;9;6;4;0;0;20;321;20;0
clarence-goodson;SJ;10;10;900;337;398;84.7;5;0;0;1;0.1;38;299;0;0
tommy-meyer;LA;12;10;926;329;412;79.8;2;0;0;0;0;44;285;0;0
darrius-barnes;NE;22;16;1628;328;440;74.5;4;0;3;2;0.11;10;318;18.75;0
nigel-reo-coker;VAN;12;8;697;327;394;83;4;0;2;2;0.26;23;304;20;0
donovan-ricketts;POR;32;32;2861;327;673;48.6;2;0;0;0;0;157;170;0;0
marlon-hairston;COL;22;9;988;324;411;78.8;16;0;0;1;0.09;13;311;0;0
marky-delgado;CHV;20;12;1120;323;457;70.7;10;2;8;1;0.08;19;304;30.77;0
djimi-traore;SEA;15;13;1159;323;412;78.4;1;0;0;0;0;29;294;0;0
carlos-salcedo;RSL;12;8;800;320;376;85.1;2;0;3;0;0;57;263;60;0
rodney-wallace;POR;17;12;1058;320;411;77.9;9;0;5;1;0.09;4;316;10.42;0
taylor-kemp;DC;13;12;1083;319;454;70.3;2;0;2;2;0.17;41;278;7.69;0
hendry-thomas;DAL;10;9;770;314;374;84;2;0;0;1;0.12;27;287;0;0
jermaine-jones;NE;10;7;613;312;395;79;2;0;1;4;0.59;36;276;25;0
moises-hernandez;DAL;17;13;1116;311;426;73;8;3;9;0;0;37;274;27.27;0
darren-mattocks;VAN;30;20;1802;311;431;72.2;13;5;4;3;0.15;9;302;28.57;0
micheal-azira;SEA;14;6;606;310;364;85.2;6;2;4;0;0;31;279;80;0
bradley-orr;TOR;19;14;1144;309;456;67.8;2;0;2;1;0.08;55;254;33.33;0
kamani-hill;COL;15;11;866;307;364;84.3;18;0;4;0;0;10;297;28.57;0
kosuke-kimura;RBNY;13;10;883;300;358;83.8;5;0;9;3;0.31;11;289;36;0
krzysztof-krol;MTL;12;11;961;298;394;75.6;5;1;5;1;0.09;15;283;15.63;0
jack-mcinerney;MTL;26;21;1804;298;416;71.6;20;0;4;1;0.05;16;282;30.77;0
bobby-convey;RBNY;13;9;743;295;357;82.6;8;3;8;0;0;8;287;42.11;0
norberto-paparatto;POR;13;12;1049;293;391;74.9;2;0;0;0;0;33;260;0;0
jay-demerit;VAN;11;11;924;289;343;84.3;2;0;0;0;0;17;272;0;0
andy-rose;SEA;16;5;552;289;355;81.4;7;1;2;1;0.16;14;275;20;0
ben-zemanski;POR;13;7;734;289;340;85;6;0;0;0;0;19;270;0;0
fanendo-adi;POR;24;18;1512;288;382;75.4;17;0;1;4;0.24;3;285;20;0
conor-casey;PHI;25;18;1434;285;434;65.7;20;0;2;2;0.13;20;265;18.18;0
chris-ritter;CHI;10;8;636;285;342;83.3;6;0;0;0;0;25;260;0;0
logan-pause;CHI;12;6;654;283;325;87.1;4;0;3;0;0;13;270;75;0
grant-ward;CHI;23;12;1051;283;350;80.9;9;4;16;2;0.17;9;274;26.67;0
vicente-sanchez;COL;17;12;1011;282;356;79.2;25;39;20;0;0;31;251;26.67;0
carlos-alvarez;CHV;11;7;694;277;345;80.3;6;3;4;0;0;16;261;36.36;0
chad-barrett;SEA;26;8;867;277;368;75.3;9;0;3;1;0.1;14;263;10.34;0
andrew-wenger;PHI;28;19;1834;276;442;62.4;23;0;16;4;0.2;9;267;27.12;0
dylan-remick;SEA;13;8;692;273;340;80.3;6;0;7;0;0;5;268;31.82;0
gabriel-torres;COL;23;11;1090;273;333;82;20;7;8;1;0.08;26;247;27.59;0
greg-cochrane;CHI;12;12;1063;270;376;71.8;5;1;10;2;0.17;20;250;27.78;0
troy-perkins;MTL;21;21;1890;269;553;48.6;1;0;0;1;0.05;159;110;0;0
chance-myers;SKC;7;7;576;268;342;78.4;9;0;5;1;0.16;25;243;45.45;0
raul-fernandez;DAL;21;20;1818;264;491;53.8;1;0;0;0;0;158;106;0;0
abdoulie-mansally;RSL;11;6;655;263;328;80.2;4;1;5;1;0.14;28;235;20.83;0
