name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
wil-trapp;CLB;34;34;3035;2034;2277;89.3;16;0;1;5;0.15;158;1876;20;0
michael-bradley;TOR;30;30;2700;2033;2305;88.2;27;32;15;2;0.07;161;1872;37.5;0
ilie-sanchez;SKC;33;33;2970;1959;2295;85.4;25;11;5;2;0.06;191;1768;38.46;0
ibson;MIN;31;29;2660;1883;2187;86.1;30;41;12;6;0.2;141;1742;19.67;0
dax-mccarty;CHI;28;28;2465;1737;2015;86.2;21;0;2;5;0.18;160;1577;28.57;0
nicolas-lodeiro;SEA;33;33;2965;1697;2107;80.5;86;152;70;12;0.36;88;1609;29.41;0
alexander-callens;NYC;34;34;3060;1673;1947;85.9;1;0;0;0;0;153;1520;0;0
leandro-gonzalez-pirez;ATL;32;32;2812;1637;1960;83.5;5;0;0;3;0.1;265;1372;0;0
haris-medunjanin;PHI;34;34;3057;1635;1977;82.7;80;138;56;12;0.35;210;1425;31.64;0
sacha-kljestan;RBNY;32;28;2582;1623;2047;79.3;103;154;73;17;0.59;48;1575;35.96;0
michael-parkhurst;ATL;33;33;2906;1573;1829;86;5;0;0;0;0;207;1366;0;0
cristian-roldan;SEA;33;33;2960;1565;1862;84;41;5;18;3;0.09;126;1439;30.51;0
matt-besler;SKC;26;26;2339;1550;1805;85.9;3;0;2;4;0.15;178;1372;50;0
felipe-martins;RBNY;33;33;2961;1541;1891;81.5;26;16;11;5;0.15;79;1462;23.91;0
osvaldo-alonso;SEA;26;24;2074;1523;1674;91;12;0;3;3;0.13;169;1354;27.27;0
alexander-ring;NYC;29;29;2604;1495;1807;82.7;15;1;1;4;0.14;180;1315;9.09;0
bastian-schweinsteiger;CHI;24;23;1993;1486;1715;86.7;32;17;8;6;0.27;206;1280;24.24;0
roger-espinoza;SKC;30;30;2677;1481;1760;84.2;29;2;5;3;0.1;209;1272;26.32;0
johan-kappelhof;CHI;33;33;2881;1469;1724;85.2;5;0;4;4;0.12;127;1342;30.77;0
ike-opara;SKC;30;30;2700;1465;1699;86.2;9;0;0;0;0;128;1337;0;0
carlos-carmona;ATL;31;30;2684;1443;1617;89.2;14;0;4;2;0.07;108;1335;50;0
victor-vazquez;TOR;31;28;2382;1376;1631;84.4;67;85;37;16;0.6;160;1216;32.17;0
maximiliano-moralez;NYC;29;28;2523;1354;1637;82.7;70;81;37;9;0.32;140;1214;30.08;0
anibal-godoy;SJ;26;24;2134;1340;1476;90.8;19;10;2;1;0.04;150;1190;18.18;0
joao-meira;CHI;30;27;2412;1291;1434;90;2;0;0;2;0.07;122;1169;0;0
gustav-svensson;SEA;32;30;2645;1257;1453;86.5;11;0;2;4;0.14;129;1128;16.67;0
carlos-gruezo;DAL;31;30;2613;1233;1439;85.7;18;0;0;4;0.14;147;1086;0;0
darlington-nagbe;POR;27;27;2332;1233;1338;92.2;32;0;1;5;0.19;62;1171;50;0
