name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
osvaldo-alonso;SEA;32;32;2826;2012;2214;90.9;23;0;3;4;0.13;230;1782;27.27;0
wil-trapp;CLB;30;29;2543;1718;1951;88.1;12;2;3;1;0.04;148;1570;27.27;0
michael-bradley;TOR;24;24;2160;1511;1807;83.6;31;46;17;5;0.21;214;1297;25;0
javier-morales;RSL;29;23;2182;1462;1712;85.4;69;61;42;4;0.16;78;1384;35;0
michael-parkhurst;CLB;34;34;3036;1460;1728;84.5;7;0;2;2;0.06;176;1284;100;0
andrea-pirlo;NYC;32;32;2770;1454;1788;81.3;58;123;43;11;0.36;248;1206;33.59;0
felipe-martins;RBNY;33;33;2898;1410;1840;76.6;24;10;11;7;0.22;99;1311;18.33;0
dax-mccarty;RBNY;27;26;2268;1367;1677;81.5;19;0;2;5;0.2;52;1315;25;0
frederic-brillant;NYC;31;31;2790;1339;1601;83.6;2;0;0;0;0;149;1190;0;0
sam-cronin;COL;33;33;2924;1327;1617;82.1;29;0;6;3;0.09;154;1173;26.09;0
kyle-beckerman;RSL;27;27;2367;1319;1598;82.5;26;1;7;1;0.04;127;1192;46.67;0
scott-caldwell;NE;32;31;2622;1294;1490;86.8;23;0;1;3;0.1;86;1208;10;0
micheal-azira;COL;31;28;2503;1292;1541;83.8;14;0;0;1;0.04;122;1170;0;0
cristian-roldan;SEA;33;28;2632;1291;1549;83.3;15;2;8;3;0.1;83;1208;20.51;0
matias-laba;VAN;32;32;2729;1244;1460;85.2;12;0;1;0;0;130;1114;33.33;0
drew-moor;TOR;32;32;2880;1238;1439;86;4;0;1;0;0;118;1120;33.33;0
harrison-afful;CLB;30;30;2567;1216;1505;80.8;27;0;27;3;0.11;95;1121;19.57;0
sacha-kljestan;RBNY;32;30;2624;1193;1594;74.8;90;143;70;20;0.69;41;1152;40.23;0
roger-espinoza;SKC;30;30;2679;1180;1479;79.8;32;0;9;5;0.17;132;1048;27.27;0
keegan-rosenberry;PHI;34;34;3060;1150;1486;77.4;28;1;21;2;0.06;147;1003;19.44;0
daniel-steres;LA;31;29;2656;1143;1368;83.5;4;0;0;1;0.03;169;974;0;0
joevin-jones;SEA;33;29;2547;1139;1360;83.8;26;0;20;3;0.11;68;1071;19.61;0
tyrone-mears;SEA;32;32;2835;1135;1382;82.1;27;2;28;2;0.06;93;1042;23.93;0
benny-feilhaber;SKC;30;28;2563;1132;1403;80.7;52;81;35;13;0.46;140;992;29.66;0
mohammed-saeid;CLB;25;24;2016;1114;1249;89.2;33;70;31;5;0.22;67;1047;31.63;0
marcelo-sarvas;DC;28;26;2247;1110;1368;81.1;25;1;5;2;0.08;117;993;31.25;0
diego-chara;POR;30;30;2600;1108;1308;84.7;15;0;0;1;0.03;100;1008;0;0
pedro-morales;VAN;27;26;2073;1103;1323;83.4;30;14;10;6;0.26;170;933;20;0
darlington-nagbe;POR;27;27;2416;1103;1227;89.9;34;7;4;5;0.19;58;1045;17.39;0
lee-nguyen;NE;33;33;2900;1102;1376;80.1;79;65;36;10;0.31;76;1026;29.51;0
nigel-de-jong;LA;18;18;1561;1099;1260;87.2;7;0;1;0;0;133;966;25;0
andoni-iraola;NYC;29;25;2180;1099;1267;86.7;6;0;3;1;0.04;58;1041;23.08;0
tony-tchani;CLB;21;20;1791;1071;1276;83.9;29;0;2;3;0.15;112;959;22.22;0
chad-marshall;SEA;30;30;2634;1063;1252;84.9;2;0;0;0;0;137;926;0;0
axel-sjoberg;COL;31;31;2772;1053;1280;82.3;2;0;0;1;0.03;119;934;0;0
anibal-godoy;SJ;23;23;1941;1050;1174;89.4;19;28;12;2;0.09;108;942;33.33;0
jonathan-osorio;TOR;30;26;2440;1008;1158;87;35;5;2;5;0.18;34;974;15.38;0
servando-carrasco;ORL;31;21;2001;1006;1195;84.2;16;3;6;2;0.09;103;903;31.58;0
walker-zimmerman;DAL;30;30;2700;996;1271;78.4;4;0;0;0;0;94;902;0;0
soni-mustivar;SKC;25;24;2095;995;1193;83.4;12;0;1;0;0;115;880;25;0
laurent-ciman;MTL;28;28;2484;994;1231;80.8;6;0;2;0;0;202;792;50;0
marvell-wynne;SJ;32;31;2769;990;1198;82.6;7;0;3;1;0.03;84;906;10.71;0
andrew-farrell;NE;33;32;2891;984;1302;75.6;18;0;9;1;0.03;123;861;30;0
jonathan-campbell;CHI;33;30;2823;979;1230;79.6;5;0;2;1;0.03;142;837;50;0
sebastian-lletget;LA;31;23;2057;971;1116;87;23;2;15;8;0.35;48;923;23.81;0
diego-valeri;POR;30;30;2634;968;1293;74.9;83;111;52;7;0.24;78;890;25.87;0
jelle-van-damme;LA;28;28;2436;962;1307;73.6;7;0;3;4;0.15;151;811;20;0
matt-hedges;DAL;26;26;2334;952;1176;81;6;0;0;0;0;124;828;0;0
demar-phillips;RSL;29;23;2177;945;1232;76.7;8;1;12;5;0.21;50;895;13.95;0
