name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
ubusuku-abukusumo;CLB;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0
jeff-agoos;DC;29;27;2412;0;0;0;0;0;0;3;0.11;0;0;0;0
damian;DAL;19;19;1479;0;0;0;0;0;0;7;0.43;0;0;0;0
rafael-amaya;COL;7;3;236;0;0;0;0;0;0;1;0.38;0;0;0;0
mike-ammann;SKC;29;29;2597;0;0;0;0;0;0;1;0.03;0;0;0;0
chris-armas;LA;28;28;2307;0;0;0;0;0;0;5;0.2;0;0;0;0
imad-baba;NE;29;28;2391;0;0;0;0;0;0;5;0.19;0;0;0;0
derek-backman;TB;3;2;188;0;0;0;0;0;0;0;0;0;0;0;0
jeff-baicher;SJ;32;20;2031;0;0;0;0;0;0;2;0.09;0;0;0;0
marcelo-balboa;COL;28;28;2520;0;0;0;0;0;0;3;0.11;0;0;0;0
shaun-bartlett;RBNY;13;10;873;0;0;0;0;0;0;0;0;0;0;0;0
shaun-bartlett;COL;10;5;578;0;0;0;0;0;0;2;0.31;0;0;0;0
brian-bates;COL;11;7;540;0;0;0;0;0;0;0;0;0;0;0;0
joao-batista;TB;17;12;1051;0;0;0;0;0;0;1;0.09;0;0;0;0
scott-benedetti;COL;3;1;133;0;0;0;0;0;0;0;0;0;0;0;0
;RBNY;16;14;1200;0;0;0;0;0;0;2;0.15;0;0;0;0
;CLB;12;10;847;0;0;0;0;0;0;0;0;0;0;0;0
jose-botello;LA;7;0;151;0;0;0;0;0;0;1;0.6;0;0;0;0
sean-bowers;SKC;26;24;2017;0;0;0;0;0;0;0;0;0;0;0;0
paul-bravo;COL;30;27;2445;0;0;0;0;0;0;6;0.22;0;0;0;0
scott-budnick;TB;9;8;737;0;0;0;0;0;0;0;0;0;0;0;0
mike-burns;NE;32;32;2880;0;0;0;0;0;0;2;0.06;0;0;0;0
altimont-butler;CLB;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0
dan-calichman;LA;32;32;2848;0;0;0;0;0;0;0;0;0;0;0;0
paul-caligiuri;LA;16;16;1406;0;0;0;0;0;0;2;0.13;0;0;0;0
jorge-campos;LA;19;19;1687;0;0;0;0;0;0;2;0.11;0;0;0;0
marcelo-carrera;CLB;20;14;1224;0;0;0;0;0;0;2;0.15;0;0;0;0
jeff-cassar;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tote-castaneda;COL;24;18;1642;0;0;0;0;0;0;2;0.11;0;0;0;0
jeff-causey;NE;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0
jeff-causey;DC;6;5;451;0;0;0;0;0;0;0;0;0;0;0;0
ronald-cerritos;SJ;22;22;1847;0;0;0;0;0;0;10;0.49;0;0;0;0
ted-chronopoulos;NE;30;30;2624;0;0;0;0;0;0;1;0.03;0;0;0;0
mark-chung;SKC;32;32;2871;0;0;0;0;0;0;8;0.25;0;0;0;0
mauricio-cienfuegos;LA;22;22;1980;0;0;0;0;0;0;12;0.55;0;0;0;0
mike-clark;CLB;31;28;2484;0;0;0;0;0;0;2;0.07;0;0;0;0
braeden-cloutier;RBNY;17;10;922;0;0;0;0;0;0;1;0.1;0;0;0;0
chiquinho-conde;NE;17;17;1500;0;0;0;0;0;0;4;0.24;0;0;0;0
chiquinho-conde;TB;8;8;649;0;0;0;0;0;0;2;0.28;0;0;0;0
ramiro-corrales;SJ;14;11;1033;0;0;0;0;0;0;0;0;0;0;0;0
scott-coufal;NE;4;4;360;0;0;0;0;0;0;0;0;0;0;0;0
arnold-cruz;SJ;20;18;1608;0;0;0;0;0;0;2;0.11;0;0;0;0
arnold-cruz;DC;5;5;450;0;0;0;0;0;0;1;0.2;0;0;0;0
cristian-da-silva;RBNY;14;6;592;0;0;0;0;0;0;1;0.15;0;0;0;0
nino-da-silva;SKC;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0
eric-dade;DAL;15;14;1306;0;0;0;0;0;0;0;0;0;0;0;0
