name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
andreu-fontas;SKC;33;33;2970;2515;2818;89.3;11;0;2;1;0.03;192;2323;66.67;0
ilie-sanchez;SKC;30;27;2506;1924;2172;88.6;11;0;0;0;0;233;1691;0;0
michael-bradley;TOR;32;30;2690;1912;2166;88.3;29;50;11;5;0.17;117;1795;18.64;0
alexander-ring;ATX;31;31;2708;1833;2126;86.2;22;0;2;3;0.1;226;1607;18.18;0
darlington-nagbe;CLB;33;33;2910;1589;1686;94.3;22;1;0;5;0.15;72;1517;0;0
anton-walkes;ATL;33;32;2776;1551;1771;87.6;3;0;0;2;0.06;98;1453;0;0
rudy-camacho;MTL;31;31;2746;1545;1750;88.3;6;0;1;0;0;97;1448;50;0
luis-martins;SKC;34;33;2959;1544;1801;85.7;26;2;16;4;0.12;75;1469;11.27;0
joao-paulo;SEA;31;28;2541;1525;1857;82.1;62;111;58;11;0.39;132;1393;33.92;0
santiago-sosa;ATL;25;25;2198;1499;1727;86.8;15;0;1;0;0;143;1356;14.29;0
wil-trapp;MIN;31;31;2733;1477;1692;87.3;23;5;4;1;0.03;115;1362;21.05;0
jack-price;COL;30;30;2537;1456;1620;89.9;56;134;68;12;0.43;171;1285;35.42;0
justen-glad;RSL;31;31;2787;1443;1722;83.8;8;0;1;0;0;142;1301;8.33;0
andrew-farrell;NE;33;33;2970;1424;1669;85.3;4;0;0;2;0.06;190;1234;0;0
kamal-miller;MTL;27;26;2377;1399;1589;88;9;0;1;3;0.11;83;1316;12.5;0
auston-trusty;COL;33;33;2970;1366;1587;86.1;14;0;3;3;0.09;83;1283;30;0
jonathan-mensah;CLB;29;28;2537;1354;1557;87;3;0;0;1;0.04;108;1246;0;0
dave-romney;NSH;33;33;2970;1330;1529;87;10;0;4;2;0.06;131;1199;36.36;0
miles-robinson;ATL;26;25;2295;1310;1558;84.1;7;0;1;1;0.04;84;1226;50;0
eduard-atuesta;LAFC;24;24;2130;1308;1599;81.8;36;77;36;8;0.34;53;1255;31.58;0
albert-rusnak;RSL;34;34;3045;1306;1473;88.7;79;138;55;11;0.33;115;1191;33.95;0
jackson-yueill;SJ;29;28;2558;1306;1483;88.1;23;9;8;0;0;105;1201;29.63;0
marky-delgado;TOR;30;27;2372;1303;1571;82.9;35;4;9;2;0.08;64;1239;30;0
diego-chara;POR;28;27;2448;1292;1479;87.4;26;0;2;2;0.07;90;1202;20;0
matt-polster;NE;30;27;2279;1286;1428;90.1;8;1;2;0;0;94;1192;40;0
keaton-parks;NYC;31;28;2444;1278;1486;86;34;0;5;3;0.11;55;1223;45.45;0
victor-wanyama;MTL;27;27;2365;1276;1478;86.3;15;0;0;1;0.04;116;1160;0;0
julio-cascante;ATX;31;27;2417;1272;1427;89.1;6;0;0;2;0.07;77;1195;0;0
matt-besler;ATX;20;20;1752;1264;1401;90.2;4;0;1;0;0;79;1185;50;0
alvaro-medran;CHI;32;26;2288;1261;1559;80.9;62;101;47;6;0.24;92;1169;31.33;0
james-sands;NYC;26;26;2262;1258;1417;88.8;6;0;0;1;0.04;90;1168;0;0
gregore;MIA;29;29;2538;1257;1453;86.5;7;0;3;4;0.14;84;1173;37.5;0
kai-wagner;PHI;33;31;2838;1253;1532;81.8;49;79;53;7;0.22;142;1111;24.65;0
graham-zusi;SKC;26;24;2129;1234;1435;86;30;0;28;5;0.21;137;1097;28.28;0
julian-araujo;LA;32;32;2797;1222;1462;83.6;27;0;23;7;0.23;54;1168;20.18;0
keegan-rosenberry;COL;30;30;2668;1220;1434;85.1;12;0;10;3;0.1;111;1109;20.83;0
antonio-carlos;ORL;29;28;2414;1211;1388;87.3;5;0;1;0;0;145;1066;50;0
jonathan-dos-santos;LA;26;22;1816;1209;1345;89.9;23;1;0;0;0;71;1138;0;0
tim-parker;HOU;34;34;3060;1206;1440;83.8;1;0;0;0;0;118;1088;0;0
danny-wilson;COL;29;29;2454;1181;1398;84.5;5;0;0;2;0.07;182;999;0;0
luciano-acosta;CIN;31;30;2695;1175;1473;79.8;70;67;29;10;0.33;63;1112;23.58;0
sean-davis;RBNY;34;34;3060;1169;1519;77;42;17;14;4;0.12;84;1085;29.17;0
yeimar-gomez-andrade;SEA;33;29;2657;1168;1440;81.1;6;0;0;0;0;88;1080;0;0
dejuan-jones;NE;31;29;2546;1164;1452;80.2;32;2;23;5;0.18;68;1096;27.38;0
anibal-godoy;NSH;26;22;2023;1159;1263;91.8;14;0;2;5;0.22;96;1063;33.33;0
robin-jansson;ORL;28;26;2424;1151;1306;88.1;4;0;2;1;0.04;96;1055;40;0
junior-urso;ORL;30;29;2493;1150;1314;87.5;24;0;0;1;0.04;65;1085;0;0
oswaldo-alanis;SJ;25;24;2045;1136;1292;87.9;7;0;2;0;0;123;1013;50;0
marcelino-moreno;ATL;32;30;2594;1134;1337;84.8;63;33;26;5;0.17;68;1066;32.5;0
maximiliano-moralez;NYC;30;27;2385;1130;1469;76.9;72;76;54;11;0.42;110;1020;36.99;0
carles-gil;NE;28;24;2285;1127;1389;81.1;117;147;85;18;0.71;86;1041;34.14;0
alan-franco;ATL;25;23;2013;1124;1277;88;4;0;0;4;0.18;58;1066;0;0
mauricio-pereyra;ORL;29;26;2166;1116;1344;83;53;51;32;10;0.42;77;1039;43.24;0
jack-elliott;PHI;33;33;2970;1111;1406;79;6;0;1;2;0.06;196;915;33.33;0
maxime-chanot;NYC;30;29;2603;1110;1329;83.5;2;0;0;0;0;64;1046;0;0
joel-waterman;MTL;22;21;1854;1107;1247;88.8;4;0;2;3;0.15;83;1024;28.57;0
eric-remedi;SJ;29;26;2359;1104;1293;85.4;8;0;0;1;0.04;98;1006;0;0
bressan;DAL;22;20;1746;1100;1256;87.6;3;0;0;0;0;98;1002;0;0
mauricio-pineda;CHI;29;28;2409;1088;1241;87.7;12;0;0;1;0.04;88;1000;0;0
rayan-raveloson;LA;22;22;1931;1076;1201;89.6;11;0;0;1;0.05;64;1012;0;0
jakob-glesnes;PHI;34;34;3060;1072;1324;81;9;0;1;2;0.06;161;911;25;0
geoff-cameron;CIN;28;26;2369;1060;1236;85.8;4;0;1;3;0.11;67;993;20;0
henry-kessler;NE;28;25;2237;1054;1182;89.2;2;0;0;0;0;82;972;0;0
chase-gasper;MIN;30;30;2628;1050;1266;82.9;22;0;16;0;0;28;1022;21.33;0
nick-depuy;LA;25;18;1856;1046;1232;84.9;3;0;0;1;0.05;66;980;0;0
haris-medunjanin;CIN;29;18;1552;1045;1179;88.6;28;26;18;2;0.12;113;932;31.58;0
pablo-ruiz;RSL;29;24;2066;1038;1225;84.7;26;15;2;4;0.17;133;905;6.25;0
blaise-matuidi;MIA;32;27;2290;1033;1158;89.2;8;0;1;1;0.04;32;1001;11.11;0
brooks-lennon;ATL;32;30;2649;1032;1200;86;70;56;69;6;0.2;56;976;35.94;0
christian-makoun-x2411;MIA;26;23;2024;1030;1210;85.1;4;0;7;0;0;66;964;35;0
yuya-kubo;CIN;29;29;2355;1026;1223;83.9;16;4;7;0;0;67;959;41.18;0
ryan-hollingshead;DAL;30;30;2671;1024;1264;81;26;0;12;5;0.17;58;966;33.33;0
romain-metanire;MIN;29;29;2560;1024;1323;77.4;36;0;26;2;0.07;70;954;23.64;0
diego-fagundez;ATX;33;30;2539;1017;1169;87;51;41;25;5;0.18;50;967;31.65;0
aaron-herrera;RSL;29;29;2514;1017;1252;81.2;32;1;32;11;0.39;103;914;27.59;0
derrick-williams;LA;21;20;1669;1016;1166;87.1;1;0;0;3;0.16;77;939;0;0
alexander-callens;NYC;26;25;2098;1012;1182;85.6;4;0;0;1;0.04;69;943;0;0
jose-andres-martinez;PHI;24;23;1957;1009;1201;84;5;0;2;2;0.09;139;870;18.18;0
emanuel-reynoso;MIN;29;28;2391;1009;1333;75.7;88;142;59;10;0.38;71;938;25.32;0
leandro-gonzalez-pirez;MIA;30;30;2655;1007;1240;81.2;7;0;3;4;0.14;153;854;30;0
djordje-mihailovic;MTL;34;32;2805;1000;1254;79.7;63;118;44;16;0.51;60;940;25;0
dax-mccarty;NSH;28;24;2067;999;1152;86.7;20;0;1;3;0.13;64;935;16.67;0
gaston-gimenez;CHI;25;22;1958;967;1153;83.9;23;27;12;1;0.05;76;891;24.49;0
damir-kreilach;RSL;33;32;2875;966;1197;80.7;36;1;1;9;0.28;47;919;8.33;0
bryan-acosta;DAL;23;16;1573;956;1104;86.6;22;53;24;2;0.11;103;853;34.29;0
olivier-mbaizo;PHI;30;28;2489;944;1199;78.7;27;1;34;4;0.14;51;893;25.37;0
yimmi-chara;POR;30;29;2331;943;1102;85.6;67;57;31;7;0.27;41;902;36.05;0
xavier-arreaga;SEA;26;25;2165;941;1073;87.7;1;0;0;0;0;91;850;0;0
russell-teibert;VAN;33;29;2421;940;1107;84.9;26;0;11;2;0.07;45;895;31.43;0
jhohan-romana;ATX;25;19;1798;938;1040;90.2;8;0;0;0;0;59;879;0;0
lalas-abubakar;COL;24;23;1925;935;1045;89.5;0;0;0;0;0;66;869;0;0
alejandro-bedoya;PHI;32;30;2659;935;1224;76.4;44;0;5;3;0.1;33;902;8.62;0
jesus-david-murillo;LAFC;32;32;2745;934;1189;78.5;3;0;0;0;0;90;844;0;0
josecarlos-van-rankin;POR;33;27;2449;934;1118;83.5;11;0;10;3;0.11;40;894;15.63;0
remi-walter;SKC;28;23;1896;932;1027;90.8;11;15;6;1;0.05;60;872;27.27;0
jamiro-monteiro;PHI;27;26;2299;930;1103;84.3;47;59;36;6;0.23;64;866;35.29;0
matias-vera;HOU;30;29;2459;922;1042;88.5;26;1;2;1;0.04;83;839;33.33;0
samuel-piette;MTL;25;19;1714;914;1025;89.2;9;0;1;2;0.11;64;850;33.33;0
sebastian-lletget;LA;26;21;1836;913;994;91.8;31;50;17;5;0.25;28;885;19.77;0
harrison-afful;CLB;26;21;1815;907;1124;80.7;13;0;10;2;0.1;78;829;18.87;0
jose-cifuentes;LAFC;32;26;2321;907;1138;79.7;48;4;1;6;0.23;34;873;3.13;0
dario-zuparic;POR;31;30;2700;905;1070;84.6;3;0;0;2;0.07;97;808;0;0
george-bello;ATL;29;26;2433;899;1032;87.1;17;0;12;3;0.11;19;880;25;0
;ATL;25;23;2138;894;1052;85;46;46;17;8;0.34;46;848;29.82;0
hassani-dotson;MIN;29;26;2370;893;1124;79.5;25;3;9;3;0.11;38;855;32.14;0
nicolas-figal;MIA;24;23;2013;890;1030;86.4;4;0;2;2;0.09;129;761;28.57;0
zan-kolmanic;ATX;30;23;2104;888;1056;84.1;41;65;45;4;0.17;30;858;30.2;0
osvaldo-alonso;MIN;24;15;1412;886;972;91.2;7;0;2;1;0.06;51;835;50;0
jonathan-bornstein;CHI;30;25;2220;884;1080;81.8;5;0;2;0;0;52;832;14.29;0
bakaye-dibassy;MIN;26;26;2333;879;1028;85.5;6;0;0;1;0.04;66;813;0;0
alejandro-pozuelo;TOR;19;14;1347;872;1014;86;37;21;12;4;0.27;22;850;25.53;0
alfredo-morales;NYC;27;20;1783;871;1013;86;7;0;0;4;0.2;53;818;0;0
victor-vazquez;LA;28;21;1632;870;1028;84.6;55;65;33;6;0.33;78;792;35.48;0
thomas-mcnamara;NE;32;21;1973;868;994;87.3;16;11;4;6;0.27;63;805;16;0
alex-roldan;SEA;29;26;2271;866;1055;82.1;19;0;20;3;0.12;54;812;23.81;0
nkosi-tafari;DAL;22;21;1824;865;1040;83.2;6;0;3;2;0.1;93;772;60;0
gustavo-vallecilla;CIN;25;25;2001;861;1041;82.7;3;0;0;0;0;62;799;0;0
walker-zimmerman;NSH;25;22;2041;860;1040;82.7;9;0;0;2;0.09;69;791;0;0
sean-nealis;RBNY;28;28;2430;858;1153;74.4;3;0;1;2;0.07;56;802;100;0
hector-jimenez;ATX;25;19;1622;857;1028;83.4;22;2;11;2;0.11;42;815;21.15;0
lucas-zelarayan;CLB;32;28;2626;846;1067;79.3;75;132;68;7;0.24;85;761;26.77;0
pedro-santos;CLB;32;30;2561;845;1104;76.5;23;6;18;6;0.21;73;772;20;0
jonathan-bond;LA;31;31;2790;843;1035;81.5;1;0;0;0;0;179;664;0;0
sebastian-mendez;ORL;17;15;1193;839;916;91.6;5;1;0;0;0;53;786;0;0
brad-stuver;ATX;33;33;2970;838;1047;80;0;0;0;0;0;139;699;0;0
sega-coulibaly;LA;19;17;1422;837;980;85.4;1;0;0;0;0;51;786;0;0
brandon-bye;NE;29;27;2477;835;1106;75.5;25;0;29;3;0.11;40;795;20.28;0
matheus-rossetto;ATL;21;15;1405;834;919;90.8;9;0;2;0;0;32;802;50;0
omar-gonzalez;TOR;27;26;2298;832;981;84.8;4;0;0;1;0.04;59;773;0;0
andy-najar;DC;26;23;1917;832;1042;79.8;13;0;3;3;0.14;82;750;21.43;0
nathan-raphael-pelae-cardoso;SJ;20;20;1727;827;1000;82.7;8;0;0;0;0;63;764;0;0
mathieu-choiniere;MTL;26;24;1992;825;985;83.8;18;0;8;0;0;23;802;16.33;0
auro;TOR;25;23;1997;822;1031;79.7;14;0;6;3;0.14;41;781;28.57;0
richie-laryea;TOR;27;26;2294;817;950;86;11;0;3;1;0.04;19;798;10.34;0
tanner-beason;SJ;24;22;1931;815;995;81.9;3;0;0;1;0.05;71;744;0;0
daniel-lovitz;NSH;27;26;2310;814;1097;74.2;44;44;40;6;0.23;79;735;32;0
latif-blessing;LAFC;30;25;2205;812;968;83.9;25;0;1;3;0.12;19;793;8.33;0
sacha-kljestan;LA;31;13;1394;812;964;84.2;36;17;6;4;0.26;29;783;18.75;0
shane-o-neill;SEA;27;19;1856;811;906;89.5;5;0;0;0;0;62;749;0;0
gadi-kinda;SKC;26;24;2035;810;973;83.3;26;36;14;8;0.35;50;760;22.58;0
andres-perea;ORL;27;16;1734;809;926;87.4;13;1;1;1;0.05;41;768;50;0
jonathan-osorio;TOR;24;19;1653;807;920;87.7;22;10;6;2;0.11;16;791;23.08;0
jose-antonio-martinez;DAL;19;16;1503;802;945;84.9;2;0;0;0;0;75;727;0;0
julian-gressel;DC;34;31;2699;801;1214;66;81;120;85;13;0.43;91;710;29.31;0
cristian-roldan;SEA;28;27;2360;799;998;80.1;32;0;10;6;0.23;54;745;16.39;0
roger-espinoza;SKC;32;24;2097;796;978;81.4;23;0;3;2;0.09;83;713;12;0
jesus-ferreira;DAL;27;26;2251;796;1011;78.7;51;59;30;9;0.36;67;729;34.88;0
edwin-cerrillo;DAL;22;16;1391;794;888;89.4;8;0;0;1;0.06;50;744;0;0
hany-mukhtar;NSH;31;28;2505;794;963;82.5;57;103;44;12;0.43;49;745;26.67;0
ranko-veselinovic;VAN;27;22;1995;794;945;84;3;0;1;0;0;69;725;100;0
kemar-lawrence;TOR;25;20;1915;793;941;84.3;6;0;2;0;0;30;763;6.67;0
alistair-johnston;NSH;26;24;2144;791;986;80.2;14;1;18;1;0.04;56;735;21.18;0
junior-moreno;DC;28;25;2148;789;949;83.1;13;0;3;3;0.13;80;709;60;0
larrys-mabiala;POR;26;21;1837;787;917;85.8;2;0;1;1;0.05;70;717;50;0
ronald-matarrita;CIN;22;22;1965;787;1012;77.8;19;13;16;5;0.23;71;716;22.86;0
kyle-smith;ORL;27;21;1792;785;964;81.4;9;0;11;2;0.1;56;729;21.15;0
