name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
matias-vera;HOU;20;20;1689;880;976;90.2;14;0;0;0;0;88;792;0;0
michael-bradley;TOR;12;11;1059;879;970;90.6;6;1;0;1;0.08;44;835;0;0
auro;TOR;18;17;1493;878;1032;85.1;14;1;9;1;0.06;37;841;18.37;0
florian-jungwirth;SJ;19;18;1611;877;1002;87.5;5;0;0;0;0;67;810;0;0
reto-ziegler;DAL;19;17;1529;868;1004;86.5;14;38;19;1;0.06;67;801;31.15;0
dave-romney;NSH;23;23;2070;858;1016;84.5;5;0;1;2;0.09;69;789;50;0
yeimar-gomez-andrade;SEA;19;19;1626;853;1017;83.9;3;0;0;1;0.06;82;771;0;0
omar-gonzalez;TOR;23;21;1871;852;991;86;1;0;0;0;0;56;796;0;0
maxime-chanot;NYC;20;20;1712;839;981;85.5;5;0;0;0;0;56;783;0;0
robin-jansson;ORL;22;22;1980;839;945;88.8;2;0;0;0;0;63;776;0;0
keaton-parks;NYC;23;20;1733;838;989;84.7;17;0;4;1;0.05;72;766;50;0
jamiro-monteiro;PHI;22;22;1941;837;972;86.1;40;89;33;6;0.28;62;775;28.21;0
lalas-abubakar;COL;17;17;1515;832;936;88.9;4;0;0;0;0;73;759;0;0
matt-hedges;DAL;19;18;1538;820;962;85.2;4;0;1;1;0.06;86;734;100;0
walker-zimmerman;NSH;22;22;1955;816;976;83.6;9;0;1;1;0.05;52;764;25;0
luis-binks;MTL;21;20;1762;810;951;85.2;1;0;0;0;0;84;726;0;0
thiago-santos;DAL;20;19;1623;810;990;81.8;10;0;0;1;0.06;63;747;0;0
cristian-roldan;SEA;22;21;1890;809;986;82;26;1;12;5;0.24;63;746;22.64;0
anton-tinnerholm;NYC;23;22;2001;809;1060;76.3;35;1;19;4;0.18;32;777;22.09;0
henry-kessler;NE;22;19;1823;800;942;84.9;2;0;1;0;0;81;719;33.33;0
chris-mavinga;TOR;19;17;1515;800;887;90.2;2;0;0;1;0.06;43;757;0;0
kendall-waston;CIN;17;17;1528;797;934;85.3;1;0;0;0;0;69;728;0;0
roberto-puncec;SKC;20;18;1675;793;910;87.1;1;0;0;1;0.05;71;722;0;0
frankie-amaya;CIN;21;21;1737;792;908;87.2;10;3;0;0;0;63;729;0;0
gaston-gimenez;CHI;18;17;1557;789;899;87.8;16;28;8;3;0.17;72;717;21.05;0
alejandro-bedoya;PHI;21;21;1832;787;978;80.5;28;0;4;3;0.15;32;755;13.79;0
andrew-farrell;NE;20;19;1711;780;970;80.4;1;0;0;0;0;116;664;0;0
james-sands;NYC;16;16;1409;774;886;87.4;7;0;0;1;0.06;42;732;0;0
nicolas-figal;MIA;21;21;1746;769;951;80.9;8;0;4;0;0;107;662;28.57;0
latif-blessing;LAFC;21;18;1721;762;903;84.4;23;2;7;4;0.21;15;747;43.75;0
mark-mckenzie;PHI;22;22;1980;750;912;82.2;3;0;1;3;0.14;93;657;100;0
fernando-meza;ATL;13;13;1073;746;829;90;1;0;0;0;0;60;686;0;0
franco-escobar;ATL;16;16;1376;737;882;83.6;3;0;6;2;0.13;93;644;30;0
aaron-herrera;RSL;20;20;1796;727;885;82.2;14;2;15;1;0.05;74;653;19.74;0
emerson-hyndman;ATL;20;16;1383;722;803;89.9;10;0;0;2;0.13;41;681;0;0
samuel-piette;MTL;22;22;1943;721;885;81.5;21;0;5;1;0.05;47;674;33.33;0
aljaz-struna;HOU;17;16;1436;720;823;87.5;1;0;0;0;0;47;673;0;0
ronald-matarrita;NYC;21;19;1649;718;882;81.4;32;29;23;2;0.11;35;683;28.75;0
oswaldo-alanis;SJ;14;14;1188;716;825;86.8;3;0;0;1;0.08;94;622;0;0
frederic-brillant;DC;19;18;1682;711;855;83.2;1;0;0;0;0;57;654;0;0
antonio-carlos;ORL;20;18;1634;710;859;82.7;0;0;0;1;0.06;89;621;0;0
romain-metanire;MIN;20;20;1786;704;917;76.8;20;0;21;4;0.2;46;658;22.11;0
junior-urso;ORL;23;20;1708;704;800;88;11;0;0;2;0.11;53;651;0;0
damir-kreilach;RSL;21;20;1770;691;847;81.6;9;0;1;1;0.05;50;641;16.67;0
darlington-nagbe;CLB;15;14;1199;687;723;95;10;4;3;1;0.08;45;642;50;0
bressan;DAL;18;11;1167;686;789;87;0;0;0;1;0.08;55;631;0;0
darwin-ceren;HOU;20;18;1535;685;812;84.4;12;1;1;4;0.23;67;618;16.67;0
ilie-sanchez;SKC;15;13;1259;684;848;80.7;11;1;0;1;0.07;84;600;0;0
wil-trapp;MIA;21;16;1368;683;787;86.8;5;2;2;0;0;55;628;28.57;0
pablo-ruiz;RSL;18;15;1329;679;798;85.1;16;30;15;1;0.07;76;603;31.25;0
darwin-quintero;HOU;22;20;1689;672;909;73.9;56;66;18;10;0.53;53;619;23.38;0
sebastian-mendez;ORL;19;11;1087;670;747;89.7;3;2;1;0;0;38;632;20;0
xavier-arreaga;SEA;14;13;1147;660;727;90.8;0;0;0;2;0.16;63;597;0;0
adam-lundkvist;HOU;21;21;1819;655;803;81.6;22;6;25;0;0;46;609;25.51;0
zarek-valentin;HOU;19;18;1621;654;829;78.9;8;0;6;3;0.17;71;583;22.22;0
daniel-steres;LA;20;20;1800;652;780;83.6;4;0;0;0;0;79;573;0;0
andres-ricaurte;DAL;14;13;1112;651;782;83.3;29;37;17;2;0.16;77;574;34.69;0
cristian-espinoza;SJ;23;22;1811;650;810;80.3;41;74;34;9;0.45;47;603;24.64;0
justen-glad;RSL;17;14;1279;647;778;83.2;2;0;4;0;0;49;598;23.53;0
blaise-matuidi;MIA;15;14;1273;646;730;88.5;12;0;2;1;0.07;47;599;25;0
keegan-rosenberry;COL;17;16;1361;646;753;85.8;11;0;4;2;0.13;69;577;16.67;0
george-bello;ATL;20;19;1648;642;743;86.4;6;0;5;1;0.05;26;616;14.29;0
donny-toia;RSL;20;19;1674;642;848;75.7;10;0;3;1;0.05;81;561;7.69;0
tom-pettersson;CIN;15;13;1142;639;720;88.8;1;0;0;0;0;53;586;0;0
boris-sekulic;CHI;21;21;1826;639;783;81.6;15;0;11;2;0.1;26;613;28.95;0
kyle-duncan;RBNY;23;21;1908;638;885;72.1;13;1;10;4;0.19;29;609;17.24;0
brad-guzan;ATL;23;23;2070;638;825;77.3;0;0;0;0;0;215;423;0;0
ryan-hollingshead;DAL;20;19;1731;629;785;80.1;18;1;7;1;0.05;36;593;26.92;0
francisco-ginella;LAFC;22;14;1158;626;756;82.8;11;1;1;4;0.31;26;600;20;0
dario-zuparic;POR;19;18;1611;626;750;83.5;4;0;0;0;0;61;565;0;0
mark-anthony-kaye;LAFC;16;15;1095;622;744;83.6;19;0;0;4;0.33;28;594;0;0
russell-teibert;VAN;20;19;1585;622;699;89;10;0;5;1;0.06;31;591;33.33;0
graham-zusi;SKC;15;14;1224;616;745;82.7;14;4;7;1;0.07;60;556;15.56;0
rudy-camacho;MTL;14;14;1189;614;705;87.1;3;0;0;0;0;63;551;0;0
emiliano-insua;LA;22;22;1892;614;742;82.8;18;0;18;2;0.1;34;580;26.09;0
florian-valot;RBNY;23;17;1510;614;810;75.8;18;30;12;3;0.18;27;587;18.18;0
sam-vines;COL;18;18;1620;609;713;85.4;9;0;4;3;0.17;25;584;12.12;0
jakob-glesnes;PHI;19;17;1493;606;730;83;5;0;1;0;0;112;494;100;0
jukka-raitala;MTL;15;15;1350;606;729;83.1;6;0;5;0;0;46;560;33.33;0
nouhou;SEA;22;16;1402;606;705;86;6;0;7;2;0.13;27;579;17.95;0
sebastian-lletget;LA;21;19;1692;602;713;84.4;14;26;10;4;0.21;20;582;17.86;0
scott-caldwell;NE;18;15;1155;598;683;87.5;4;0;0;0;0;42;556;0;0
leandro-gonzalez-pirez;MIA;16;16;1440;596;711;83.8;6;0;1;1;0.06;81;515;100;0
yamil-asad;DC;23;18;1582;595;750;79.3;15;11;9;2;0.11;35;560;24.32;0
michael-boxall;MIN;19;19;1710;595;693;85.9;1;0;0;0;0;48;547;0;0
brooks-lennon;ATL;23;19;1751;592;720;82.2;22;9;35;3;0.15;21;571;30.43;0
nick-lima;SJ;20;19;1531;591;717;82.4;11;0;11;2;0.12;53;538;17.74;0
milton-valenzuela;CLB;19;17;1448;591;747;79.1;10;0;9;3;0.19;33;558;23.08;0
jake-nerwinski;VAN;21;18;1700;590;703;83.9;7;0;4;0;0;24;566;14.29;0
diego-valeri;POR;22;18;1628;590;784;75.3;54;67;43;7;0.39;41;549;36.44;0
nedum-onuoha;RSL;15;15;1318;588;650;90.5;6;0;0;0;0;23;565;0;0
perry-kitchen;LA;21;19;1723;585;694;84.3;2;0;1;0;0;27;558;100;0
shane-o-neill;SEA;18;13;1238;585;657;89;2;0;0;0;0;52;533;0;0
larrys-mabiala;POR;17;15;1311;582;678;85.8;1;0;0;1;0.07;57;525;0;0
kelvin-leerdam;SEA;21;19;1550;581;711;81.7;18;0;9;3;0.17;38;543;23.08;0
dejan-jakovic;LAFC;16;12;1075;576;647;89;2;0;0;0;0;30;546;0;0
daniel-lovitz;NSH;21;21;1890;575;787;73.1;21;51;40;2;0.1;63;512;30.3;0
cristian-pavon;LA;22;22;1980;574;770;74.5;41;43;27;7;0.32;44;530;18.49;0
ali-adnan;VAN;22;20;1769;572;762;75.1;12;13;19;5;0.25;41;531;24.36;0
marcelo-silva;RSL;15;15;1309;572;653;87.6;2;0;0;0;0;25;547;0;0
mathieu-deplagne;CIN;15;13;1175;571;690;82.8;5;0;0;0;0;29;542;0;0
jose-cifuentes;LAFC;18;13;1150;570;689;82.7;23;5;6;3;0.23;32;538;35.29;0
matt-besler;SKC;10;9;810;569;661;86.1;1;0;0;0;0;47;522;0;0
gianluca-busio;SKC;19;15;1275;565;662;85.3;13;48;13;3;0.21;39;526;24.53;0
ranko-veselinovic;VAN;18;16;1384;561;663;84.6;2;0;1;0;0;52;509;100;0
gustav-svensson;SEA;12;11;959;560;630;88.9;1;1;1;0;0;55;505;25;0
ben-sweat;MIA;22;20;1675;560;719;77.9;10;0;8;2;0.11;41;519;15.69;0
pablo-piatti;TOR;17;16;1338;558;662;84.3;26;53;24;4;0.27;19;539;32.88;0
julian-gressel;DC;22;19;1681;556;793;70.1;35;53;41;3;0.16;83;473;34.75;0
;LAFC;16;15;1231;556;653;85.2;13;0;10;1;0.07;14;542;16.67;0
maikel-van-der-werff;CIN;13;11;973;554;625;88.6;0;0;0;0;0;52;502;0;0
jorge-villafana;POR;19;17;1550;545;697;78.2;5;0;12;5;0.29;26;519;25;0
zachary-brault-guillard;MTL;21;19;1789;543;710;76.5;19;0;14;1;0.05;31;512;19.44;0
mauricio-pereyra;ORL;16;14;1107;542;649;83.5;28;28;13;8;0.65;48;494;37.14;0
chase-gasper;MIN;18;16;1491;540;665;81.2;9;0;7;1;0.06;28;512;14.58;0
saphir-taider;MTL;11;11;955;539;615;87.6;19;9;5;6;0.57;55;484;16.13;0
eric-remedi;ATL;18;12;1161;536;635;84.4;3;0;2;1;0.08;42;494;66.67;0
victor-ulloa;MIA;23;17;1433;536;644;83.2;16;1;1;3;0.19;22;514;25;0
nani;ORL;19;16;1424;535;713;75;31;36;22;5;0.32;36;499;27.5;0
josh-williams;CLB;12;11;1021;535;603;88.7;0;0;0;1;0.09;40;495;0;0
stefan-frei;SEA;22;22;1980;529;661;80;0;0;0;0;0;147;382;0;0
eryk-williamson;POR;21;17;1417;527;626;84.2;8;7;1;5;0.32;29;498;10;0
brandon-bye;NE;22;18;1636;524;731;71.7;16;0;13;1;0.06;24;500;18.31;0
donovan-pines;DC;16;15;1353;524;639;82;2;0;0;0;0;42;482;0;0
jason-pendant;RBNY;20;17;1612;522;750;69.6;8;2;9;2;0.11;19;503;13.24;0
tommy-thompson;SJ;20;13;1125;520;585;88.9;7;0;1;4;0.32;23;497;10;0
hassani-dotson;MIN;18;12;1212;519;626;82.9;9;0;2;1;0.07;31;488;40;0
cristian-casseres-jr;RBNY;19;14;1310;514;660;77.9;7;1;5;3;0.21;21;493;33.33;0
russell-canouse;DC;15;15;1234;508;615;82.6;5;0;4;0;0;43;465;26.67;0
yimmi-chara;POR;21;12;1233;504;578;87.2;14;0;5;8;0.58;17;487;27.78;0
sean-davis;RBNY;14;13;1086;504;633;79.6;10;12;6;1;0.08;13;491;25;0
jose-andres-martinez;PHI;14;14;1148;504;607;83;3;0;1;2;0.16;68;436;20;0
joseph-claude-gyau;CIN;21;20;1796;503;587;85.7;17;0;8;0;0;8;495;21.05;0
quentin-westberg;TOR;20;20;1800;503;664;75.8;1;0;0;1;0.05;150;353;0;0
ruan;ORL;21;18;1597;500;623;80.3;14;0;13;4;0.23;17;483;22.41;0
joseph-mora;DC;21;19;1586;500;637;78.5;6;0;9;1;0.06;26;474;24.32;0
albert-rusnak;RSL;16;15;1291;499;571;87.4;33;60;31;2;0.14;32;467;33.33;0
jeff-larentowicz;ATL;19;11;1111;496;579;85.7;5;0;0;1;0.08;37;459;0;0
andres-perea;ORL;23;11;1190;496;581;85.4;8;0;1;2;0.15;43;453;11.11;0
pedro-santos;CLB;22;22;1841;496;657;75.5;32;52;24;8;0.39;40;456;22.22;0
jordan-morris;SEA;22;18;1724;491;616;79.7;21;0;3;8;0.42;21;470;7.69;0
sean-johnson;NYC;23;23;2070;488;674;72.4;1;0;0;0;0;102;386;0;0
kevin-molino;MIN;18;15;1264;488;612;79.7;14;2;6;4;0.28;24;464;20.69;0
aboubacar-keita;CLB;11;10;942;485;545;89;0;0;0;0;0;34;451;0;0
randall-leal;NSH;21;19;1615;485;621;78.1;17;19;12;4;0.22;26;459;26.09;0
nick-depuy;LA;16;15;1409;483;588;82.1;3;0;0;1;0.06;49;434;0;0
jesus-medina;NYC;22;18;1495;482;608;79.3;32;40;18;2;0.12;33;449;32.14;0
;MIA;19;17;1578;482;597;80.7;21;0;10;5;0.29;24;458;25;0
andrew-gutman;CIN;21;15;1441;481;607;79.2;11;2;3;0;0;31;450;9.38;0
younes-namli;COL;17;16;1272;480;570;84.2;20;6;6;4;0.28;44;436;20.69;0
richie-laryea;TOR;20;15;1398;477;552;86.4;9;0;5;4;0.26;14;463;23.81;0
gadi-kinda;SKC;18;16;1394;476;578;82.3;24;5;2;4;0.26;30;446;8;0
joe-corona;LA;16;12;986;475;579;82;12;0;4;0;0;24;451;36.36;0
steve-clark;POR;20;20;1800;472;681;69.3;0;0;0;0;0;162;310;0;0
alexander-buttner;NE;17;15;1251;471;599;78.6;23;31;31;3;0.22;48;423;31.96;0
alistair-johnston;NSH;18;15;1366;471;591;79.7;13;5;11;1;0.07;26;445;23.4;0
;ATL;15;11;1034;469;546;85.9;14;20;2;3;0.26;23;446;6.9;0
maximiliano-moralez;NYC;13;10;875;465;592;78.5;24;33;11;4;0.41;57;408;23.91;0
leonard-owusu;VAN;20;14;1301;465;537;86.6;4;0;0;1;0.07;36;429;0;0
kyle-smith;ORL;16;11;1026;463;571;81.1;9;0;9;1;0.09;33;430;34.62;0
dejuan-jones;NE;18;13;1134;461;604;76.3;18;0;9;0;0;28;433;20.93;0
diego-rossi;LAFC;19;19;1698;461;551;83.7;25;6;3;4;0.21;13;448;13.64;0
;PHI;23;23;1975;459;610;75.3;26;0;4;6;0.27;10;449;13.33;0
tim-parker;RBNY;19;18;1620;457;604;75.7;1;0;0;1;0.06;40;417;0;0
memo-rodriguez;HOU;21;20;1604;453;552;82.1;29;53;24;3;0.17;37;416;32;0
kamal-miller;ORL;12;9;805;452;541;83.5;1;0;0;0;0;33;419;0;0
matheus-rossetto;ATL;15;10;780;449;503;89.3;10;11;4;0;0;28;421;23.53;0
osvaldo-alonso;MIN;10;9;750;447;491;91;4;0;2;0;0;35;412;40;0
steven-birnbaum;DC;10;10;900;447;518;86.3;0;0;1;1;0.1;33;414;100;0
chris-mueller;ORL;22;17;1477;447;517;86.5;22;28;13;7;0.43;14;433;23.64;0
tanner-tessmann;DAL;19;9;1001;445;539;82.6;11;0;1;1;0.09;55;390;33.33;0
tristan-blackmon;LAFC;14;11;977;436;547;79.7;7;0;1;0;0;40;396;9.09;0
bryan-reynolds;DAL;17;14;1267;435;538;80.9;12;0;16;3;0.21;21;414;36.36;0
fabian-herbers;CHI;21;18;1365;434;558;77.8;23;1;7;1;0.07;5;429;26.92;0
thomas-mcnamara;NE;14;11;863;424;506;83.8;10;4;2;2;0.21;56;368;14.29;0
robin-lod;MIN;20;18;1585;421;527;79.9;21;1;2;5;0.28;12;409;11.11;0
lewis-morgan;MIA;23;23;1952;421;567;74.3;60;109;74;8;0.37;30;391;26.06;0
przemyslaw-frankowski;CHI;19;16;1459;420;554;75.8;33;0;13;1;0.06;21;399;26;0
erik-godoy;VAN;12;11;940;418;486;86;2;0;0;0;0;49;369;0;0
rod-fanni;MTL;12;10;947;416;476;87.4;2;0;0;0;0;41;375;0;0
kamohelo-mokotjo;CIN;9;6;551;416;457;91;4;0;1;0;0;24;392;50;0
brenden-aaronson;PHI;23;23;1913;415;512;81;26;16;5;7;0.33;9;406;20;0
olivier-mbaizo;PHI;14;12;1057;415;533;77.9;10;0;13;2;0.17;28;387;27.66;0
kaku;RBNY;16;13;1089;414;578;71.6;26;31;16;5;0.41;25;389;22.54;0
jorge-corrales;MTL;14;12;1069;413;520;79.4;8;0;2;1;0.08;12;401;9.52;0
jaylin-lindsey;SKC;12;11;1059;413;513;80.5;13;0;7;2;0.17;15;398;22.58;0
jack-elliott;PHI;17;10;981;409;502;81.5;3;0;0;0;0;48;361;0;0
tanner-beason;SJ;9;9;810;407;491;82.9;1;0;0;0;0;42;365;0;0
aaron-long;RBNY;16;15;1330;407;553;73.6;3;0;1;0;0;41;366;100;0
derek-cornelius;VAN;13;11;1011;406;478;84.9;0;0;0;0;0;38;368;0;0
matt-polster;NE;15;8;757;406;468;86.8;9;0;1;2;0.24;33;373;33.33;0
diego-fagundez;NE;19;9;966;404;477;84.7;17;27;7;0;0;39;365;22.58;0
jonathan-dos-santos;LA;13;7;699;403;450;89.6;7;0;1;0;0;29;374;20;0
justin-morrow;TOR;15;11;959;401;473;84.8;11;0;6;0;0;12;389;22.22;0
kellyn-acosta;COL;15;14;1150;400;464;86.2;7;0;1;1;0.08;16;384;20;0
cristian-dajome;VAN;23;18;1603;399;506;78.8;22;1;7;4;0.22;18;381;15.56;0
kai-wagner;PHI;14;14;1186;398;499;79.8;9;1;7;2;0.15;43;355;12.96;0
mo-adams;ATL;13;9;778;396;443;89.4;3;0;0;1;0.12;25;371;0;0
raymon-gaddis;PHI;15;15;1271;395;490;80.6;5;0;4;1;0.07;24;371;15.38;0
danny-wilson;COL;9;9;742;392;511;76.7;4;0;0;0;0;69;323;0;0
bryan-acosta;DAL;11;10;758;390;453;86.1;14;1;4;2;0.24;37;353;30.77;0
corey-baird;RSL;21;17;1529;389;508;76.6;14;1;5;4;0.24;10;379;16.13;0
marko-maric-x2484;HOU;23;23;2070;383;566;67.7;0;0;0;0;0;88;295;0;0
nick-hagglund;CIN;11;8;744;382;469;81.5;3;0;4;0;0;31;351;57.14;0
matt-turner;NE;22;22;1980;382;586;65.2;0;0;0;0;0;134;248;0;0
andres-rios;SJ;22;20;1711;379;470;80.6;28;1;0;1;0.05;38;341;0;0
johnny-russell;SKC;21;17;1529;379;525;72.2;29;58;20;4;0.24;42;337;19.42;0
bojan-krkic;MTL;17;14;1159;378;458;82.5;18;3;1;2;0.16;34;344;7.69;0
bobby-shuttleworth;CHI;17;17;1530;378;469;80.6;0;0;0;0;0;70;308;0;0
rolf-feltscher;LA;17;13;1247;377;524;72;7;0;10;2;0.14;28;349;18.87;0
clement-diop;MTL;20;20;1800;376;505;74.5;0;0;0;0;0;81;295;0;0
djordje-mihailovic;CHI;20;14;1171;373;493;75.7;19;16;14;6;0.46;25;348;31.11;0
lee-nguyen;NE;12;8;722;373;433;86.1;24;38;18;1;0.12;22;351;48.65;0
marcos-lopez;SJ;13;11;990;371;492;75.4;13;19;10;2;0.18;40;331;20.83;0
sacha-kljestan;LA;15;8;769;369;449;82.2;14;0;2;0;0;20;349;28.57;0
emanuel-maciel;MTL;11;10;780;367;446;82.3;5;2;3;3;0.35;35;332;42.86;0
emanuel-reynoso;MIN;13;9;826;365;455;80.2;28;28;23;7;0.76;17;348;38.33;0
joevin-jones;SEA;13;10;831;363;410;88.5;2;0;3;3;0.32;19;344;20;0
yuya-kubo;CIN;19;15;1284;363;447;81.2;13;5;6;0;0;18;345;22.22;0
hany-mukhtar;NSH;15;13;1092;363;428;84.8;24;27;13;4;0.33;10;353;26.53;0
julian-araujo;LA;17;17;1298;359;471;76.2;13;0;12;3;0.21;14;345;25;0
andy-rose;VAN;13;10;854;359;433;82.9;1;0;0;1;0.11;45;314;0;0
oriol-rosell;ORL;8;8;585;355;394;90.1;1;0;0;0;0;30;325;0;0
teal-bunbury;NE;22;19;1466;353;457;77.2;14;0;0;1;0.06;10;343;0;0
luis-martins;SKC;11;9;773;352;441;79.8;11;6;6;2;0.23;22;330;12.24;0
andres-reyes;MIA;13;13;1101;351;420;83.6;0;0;0;0;0;29;322;0;0
victor-cabrera;HOU;10;8;656;349;422;82.7;1;0;0;0;0;38;311;0;0
kelyn-rowe;NE;16;10;896;348;431;80.7;11;12;5;0;0;40;308;13.89;0
rodrigo-schlegel;ORL;10;7;645;347;401;86.5;0;0;0;0;0;31;316;0;0
jordan-harvey;LAFC;11;8;756;346;404;85.6;5;0;4;1;0.12;15;331;22.22;0
justin-meram;RSL;21;13;1146;346;461;75;12;5;2;3;0.24;11;335;6.67;0
jose-aja;MIN;13;12;1071;345;442;78;3;0;0;0;0;35;310;0;0
michael-barrios;DAL;21;19;1681;345;464;74.3;36;32;20;6;0.32;11;334;21.05;0
cole-bassett;COL;14;12;982;345;407;84.8;6;10;5;5;0.46;9;336;17.24;0
felipe-martins;DC;7;7;630;342;402;85.1;3;0;1;2;0.29;24;318;20;0
michael-baldisimo;VAN;13;7;703;341;402;84.8;6;18;9;3;0.38;52;289;37.5;0
bill-tuiloma;POR;12;9;824;340;424;80.2;4;0;0;1;0.11;44;296;0;0
tim-melia;SKC;20;20;1784;339;502;67.5;1;0;0;0;0;109;230;0;0
roger-espinoza;SKC;16;12;950;337;412;81.8;6;0;2;2;0.19;30;307;25;0
fredy-montero;VAN;16;11;1060;337;453;74.4;15;16;11;5;0.42;40;297;18.33;0
dylan-nealis;MIA;19;10;1103;337;433;77.8;12;0;4;0;0;25;312;14.81;0
everton-luiz;RSL;14;11;919;336;389;86.4;0;0;0;0;0;12;324;0;0
brian-rodriguez;LAFC;19;18;1446;336;434;77.4;37;75;30;7;0.44;14;322;24.59;0
tah-brian-anunga;NSH;14;8;779;334;386;86.5;1;0;0;0;0;17;317;0;0
gudmundur-thorarinsson;NYC;19;7;683;333;390;85.4;12;14;14;1;0.13;27;306;34.15;0
ilsinho;PHI;22;2;623;330;376;87.8;8;3;3;3;0.43;9;321;37.5;0
daniel-royer;RBNY;20;15;1354;329;443;74.3;9;0;5;3;0.2;8;321;25;0
romell-quioto;MTL;19;17;1483;328;400;82;18;38;16;6;0.36;9;319;26.23;0
andy-polo;POR;16;7;750;321;367;87.5;2;1;2;2;0.24;16;305;20;0
ignacio-aliseda;CHI;20;16;1402;319;367;86.9;14;1;3;2;0.13;11;308;27.27;0
jordy-delem;SEA;17;9;737;319;367;86.9;3;0;0;1;0.12;20;299;0;0
liam-fraser;TOR;13;4;436;319;359;88.9;1;0;0;0;0;38;281;0;0
cristhian-paredes;POR;17;9;822;315;403;78.2;8;0;1;0;0;28;287;20;0
khiry-shelton;SKC;20;17;1447;314;407;77.2;25;0;1;1;0.06;7;307;14.29;0
robert-beric;CHI;23;22;1931;313;444;70.5;23;0;6;1;0.05;8;305;17.14;0
jurgen-locadia;CIN;17;15;1364;313;392;79.8;10;0;2;0;0;16;297;22.22;0
lucas-zelarayan;CLB;16;12;1039;313;383;81.7;23;34;22;4;0.35;20;293;33.85;0
jonathan-bornstein;CHI;20;13;1141;312;431;72.4;5;0;8;1;0.08;12;300;29.63;0
boniek-garcia;HOU;18;7;819;312;378;82.5;8;3;0;0;0;23;289;0;0
jimmy-maurer;DAL;16;16;1392;311;409;76;0;0;0;0;0;84;227;0;0
janio-bikel;VAN;12;12;948;310;364;85.2;0;0;0;0;0;20;290;0;0
joe-willis;NSH;23;23;2070;309;547;56.5;1;0;0;0;0;127;182;0;0
drew-moor;COL;8;5;487;308;332;92.8;2;0;0;0;0;16;292;0;0
raul-ruidiaz;SEA;17;17;1427;304;351;86.6;14;0;0;4;0.25;11;293;0;0
joao-moutinho;ORL;8;8;685;303;379;80;4;2;5;2;0.26;23;280;17.86;0
mohamed-el-munir;LAFC;12;4;596;303;391;77.5;9;11;8;1;0.15;14;289;25;0
