name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
yoshi-yotun;ORL;22;22;1970;1186;1423;83.3;55;78;30;10;0.46;149;1037;26.09;0
steven-beitashour;LAFC;30;30;2644;1179;1413;83.4;22;0;11;4;0.14;54;1125;26.19;0
anton-tinnerholm;NYC;31;31;2697;1178;1478;79.7;32;1;11;6;0.2;74;1104;16.18;0
tommy-smith;COL;33;33;2969;1176;1439;81.7;8;0;3;3;0.09;86;1090;50;0
diego-chara;POR;27;26;2385;1169;1315;88.9;26;1;3;0;0;76;1093;17.65;0
gregory-van-der-wiel;TOR;27;25;2295;1156;1289;89.7;9;2;9;4;0.16;78;1078;23.08;0
auston-trusty;PHI;34;34;3060;1133;1474;76.9;5;0;0;1;0.03;137;996;0;0
walker-zimmerman;LAFC;26;26;2321;1129;1317;85.7;3;0;0;1;0.04;64;1065;0;0
julian-gressel;ATL;33;33;2945;1115;1451;76.8;46;31;31;14;0.43;73;1042;19.62;0
oriol-rosell;ORL;22;18;1701;1100;1244;88.4;12;2;4;1;0.05;117;983;44.44;0
johan-kappelhof;CHI;29;29;2604;1090;1354;80.5;9;0;4;4;0.14;103;987;44.44;0
ibson;MIN;27;23;2099;1089;1327;82.1;22;4;2;3;0.13;52;1037;13.33;0
florian-jungwirth;SJ;31;27;2400;1088;1317;82.6;13;0;6;4;0.15;116;972;23.08;0
sebastian-lletget;LA;28;21;1885;1080;1224;88.2;30;53;31;2;0.1;52;1028;34.44;0
felipe-martins;VAN;29;24;2202;1077;1274;84.5;49;74;40;7;0.29;82;995;34.19;0
steven-birnbaum;DC;34;34;3060;1072;1322;81.1;4;0;0;0;0;82;990;0;0
ben-sweat;NYC;28;24;2197;1063;1258;84.5;27;0;10;1;0.04;65;998;18.52;0
victor-ulloa;DAL;27;25;2172;1062;1271;83.6;29;27;10;2;0.08;53;1009;33.33;0
albert-rusnak;RSL;31;29;2592;1061;1221;86.9;71;101;44;7;0.24;96;965;32.35;0
damarcus-beasley;HOU;26;26;2208;1057;1212;87.2;14;0;7;2;0.08;51;1006;21.88;0
diego-valeri;POR;32;31;2747;1036;1329;78;90;129;68;12;0.39;70;966;35.42;0
reggie-cannon;DAL;33;33;2921;1033;1179;87.6;14;1;9;3;0.09;24;1009;23.08;0
boniek-garcia;HOU;29;21;2063;1030;1194;86.3;42;53;20;7;0.31;83;947;27.03;0
gustav-svensson;SEA;24;23;2074;1030;1201;85.8;13;0;1;1;0.04;82;948;14.29;0
tyler-adams;RBNY;27;26;2328;1028;1340;76.7;15;1;3;7;0.27;58;970;37.5;0
lee-nguyen;LAFC;25;20;1833;1028;1164;88.3;36;41;14;5;0.25;39;989;24.56;0
rod-fanni;MTL;26;26;2290;1027;1201;85.5;2;0;1;0;0;89;938;100;0
zarek-valentin;POR;32;30;2721;1026;1228;83.5;28;0;11;1;0.03;110;916;26.83;0
larrys-mabiala;POR;31;31;2745;1025;1217;84.2;4;0;0;1;0.03;122;903;0;0
michael-boxall;MIN;32;32;2880;1009;1182;85.4;4;0;0;0;0;78;931;0;0
sebastian-blanco;POR;31;29;2564;997;1329;75;53;10;18;11;0.39;99;898;20.69;0
tomas-martinez;HOU;32;31;2455;997;1177;84.7;45;24;15;13;0.48;77;920;25.42;0
milton-valenzuela;CLB;30;29;2557;988;1256;78.7;31;2;27;6;0.21;58;930;30.34;0
nick-lima;SJ;34;34;3049;985;1246;79;25;0;25;2;0.06;83;902;19.84;0
eduard-atuesta;LAFC;25;16;1501;983;1107;88.8;14;5;4;2;0.12;53;930;26.67;0
ashley-cole;LA;31;30;2687;978;1145;85.4;20;0;19;10;0.33;59;919;42.22;0
perry-kitchen;LA;31;27;2339;965;1113;86.7;7;0;1;2;0.08;48;917;33.33;0
brandon-vincent;CHI;32;31;2827;961;1223;78.6;13;9;16;4;0.13;45;916;19.75;0
laurent-ciman;LAFC;22;22;1980;957;1160;82.5;11;0;2;0;0;151;806;33.33;0
francisco-calvo;MIN;26;26;2339;951;1215;78.3;10;0;4;3;0.12;137;814;30.77;0
jordan-harvey;LAFC;29;23;2140;937;1117;83.9;13;0;8;1;0.04;38;899;26.67;0
jorgen-skjelvik;LA;32;29;2585;934;1167;80;4;0;0;2;0.07;93;841;0;0
daniel-lovitz;MTL;31;29;2650;931;1217;76.5;22;1;19;5;0.17;62;869;26.76;0
nouhou;SEA;28;23;2037;923;1116;82.7;13;1;13;1;0.04;50;873;18.31;0
darwin-ceren;HOU;24;20;1858;915;1047;87.4;18;7;4;0;0;150;765;21.05;0
kaku;RBNY;30;29;2424;915;1248;73.3;47;17;22;14;0.52;52;863;27.16;0
vako;SJ;33;31;2718;900;1054;85.4;51;51;16;5;0.17;41;859;21.92;0
lalas-abubakar;CLB;23;20;1771;896;990;90.5;3;0;0;0;0;58;838;0;0
yamil-asad;DC;30;27;2365;894;1140;78.4;23;37;15;8;0.3;74;820;25.86;0
jukka-raitala;MTL;28;25;2290;893;1067;83.7;7;0;1;2;0.08;60;833;14.29;0
maxime-chanot;NYC;18;18;1571;881;1020;86.4;3;0;0;0;0;61;820;0;0
andrew-farrell;NE;31;30;2701;879;1244;70.7;28;0;18;2;0.07;128;751;27.69;0
kim-kee-hee;SEA;29;28;2444;875;1064;82.2;7;0;1;0;0;110;765;50;0
chad-marshall;SEA;30;30;2584;873;1019;85.7;2;0;0;1;0.03;112;761;0;0
jalil-anibaba;NE;31;29;2706;872;1191;73.2;7;0;2;1;0.03;155;717;40;0
miguel-ibarra;MIN;33;31;2715;870;1070;81.3;37;9;26;8;0.27;33;837;33.77;0
raymon-gaddis;PHI;28;25;2298;863;1010;85.5;9;0;5;2;0.08;59;804;22.73;0
sunday-stephen;RSL;23;16;1414;857;958;89.5;8;0;0;1;0.06;71;786;0;0
carlos-vela;LAFC;28;26;2378;855;1037;82.5;71;95;43;13;0.49;60;795;29.05;0
edgar-castillo;COL;28;28;2440;852;1102;77.3;34;1;12;5;0.18;42;810;26.09;0
;ATL;26;19;1730;848;986;86;52;47;17;3;0.16;42;806;24.29;0
alejandro-silva;MTL;31;27;2368;845;1093;77.3;43;27;14;11;0.42;67;778;17.5;0
sebastien-ibeagha;NYC;26;18;1717;837;973;86;4;0;0;0;0;39;798;0;0
darlington-nagbe;ATL;23;23;1970;836;935;89.4;25;0;1;3;0.14;36;800;33.33;0
josh-williams;CLB;21;16;1485;834;922;90.5;4;0;1;0;0;65;769;50;0
jefferson-savarino;RSL;32;32;2853;832;1023;81.3;40;2;14;11;0.35;58;774;21.54;0
will-johnson;ORL;28;26;2194;830;981;84.6;13;16;7;1;0.04;89;741;23.33;0
franco-escobar;ATL;22;20;1788;819;970;84.4;16;0;5;0;0;48;771;21.74;0
eriq-zavaleta;TOR;21;16;1488;815;918;88.8;2;0;0;0;0;62;753;0;0
russell-teibert;VAN;23;17;1604;805;914;88.1;11;5;4;2;0.11;62;743;25;0
dave-romney;LA;28;26;2354;800;1037;77.2;7;0;9;3;0.11;81;719;28.13;0
luis-alberto-caicedo;NE;30;29;2590;799;1001;79.8;17;0;4;4;0.14;81;718;25;0
wilfried-zahibo;NE;31;22;1943;799;1031;77.5;14;0;1;4;0.19;89;710;33.33;0
paul-arriola;DC;28;25;2183;797;1015;78.5;29;3;7;8;0.33;27;770;17.07;0
mark-anthony-kaye;LAFC;20;20;1582;796;933;85.3;18;0;0;5;0.28;34;762;0;0
chris-mccann;ATL;22;21;1800;793;924;85.8;15;0;16;0;0;53;740;25.4;0
harold-cummings;SJ;21;21;1874;788;920;85.7;2;0;0;0;0;81;707;0;0
magnus-eriksson;SJ;32;29;2494;779;1056;73.8;59;77;31;3;0.11;56;723;20.81;0
tim-parker;RBNY;29;29;2610;778;1062;73.3;3;0;0;2;0.07;64;714;0;0
mohamed-el-munir;ORL;26;23;2089;775;998;77.7;18;1;11;2;0.09;44;731;15.94;0
diego-rossi;LAFC;32;30;2604;770;928;83;35;15;12;9;0.31;22;748;21.43;0
seth-sinovic;SKC;23;19;1650;769;907;84.8;14;0;2;2;0.11;51;718;11.11;0
frederic-brillant;DC;27;24;2181;768;919;83.6;5;0;0;1;0.04;67;701;0;0
russell-canouse;DC;20;17;1533;766;859;89.2;7;0;0;1;0.06;23;743;0;0
sean-johnson;NYC;32;32;2880;766;1121;68.3;0;0;0;0;0;192;574;0;0
joao-plata;RSL;25;20;1721;766;963;79.5;49;27;16;8;0.42;93;673;34.78;0
aaron-long;RBNY;34;31;2806;764;1104;69.2;4;0;0;2;0.06;70;694;0;0
nick-besler;RSL;22;15;1431;763;872;87.5;0;0;0;0;0;74;689;0;0
shea-salinas;SJ;25;20;1820;760;947;80.3;18;3;11;2;0.1;65;695;15.94;0
deklan-wynne;COL;25;22;2006;758;934;81.2;6;0;5;0;0;55;703;26.32;0
victor-vazquez;TOR;21;19;1440;751;912;82.3;34;28;11;9;0.56;60;691;22.92;0
kendall-waston;VAN;26;26;2218;747;954;78.3;6;0;1;2;0.08;107;640;50;0
auro;TOR;18;16;1424;741;900;82.3;11;1;13;3;0.19;42;699;25;0
nick-rimando;RSL;33;33;2925;741;1068;69.4;0;0;0;0;0;283;458;0;0
tim-melia;SKC;34;34;3060;738;951;77.6;0;0;0;0;0;164;574;0;0
cristian-higuita;ORL;21;18;1366;735;835;88;9;0;1;0;0;50;685;16.67;0
ignacio-piatti;MTL;32;32;2821;732;912;80.3;46;3;9;13;0.41;66;666;23.68;0
darwin-quintero;MIN;27;27;2396;732;1028;71.2;67;85;28;15;0.56;72;660;22.4;0
rudy-camacho;MTL;18;18;1566;731;834;87.7;2;0;0;0;0;73;658;0;0
leonardo;HOU;24;19;1770;729;854;85.4;2;0;0;0;0;104;625;0;0
danny-wilson;COL;23;22;1935;726;888;81.8;5;0;0;1;0.05;97;629;0;0
brad-guzan;ATL;33;33;2914;719;1048;68.6;1;0;0;0;0;297;422;0;0
alejandro-fuenmayor;HOU;22;21;1763;711;867;82;5;0;1;1;0.05;95;616;25;0
justin-morrow;TOR;21;20;1790;711;859;82.8;16;0;9;3;0.15;21;690;28.13;0
junior-moreno;DC;20;17;1528;708;816;86.8;8;1;2;2;0.12;44;664;66.67;0
oniel-fisher;DC;24;20;1832;700;832;84.1;10;0;6;1;0.05;27;673;14.63;0
jack-elliott;PHI;17;16;1430;697;846;82.4;2;0;0;0;0;62;635;0;0
zoltan-stieber;DC;27;21;1833;693;844;82.1;34;47;32;7;0.34;36;657;30.48;0
kelvin-leerdam;SEA;26;24;1967;683;866;78.9;14;6;13;5;0.23;48;635;17.57;0
;SKC;20;18;1522;681;849;80.2;23;19;9;2;0.12;44;637;21.43;0
eric-alexander;HOU;21;20;1662;676;788;85.8;13;7;0;2;0.11;72;604;0;0
diego-fagundez;NE;33;30;2666;676;889;76;83;144;58;10;0.34;47;629;30.37;0
andy-polo;POR;23;18;1633;676;783;86.3;16;0;4;2;0.11;38;638;26.67;0
jackson-yueill;SJ;21;15;1293;674;785;85.9;14;6;2;3;0.21;41;633;11.76;0
brandt-bronico;CHI;23;17;1531;670;786;85.2;11;6;3;5;0.29;29;641;18.75;0
ronald-matarrita;NYC;24;15;1367;668;827;80.8;22;22;19;2;0.13;41;627;27.54;0
jake-nerwinski;VAN;26;24;2212;668;845;79;13;0;14;1;0.04;40;628;21.21;0
mark-mckenzie;PHI;19;18;1629;667;756;88.2;2;0;0;0;0;35;632;0;0
lawrence-olum;POR;22;18;1632;667;774;86.2;7;0;0;0;0;53;614;0;0
chris-durkin;DC;23;16;1503;665;790;84.2;2;0;0;1;0.06;56;609;0;0
marcelo-silva;RSL;18;18;1557;658;757;86.9;1;0;0;0;0;48;610;0;0
yangel-herrera;NYC;15;13;1111;657;782;84;6;0;3;4;0.32;42;615;75;0
michael-amir-murillo;RBNY;23;21;1935;656;907;72.3;15;0;7;4;0.19;24;632;10.29;0
aleksandar-katai;CHI;33;27;2428;652;849;76.8;33;43;25;5;0.19;26;626;26.88;0
wayne-rooney;DC;20;18;1641;647;811;79.8;33;43;20;7;0.38;73;574;27.78;0
nick-hagglund;TOR;20;15;1429;632;778;81.2;2;0;0;0;0;59;573;0;0
alphonso-davies;VAN;31;27;2420;631;793;79.6;31;1;16;11;0.41;25;606;23.53;0
zack-steffen;CLB;29;29;2610;629;796;79;1;0;0;0;0;159;470;0;0
adolfo-machado;HOU;21;18;1696;623;772;80.7;8;0;5;0;0;38;585;41.67;0
brent-kallman;MIN;24;22;1953;622;751;82.8;3;0;0;0;0;64;558;0;0
zlatan-ibrahimovic;LA;27;24;2143;617;896;68.9;31;10;6;10;0.42;35;582;21.43;0
jesus-medina;NYC;28;21;1999;616;775;79.5;30;9;4;7;0.32;27;589;14.29;0
stefan-frei;SEA;33;33;2970;615;990;62.1;1;0;0;0;0;249;366;0;0
sebastian-giovinco;TOR;28;26;2384;609;812;75;41;47;17;15;0.57;70;539;20.73;0
ismael-tajouri-shradi;NYC;27;18;1547;608;715;85;39;35;22;3;0.17;28;580;29.73;0
joseph-mora;DC;30;28;2523;605;844;71.7;7;0;12;2;0.07;30;575;25.53;0
amro-tarek;ORL;20;19;1697;596;762;78.2;2;0;1;0;0;47;549;12.5;0
julio-cascante;POR;21;18;1729;596;679;87.8;4;0;0;1;0.05;47;549;0;0
michael-barrios;DAL;34;29;2536;595;782;76.1;64;40;15;6;0.21;19;576;15.96;0
cristian-penilla;NE;33;33;2816;595;869;68.5;37;23;24;7;0.22;80;515;19.05;0
kemar-lawrence;RBNY;28;27;2438;587;839;70;10;0;6;1;0.04;35;552;13.33;0
scott-caldwell;NE;24;20;1522;584;724;80.7;21;2;0;0;0;59;525;0;0
maximiliano-urruti;DAL;33;30;2735;572;727;78.7;34;34;13;11;0.36;39;533;24.53;0
david-bingham;LA;34;34;3060;570;1015;56.2;1;0;0;0;0;338;232;0;0
scott-sutter;ORL;19;18;1567;570;676;84.3;7;0;9;2;0.11;34;536;16.07;0
eric-remedi;ATL;13;12;1093;559;639;87.5;10;0;0;1;0.08;48;511;0;0
kevin-ellis;CHI;20;19;1537;554;684;81;5;0;3;4;0.23;49;505;17.65;0
tyler-miller;LAFC;33;33;2970;550;839;65.5;1;0;0;0;0;136;414;0;0
marc-rzatkowski;RBNY;24;16;1497;550;748;73.5;38;54;25;7;0.42;34;516;31.65;0
pedro-santos;CLB;30;29;2221;548;758;72.3;46;88;52;7;0.28;48;500;28.11;0
evan-bush;MTL;34;34;3060;542;893;60.7;1;0;0;0;0;251;291;0;0
ola-kamara;LA;31;30;2689;542;724;74.9;35;0;7;3;0.1;15;527;35;0
johnny-russell;SKC;30;24;2183;542;714;75.9;48;74;27;10;0.41;23;519;28.72;0
yohan-croizet;SKC;32;19;1594;538;666;80.8;25;2;12;3;0.17;35;503;26.09;0
romell-quioto;HOU;32;25;2252;538;706;76.2;39;32;49;12;0.48;45;493;31.82;0
antonio-mlinar-delamea;NE;18;18;1516;533;627;85;1;0;0;0;0;59;474;0;0
tim-howard;COL;33;33;2900;530;818;64.8;0;0;0;0;0;188;342;0;0
victor-rodriguez;SEA;19;14;1259;530;667;79.5;18;5;4;6;0.43;11;519;12.12;0
daniel-salloi;SKC;29;26;2291;530;672;78.9;33;1;4;7;0.27;20;510;13.79;0
johan-blomberg;COL;24;21;1657;526;671;78.4;13;9;11;3;0.16;20;506;20;0
michael-ciani;LA;21;19;1648;526;653;80.5;1;0;0;0;0;57;469;0;0
david-guzman-x5117;POR;14;11;968;521;613;85;9;16;8;1;0.09;75;446;40;0
aaron-herrera;RSL;16;14;1236;521;616;84.6;11;0;4;0;0;42;479;40;0
kelyn-rowe;NE;27;18;1611;518;712;72.8;23;10;8;2;0.11;67;451;17.02;0
bismark-adjei-boateng;COL;20;14;1236;512;623;82.2;11;0;5;1;0.07;40;472;20.83;0
jorge-corrales;CHI;17;15;1293;508;604;84.1;11;1;3;0;0;48;460;9.68;0
daniel-steres;LA;20;14;1321;508;625;81.3;2;0;0;1;0.07;59;449;0;0
jose-aja;VAN;17;17;1512;507;638;79.5;4;0;0;0;0;55;452;0;0
axel-sjoberg;COL;17;15;1334;507;575;88.2;2;0;0;0;0;28;479;0;0
romain-alessandrini;LA;26;23;1920;506;680;74.4;38;83;46;9;0.42;20;486;24.08;0
kei-kamara;VAN;28;24;2166;504;701;71.9;28;0;2;6;0.25;12;492;8.7;0
claude-dielna;NE;17;15;1334;500;676;74;5;19;9;0;0;60;440;24.32;0
yordy-reyna;VAN;26;21;1875;500;591;84.6;28;23;15;11;0.53;33;467;27.78;0
guram-kashia;SJ;12;12;1080;498;609;81.8;4;0;0;0;0;55;443;0;0
lamine-sane;ORL;16;15;1373;498;565;88.1;2;0;0;0;0;37;461;0;0
servando-carrasco;LA;19;10;1001;496;578;85.8;6;6;3;2;0.18;41;455;18.75;0
juan-agudelo;NE;30;13;1496;495;618;80.1;17;0;1;4;0.24;29;466;5.56;0
andre-blake;PHI;33;33;2970;495;798;62;0;0;0;0;0;256;239;0;0
collen-warner;MIN;17;14;1239;491;600;81.8;6;0;0;0;0;31;460;0;0
andrew-wenger;HOU;22;20;1710;491;659;74.5;6;0;3;1;0.05;35;456;9.09;0
jimmy-medranda;SKC;12;8;728;489;542;90.2;12;1;6;1;0.12;38;451;30;0
doneil-henry;VAN;14;14;1260;486;568;85.6;2;0;0;0;0;45;441;0;0
roland-lamah;DAL;29;21;1865;486;662;73.4;29;1;7;6;0.29;23;463;28;0
chris-pontius;LA;26;15;1485;485;620;78.2;12;0;6;6;0.36;14;471;18.75;0
alvas-powell;POR;24;24;2072;485;737;65.8;11;0;7;3;0.13;45;440;12.07;0
ulises-segura;DC;23;14;1292;484;624;77.6;14;2;4;1;0.07;33;451;25;0
marquinhos-pedroso;DAL;13;13;1170;483;554;87.2;7;0;11;0;0;22;461;26.83;0
josef-martinez;ATL;34;34;2898;482;594;81.1;32;0;0;6;0.19;30;452;0;0
santiago-mosquera;DAL;29;17;1589;481;635;75.8;26;24;18;5;0.28;44;437;27.27;0
chris-mueller;ORL;32;23;2056;478;617;77.5;15;6;10;7;0.31;8;470;24.39;0
ken-krolicki;MTL;24;18;1588;476;567;84;8;0;1;0;0;4;472;7.14;0
mauro-manotas;HOU;33;30;2633;476;607;78.4;37;4;2;1;0.03;19;457;15.38;0
harry-shipp;SEA;19;15;1230;476;584;81.5;9;3;3;3;0.22;22;454;17.65;0
chris-mavinga;TOR;12;11;935;471;527;89.4;0;0;0;0;0;30;441;0;0
luis-felipe;SJ;13;11;974;468;534;87.6;8;0;0;1;0.09;25;443;0;0
dejan-jakovic;LAFC;15;13;1148;466;548;85;0;0;0;0;0;14;452;0;0
ilsinho;PHI;23;9;985;466;573;81.3;19;7;6;2;0.18;9;457;40;0
jonathan-campbell;CHI;15;11;1005;463;526;88;1;0;0;1;0.09;51;412;0;0
cristhian-paredes;POR;19;18;1418;462;561;82.3;12;0;3;3;0.19;34;428;50;0
enzo-martinez;COL;22;15;1406;461;597;77.2;16;1;2;3;0.19;28;433;13.33;0
alberth-elis;HOU;30;27;2422;459;633;72.5;29;0;8;10;0.37;7;452;15.38;0
teal-bunbury;NE;32;30;2566;458;673;68;27;0;4;4;0.14;8;450;22.22;0
fafa-picault;PHI;29;24;2190;456;619;73.7;26;5;19;5;0.21;20;436;25.68;0
ager-aketxe;TOR;11;9;732;453;522;86.8;16;32;7;1;0.12;18;435;19.44;0
chris-duvall;MTL;15;14;1195;452;548;82.5;5;0;6;1;0.08;22;430;17.65;0
maynor-figueroa;DAL;16;11;1008;452;568;79.6;1;0;1;0;0;47;405;11.11;0
jacori-hayes;DAL;16;10;998;452;526;85.9;16;0;2;1;0.09;12;440;66.67;0
efrain-juarez;VAN;16;14;1159;451;521;86.6;9;0;3;2;0.16;14;437;37.5;0
marlon-hairston;COL;15;13;1108;446;562;79.4;7;0;9;2;0.16;18;428;23.08;0
cj-sapong;PHI;32;29;2321;446;633;70.5;20;1;1;3;0.12;6;440;9.09;0
aly-ghazal;VAN;22;17;1447;443;530;83.6;4;0;0;0;0;28;415;0;0
marcel-de-jong;VAN;19;17;1392;441;610;72.3;12;0;16;3;0.19;47;394;32;0
;COL;15;14;1141;436;530;82.3;3;0;0;0;0;39;397;0;0
justin-meram;ORL;17;14;1272;436;544;80.2;23;5;7;3;0.21;7;429;19.44;0
shane-o-neill;ORL;13;13;1118;435;509;85.5;1;0;0;0;0;30;405;0;0
kellyn-acosta;COL;12;12;1040;433;523;82.8;14;37;17;3;0.26;21;412;37.78;0
chris-wondolowski;SJ;34;23;2289;432;578;74.7;14;0;3;5;0.2;23;409;23.08;0
rolf-feltscher;LA;15;15;1295;431;561;76.8;9;0;10;3;0.21;44;387;15.38;0
david-villa;NYC;23;20;1754;431;613;70.3;38;9;7;5;0.26;35;396;58.33;0
latif-blessing;LAFC;30;18;1804;429;525;81.7;32;2;2;6;0.3;9;420;18.18;0
dillon-serna;COL;20;10;1181;427;535;79.8;10;2;7;0;0;24;403;25;0
matt-turner;NE;27;27;2430;423;625;67.7;2;0;0;0;0;174;249;0;0
andres-flores;POR;26;11;1159;421;500;84.2;16;6;11;2;0.16;17;404;44;0
andrew-tarbell;SJ;29;29;2610;419;769;54.5;2;0;0;0;0;213;206;0;0
tony-tchani;CHI;13;9;825;416;506;82.2;6;0;1;0;0;25;391;100;0
hector-villalba;ATL;28;21;1787;415;555;74.8;23;0;11;9;0.45;22;393;20.37;0
bradley-wright-phillips;RBNY;32;28;2536;414;641;64.6;31;0;3;8;0.28;8;406;17.65;0
mauro-diaz;DAL;12;9;807;411;507;81.1;34;42;20;8;0.89;31;380;37.04;0
adam-lundkvist;HOU;16;12;1200;409;501;81.6;15;19;16;1;0.07;19;390;25.81;0
daniel-royer;RBNY;29;24;2049;409;609;67.2;15;1;2;2;0.09;7;402;9.09;0
liam-ridgewell;POR;13;13;1085;406;523;77.6;4;0;0;0;0;79;327;0;0
alex-bono;TOR;27;27;2430;405;727;55.7;0;0;0;0;0;160;245;0;0
liam-fraser;TOR;10;7;615;404;459;88;2;3;1;0;0;38;366;25;0
brek-shea;VAN;28;15;1521;401;530;75.7;13;0;9;2;0.12;30;371;15.25;0
drew-moor;TOR;8;6;568;400;453;88.3;0;0;0;0;0;24;376;0;0
jimmy-ockford;SJ;15;11;1085;396;501;79;3;0;0;0;0;41;355;0;0
kevin-garcia;HOU;15;11;1103;391;485;80.6;5;0;3;0;0;41;350;27.27;0
nemanja-nikolic;CHI;31;29;2443;390;499;78.2;21;1;1;2;0.07;4;386;16.67;0
jay-chapman;TOR;22;10;982;387;482;80.3;17;2;4;1;0.09;19;368;18.18;0
danny-hoesen;SJ;34;29;2488;386;545;70.8;33;0;8;4;0.14;14;372;24.24;0
