name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
ubusuku-abukusumo;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
joseph-addo;TB;32;32;2934;0;0;0;0;0;0;1;0.03;0;0;0;0
junior-agogo;COL;22;21;1936;0;0;0;0;0;0;7;0.33;0;0;0;0
junior-agogo;CHI;1;1;57;0;0;0;0;0;0;0;0;0;0;0;0
jeff-agoos;DC;23;23;2089;0;0;0;0;0;0;3;0.13;0;0;0;0
roland-aguilera;CLB;16;3;445;0;0;0;0;0;0;1;0.2;0;0;0;0
lazo-alavanja;DAL;24;15;1440;0;0;0;0;0;0;5;0.31;0;0;0;0
chris-albright;DC;25;21;1823;0;0;0;0;0;0;0;0;0;0;0;0
jeremy-aldrich;MIA;4;1;154;0;0;0;0;0;0;0;0;0;0;0;0
leonel-alvarez;NE;28;28;2474;0;0;0;0;0;0;2;0.07;0;0;0;0
mike-ammann;RBNY;22;22;1960;0;0;0;0;0;0;0;0;0;0;0;0
kevin-anderson;COL;4;2;83;0;0;0;0;0;0;0;0;0;0;0;0
kevin-anderson;TB;17;7;808;0;0;0;0;0;0;2;0.22;0;0;0;0
steve-armas;CLB;4;4;276;0;0;0;0;0;0;0;0;0;0;0;0
chris-armas;CHI;16;16;1479;0;0;0;0;0;0;5;0.3;0;0;0;0
steve-armas;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shaker-asad;NE;8;2;246;0;0;0;0;0;0;1;0.37;0;0;0;0
geoff-aunger;DC;26;22;2081;0;0;0;0;0;0;4;0.17;0;0;0;0
khodadad-azizi;SJ;20;18;1548;0;0;0;0;0;0;4;0.23;0;0;0;0
imad-baba;NE;30;29;2508;0;0;0;0;0;0;8;0.29;0;0;0;0
marcelo-balboa;COL;28;28;2495;0;0;0;0;0;0;5;0.18;0;0;0;0
kalin-bankov;TB;18;9;890;0;0;0;0;0;0;1;0.1;0;0;0;0
wade-barrett;SJ;3;2;163;0;0;0;0;0;0;0;0;0;0;0;0
keith-beach;MIA;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0
jamar-beasley;NE;19;6;848;0;0;0;0;0;0;3;0.32;0;0;0;0
damarcus-beasley;CHI;18;11;1085;0;0;0;0;0;0;2;0.17;0;0;0;0
kyle-beckerman;MIA;2;1;110;0;0;0;0;0;0;0;0;0;0;0;0
jason-bent;COL;21;21;1897;0;0;0;0;0;0;2;0.09;0;0;0;0
steve-bernal;DAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeff-bilyk;MIA;9;7;613;0;0;0;0;0;0;1;0.15;0;0;0;0
carlos-bocanegra;CHI;27;27;2402;0;0;0;0;0;0;1;0.04;0;0;0;0
tenywa-bonseu;CHI;2;1;92;0;0;0;0;0;0;0;0;0;0;0;0
scott-bower;SJ;12;5;537;0;0;0;0;0;0;0;0;0;0;0;0
paul-bravo;COL;27;24;2009;0;0;0;0;0;0;3;0.13;0;0;0;0
paul-broome;DAL;20;12;1112;0;0;0;0;0;0;7;0.57;0;0;0;0
dario-brose;SJ;28;21;2088;0;0;0;0;0;0;4;0.17;0;0;0;0
chuck-browder;CLB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chris-brown;SKC;22;10;1116;0;0;0;0;0;0;1;0.08;0;0;0;0
