name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
ubusuku-abukusumo;CLB;3;1;102;0;0;0;0;0;0;0;0;0;0;0;0
joseph-addo;TB;8;8;675;0;0;0;0;0;0;0;0;0;0;0;0
jeff-agoos;DC;30;29;2610;0;0;0;0;0;0;2;0.07;0;0;0;0
lazo-alavanja;DAL;1;0;45;0;0;0;0;0;0;0;0;0;0;0;0
chris-albright;DC;8;4;347;0;0;0;0;0;0;1;0.26;0;0;0;0
jeremy-aldrich;MIA;18;14;1365;0;0;0;0;0;0;0;0;0;0;0;0
david-allred;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cesar-alvarado;TB;1;0;4;0;0;0;0;0;0;1;22.5;0;0;0;0
leonel-alvarez;NE;8;8;658;0;0;0;0;0;0;1;0.14;0;0;0;0
leonel-alvarez;DAL;21;20;1794;0;0;0;0;0;0;6;0.3;0;0;0;0
mike-ammann;RBNY;24;24;2138;0;0;0;0;0;0;0;0;0;0;0;0
kevin-anderson;COL;17;11;920;0;0;0;0;0;0;2;0.2;0;0;0;0
bill-andracki;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chris-armas;CHI;22;22;1935;0;0;0;0;0;0;5;0.23;0;0;0;0
geoff-aunger;DC;26;24;2132;0;0;0;0;0;0;5;0.21;0;0;0;0
imad-baba;NE;2;2;108;0;0;0;0;0;0;0;0;0;0;0;0
mark-baena;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeff-baicher;NE;10;10;795;0;0;0;0;0;0;0;0;0;0;0;0
jeff-baicher;SJ;20;20;1602;0;0;0;0;0;0;9;0.51;0;0;0;0
marcelo-balboa;COL;27;27;2430;0;0;0;0;0;0;2;0.07;0;0;0;0
john-ball;CHI;9;4;480;0;0;0;0;0;0;0;0;0;0;0;0
wade-barrett;SJ;31;31;2790;0;0;0;0;0;0;8;0.26;0;0;0;0
brian-bates;DC;1;0;64;0;0;0;0;0;0;0;0;0;0;0;0
jamar-beasley;NE;18;3;502;0;0;0;0;0;0;1;0.18;0;0;0;0
jason-bent;COL;18;16;1497;0;0;0;0;0;0;2;0.12;0;0;0;0
jeff-bilyk;MIA;11;10;901;0;0;0;0;0;0;1;0.1;0;0;0;0
jose-botello;LA;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0
scott-bower;SJ;17;6;649;0;0;0;0;0;0;3;0.42;0;0;0;0
sean-bowers;SKC;25;20;1827;0;0;0;0;0;0;0;0;0;0;0;0
jason-boyce;MIA;4;1;153;0;0;0;0;0;0;0;0;0;0;0;0
paul-bravo;COL;25;23;1966;0;0;0;0;0;0;5;0.23;0;0;0;0
paul-broome;DAL;13;5;627;0;0;0;0;0;0;2;0.29;0;0;0;0
dario-brose;SJ;27;12;1288;0;0;0;0;0;0;2;0.14;0;0;0;0
chris-brown;SKC;28;19;1679;0;0;0;0;0;0;3;0.16;0;0;0;0
c-j-brown;CHI;26;26;2238;0;0;0;0;0;0;2;0.08;0;0;0;0
alex-bunbury;SKC;19;17;1579;0;0;0;0;0;0;4;0.23;0;0;0;0
mike-burns;NE;28;28;2505;0;0;0;0;0;0;4;0.14;0;0;0;0
jon-busch;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jon-busch;DC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jon-busch;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dan-calichman;NE;25;25;2009;0;0;0;0;0;0;0;0;0;0;0;0
paul-caligiuri;LA;27;27;2275;0;0;0;0;0;0;1;0.04;0;0;0;0
joe-cannon;SJ;24;24;2160;0;0;0;0;0;0;1;0.04;0;0;0;0
jeff-cassar;MIA;15;15;1304;0;0;0;0;0;0;0;0;0;0;0;0
jeff-causey;NE;16;7;755;0;0;0;0;0;0;0;0;0;0;0;0
ronald-cerritos;SJ;31;30;2721;0;0;0;0;0;0;9;0.3;0;0;0;0
ted-chronopoulos;NE;31;31;2710;0;0;0;0;0;0;5;0.17;0;0;0;0
matt-chulis;CLB;4;3;260;0;0;0;0;0;0;0;0;0;0;0;0
mark-chung;RBNY;26;22;1995;0;0;0;0;0;0;7;0.32;0;0;0;0
mauricio-cienfuegos;LA;30;29;2621;0;0;0;0;0;0;17;0.58;0;0;0;0
mike-clark;CLB;30;30;2558;0;0;0;0;0;0;3;0.11;0;0;0;0
jamie-clark;SJ;26;22;1894;0;0;0;0;0;0;0;0;0;0;0;0
braeden-cloutier;SJ;26;18;1576;0;0;0;0;0;0;4;0.23;0;0;0;0
jimmy-conrad;SJ;17;12;1163;0;0;0;0;0;0;1;0.08;0;0;0;0
