name;club;games_played;games_started;mins;completed_passes;total_pass;accurate_pass;key_passes;corner_kicks;succesfull_crosses;assists;assists_average_over_90_minutes;accurate_long_balls;succesfull_short_passes;cross_perc;free_kicks
ubusuku-abukusumo;CLB;7;3;309;0;0;0;0;0;0;0;0;0;0;0;0
jeff-agoos;DC;21;20;1780;0;0;0;0;0;0;4;0.2;0;0;0;0
david-allred;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
damian;NE;2;1;61;0;0;0;0;0;0;0;0;0;0;0;0
leonel-alvarez;DAL;27;27;2338;0;0;0;0;0;0;6;0.23;0;0;0;0
damian;DAL;13;12;893;0;0;0;0;0;0;2;0.2;0;0;0;0
mike-ammann;SKC;27;27;2430;0;0;0;0;0;0;0;0;0;0;0;0
bill-andracki;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bill-andracki;MIA;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0
chris-armas;CHI;31;31;2790;0;0;0;0;0;0;10;0.32;0;0;0;0
geoff-aunger;DC;22;15;1389;0;0;0;0;0;0;2;0.13;0;0;0;0
imad-baba;NE;30;29;2484;0;0;0;0;0;0;4;0.14;0;0;0;0
jeff-baicher;SJ;20;15;1099;0;0;0;0;0;0;3;0.25;0;0;0;0
marcelo-balboa;COL;26;25;2290;0;0;0;0;0;0;5;0.2;0;0;0;0
wade-barrett;SJ;26;22;1921;0;0;0;0;0;0;2;0.09;0;0;0;0
brian-bates;CHI;2;2;159;0;0;0;0;0;0;0;0;0;0;0;0
brian-bates;DAL;4;2;127;0;0;0;0;0;0;0;0;0;0;0;0
jamar-beasley;NE;3;0;49;0;0;0;0;0;0;1;1.84;0;0;0;0
steve-bell;TB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jason-bent;COL;12;9;890;0;0;0;0;0;0;0;0;0;0;0;0
;SKC;3;1;106;0;0;0;0;0;0;0;0;0;0;0;0
jose-botello;LA;2;0;27;0;0;0;0;0;0;0;0;0;0;0;0
sean-bowers;SKC;29;29;2565;0;0;0;0;0;0;1;0.04;0;0;0;0
jason-boyce;COL;10;3;274;0;0;0;0;0;0;2;0.66;0;0;0;0
jason-boyce;MIA;5;3;323;0;0;0;0;0;0;1;0.28;0;0;0;0
paul-bravo;COL;30;30;2579;0;0;0;0;0;0;8;0.28;0;0;0;0
c-j-brown;CHI;28;28;2470;0;0;0;0;0;0;0;0;0;0;0;0
;DAL;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0
scott-budnick;MIA;3;3;270;0;0;0;0;0;0;0;0;0;0;0;0
mike-burns;NE;23;23;2025;0;0;0;0;0;0;8;0.36;0;0;0;0
dan-calichman;LA;8;8;682;0;0;0;0;0;0;0;0;0;0;0;0
paul-caligiuri;LA;18;14;1293;0;0;0;0;0;0;1;0.07;0;0;0;0
jorge-campos;CHI;9;8;765;0;0;0;0;0;0;0;0;0;0;0;0
scott-cannon;CLB;15;9;750;0;0;0;0;0;0;3;0.36;0;0;0;0
joe-cannon;SJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
danny-care;DC;1;1;45;0;0;0;0;0;0;0;0;0;0;0;0
manuel-carou;RBNY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
marcelo-carrera;CLB;16;5;595;0;0;0;0;0;0;3;0.45;0;0;0;0
joe-carver;CHI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jeff-cassar;MIA;21;21;1890;0;0;0;0;0;0;0;0;0;0;0;0
jeff-causey;NE;9;6;544;0;0;0;0;0;0;0;0;0;0;0;0
