name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
mike-ammann;DC;19;19;1739;1;38;73;0;0;0;3;14;2
adin-brown;COL;9;9;830;1;18;46;0;0;0;0;0;0
adin-brown;TB;13;13;1188;2;33;72;0;0;0;3;16;3
cole-burgman;DAL;0;0;0;0;0;0;0;0;0;0;0;0
preston-burpo;COL;0;0;0;0;0;0;0;0;0;0;0;0
joe-cannon;SJ;25;25;2306;7;28;101;0;0;0;13;6;6
jeff-cassar;MIA;1;1;90;0;3;5;0;0;0;1;0;0
jeff-causey;NE;11;10;1003;1;23;58;0;0;0;3;5;3
jon-conway;SJ;1;1;90;0;1;3;0;0;0;0;1;0
d-j-countess;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
rich-cullen;COL;0;0;0;0;0;0;0;0;0;0;0;0
randy-dedini;NE;0;0;0;0;0;0;0;0;0;0;0;0
randy-dedini;DAL;0;0;0;0;0;0;0;0;0;0;0;0
alex-deegan;DC;0;0;0;0;0;0;0;0;0;0;0;0
mark-dougherty;CLB;2;1;100;0;1;5;0;0;0;1;0;1
jose-fernandez;NE;7;7;578;1;12;30;0;0;0;1;4;2
scott-garlick;COL;12;12;1130;1;21;67;0;0;0;0;0;0
scott-garlick;TB;14;14;1270;0;35;71;0;0;0;6;15;5
taly-goode;SKC;0;0;0;0;0;0;0;0;0;0;0;0
paul-grafer;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
t-j-hannig;SKC;0;0;0;0;0;0;0;0;0;0;0;0
t-j-hannig;DC;0;0;0;0;0;0;0;0;0;0;0;0
kevin-hartman;LA;11;11;1007;4;14;48;0;0;0;6;4;1
tim-howard;RBNY;26;26;2370;4;35;146;0;0;0;13;10;3
matt-jordan;DAL;26;26;2388;9;45;91;0;0;0;10;11;5
david-kramer;COL;5;5;466;0;8;25;0;0;0;0;3;2
anthony-latronica;SKC;0;0;0;0;0;0;0;0;0;0;0;0
jon-lowery;TB;0;0;0;0;0;0;0;0;0;0;0;0
tony-meola;SKC;17;17;1534;4;28;80;0;0;0;7;8;2
dan-moss;SKC;0;0;0;0;0;0;0;0;0;0;0;0
matt-napoleon;CLB;0;0;0;0;0;0;0;0;0;0;0;0
matt-napoleon;DAL;0;0;0;0;0;0;0;0;0;0;0;0
matt-nyman;TB;0;0;0;0;0;0;0;0;0;0;0;0
bo-oshoniyi;SKC;11;10;938;3;25;48;0;0;0;4;6;1
ronnie-pascale;DC;0;0;0;0;0;0;0;0;0;0;0;0
eric-pogue;DAL;0;0;0;0;0;0;0;0;0;0;0;0
dan-popik;DAL;0;0;0;0;0;0;0;0;0;0;0;0
tom-presthus;CLB;25;25;2309;5;35;136;0;0;0;12;7;6
matt-reis;LA;16;15;1405;6;22;52;0;0;0;8;4;4
nick-rimando;MIA;25;25;2300;5;33;116;0;0;0;15;5;5
henry-ring;CHI;0;0;0;0;0;0;0;0;0;0;0;0
mark-simpson;DC;7;7;630;1;12;30;0;0;0;5;2;0
chris-snitko;DAL;1;0;24;0;2;0;0;0;0;0;1;0
juergen-sommer;NE;10;10;911;1;17;50;0;0;0;3;6;1
zach-thornton;CHI;27;27;2496;9;30;111;0;0;0;16;6;5
adam-throop;NE;0;0;0;0;0;0;0;0;0;0;0;0
adam-throop;DAL;0;0;0;0;0;0;0;0;0;0;0;0
joe-warren;TB;0;0;0;0;0;0;0;0;0;0;0;0
david-winner;MIA;0;0;0;0;0;0;0;0;0;0;0;0
jon-busch;DAL;0;0;0;0;0;0;0;0;0;0;0;0
alex-deegan;DAL;0;0;0;0;0;0;0;0;0;0;0;0
