name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
jeff-attinella;RSL;10;10;900;3;14;45;55.8;38.2;12;2;4;4
joe-bendik;TOR;27;27;2430;4;45;82;60.1;43;30;8;11;8
john-berner;COL;5;5;450;2;6;5;56.3;36.8;4;1;1;3
david-bingham;SJ;0;0;0;0;0;0;0;0;0;0;0;0
andre-blake;PHI;1;1;90;0;2;7;57.7;35.3;3;0;1;0
jon-busch;SJ;34;34;3060;6;50;141;58;48.9;29;6;16;12
evan-bush;MTL;13;13;1170;3;23;52;64.7;43.2;13;2;6;5
marco-carducci;VAN;0;0;0;0;0;0;0;0;0;0;0;0
santiago-castano;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
steve-clark;CLB;34;34;3060;8;42;112;75.9;51.4;41;14;10;10
maxime-crepeau;MTL;0;0;0;0;0;0;0;0;0;0;0;0
tyler-deric;HOU;11;10;910;3;14;36;50.5;31.7;10;4;5;2
andrew-dykstra;DC;4;4;360;2;3;7;48.1;41.9;5;3;0;1
raul-fernandez;DAL;21;20;1818;4;25;66;53.8;41.9;23;10;8;3
lalo-fernandez;RSL;0;0;0;0;0;0;0;0;0;0;0;0
josh-ford;SEA;0;0;0;0;0;0;0;0;0;0;0;0
stefan-frei;SEA;34;34;3060;9;50;102;54.4;38.3;15;20;10;4
jake-gleeson;POR;0;0;0;0;0;0;0;0;0;0;0;0
jesse-gonzalez;DAL;0;0;0;0;0;0;0;0;0;0;0;0
andy-gruenebaum;SKC;11;11;945;3;12;34;65.6;47.1;7;6;3;2
marcus-hahnemann;SEA;0;0;0;0;0;0;0;0;0;0;0;0
tally-hall;HOU;24;24;2150;7;44;68;49.5;31.5;21;8;12;4
bill-hamid;DC;30;30;2700;10;34;111;52.5;37.7;29;14;9;7
brian-holt;PHI;0;0;0;0;0;0;0;0;0;0;0;0
clint-irwin;COL;26;25;2336;7;49;74;58.8;43.7;32;7;15;4
larry-jackson;NE;0;0;0;0;0;0;0;0;0;0;0;0
sean-johnson;CHI;33;33;2970;6;49;96;48.8;37.2;48;6;9;18
alec-kann;CHI;0;0;0;0;0;0;0;0;0;0;0;0
jon-kempin;SKC;4;3;315;0;7;5;69.5;47.1;5;1;3;0
dan-kennedy;CHV;33;33;2957;6;57;95;49.3;38.1;21;9;18;6
dan-kennedy;DAL;0;0;0;0;0;0;0;0;0;0;0;0
brad-knighton;NE;2;2;180;0;6;6;53.2;37;2;1;1;0
billy-knutsen;SJ;0;0;0;0;0;0;0;0;0;0;0;0
chris-konopka;TOR;0;0;0;0;0;0;0;0;0;0;0;0
eric-kronberg;SKC;20;20;1800;7;22;46;71.9;49.8;20;7;8;5
matt-lampson;CLB;0;0;0;0;0;0;0;0;0;0;0;0
michael-lisch;HOU;0;0;0;0;0;0;0;0;0;0;0;0
rais-mbolhi-x6317;PHI;4;4;360;1;4;7;56.3;44.9;3;1;1;2
zac-macmath;PHI;29;29;2610;5;45;77;53.9;39.3;45;9;10;10
ryan-meara;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
tim-melia;CHV;2;1;79;0;3;1;41.7;22.2;0;0;2;0
tim-melia;DAL;0;0;0;0;0;0;0;0;0;0;0;0
bryan-meredith;SJ;0;0;0;0;0;0;0;0;0;0;0;0
joe-nasco;COL;4;4;271;0;7;14;47.3;32.8;5;0;3;1
david-ousted;VAN;34;34;3060;13;40;97;59;41.4;31;12;8;14
jaime-penedo;LA;29;29;2610;8;33;83;51.8;34.2;37;15;7;7
brian-perk;LA;2;2;180;1;1;2;62;39.3;0;1;0;1
troy-perkins;MTL;21;21;1890;5;35;69;48.6;36.9;21;4;12;5
matt-pickens;COL;0;0;0;0;0;0;0;0;0;0;0;0
kyle-reynish;CHI;1;1;90;0;2;2;48.4;30.4;0;0;1;0
donovan-ricketts;POR;32;32;2861;7;44;106;48.6;31.6;23;12;8;12
nick-rimando;RSL;24;24;2160;7;25;73;64.7;44.3;22;13;4;7
quillan-roberts;TOR;0;0;0;0;0;0;0;0;0;0;0;0
luis-robles;RBNY;34;34;3060;6;50;115;55.1;36.6;42;13;10;11
brian-rowe;LA;3;3;270;1;3;10;66;48.5;2;1;0;2
richard-sanchez;DAL;0;0;0;0;0;0;0;0;0;0;0;0
chris-seitz;DAL;14;14;1242;2;20;44;56.4;40.8;13;7;4;3
bobby-shuttleworth;NE;32;32;2880;8;40;94;46.8;31.9;25;16;12;4
julio-cesar-x8022;TOR;7;7;630;2;9;18;59.1;43.9;4;3;4;0
trevor-spangenberg;CHV;1;0;22;0;1;1;50;0;1;0;1;0
brad-stuver;CLB;0;0;0;0;0;0;0;0;0;0;0;0
paolo-tornaghi;VAN;0;0;0;0;0;0;0;0;0;0;0;0
andrew-weber;POR;3;2;198;0;8;8;36.7;18.2;1;0;2;1
joe-willis;DC;0;0;0;0;0;0;0;0;0;0;0;0
daniel-withrow;DC;0;0;0;0;0;0;0;0;0;0;0;0
daniel-withrow;CLB;0;0;0;0;0;0;0;0;0;0;0;0
