name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
jeff-attinella;POR;10;10;900;0;24;42;57.1;41;17;1;7;2
luis-barraza;NYC;0;0;0;0;0;0;0;0;0;0;0;0
jason-beaulieu;MTL;0;0;0;0;0;0;0;0;0;0;0;0
joe-bendik;CLB;6;6;540;0;12;14;67.4;32.9;7;0;5;1
joe-bendik;PHI;0;0;0;0;0;0;0;0;0;0;0;0
matt-bersano;SJ;0;0;0;0;0;0;0;0;0;0;0;0
david-bingham;LA;33;33;2970;8;55;142;63.5;46.9;30;16;14;3
andre-blake;PHI;26;26;2304;3;41;60;64.2;42.8;19;11;10;5
alex-bono;TOR;7;6;555;1;11;16;60.7;30.7;7;4;1;2
evan-bush;MTL;32;32;2880;7;59;84;61;39.8;46;11;17;4
jeff-caldwell;NYC;0;0;0;0;0;0;0;0;0;0;0;0
steve-clark;POR;24;24;2160;6;25;85;70.5;48.1;18;13;6;5
stefan-cleveland;CHI;0;0;0;0;0;0;0;0;0;0;0;0
carlos-miguel-coronel;PHI;4;3;319;1;2;10;51.3;40;6;4;0;0
maxime-crepeau;VAN;26;26;2340;5;46;115;67.3;45.6;32;7;13;6
cody-cropper;NE;7;7;630;1;17;30;69.7;50;10;2;4;1
tyler-deric;HOU;7;7;630;0;15;19;46.7;26.9;3;2;5;0
eric-dick;SKC;1;1;90;0;6;3;62.5;40;0;0;1;0
clement-diop;MTL;2;2;180;1;1;6;51;27.3;2;1;0;1
earl-edwards-jr;DC;0;0;0;0;0;0;0;0;0;0;0;0
phillip-ejimadu;LAFC;0;0;0;0;0;0;0;0;0;0;0;0
matt-freese;PHI;6;5;437;0;7;14;48.6;35.3;2;3;1;2
stefan-frei;SEA;34;34;3060;10;49;117;71.7;47.5;21;16;10;8
jesse-gonzalez;DAL;32;32;2880;8;42;84;80.2;46.4;21;13;11;8
adam-grinwis;ORL;0;0;0;0;0;0;0;0;0;0;0;0
brad-guzan;ATL;34;34;3060;14;43;91;70.6;48.6;21;18;12;4
jimmy-hague;CIN;0;0;0;0;0;0;0;0;0;0;0;0
bill-hamid;DC;33;33;2970;14;37;127;56.7;36.1;28;12;10;11
thomas-hasal;VAN;0;0;0;0;0;0;0;0;0;0;0;0
alex-horwath;RSL;0;0;0;0;0;0;0;0;0;0;0;0
tim-howard;COL;25;25;2160;5;46;73;50.4;38.2;14;8;13;4
