name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
ben-lundt;CIN;0;0;0;0;0;0;0;0;0;0;0;0
charlie-lyon;DAL;0;0;0;0;0;0;0;0;0;0;0;0
zac-macmath;RSL;6;6;540;3;7;15;59.4;35.6;4;1;2;3
jt-marcinkowski;SJ;11;11;990;4;14;25;75.5;44.8;6;6;3;2
marko-maric-x2484;HOU;23;23;2070;3;40;80;67.7;32.7;19;4;10;9
jimmy-maurer;DAL;16;16;1392;7;13;54;76;47.2;13;6;4;6
john-mccarthy;MIA;8;8;720;1;10;19;58.5;38.4;4;4;3;1
kendall-mcintosh;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
ryan-meara;RBNY;13;13;1142;3;16;40;50.8;32.3;11;5;4;4
phelipe-megiolaro;DAL;1;1;90;0;3;6;76.5;42.9;4;0;1;0
tim-melia;SKC;20;20;1784;7;21;56;67.5;40.8;17;11;6;3
bryan-meredith;VAN;3;3;270;0;10;20;72.1;51.4;3;0;3;0
tyler-miller;MIN;5;5;450;1;6;13;58.4;38.8;9;3;0;2
brendan-moore;ATL;0;0;0;0;0;0;0;0;0;0;0;0
trey-muse;SEA;0;0;0;0;0;0;0;0;0;0;0;0
michael-nelson;HOU;0;0;0;0;0;0;0;0;0;0;0;0
evan-newton;NYC;0;0;0;0;0;0;0;0;0;0;0;0
emmanuel-ochoa;SJ;0;0;0;0;0;0;0;0;0;0;0;0
david-ochoa;RSL;1;1;90;0;2;4;37.8;30;3;0;1;0
elliot-panicco;NSH;0;0;0;0;0;0;0;0;0;0;0;0
james-pantemis;MTL;3;3;270;0;7;17;80;48.5;3;1;2;0
john-pulskamp;SKC;0;0;0;0;0;0;0;0;0;0;0;0
andrew-putna;RSL;15;15;1350;4;26;38;47.5;27.9;4;4;7;4
greg-ranjitsingh;MIN;3;3;270;0;8;15;69;37.1;2;0;3;0
andre-rawls;COL;0;0;0;0;0;0;0;0;0;0;0;0
spencer-richey;CIN;10;9;819;2;15;19;72.8;51.2;7;1;8;1
luis-robles;MIA;15;15;1350;2;25;34;66.5;39.6;12;3;10;2
abraham-rodriguez;COL;0;0;0;0;0;0;0;0;0;0;0;0
eloy-room;CLB;17;17;1511;7;15;43;72.3;46.5;7;9;3;5
brian-rowe;ORL;4;4;360;1;5;16;72.7;38.2;1;0;1;3
richard-sanchez;SKC;2;1;104;0;4;2;85.2;60;1;1;1;0
brady-scott;NSH;0;0;0;0;0;0;0;0;0;0;0;0
chris-seitz;DC;6;6;540;2;9;22;60.8;37.1;6;2;2;2
bobby-shuttleworth;CHI;17;17;1530;4;28;53;80.6;44.6;9;4;6;7
kevin-silva;TOR;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-sirois;MTL;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-sirois;VAN;0;0;0;0;0;0;0;0;0;0;0;0
pablo-sisniega;LAFC;14;14;1260;2;23;36;62.2;31.4;10;7;5;2
gabriel-slonina;CHI;0;0;0;0;0;0;0;0;0;0;0;0
connor-sparrow;CHI;1;1;90;0;3;4;50;18.8;2;0;1;0
dayne-st-clair;MIN;13;13;1170;6;12;48;49;31.4;10;6;2;5
mason-stajduhar;ORL;0;0;0;0;0;0;0;0;0;0;0;0
brad-stuver;NYC;0;0;0;0;0;0;0;0;0;0;0;0
hunter-sulte;POR;0;0;0;0;0;0;0;0;0;0;0;0
beckham-sunderland;CIN;0;0;0;0;0;0;0;0;0;0;0;0
andrew-tarbell;CLB;7;6;559;2;6;17;60.5;37;6;3;3;1
matt-turner;NE;22;22;1980;6;24;71;65.2;40.1;10;8;7;7
przemyslaw-tyton;CIN;12;12;1071;5;18;31;72.2;47.4;8;2;7;3
daniel-vega;SJ;12;12;1080;3;37;43;74.6;49.1;16;2;6;4
kenneth-vermeer;LAFC;8;8;720;1;16;20;72.8;46.5;4;2;3;3
justin-vom-steeg;LA;0;0;0;0;0;0;0;0;0;0;0;0
quentin-westberg;TOR;20;20;1800;6;26;48;75.8;49.3;16;11;5;4
joe-willis;NSH;23;23;2070;9;22;69;56.5;34.9;19;8;7;8
william-yarbrough;COL;14;14;1260;4;20;49;70.9;48.7;9;6;4;4
adrian-zendejas;MIN;0;0;0;0;0;0;0;0;0;0;0;0
adrian-zendejas;NSH;0;0;0;0;0;0;0;0;0;0;0;0
kyle-zobeck;DAL;4;3;318;0;6;11;71.6;38.5;1;2;1;1
