name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
clint-baumstark;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
clint-baumstark;CLB;0;0;0;0;0;0;0;0;0;0;0;0
clint-baumstark;LA;0;0;0;0;0;0;0;0;0;0;0;0
clint-baumstark;DC;1;1;100;0;1;0;0;0;0;0;0;0
clint-baumstark;DAL;0;0;0;0;0;0;0;0;0;2;5;2
adin-brown;NE;25;25;2347;4;37;95;0;0;0;11;7;8
jon-busch;CLB;24;24;2194;4;35;104;0;0;0;9;10;6
joe-cannon;COL;1;0;45;0;0;0;0;0;0;2;2;2
jeff-cassar;DAL;7;6;562;2;16;23;0;0;0;6;19;5
jon-conway;SJ;3;3;280;1;6;11;0;0;0;12;7;7
d-j-countess;DAL;24;24;2194;2;48;115;0;0;0;6;18;5
byron-foss;COL;0;0;0;0;0;0;0;0;0;3;1;5
scott-garlick;COL;26;26;2346;9;38;83;0;0;0;11;12;6
jorge-geddes;DC;0;0;0;0;0;0;0;0;0;2;4;3
taly-goode;SKC;0;0;0;0;0;0;0;0;0;1;0;0
paul-grafer;RBNY;3;3;270;1;8;14;0;0;0;11;10;9
kevin-hartman;LA;30;30;2796;3;35;149;0;0;0;9;12;9
tim-howard;RBNY;13;13;1223;3;18;74;0;0;0;6;3;4
mike-mcginty;CHI;0;0;0;0;0;0;0;0;0;0;1;0
tony-meola;SKC;30;30;2797;4;44;121;0;0;0;11;10;9
pat-onstad;SJ;27;27;2510;9;29;103;0;0;0;14;5;8
bo-oshoniyi;SKC;1;0;8;0;0;0;0;0;0;11;10;9
dan-popik;LA;1;0;16;0;0;0;0;0;0;8;10;9
tom-presthus;CLB;7;6;613;2;9;21;0;0;0;8;10;7
matt-reis;NE;5;5;460;0;10;12;0;0;0;12;9;9
nick-rimando;DC;25;25;2318;7;29;100;0;0;0;10;9;6
henry-ring;CHI;1;0;11;0;0;1;0;0;0;13;4;8
josh-saunders;SJ;0;0;0;0;0;0;0;0;0;7;3;4
kyle-singer;NE;1;0;9;0;0;0;0;0;0;6;3;3
curtis-spiteri;CHI;1;0;45;0;6;4;0;0;0;2;1;0
zach-thornton;CHI;30;30;2728;8;37;123;0;0;0;15;7;8
michael-ueltschey;CLB;0;0;0;0;0;0;0;0;0;3;3;3
scott-vallow;COL;4;4;380;0;7;14;0;0;0;11;10;6
jonny-walker;RBNY;14;14;1325;4;14;55;0;0;0;4;6;5
doug-warren;DC;5;4;404;0;6;26;0;0;0;10;11;8
