name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
mike-ammann;SKC;29;29;2597;5;45;109;0;0;0;21;8;0
scott-budnick;TB;9;8;737;1;15;35;0;0;0;2;7;0
jorge-campos;LA;19;19;1687;4;23;62;0;0;0;12;7;0
jeff-cassar;DAL;0;0;0;0;0;0;0;0;0;0;0;0
jeff-causey;NE;6;6;540;0;16;26;0;0;0;0;0;0
jeff-causey;DC;6;5;451;1;11;30;0;0;0;4;8;0
scott-coufal;NE;4;4;360;1;9;17;0;0;0;0;4;0
mark-dodd;DAL;30;30;2700;3;48;183;0;0;0;14;16;0
mark-dougherty;TB;26;24;2157;3;45;111;0;0;0;15;11;0
brad-friedel;CLB;29;29;2609;7;35;131;0;0;0;14;15;0
scott-garlick;DC;14;13;1171;2;22;57;0;0;0;9;5;0
paul-grafer;COL;9;8;723;1;22;40;0;0;0;1;8;0
marcus-hahnemann;COL;25;24;2157;5;37;111;0;0;0;13;12;0
kevin-hartman;LA;8;4;483;3;8;12;0;0;0;2;6;0
aidan-heaney;CLB;0;0;0;0;0;0;0;0;0;0;0;0
david-kramer;SJ;12;12;1021;1;20;45;0;0;0;0;0;0
david-kramer;LA;9;9;810;2;13;39;0;0;0;7;14;0
garth-lagerwey;DAL;2;2;180;1;1;13;0;0;0;2;0;0
tom-liner;SJ;2;2;180;0;4;14;0;0;0;0;2;0
tony-meola;RBNY;30;30;2700;5;48;149;0;0;0;12;18;0
tom-presthus;DC;7;7;629;0;13;31;0;0;0;5;2;0
marcus-roy;DAL;0;0;0;0;0;0;0;0;0;0;0;0
dave-salzwedel;SJ;20;18;1679;2;35;72;0;0;0;7;13;0
mark-simpson;DC;7;7;629;3;7;27;0;0;0;5;2;0
chris-snitko;SKC;5;3;282;0;6;11;0;0;0;2;3;0
zach-thornton;RBNY;3;2;197;0;5;12;0;0;0;1;2;0
david-winner;CLB;4;3;271;0;6;11;0;0;0;1;3;0
walter-zenga;NE;22;22;1980;6;28;81;0;0;0;15;7;0
