name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
jake-mcguire;PHI;0;0;0;0;0;0;0;0;0;0;0;0
kendall-mcintosh;POR;0;0;0;0;0;0;0;0;0;0;0;0
patrick-mclain;CHI;5;5;403;1;6;13;58.7;39.4;6;2;2;1
ryan-meara;RBNY;3;3;270;1;3;12;44.2;26.3;2;1;1;1
tim-melia;SKC;34;34;3060;13;40;109;77.6;43.6;17;18;8;8
sean-melvin;VAN;0;0;0;0;0;0;0;0;0;0;0;0
bryan-meredith;SEA;1;1;90;0;3;3;90;77.8;2;0;1;0
tyler-miller;LAFC;33;33;2970;10;50;115;65.5;33;35;16;8;9
michael-nelson;HOU;0;0;0;0;0;0;0;0;0;0;0;0
david-ousted;DC;17;17;1530;0;32;48;64.1;39.9;17;4;7;6
james-pantemis;MTL;0;0;0;0;0;0;0;0;0;0;0;0
;TOR;0;0;0;0;0;0;0;0;0;0;0;0
andrew-putna;RSL;2;1;135;0;1;6;73.3;42.9;0;1;1;0
spencer-richey;VAN;0;0;0;0;0;0;0;0;0;0;0;0
nick-rimando;RSL;33;33;2925;7;57;104;69.4;47;23;13;13;7
quillan-roberts;LAFC;0;0;0;0;0;0;0;0;0;0;0;0
luis-robles;RBNY;31;31;2790;14;30;85;50.1;34.2;36;21;6;4
brian-rowe;VAN;10;10;900;0;22;29;57.6;41.2;5;3;3;4
richard-sanchez;CHI;25;24;2207;3;47;81;59.6;40.5;28;6;13;6
chris-seitz;HOU;6;6;540;1;9;14;54.5;38.2;11;1;3;2
bobby-shuttleworth;MIN;25;25;2250;2;51;104;53.8;27.8;24;9;13;3
connor-sparrow;RSL;0;0;0;0;0;0;0;0;0;0;0;0
mason-stajduhar;ORL;0;0;0;0;0;0;0;0;0;0;0;0
zack-steffen;CLB;29;29;2610;10;37;67;79;51;18;12;10;7
brad-stuver;NYC;2;2;180;0;4;5;78;42.1;0;1;0;1
brian-sylvestre;LA;0;0;0;0;0;0;0;0;0;0;0;0
andrew-tarbell;SJ;29;29;2610;1;60;87;54.5;38.3;38;4;17;8
matt-turner;NE;27;27;2430;5;42;85;67.7;47;26;8;10;9
justin-vom-steeg;LA;0;0;0;0;0;0;0;0;0;0;0;0
joe-willis;HOU;26;26;2340;4;42;83;54.8;37.2;13;9;11;6
travis-worra;DC;0;0;0;0;0;0;0;0;0;0;0;0
adrian-zendejas;SKC;0;0;0;0;0;0;0;0;0;0;0;0
kyle-zobeck;DAL;0;0;0;0;0;0;0;0;0;0;0;0
