name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
scott-garlick;RSL;31;31;2745;43;0;0;0;0;0
joe-cannon;COL;28;28;2440;42;0;0;0;0;0
bo-oshoniyi;SKC;29;29;2610;41;0;0;0;0;0
pat-onstad;HOU;32;32;2880;40;0;0;0;0;0
matt-reis;NE;32;32;2880;35;0;0;0;1;0
troy-perkins;DC;30;30;2700;34;0;0;0;2;0
dario-sala;DAL;28;28;2475;34;0;0;0;1;0
kevin-hartman;LA;28;28;2520;32;0;0;0;0;0
zach-thornton;CHI;24;24;2160;30;0;0;0;0;0
tony-meola;RBNY;20;20;1800;29;0;0;0;1;0
preston-burpo;CHV;19;19;1710;23;0;0;0;1;0
brad-guzan;CHV;13;13;1170;19;0;0;0;0;0
bill-gaudette;CLB;11;11;990;13;0;0;0;0;0
noah-palmer;CLB;10;10;900;13;0;0;0;0;0
jon-conway;RBNY;12;12;1080;12;0;0;0;1;0
matt-pickens;CHI;8;8;720;11;0;0;0;0;0
shaka-hislop;DAL;4;4;360;10;0;0;0;0;0
jon-busch;CLB;8;8;715;9;0;0;0;0;0
bouna-coundoul;COL;5;4;440;7;0;0;0;0;0
jay-nolly;RSL;2;1;135;6;0;0;0;0;0
steve-cronin;LA;4;4;360;5;0;0;0;0;0
dan-popik;CLB;1;1;90;5;0;0;0;1;0
william-hesmer;SKC;3;3;270;4;0;0;0;0;0
nick-rimando;DC;2;2;180;4;0;0;0;0;0
andy-gruenebaum;CLB;3;2;185;2;0;0;0;0;0
jose-manuel-abundis;NE;2;2;140;0;0;0;0;3;0
freddy-adu;DC;32;29;2521;0;0;0;0;35;0
chris-aloisi;HOU;0;0;0;0;0;0;0;0;0
;RBNY;7;3;330;0;0;0;0;11;0
arturo-alvarez;DAL;19;6;578;0;0;0;0;14;0
esteban-arias;CHV;4;0;40;0;0;0;0;2;0
chris-armas;CHI;27;27;2366;0;0;0;0;35;0
nick-armington;RSL;0;0;0;0;0;0;0;0;0
david-arvizu;RBNY;0;0;0;0;0;0;0;0;0
chad-barrett;CHI;16;9;780;0;0;0;0;16;0
wade-barrett;HOU;31;31;2756;0;0;0;0;25;0
kyle-beckerman;COL;31;31;2790;0;0;0;0;41;0
pascal-bedrossian;CHI;1;0;29;0;0;0;0;1;0
michael-behonick;RBNY;0;0;0;0;0;0;0;0;0
