name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
mike-mcginty;DC;0;0;0;0;0;0;0;0;0
matt-mckeon;SKC;23;10;1146;0;0;0;0;29;0
alejandro-moreno;LA;12;7;561;0;0;0;0;18;0
lee-morrison;DAL;3;1;103;0;0;0;0;3;0
;DAL;24;24;2199;0;0;0;0;26;0
brian-mullan;LA;21;10;1019;0;0;0;0;17;0
matt-napoleon;COL;0;0;0;0;0;0;0;0;0
matt-napoleon;DAL;0;0;0;0;0;0;0;0;0
peter-nowak;CHI;16;16;1377;0;0;0;0;14;0
ronnie-o-brien;DAL;11;4;506;0;0;0;0;13;0
jesus-ochoa;LA;9;4;352;0;0;0;0;6;0
percy-olivares;DAL;6;2;251;0;0;0;0;4;0
duncan-oughton;CLB;20;17;1608;0;0;0;0;30;0
raul-palacios;COL;16;8;836;0;0;0;0;34;0
oscar-pareja;DAL;24;23;2000;0;0;0;0;64;0
john-wilmar-perez;CLB;20;13;1256;0;0;0;0;17;0
orlando-perez;DC;8;1;268;0;0;0;0;2;0
rusty-pierce;NE;14;13;1161;0;0;0;0;22;0
alex-pineda-chacon;NE;20;9;1014;0;0;0;0;11;0
eric-quill;SKC;16;13;992;0;0;0;0;18;0
preki;SKC;25;24;2141;0;0;0;0;17;0
steve-ralston;NE;27;27;2460;0;0;0;0;15;0
ante-razov;CHI;25;24;2120;0;0;0;0;42;0
bobby-rhine;DAL;27;19;1686;0;0;0;0;26;0
eddie-robinson;SJ;19;16;1427;0;0;0;0;36;0
jorge-rodriguez;DAL;22;17;1693;0;0;0;0;39;0
chris-roner;SJ;4;0;29;0;0;0;0;0;0
jim-rooney;NE;20;20;1715;0;0;0;0;32;0
carlos-ruiz;LA;26;26;2376;0;0;0;0;71;0
ian-russell;SJ;24;15;1348;0;0;0;0;23;0
miguel-saavedra;CHI;0;0;0;0;0;0;0;0;0
dipsy-selolwane;CHI;1;0;1;0;0;0;0;0;0
steve-shak;COL;1;0;1;0;0;0;0;0;0
musa-shannon;COL;1;0;30;0;0;0;0;3;0
igor-simutenkov;SKC;19;17;1480;0;0;0;0;21;0
dan-sirota;LA;0;0;0;0;0;0;0;0;0
john-spencer;COL;16;13;1149;0;0;0;0;18;0
jeff-stewart;COL;23;20;1723;0;0;0;0;36;0
hristo-stoitchkov;CHI;16;6;693;0;0;0;0;11;0
jordan-stone;DAL;4;1;91;0;0;0;0;1;0
dmitri-strunkin;NE;0;0;0;0;0;0;0;0;0
ryan-suarez;DAL;24;24;2061;0;0;0;0;52;0
greg-sutton;DAL;0;0;0;0;0;0;0;0;0
carey-talley;SKC;24;19;1902;0;0;0;0;25;0
mckinley-tennyson;LA;0;0;0;0;0;0;0;0;0
rick-titus;COL;25;25;2202;0;0;0;0;48;0
daniel-torres;CLB;25;23;2085;0;0;0;0;45;0
seth-trembly;COL;4;0;43;0;0;0;0;3;0
taylor-twellman;NE;28;26;2418;0;0;0;0;55;0
michael-ueltschey;COL;0;0;0;0;0;0;0;0;0
joselito-vaca;DAL;25;23;2005;0;0;0;0;26;0
peter-vagenas;LA;17;16;1390;0;0;0;0;26;0
carlos-valderrama;COL;27;27;2479;0;0;0;0;11;0
scott-vallow;NE;0;0;0;0;0;0;0;0;0
scott-vallow;DAL;0;0;0;0;0;0;0;0;0
david-vaudreuil;CHI;17;14;1280;0;0;0;0;21;0
peter-vermes;SKC;13;13;1181;0;0;0;0;18;0
sasha-victorine;LA;25;22;1985;0;0;0;0;21;0
craig-waibel;LA;12;9;860;0;0;0;0;19;0
billy-walsh;CHI;13;9;776;0;0;0;0;13;0
chris-wanamaker;CLB;0;0;0;0;0;0;0;0;0
;CLB;15;3;495;0;0;0;0;4;0
dante-washington;CLB;21;12;1122;0;0;0;0;24;0
brian-west;CLB;24;22;1944;0;0;0;0;36;0
kerry-zavagnin;SKC;27;27;2484;0;0;0;0;32;0
joseph-addo;RBNY;15;10;918;0;0;0;0;8;0
nelson-akwari;RBNY;7;3;325;0;0;0;0;2;0
lazo-alavanja;DC;17;10;1001;0;0;0;0;20;0
jose-alegria;DC;14;11;900;0;0;0;0;23;0
barry-alvarez;RBNY;8;0;119;0;0;0;0;6;0
hamisi-amani-dove;DAL;6;0;101;0;0;0;0;4;0
mike-ammann;DC;0;0;0;0;0;0;0;0;0
chris-armas;CHI;4;4;347;0;0;0;0;14;0
shaker-asad;NE;6;1;140;0;0;0;0;2;0
imad-baba;COL;10;4;443;0;0;0;0;10;0
marcelo-balboa;RBNY;1;0;5;0;0;0;0;0;0
isaias-bardales-jr;LA;0;0;0;0;0;0;0;0;0
jose-burciaga-jr;SKC;0;0;0;0;0;0;0;0;0
ronald-cerritos;DAL;23;11;1209;0;0;0;0;17;0
ted-chronopoulos;RBNY;18;16;1462;0;0;0;0;27;0
ted-chronopoulos;NE;5;5;415;0;0;0;0;5;0
abdul-thompson-conteh;DC;5;5;286;0;0;0;0;10;0
bobby-convey;DC;26;25;2248;0;0;0;0;35;0
ali-curtis;DC;20;6;806;0;0;0;0;16;0
sergi-daniv;CHI;8;5;480;0;0;0;0;13;0
brad-davis;RBNY;24;12;1246;0;0;0;0;14;0
mamadou-diallo;RBNY;17;14;1135;0;0;0;0;28;0
mamadou-diallo;NE;7;7;488;0;0;0;0;9;0
birahim-diop;RBNY;4;3;228;0;0;0;0;4;0
marco-etcheverry;DC;24;23;2146;0;0;0;0;22;0
rodrigo-faria;RBNY;28;25;2285;0;0;0;0;37;0
richard-farrer;DAL;8;7;508;0;0;0;0;2;0
sam-forko;RBNY;9;3;356;0;0;0;0;12;0
chris-gbandi;DAL;0;0;0;0;0;0;0;0;0
gary-glasgow;SKC;3;2;174;0;0;0;0;3;0
gavin-glinton;LA;22;6;790;0;0;0;0;15;0
winston-griffiths;RBNY;3;0;17;0;0;0;0;1;0
winston-griffiths;NE;8;6;428;0;0;0;0;13;0
david-hayes;CHI;0;0;0;0;0;0;0;0;0
daniel-hernandez;RBNY;9;9;809;0;0;0;0;20;0
steve-jolley;RBNY;27;26;2327;0;0;0;0;35;0
brian-kamler;RBNY;8;7;581;0;0;0;0;10;0
martin-klinger;RBNY;0;0;0;0;0;0;0;0;0
aleksey-korol;CHI;1;0;22;0;0;0;0;0;0
leo-krupnik;RBNY;0;0;0;0;0;0;0;0;0
mike-lapper;CLB;4;1;141;0;0;0;0;1;0
roy-lassiter;SKC;2;1;61;0;0;0;0;0;0
roy-lassiter;DC;12;3;440;0;0;0;0;9;0
darin-lewis;RBNY;3;1;48;0;0;0;0;0;0
mark-lisi;RBNY;17;4;609;0;0;0;0;4;0
mark-lisi;DC;6;2;265;0;0;0;0;7;0
dennis-ludwig;DC;2;0;30;0;0;0;0;0;0
amos-magee;CHI;5;3;197;0;0;0;0;2;0
justin-mapp;DC;3;0;28;0;0;0;0;0;0
clint-mathis;RBNY;14;14;1106;0;0;0;0;20;0
josue-mayard;SKC;0;0;0;0;0;0;0;0;0
josue-mayard;DAL;0;0;0;0;0;0;0;0;0
ivan-mckinley;DC;23;23;1786;0;0;0;0;38;0
jeff-moore;RBNY;18;17;1482;0;0;0;0;28;0
jason-moore;CHI;10;2;314;0;0;0;0;3;0
jaime-moreno;DC;16;14;1157;0;0;0;0;16;0
richard-mulrooney;SJ;26;26;2312;0;0;0;0;39;0
bryan-namoff;DC;11;5;442;0;0;0;0;12;0
ryan-nelsen;DC;20;17;1596;0;0;0;0;28;0
mike-nugent;CHI;4;0;54;0;0;0;0;0;0
leighton-o-brien;SJ;0;0;0;0;0;0;0;0;0
ben-olsen;DC;10;7;718;0;0;0;0;19;0
ross-paule;RBNY;26;26;2207;0;0;0;0;35;0
orlando-perez;RBNY;2;1;98;0;0;0;0;1;0
orlando-perez;CHI;11;9;808;0;0;0;0;15;0
mike-petke;RBNY;27;27;2398;0;0;0;0;41;0
brian-piesner;RBNY;1;0;1;0;0;0;0;0;0
eddie-pope;DC;17;16;1471;0;0;0;0;23;0
scott-powers;NE;0;0;0;0;0;0;0;0;0
brandon-prideaux;DC;27;26;2389;0;0;0;0;36;0
santino-quaranta;DC;11;11;949;0;0;0;0;24;0
marvin-quijano;COL;6;0;77;0;0;0;0;2;0
eliseo-quintanilla;DC;9;9;726;0;0;0;0;11;0
tab-ramos;RBNY;14;12;926;0;0;0;0;15;0
milton-reyes;DC;24;24;2204;0;0;0;0;45;0
carlos-semedo;NE;9;8;631;0;0;0;0;16;0
diego-serna;RBNY;8;8;696;0;0;0;0;16;0
diego-serna;NE;5;2;248;0;0;0;0;7;0
dustin-sheppard;RBNY;2;0;64;0;0;0;0;2;0
billy-sleeth;CHI;13;7;799;0;0;0;0;16;0
johnny-torres;CHI;2;0;73;0;0;0;0;2;0
petter-villegas;RBNY;7;7;607;0;0;0;0;15;0
petter-villegas;DC;18;14;1346;0;0;0;0;34;0
evan-whitfield;CHI;2;2;138;0;0;0;0;5;0
andy-williams;RBNY;19;17;1539;0;0;0;0;34;0
andy-williams;NE;5;2;275;0;0;0;0;7;0
richie-williams;DC;26;25;2307;0;0;0;0;57;0
john-wilson;RBNY;0;0;0;0;0;0;0;0;0
john-wilson;NE;1;0;16;0;0;0;0;1;0
josh-wolff;CHI;14;14;1223;0;0;0;0;31;0
john-wolyniec;CHI;2;2;180;0;0;0;0;4;0
todd-yeagley;CLB;3;1;74;0;0;0;0;4;0
henry-zambrano;DC;5;3;240;0;0;0;0;4;0
craig-ziadie;RBNY;20;18;1610;0;0;0;0;29;0
craig-ziadie;DC;1;0;27;0;0;0;0;1;0
