name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
jonathan-sirois;MTL;33;33;2970;62;7;71.4;9;1;39
chris-brady;CHI;33;33;2970;61;1;100;10;1;36
zack-steffen;COL;33;33;2970;57;2;100;10;0;34
aljaz-ivacic;NE;25;25;2250;56;0;0;6;0;16
alex-bono;DC;29;29;2610;55;3;100;4;0;30
roman-burki;STL;32;32;2822;55;3;66.7;11;0;29
tim-melia;SKC;28;28;2520;53;0;0;4;3;22
maarten-paes;DAL;30;30;2700;52;3;33.3;8;1;27
john-mccarthy;LA;32;32;2880;48;2;100;10;0;37
brad-stuver;ATX;34;34;3060;48;2;50;9;1;36
yohei-takaoka;VAN;33;33;2970;47;3;33.3;4;0;45
drake-callender;MIA;32;32;2880;45;3;66.7;9;0;39
matt-freese;NYC;34;34;2982;45;4;75;5;0;37
william-yarbrough;SJ;19;19;1710;45;4;75;14;2;25
carlos-miguel-coronel;RBNY;27;27;2430;44;3;100;19;0;31
brad-guzan;ATL;32;32;2850;44;4;75;5;2;40
joe-willis;NSH;30;29;2627;44;3;33.3;4;1;29
sean-johnson;TOR;25;25;2250;43;1;100;8;0;17
roman-celentano-x4766;CIN;30;30;2700;42;7;100;4;0;37
hugo-lloris;LAFC;33;33;2970;40;1;100;8;0;35
pedro-gallese;ORL;29;29;2610;39;3;33.3;7;0;21
maxime-crepeau;POR;20;20;1758;38;4;50;6;1;28
kristijan-kahlina;CLT;34;34;3060;37;4;100;12;0;51
steve-clark;HOU;31;31;2773;34;4;75;3;0;35
dayne-st-clair;MIN;26;26;2340;31;4;75;5;0;16
patrick-schulte;CLB;27;27;2430;29;2;100;3;1;24
oliver-semmle;PHI;17;15;1412;29;1;100;4;0;13
zac-macmath;RSL;23;23;2070;28;9;100;7;0;31
stefan-frei;SEA;29;29;2466;27;5;100;1;1;37
daniel;SJ;12;12;1080;24;3;100;2;0;16
gavin-beavers;RSL;11;11;990;20;1;100;6;0;18
luka-gavran;TOR;9;9;810;18;0;0;5;0;8
james-pantemis;POR;15;14;1300;18;6;100;4;0;18
henrich-ravas;NE;8;8;720;17;0;0;4;1;5
tyler-miller;DC;5;5;450;15;0;0;2;0;7
andre-blake;PHI;13;13;1108;14;1;100;1;0;15
john-pulskamp;SKC;6;6;540;13;1;0;2;0;4
clint-irwin;MIN;5;5;450;12;1;100;1;0;6
andrew-rick;PHI;6;6;540;12;1;100;3;0;2
elliot-panicco;NSH;6;5;431;10;1;100;1;0;6
jacob-jackson;SJ;3;3;270;9;0;0;0;0;2
ben-lundt;STL;3;2;238;8;1;100;2;0;3
mason-stajduhar;ORL;5;5;389;8;0;0;1;0;4
andrew-thomas;SEA;7;5;591;8;0;0;1;0;9
ryan-meara;RBNY;7;7;630;6;0;0;0;0;5
alec-smir;MIN;3;3;270;6;0;0;1;0;0
josh-cohen;ATL;3;2;208;5;0;0;1;0;0
nicholas-hagen;CLB;4;3;325;5;0;0;2;0;2
andrew-tarbell;HOU;4;3;287;5;0;0;1;1;6
luis-barraza;NYC;1;0;78;4;0;0;0;0;0
carlos-joaquim-antunes-dos-santos;MIA;1;1;90;4;0;0;0;0;1
alec-kann;CIN;3;3;270;4;0;0;1;0;2
jimmy-maurer;DAL;4;4;360;4;4;75;1;0;4
adam-beaudry;COL;1;1;90;3;1;100;1;0;0
thomas-hasal;LAFC;1;1;90;3;0;0;0;0;0
javier-otero;ORL;1;0;61;3;0;0;0;0;1
isaac-boehmer;VAN;1;1;90;2;0;0;0;0;1
sebastian-breza;MTL;1;1;90;2;0;0;0;1;1
evan-bush;CLB;2;2;125;2;0;0;0;0;3
evan-louro;CIN;1;1;90;2;0;0;0;0;0
novak-micovic;LA;2;2;180;2;0;0;0;0;3
earl-edwards-jr;NE;1;1;90;1;0;0;1;0;1
spencer-richey;CHI;1;1;90;1;0;0;0;0;0
ethan-bandre;COL;0;0;0;0;0;0;0;0;0
joe-bendik;VAN;0;0;0;0;0;0;0;0;0
matt-bersano;ATX;0;0;0;0;0;0;0;0;0
david-bingham;CLT;0;0;0;0;0;0;0;0;0
antonio-carrera;DAL;0;0;0;0;0;0;0;0;0
jacob-castro;SEA;0;0;0;0;0;0;0;0;0
stefan-cleveland;ATX;0;0;0;0;0;0;0;0;0
nathan-crockford;DC;0;0;0;0;0;0;0;0;0
bryan-dowd;NSH;0;0;0;0;0;0;0;0;0
jeffrey-gal;CHI;0;0;0;0;0;0;0;0;0
tomas-gomez;RSL;0;0;0;0;0;0;0;0;0
john-david-gunn;NE;0;0;0;0;0;0;0;0;0
oscar-herrera;MIN;0;0;0;0;0;0;0;0;0
nicholas-holliday;CLT;0;0;0;0;0;0;0;0;0
jacob-jackson;NE;0;0;0;0;0;0;0;0;0
cole-jensen;MIA;0;0;0;0;0;0;0;0;0
cole-johnson;CLB;0;0;0;0;0;0;0;0;0
logan-ketterer;MTL;0;0;0;0;0;0;0;0;0
stanislav-lapkes;CLB;0;0;0;0;0;0;0;0;0
anthony-marcucci;RBNY;0;0;0;0;0;0;0;0;0
benjamin-martino;NSH;0;0;0;0;0;0;0;0;0
jose-carlos-mercado;ORL;0;0;0;0;0;0;0;0;0
francesco-montali;MIN;0;0;0;0;0;0;0;0;0
trey-muse;POR;0;0;0;0;0;0;0;0;0
emmanuel-ochoa;SJ;0;0;0;0;0;0;0;0;0
david-ochoa;LAFC;0;0;0;0;0;0;0;0;0
dallas-odle;RBNY;0;0;0;0;0;0;0;0;0
chituru-odunze;CLT;0;0;0;0;0;0;0;0;0
christian-olivares;STL;0;0;0;0;0;0;0;0;0
greg-ranjitsingh;TOR;0;0;0;0;0;0;0;0;0
abraham-romero;LAFC;0;0;0;0;0;0;0;0;0
abraham-romero;CLB;2;2;134;0;0;0;0;1;0
ryan-schewe;SKC;0;0;0;0;0;0;0;0;0
brady-scott;LA;0;0;0;0;0;0;0;0;0
hunter-sulte;POR;0;0;0;0;0;0;0;0;0
holden-trent;PHI;0;0;0;0;0;0;0;0;0
oscar-ustari;MIA;1;1;90;0;0;0;0;0;0
xavier-valdez;HOU;0;0;0;0;0;0;0;0;0
paul-walters;CIN;0;0;0;0;0;0;0;0;0
quentin-westberg;ATL;0;0;0;0;0;0;0;0;0
luis-zamudio;DC;0;0;0;0;0;0;0;0;0
liel-abada;CLT;24;20;1647;0;17;11.8;2;9;0
luis-abram;ATL;19;11;1095;0;34;50;19;5;0
mohammad-abualnadi;SKC;0;0;0;0;0;0;0;0;0
lalas-abubakar;COL;18;15;1279;0;67;70.2;31;12;0
lalas-abubakar;DAL;0;0;0;0;0;0;0;0;0
nicolas-acevedo;NYC;0;0;0;0;0;0;0;0;0
bryan-acosta;POR;0;0;0;0;0;0;0;0;0
luciano-acosta;CIN;32;29;2707;0;20;30;4;46;0
kellyn-acosta;LAFC;0;0;0;0;0;0;0;0;0
