name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
d-j-countess;DAL;24;24;2194;48;0;0;0;1;0
tony-meola;SKC;30;30;2797;44;0;0;0;0;0
scott-garlick;COL;26;26;2346;38;0;0;0;1;0
adin-brown;NE;25;25;2347;37;0;0;0;0;0
zach-thornton;CHI;30;30;2728;37;0;0;0;1;0
jon-busch;CLB;24;24;2194;35;0;0;0;1;0
kevin-hartman;LA;30;30;2796;35;0;0;0;0;0
pat-onstad;SJ;27;27;2510;29;0;0;0;0;0
nick-rimando;DC;25;25;2318;29;0;0;0;1;0
tim-howard;RBNY;13;13;1223;18;0;0;0;0;0
jeff-cassar;DAL;7;6;562;16;0;0;0;0;0
jonny-walker;RBNY;14;14;1325;14;0;0;0;0;0
matt-reis;NE;5;5;460;10;0;0;0;0;0
tom-presthus;CLB;7;6;613;9;0;0;0;0;0
paul-grafer;RBNY;3;3;270;8;0;0;0;0;0
scott-vallow;COL;4;4;380;7;0;0;0;0;0
jon-conway;SJ;3;3;280;6;0;0;0;0;0
curtis-spiteri;CHI;1;0;45;6;0;0;0;0;0
doug-warren;DC;5;4;404;6;0;0;0;1;0
clint-baumstark;DC;1;1;100;1;0;0;0;0;0
jeff-agoos;SJ;28;28;2593;0;0;0;0;21;0
chris-albright;LA;27;23;1966;0;0;0;0;56;0
jose-alegria;DC;17;13;1093;0;0;0;0;31;0
arturo-alvarez;SJ;15;5;655;0;0;0;0;17;0
chris-armas;CHI;25;25;2267;0;0;0;0;33;0
stephen-armstrong;SKC;23;9;1102;0;0;0;0;26;0
davy-arnaud;SKC;18;7;818;0;0;0;0;20;0
chris-bagley;NE;3;0;59;0;0;0;0;1;0
edgar-bartolomeu;RBNY;13;11;1000;0;0;0;0;16;0
clint-baumstark;RBNY;0;0;0;0;0;0;0;0;0
clint-baumstark;CLB;0;0;0;0;0;0;0;0;0
clint-baumstark;LA;0;0;0;0;0;0;0;0;0
clint-baumstark;DAL;0;0;0;0;0;0;0;0;0
damarcus-beasley;CHI;22;20;1969;0;0;0;0;48;0
kyle-beckerman;COL;28;24;2124;0;0;0;0;52;0
alex-blake;COL;3;0;24;0;0;0;0;2;0
carlos-bocanegra;CHI;19;19;1784;0;0;0;0;38;0
jonathan-bolanos;CHI;2;1;92;0;0;0;0;1;0
