name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
d-j-countess;RSL;27;27;2422;54;0;0;0;0;0
brad-guzan;CHV;24;23;2079;46;0;0;0;1;0
bo-oshoniyi;SKC;32;32;2880;44;0;0;0;0;0
kevin-hartman;LA;31;31;2790;43;0;0;0;1;0
zach-thornton;CHI;27;26;2310;42;0;0;0;2;0
scott-garlick;DAL;28;27;2457;37;0;0;0;0;0
matt-reis;NE;31;31;2784;35;0;0;0;2;0
nick-rimando;DC;30;30;2700;35;0;0;0;1;0
joe-cannon;COL;27;27;2399;32;0;0;0;1;0
pat-onstad;SJ;32;32;2880;31;0;0;0;1;0
tony-meola;RBNY;15;15;1350;28;0;0;0;0;0
zach-wells;RBNY;17;17;1530;21;0;0;0;2;0
jonny-walker;CLB;16;16;1440;18;0;0;0;0;0
jon-busch;CLB;9;9;765;14;0;0;0;0;0
martin-zuniga;CHV;4;4;360;13;0;0;0;0;0
jay-nolly;RSL;5;5;450;11;0;0;0;1;0
bill-gaudette;CLB;6;5;495;10;0;0;0;0;0
sergio-garcia;CHV;5;5;441;8;0;0;0;0;0
jeff-cassar;DAL;4;4;333;7;0;0;0;0;0
byron-foss;COL;6;5;481;5;0;0;0;0;0
david-mahoney;CHI;3;3;270;4;0;0;0;0;0
matt-pickens;CHI;5;3;300;4;0;0;0;0;0
matt-jordan;CLB;2;2;180;3;0;0;0;0;0
steve-cronin;LA;1;1;90;2;0;0;0;0;0
troy-perkins;DC;2;2;180;2;0;0;0;0;0
doug-warren;NE;2;1;96;2;0;0;0;0;0
freddy-adu;DC;25;16;1487;0;0;0;0;22;0
jeff-agoos;RBNY;25;25;2150;0;0;0;0;26;0
chris-albright;LA;22;21;1773;0;0;0;0;34;0
chris-aloisi;SJ;6;5;495;0;0;0;0;9;0
arturo-alvarez;DAL;24;15;1285;0;0;0;0;33;0
kenny-arena;DC;0;0;0;0;0;0;0;0;0
chris-armas;CHI;22;22;1879;0;0;0;0;29;0
ramon-bailey;RBNY;0;0;0;0;0;0;0;0;0
javier-barragan;CHV;0;0;0;0;0;0;0;0;0
wade-barrett;SJ;30;30;2664;0;0;0;0;28;0
chad-barrett;CHI;20;4;597;0;0;0;0;16;0
clint-baumstark;RBNY;0;0;0;0;0;0;0;0;0
clint-baumstark;CLB;0;0;0;0;0;0;0;0;0
clint-baumstark;CHI;0;0;0;0;0;0;0;0;0
clint-baumstark;RSL;0;0;0;0;0;0;0;0;0
kyle-beckerman;COL;30;25;2343;0;0;0;0;60;0
dedi-ben-dayan;COL;8;3;358;0;0;0;0;3;0
benjamin-benditson;LA;1;0;21;0;0;0;0;0;0
nat-borchers;COL;31;31;2721;0;0;0;0;32;0
bobby-boswell;DC;27;26;2344;0;0;0;0;32;0
michael-bradley;RBNY;30;30;2628;0;0;0;0;49;0
c-j-brown;CHI;20;18;1658;0;0;0;0;19;0
scott-buete;CHI;8;4;365;0;0;0;0;6;0
samuel-caballero;CHI;17;16;1440;0;0;0;0;28;0
danny-califf;SJ;20;20;1742;0;0;0;0;37;0
jose-cancela;NE;25;22;1643;0;0;0;0;7;0
craig-capano;CHI;0;0;0;0;0;0;0;0;0
michael-cardenas;COL;0;0;0;0;0;0;0;0;0
michael-cardenas;CLB;0;0;0;0;0;0;0;0;0
brian-carroll;DC;32;30;2567;0;0;0;0;39;0
ronald-cerritos;SJ;30;28;2308;0;0;0;0;21;0
pablo-chinchilla;LA;19;17;1400;0;0;0;0;11;0
brian-ching;SJ;16;11;990;0;0;0;0;37;0
mubarike-chisoni;LA;11;1;308;0;0;0;0;5;0
mark-chung;SJ;24;23;2053;0;0;0;0;36;0
ricardo-clark;SJ;30;28;2492;0;0;0;0;58;0
ryan-cochrane;SJ;14;6;776;0;0;0;0;9;0
