name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
edson-buddle;CLB;17;5;556;0;0;0;0;9;0
jose-burciaga-jr;SKC;3;2;93;0;0;0;0;2;0
cole-burgman;DAL;0;0;0;0;0;0;0;0;0
mike-burns;SKC;19;14;1179;0;0;0;0;24;0
preston-burpo;COL;0;0;0;0;0;0;0;0;0
danny-califf;LA;24;23;2161;0;0;0;0;58;0
paul-caligiuri;LA;24;21;1854;0;0;0;0;30;0
ronald-cerritos;SJ;25;23;1954;0;0;0;0;27;0
brian-ching;LA;8;1;228;0;0;0;0;6;0
mark-chung;RBNY;26;24;2226;0;0;0;0;36;0
mauricio-cienfuegos;LA;25;25;2229;0;0;0;0;27;0
mike-clark;CLB;25;25;2280;0;0;0;0;28;0
jimmy-conrad;SJ;16;8;928;0;0;0;0;21;0
ramiro-corrales;SJ;14;11;1058;0;0;0;0;32;0
d-j-countess;RBNY;0;0;0;0;0;0;0;0;0
rich-cullen;COL;0;0;0;0;0;0;0;0;0
jeff-cunningham;CLB;22;20;1770;0;0;0;0;25;0
jim-curtin;CHI;18;12;1194;0;0;0;0;8;0
eric-dade;DAL;21;20;1639;0;0;0;0;38;0
sergi-daniv;CHI;14;9;813;0;0;0;0;24;0
troy-dayak;SJ;25;25;2236;0;0;0;0;25;0
dwayne-de-rosario;SJ;21;11;1072;0;0;0;0;21;0
randy-dedini;NE;0;0;0;0;0;0;0;0;0
randy-dedini;DAL;0;0;0;0;0;0;0;0;0
alex-deegan;DC;0;0;0;0;0;0;0;0;0
chad-deering;DAL;25;25;2317;0;0;0;0;47;0
landon-donovan;SJ;22;17;1666;0;0;0;0;30;0
nick-downing;NE;5;3;279;0;0;0;0;7;0
mike-duhaney;CLB;25;25;2164;0;0;0;0;35;0
brian-dunseth;MIA;10;4;540;0;0;0;0;7;0
ronnie-ekelund;SJ;16;16;1421;0;0;0;0;36;0
ansil-elcock;CLB;15;6;725;0;0;0;0;16;0
simon-elliott;LA;21;21;1909;0;0;0;0;19;0
justin-evans;DAL;9;1;300;0;0;0;0;6;0
rodrigo-faria;RBNY;21;11;1344;0;0;0;0;29;0
richard-farrer;DAL;25;24;2108;0;0;0;0;28;0
adam-frye;LA;22;9;1065;0;0;0;0;16;0
nick-garcia;SKC;24;24;2142;0;0;0;0;23;0
gilmar;RBNY;4;1;191;0;0;0;0;0;0
gary-glasgow;SKC;18;11;1124;0;0;0;0;23;0
francisco-gomez;SKC;24;16;1320;0;0;0;0;17;0
taly-goode;SKC;0;0;0;0;0;0;0;0;0
paul-grafer;RBNY;0;0;0;0;0;0;0;0;0
ariel-graziani;DAL;25;24;2208;0;0;0;0;39;0
andrew-gregor;SKC;13;7;812;0;0;0;0;18;0
;CHI;24;24;2123;0;0;0;0;52;0
t-j-hannig;SKC;0;0;0;0;0;0;0;0;0
t-j-hannig;DC;0;0;0;0;0;0;0;0;0
john-harkes;NE;5;4;386;0;0;0;0;9;0
wolde-harris;NE;21;17;1584;0;0;0;0;36;0
chris-henderson;MIA;25;25;2184;0;0;0;0;42;0
ezra-hendrickson;LA;23;23;2132;0;0;0;0;45;0
daniel-hernandez;RBNY;16;15;1358;0;0;0;0;26;0
luis-hernandez;LA;14;12;1189;0;0;0;0;27;0
zak-ibsen;SJ;24;24;2137;0;0;0;0;33;0
tahj-jakins;SKC;10;7;604;0;0;0;0;7;0
mo-johnston;SKC;11;10;864;0;0;0;0;18;0
steve-jolley;RBNY;26;26;2370;0;0;0;0;33;0
cobi-jones;LA;22;22;1890;0;0;0;0;22;0
chris-klein;SKC;24;23;2039;0;0;0;0;24;0
aleksey-korol;DAL;15;3;372;0;0;0;0;12;0
dema-kovalenko;CHI;25;25;2311;0;0;0;0;35;0
jason-kreis;DAL;25;25;2175;0;0;0;0;31;0
manny-lagos;SJ;26;26;2310;0;0;0;0;38;0
alexi-lalas;LA;11;9;764;0;0;0;0;18;0
mike-lapper;CLB;24;21;1929;0;0;0;0;26;0
roy-lassiter;SKC;23;19;1648;0;0;0;0;29;0
anthony-latronica;SKC;0;0;0;0;0;0;0;0;0
andrew-lewis;CHI;13;5;502;0;0;0;0;4;0
carlos-llamosa;MIA;20;20;1827;0;0;0;0;13;0
mario-longo;CLB;4;0;32;0;0;0;0;3;0
onandi-lowe;SKC;13;10;1034;0;0;0;0;24;0
jon-lowery;TB;0;0;0;0;0;0;0;0;0
brian-maisonneuve;CLB;25;25;2184;0;0;0;0;57;0
jesse-marsch;CHI;27;27;2429;0;0;0;0;44;0
tyrone-marshall;MIA;23;20;1831;0;0;0;0;29;0
antonio-martinez;DAL;17;10;1011;0;0;0;0;15;0
pablo-mastroeni;MIA;25;25;2290;0;0;0;0;30;0
josue-mayard;DAL;3;0;27;0;0;0;0;1;0
matt-mckeon;SKC;26;26;2372;0;0;0;0;76;0
ivan-mckinley;MIA;19;17;1250;0;0;0;0;32;0
dan-moss;SKC;0;0;0;0;0;0;0;0;0
brian-mullan;LA;10;9;809;0;0;0;0;16;0
richard-mulrooney;SJ;21;20;1878;0;0;0;0;26;0
matt-napoleon;CLB;0;0;0;0;0;0;0;0;0
matt-napoleon;DAL;0;0;0;0;0;0;0;0;0
ali-ngon;MIA;0;0;0;0;0;0;0;0;0
peter-nowak;CHI;18;18;1560;0;0;0;0;15;0
matt-nyman;TB;0;0;0;0;0;0;0;0;0
duncan-oughton;CLB;20;12;1233;0;0;0;0;28;0
oscar-pareja;DAL;24;24;2113;0;0;0;0;59;0
ronnie-pascale;DC;0;0;0;0;0;0;0;0;0
ross-paule;COL;20;10;1236;0;0;0;0;23;0
orlando-perez;RBNY;24;21;1948;0;0;0;0;37;0
john-wilmar-perez;CLB;25;23;2105;0;0;0;0;19;0
mike-petke;RBNY;25;25;2194;0;0;0;0;48;0
alex-pineda-chacon;MIA;25;23;2055;0;0;0;0;14;0
eric-pogue;DAL;0;0;0;0;0;0;0;0;0
dan-popik;DAL;0;0;0;0;0;0;0;0;0
brandon-prideaux;SKC;23;22;2028;0;0;0;0;31;0
marvin-quijano;LA;12;9;730;0;0;0;0;15;0
preki;MIA;24;24;2139;0;0;0;0;19;0
ante-razov;CHI;7;6;541;0;0;0;0;8;0
bobby-rhine;DAL;18;10;972;0;0;0;0;24;0
henry-ring;CHI;0;0;0;0;0;0;0;0;0
eddie-robinson;SJ;1;1;88;0;0;0;0;1;0
jorge-rodriguez;DAL;24;24;2232;0;0;0;0;35;0
jim-rooney;MIA;25;25;2294;0;0;0;0;45;0
ian-russell;SJ;26;26;2216;0;0;0;0;42;0
mark-santel;SKC;21;7;813;0;0;0;0;24;0
mark-semioli;RBNY;14;6;549;0;0;0;0;14;0
diego-serna;MIA;22;22;1978;0;0;0;0;73;0
greg-simmonds;MIA;9;5;415;0;0;0;0;8;0
hristo-stoitchkov;CHI;17;10;916;0;0;0;0;14;0
ryan-suarez;DAL;20;19;1666;0;0;0;0;34;0
adam-throop;NE;0;0;0;0;0;0;0;0;0
adam-throop;DAL;0;0;0;0;0;0;0;0;0
johnny-torres;MIA;2;0;31;0;0;0;0;1;0
joselito-vaca;DAL;21;17;1461;0;0;0;0;23;0
peter-vagenas;LA;26;25;2197;0;0;0;0;52;0
adolfo-valencia;RBNY;17;14;1155;0;0;0;0;25;0
greg-vanney;LA;22;22;2032;0;0;0;0;32;0
david-vaudreuil;CHI;9;4;415;0;0;0;0;9;0
peter-vermes;SKC;20;20;1826;0;0;0;0;20;0
sasha-victorine;LA;24;21;1758;0;0;0;0;19;0
petter-villegas;RBNY;22;22;1798;0;0;0;0;32;0
craig-waibel;LA;9;2;279;0;0;0;0;6;0
billy-walsh;RBNY;11;8;756;0;0;0;0;17;0
joe-warren;TB;0;0;0;0;0;0;0;0;0
;CLB;11;9;710;0;0;0;0;11;0
dante-washington;CLB;21;13;1203;0;0;0;0;13;0
brian-west;CLB;21;19;1657;0;0;0;0;30;0
evan-whitfield;CHI;26;21;1882;0;0;0;0;36;0
richie-williams;RBNY;21;21;1868;0;0;0;0;48;0
david-winner;MIA;0;0;0;0;0;0;0;0;0
ian-woan;MIA;1;0;66;0;0;0;0;0;0
eric-wynalda;CHI;21;11;1167;0;0;0;0;19;0
todd-yeagley;CLB;5;3;254;0;0;0;0;6;0
kerry-zavagnin;SKC;27;27;2472;0;0;0;0;41;0
joseph-addo;TB;20;17;1467;0;0;0;0;19;0
junior-agogo;COL;10;5;597;0;0;0;0;11;0
roland-aguilera;CLB;2;0;75;0;0;0;0;3;0
roland-aguilera;NE;1;0;1;0;0;0;0;0;0
lazo-alavanja;DAL;0;0;0;0;0;0;0;0;0
chris-albright;DC;23;14;1411;0;0;0;0;30;0
jeremy-aldrich;CLB;0;0;0;0;0;0;0;0;0
jeremy-aldrich;CHI;0;0;0;0;0;0;0;0;0
jose-alegria;DC;7;2;277;0;0;0;0;7;0
yari-allnutt;NE;9;8;707;0;0;0;0;11;0
leonel-alvarez;NE;22;22;1849;0;0;0;0;50;0
hamisi-amani-dove;DAL;0;0;0;0;0;0;0;0;0
kevin-anderson;TB;10;6;443;0;0;0;0;9;0
stephen-armstrong;DC;15;12;1112;0;0;0;0;33;0
shaker-asad;NE;19;9;970;0;0;0;0;28;0
geoff-aunger;COL;1;1;82;0;0;0;0;1;0
imad-baba;COL;22;18;1631;0;0;0;0;32;0
marcelo-balboa;COL;24;22;2119;0;0;0;0;29;0
kalin-bankov;TB;1;1;45;0;0;0;0;0;0
devin-barclay;TB;23;12;1324;0;0;0;0;12;0
jamar-beasley;NE;1;0;19;0;0;0;0;2;0
steve-bernal;CHI;0;0;0;0;0;0;0;0;0
mersim-beskovic;RBNY;3;0;11;0;0;0;0;0;0
mersim-beskovic;NE;0;0;0;0;0;0;0;0;0
paul-bravo;COL;23;15;1352;0;0;0;0;21;0
jon-busch;DAL;0;0;0;0;0;0;0;0;0
michael-butler;RBNY;1;0;24;0;0;0;0;0;0
peter-byaruhanga;SKC;0;0;0;0;0;0;0;0;0
scott-cannon;TB;9;8;681;0;0;0;0;10;0
chris-carrieri;COL;14;11;992;0;0;0;0;15;0
chris-carrieri;SJ;5;0;89;0;0;0;0;0;0
john-carroll;COL;0;0;0;0;0;0;0;0;0
ted-chronopoulos;NE;16;15;1314;0;0;0;0;21;0
matt-chulis;CHI;1;1;71;0;0;0;0;0;0
braeden-cloutier;NE;13;12;1057;0;0;0;0;18;0
alex-comas;RBNY;12;10;748;0;0;0;0;21;0
abdul-thompson-conteh;DC;25;17;1676;0;0;0;0;26;0
bobby-convey;DC;12;11;992;0;0;0;0;24;0
judah-cooks;DC;1;0;9;0;0;0;0;0;0
micah-cooks;DC;1;0;2;0;0;0;0;0;0
judah-cooks;MIA;1;0;15;0;0;0;0;0;0
leo-cullen;NE;4;3;284;0;0;0;0;1;0
leo-cullen;MIA;10;5;509;0;0;0;0;3;0
ali-curtis;TB;20;12;1211;0;0;0;0;23;0
stephen-danbusky;NE;0;0;0;0;0;0;0;0;0
chris-dawes;COL;16;16;1478;0;0;0;0;36;0
john-debrito;CLB;2;0;48;0;0;0;0;3;0
john-debrito;DAL;0;0;0;0;0;0;0;0;0
alex-deegan;DAL;0;0;0;0;0;0;0;0;0
fred-degand;DC;0;0;0;0;0;0;0;0;0
craig-demmin;TB;19;19;1702;0;0;0;0;40;0
eric-denton;DC;11;9;773;0;0;0;0;9;0
eric-denton;TB;13;12;1111;0;0;0;0;11;0
mamadou-diallo;TB;22;20;1818;0;0;0;0;31;0
raul-diaz-arce;COL;12;10;764;0;0;0;0;13;0
raul-diaz-arce;DC;2;2;180;0;0;0;0;1;0
brian-dunseth;NE;8;6;526;0;0;0;0;6;0
ted-eck;DAL;9;3;323;0;0;0;0;14;0
marco-etcheverry;DC;23;23;2024;0;0;0;0;21;0
justin-evans;CHI;6;2;322;0;0;0;0;11;0
jason-farrell;LA;0;0;0;0;0;0;0;0;0
narciso-fernandes;SKC;1;0;6;0;0;0;0;2;0
joe-franchino;NE;23;23;2027;0;0;0;0;41;0
robin-fraser;COL;20;19;1714;0;0;0;0;8;0
tony-frias;NE;0;0;0;0;0;0;0;0;0
matt-fundenberger;CLB;0;0;0;0;0;0;0;0;0
neathan-gibson;COL;8;1;154;0;0;0;0;5;0
ray-goodlett;DC;0;0;0;0;0;0;0;0;0
don-gramenz;TB;1;0;1;0;0;0;0;0;0
michael-green;SKC;3;2;154;0;0;0;0;0;0
rivers-guthrie;COL;1;0;10;0;0;0;0;1;0
john-harkes;CLB;18;16;1407;0;0;0;0;22;0
wes-hart;COL;5;2;178;0;0;0;0;6;0
david-hayes;CHI;3;1;80;0;0;0;0;2;0
jay-heaps;NE;15;13;1311;0;0;0;0;34;0
jay-heaps;MIA;13;4;606;0;0;0;0;12;0
stephen-herdsman;COL;20;16;1276;0;0;0;0;20;0
brian-johnson;SKC;3;0;62;0;0;0;0;2;0
eddie-johnson;DAL;10;1;263;0;0;0;0;7;0
john-jones;CLB;0;0;0;0;0;0;0;0;0
miles-joseph;DAL;9;3;389;0;0;0;0;9;0
brian-kamler;DC;17;11;1094;0;0;0;0;17;0
gus-kartes;TB;18;5;516;0;0;0;0;9;0
josh-keller;TB;22;22;1952;0;0;0;0;39;0
brian-kelly;LA;0;0;0;0;0;0;0;0;0
brian-kelly;TB;2;0;13;0;0;0;0;0;0
lance-key;COL;13;13;1193;0;0;0;0;29;0
fausto-klinger;RBNY;1;0;14;0;0;0;0;1;0
martin-klinger;RBNY;9;2;272;0;0;0;0;7;0
ritchie-kotschau;COL;11;11;1006;0;0;0;0;15;0
ritchie-kotschau;TB;11;10;994;0;0;0;0;21;0
wojtek-krakowiak;SJ;1;0;2;0;0;0;0;0;0
wojtek-krakowiak;TB;4;1;151;0;0;0;0;5;0
lubos-kubik;DAL;11;11;998;0;0;0;0;12;0
cate;NE;22;20;1807;0;0;0;0;16;0
mark-lisi;DC;25;20;1720;0;0;0;0;26;0
john-maessner;TB;24;17;1707;0;0;0;0;25;0
amos-magee;CHI;1;0;2;0;0;0;0;0;0
amos-magee;TB;0;0;0;0;0;0;0;0;0
pete-marino;MIA;2;0;19;0;0;0;0;0;0
chris-martinez;COL;26;26;2189;0;0;0;0;43;0
clint-mathis;RBNY;10;10;905;0;0;0;0;15;0
brian-mcbride;CLB;15;14;1326;0;0;0;0;14;0
chad-mccarty;TB;2;2;79;0;0;0;0;4;0
randy-merkel;MIA;1;0;6;0;0;0;0;0;0
jason-moore;COL;26;19;1798;0;0;0;0;31;0
jaime-moreno;DC;24;23;1888;0;0;0;0;31;0
alberto-munoz;TB;2;0;21;0;0;0;0;0;0
roy-myers;RBNY;3;3;168;0;0;0;0;2;0
bryan-namoff;DC;15;13;1152;0;0;0;0;39;0
ryan-nelsen;DC;19;19;1643;0;0;0;0;33;0
matt-okoh;NE;18;9;885;0;0;0;0;39;0
ben-olsen;DC;0;0;0;0;0;0;0;0;0
fernando-ortiz-solis;NE;0;0;0;0;0;0;0;0;0
antonio-otero;MIA;0;0;0;0;0;0;0;0;0
ross-paule;RBNY;5;3;245;0;0;0;0;5;0
danny-pena;LA;10;5;568;0;0;0;0;15;0
danny-pena;TB;6;6;549;0;0;0;0;7;0
rusty-pierce;NE;23;22;1988;0;0;0;0;48;0
eddie-pope;DC;19;18;1528;0;0;0;0;30;0
chad-prince;CHI;1;0;5;0;0;0;0;0;0
santino-quaranta;DC;16;10;949;0;0;0;0;21;0
eric-quill;TB;24;23;1840;0;0;0;0;25;0
steve-ralston;TB;25;25;2221;0;0;0;0;25;0
tab-ramos;RBNY;18;17;1459;0;0;0;0;16;0
jair;TB;25;18;1565;0;0;0;0;23;0
jeff-rigby;RBNY;0;0;0;0;0;0;0;0;0
miguel-saavedra;DAL;0;0;0;0;0;0;0;0;0
tim-sahaydak;MIA;4;2;171;0;0;0;0;3;0
paul-schneider;TB;1;0;10;0;0;0;0;0;0
steve-shak;RBNY;9;4;409;0;0;0;0;8;0
steve-shak;COL;5;4;397;0;0;0;0;15;0
diego-sonora;TB;4;4;353;0;0;0;0;1;0
john-spencer;COL;23;22;2083;0;0;0;0;43;0
william-sunsing;NE;22;11;1100;0;0;0;0;13;0
carey-talley;DC;22;20;1890;0;0;0;0;55;0
keyeno-thomas;COL;0;0;0;0;0;0;0;0;0
daniel-torres;CLB;0;0;0;0;0;0;0;0;0
johnny-torres;NE;21;15;1415;0;0;0;0;30;0
seth-trembly;COL;4;1;198;0;0;0;0;1;0
steve-trittschuh;TB;18;18;1600;0;0;0;0;43;0
carlos-valderrama;COL;12;12;1130;0;0;0;0;10;0
carlos-valderrama;TB;12;12;1012;0;0;0;0;2;0
scott-vermillion;COL;9;6;593;0;0;0;0;18;0
scott-vermillion;DC;12;12;953;0;0;0;0;32;0
mark-watson;DC;11;10;923;0;0;0;0;20;0
cordt-weinstein;RBNY;2;0;41;0;0;0;0;0;0
andy-williams;NE;20;17;1465;0;0;0;0;29;0
ian-woan;CLB;3;0;41;0;0;0;0;4;0
josh-wolff;CHI;3;3;244;0;0;0;0;8;0
john-wolyniec;NE;1;0;45;0;0;0;0;0;0
john-wolyniec;CHI;4;3;285;0;0;0;0;8;0
a-j-wood;DC;7;1;180;0;0;0;0;8;0
alan-woods;NE;18;15;1475;0;0;0;0;12;0
mauricio-wright;NE;24;24;2156;0;0;0;0;30;0
eric-wynalda;NE;3;2;182;0;0;0;0;2;0
craig-ziadie;DC;18;13;1307;0;0;0;0;44;0
