name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
brad-guzan;ATL;27;27;2430;39;7;100;15;0;0
joel-waterman;MTL;28;27;2375;39;44;34.1;83;30;31
jackson-yueill;SJ;31;31;2723;39;13;46.1;28;20;32
tristan-blackmon;VAN;30;28;2518;38;90;60;113;17;34
steve-clark;HOU;33;33;2970;38;7;100;25;0;0
evander;POR;27;25;2213;38;20;20;3;31;14
robin-jansson;ORL;34;31;2880;38;36;52.8;91;18;23
dejan-joveljic;LA;32;19;1627;38;62;46.8;5;21;3
zac-mcgraw;POR;28;27;2423;38;142;62.7;157;26;42
tyler-miller;DC;25;25;2205;38;5;100;27;1;2
santiago-moreno;POR;31;29;2349;38;64;39.1;10;37;23
tim-parker;STL;29;29;2565;38;97;72.2;148;30;45
juan-jose-purata;ATL;28;24;2133;38;102;60.8;97;32;37
dany-rosero;SKC;26;26;2264;38;104;63.5;101;26;34
roman-celentano-x4766;CIN;33;33;2970;37;11;100;31;1;0
gabriele-corbo;MTL;28;25;2285;37;52;53.9;84;26;32
obinna-nwobodo;CIN;30;30;2587;37;31;54.8;44;41;55
benjamin-cremaschi;MIA;28;21;1795;36;47;48.9;12;39;14
juan-camilo-hernandez-suarez;CLB;27;27;2373;36;71;43.7;6;33;10
zac-macmath;RSL;28;28;2475;36;9;88.9;34;0;1
keegan-rosenberry;COL;26;25;2269;36;44;43.2;48;13;46
deandre-yedlin;MIA;28;25;2321;36;31;58.1;39;33;31
alvaro-barreal;CIN;34;32;2822;35;28;35.7;39;33;36
andrew-brody;RSL;29;25;2264;35;34;35.3;49;7;25
gaston-brugman;LA;22;21;1897;35;18;50;25;35;37
russell-canouse;DC;27;27;2220;35;26;57.7;20;36;31
chris-durkin;DC;31;24;1974;35;41;31.7;24;37;21
daniel-gazdag;PHI;32;30;2733;35;21;33.3;7;29;9
carles-gil;NE;32;29;2618;35;5;20;4;9;14
gaston-gimenez;CHI;31;27;2210;35;37;54;23;38;28
sean-nealis;RBNY;31;31;2718;35;242;57.9;102;33;30
keaton-parks;NYC;32;30;2515;35;65;55.4;41;42;22
alan-pulido;SKC;28;26;2217;35;72;38.9;11;7;4
miles-robinson;ATL;27;26;2367;35;80;72.5;97;13;25
pedro-vite;VAN;34;24;2157;35;22;40.9;5;30;26
brian-white;VAN;32;30;2552;35;157;44.6;22;31;4
lalas-abubakar;COL;26;23;1924;34;70;50;58;32;34
carlos-akapo-martinez;SJ;28;25;2153;34;102;50;67;30;42
cesar-araujo;ORL;33;31;2733;34;47;36.2;29;47;23
calegari;LA;22;22;1935;34;19;31.6;28;15;23
andres-cubas;VAN;28;27;2144;34;16;37.5;24;61;50
mohamed-farsi;CLB;31;23;2158;34;39;25.6;26;28;16
dejuan-jones;NE;25;24;2164;34;25;44;44;22;31
sergii-kryvstov;MIA;26;25;2113;34;52;46.1;80;20;31
xherdan-shaqiri;CHI;28;22;2052;34;18;33.3;1;14;5
dixon-arroyo;MIA;24;21;1788;33;40;42.5;23;29;27
denis-bouanga;LAFC;31;28;2533;33;60;40;14;32;4
enzo-copetti;CLT;26;23;1988;33;134;45.5;20;45;5
jacob-davis;SKC;26;24;2038;33;28;42.9;40;28;34
pedro-gallese;ORL;30;30;2700;33;5;80;22;0;0
kristijan-kahlina;CLT;24;24;2160;33;4;100;24;0;0
sigurd-rosted;TOR;21;18;1645;33;59;57.6;73;20;30
alessandro-schopf;VAN;28;21;1783;33;14;35.7;15;25;16
brayan-vera;RSL;24;24;2042;33;65;44.6;73;40;25
michael-bradley;TOR;17;17;1444;32;8;25;53;6;19
julian-carranza;PHI;31;28;2491;32;111;44.1;19;92;12
marco-farfan;DAL;32;31;2692;32;74;44.6;49;21;29
kelvin-leerdam;LA;20;13;1202;32;19;57.9;57;8;9
eduard-lowen;STL;29;25;2311;32;55;50.9;29;42;16
josef-martinez;MIA;27;20;1741;32;39;35.9;12;12;1
jake-nerwinski;STL;29;25;2212;32;57;59.6;58;36;38
braian-ojeda;RSL;30;22;2160;32;39;53.9;17;53;41
;LAFC;29;28;2434;32;39;56.4;40;45;55
ilie-sanchez;LAFC;34;31;2607;32;65;73.8;33;32;36
nkosi-tafari;DAL;30;27;2486;32;77;61;121;23;24
robert-taylor;MIA;27;15;1456;32;12;41.7;6;15;19
leo-vaisanen;ATX;21;20;1763;32;109;58.7;69;17;22
indiana-vassilev;STL;34;25;2123;32;28;32.1;7;17;10
derrick-williams;DC;24;21;1847;32;68;67.7;69;16;25
owen-wolff;ATX;27;21;1886;32;24;29.2;18;25;23
ivan-angulo;ORL;34;29;2499;31;18;5.6;12;20;17
luis-barraza;NYC;24;24;2160;31;5;80;16;1;1
george-campbell;MTL;26;21;1852;31;61;47.5;50;25;25
douglas-costa;LA;19;15;1219;31;9;33.3;4;10;8
artur;HOU;34;31;2736;31;27;33.3;42;35;44
franco-escobar;HOU;28;24;2225;31;61;37.7;26;24;35
carlos-gruezo;SJ;28;25;2158;31;23;43.5;31;34;25
maren-haile-selassie;CHI;32;20;1912;31;17;11.8;11;14;18
mark-anthony-kaye;TOR;21;21;1843;31;41;65.8;31;33;28
olivier-mbaizo;PHI;24;21;1840;31;29;51.7;27;18;23
john-mccarthy;LAFC;25;25;2250;31;1;100;12;0;1
kamal-miller;MIA;22;21;1845;31;39;46.1;58;10;25
sam-nicholson;COL;22;20;1500;31;46;43.5;23;26;13
martin-ojeda;ORL;34;16;1751;31;23;30.4;20;12;13
santiago-rodriguez;NYC;31;28;2579;31;28;17.9;7;45;11
matheus-rossetto;ATL;30;19;1832;31;22;40.9;22;25;17
mikael-uhre;PHI;33;26;2160;31;92;38;18;30;9
joe-willis;NSH;32;32;2880;31;17;94.1;11;0;0
noah-allen;MIA;19;14;1253;30;12;58.3;29;14;14
cole-bassett;COL;25;22;1902;30;38;42.1;13;36;8
andrew-farrell;NE;23;21;1932;30;28;42.9;64;11;24
yeimar-gomez-andrade;SEA;33;32;2886;30;131;61.8;139;37;73
kyle-hiebert;STL;27;24;2128;30;98;58.2;90;16;29
ryan-hollingshead;LAFC;32;25;2345;30;100;63;50;36;43
derrick-jones;CLT;28;20;1843;30;48;54.2;31;27;27
thiago-martins-bueno;NYC;26;24;2185;30;100;62;117;19;12
yerson-mosquera;CIN;26;25;2252;30;132;65.9;100;40;47
hany-mukhtar;NSH;34;30;2836;30;42;26.2;4;21;6
bryan-oviedo;RSL;25;19;1788;30;19;52.6;38;19;24
cristhian-paredes;POR;28;22;1912;30;54;42.6;19;41;18
raoul-petretta;TOR;24;22;1747;30;40;47.5;39;21;25
jackson-ragen;SEA;32;32;2845;30;133;62.4;138;29;31
andres-reyes;RBNY;29;28;2384;30;164;69.5;86;75;61
nathan-dylan-saliba;MTL;28;20;1768;30;26;38.5;9;36;16
jefferson-savarino;RSL;24;22;1956;30;15;20;2;6;4
john-tolkin;RBNY;27;27;2380;30;45;62.2;42;10;26
kai-wagner;PHI;28;28;2442;30;41;61;26;25;46
maya-yoshida;LA;12;12;1080;30;35;68.6;49;9;26
malte-amundsen;CLB;22;21;1893;29;39;41;57;27;45
corey-baird;HOU;34;28;2338;29;44;25;12;24;8
david-bingham;POR;19;19;1709;29;3;100;28;0;3
noel-buck;NE;25;20;1753;29;21;23.8;15;25;18
tayvon-gray;NYC;28;24;2047;29;45;68.9;71;20;27
hector-herrera;HOU;30;29;2534;29;64;40.6;11;40;19
aljaz-ivacic;POR;15;15;1350;29;6;100;14;0;0
aime-mabika-x2524;TOR;21;17;1515;29;54;77.8;58;10;11
jonathan-mensah;SJ;26;21;1948;29;87;67.8;89;14;20
miguel-angel-navarro;CHI;25;22;1973;29;53;58.5;57;30;45
maarten-paes;DAL;30;30;2622;29;7;85.7;22;2;0
mauricio-pereyra;ORL;31;27;2127;29;29;24.1;8;30;11
mauricio-pineda;CHI;24;16;1566;29;46;45.6;53;13;27
brandon-servania-x3028;TOR;28;21;1703;29;31;38.7;15;21;10
brandon-vazquez;CIN;29;27;2377;29;143;49;13;29;4
carlos-vela;LAFC;34;23;2071;29;19;36.8;6;24;5
;POR;26;16;1449;28;107;46.7;12;32;10
alejandro-bedoya;PHI;28;25;2020;28;141;41.1;19;33;23
andre-blake;PHI;27;27;2373;28;7;100;17;1;0
zachary-brault-guillard;MTL;24;14;1307;28;24;70.8;17;8;12
leonardo-campana;MIA;26;17;1641;28;93;49.5;13;19;4
daniel;SJ;22;22;1946;28;8;100;18;1;0
stefan-frei;SEA;32;32;2880;28;6;83.3;16;0;0
fabian-herbers;CHI;32;24;1978;28;51;25.5;18;24;18
sebastien-ibeagha;DAL;31;26;2382;28;88;63.6;147;12;28
marko-ilic;COL;13;13;1170;28;1;100;13;0;0
lorenzo-insigne;TOR;20;18;1523;28;4;25;0;4;13
matt-miazga;CIN;27;27;2384;28;109;73.4;136;19;36
junior-moreno;CIN;29;26;2263;28;10;80;21;24;22
albert-rusnak;SEA;32;30;2627;28;15;46.7;5;26;22
rodrigo-schlegel;ORL;26;22;1973;28;77;41.6;91;27;24
arnaud-souquet;CHI;25;22;1834;28;37;40.5;42;37;22
;SJ;27;24;2010;28;29;27.6;30;23;21
kerwin-vargas;CLT;29;18;1493;28;32;43.8;13;13;20
lucas-zelarayan;CLB;20;20;1707;28;13;30.8;5;22;7
frankie-amaya;RBNY;25;22;1918;27;33;42.4;28;32;27
ethan-bartlow;HOU;27;21;1986;27;68;54.4;100;13;13
njabulo-blom;STL;26;21;1917;27;24;33.3;19;21;49
javain-brown;VAN;25;21;1772;27;67;46.3;56;23;21
alonso-coello;TOR;21;13;1287;27;22;40.9;14;10;18
ethan-finlay;ATX;34;20;1696;27;38;34.2;12;13;7
nick-hagglund;CIN;27;26;2158;27;110;70;113;20;32
cameron-harper;RBNY;31;24;2150;27;32;40.6;23;36;11
daniel-lovitz;NSH;32;32;2847;27;51;64.7;62;41;28
jack-maher;NSH;32;32;2880;27;111;70.3;127;20;23
jose-andres-martinez;PHI;24;21;1829;27;33;57.6;14;33;33
luis-martins;VAN;20;18;1621;27;41;70.7;24;13;25
alexandru-irinel-matan;CLB;31;27;2274;27;4;25;2;23;12
jamiro-monteiro;SJ;28;25;2139;27;19;15.8;4;23;15
shaquell-moore;NSH;32;31;2772;27;46;52.2;43;36;25
logan-ndenbe;SKC;21;18;1538;27;17;29.4;21;18;24
dorde-petrovic;NE;22;22;1980;27;4;75;13;0;1
alex-roldan;SEA;28;27;2425;27;67;44.8;41;20;23
marcelo-silva;RSL;16;15;1435;27;52;55.8;48;17;20
victor-wanyama;MTL;25;20;1788;27;51;49;22;28;23
yaw-yeboah;CLB;31;22;1984;27;25;28;4;24;20
;ATX;28;17;1472;27;106;45.3;16;13;1
luciano-acosta;CIN;32;29;2612;26;16;18.8;3;48;18
emmanuel-boateng;NE;27;16;1437;26;21;14.3;11;8;10
daniel-edelman;RBNY;23;22;1861;26;72;55.6;20;25;27
andres-gomez;RSL;30;15;1395;26;19;21.1;3;19;8
andrew-gutman;ATL;18;16;1385;26;33;66.7;27;18;13
damir-kreilach;RSL;27;15;1316;26;66;51.5;15;12;2
mathias-laborda;VAN;23;17;1536;26;62;67.7;59;23;23
lucas-lima-linhares;RBNY;26;23;2012;26;24;25;2;14;14
jaylin-lindsey;CLT;21;15;1305;26;38;57.9;29;18;15
nicolas-lodeiro;SEA;33;28;2481;26;38;34.2;8;23;16
joao-paulo;SEA;31;30;2472;26;37;43.2;45;47;48
alex-muyl;NSH;32;23;2047;26;40;55;22;34;22
donovan-pines;DC;22;21;1846;26;67;68.7;83;18;45
johnny-russell;SKC;25;21;1699;26;46;50;16;16;18
;MIA;25;17;1337;26;20;15;2;18;11
jared-stroud;STL;31;25;1986;26;26;23.1;13;36;14
carlos-teran;CHI;24;18;1573;26;53;54.7;67;16;21
zarek-valentin;MIN;20;15;1322;26;31;41.9;26;10;13
alan-velasco;DAL;28;27;2273;26;20;40;9;41;20
luis-abram;ATL;22;16;1451;25;34;55.9;51;6;16
miguel-berry;ATL;27;10;1028;25;45;40;4;13;2
mateusz-bogusz;LAFC;28;20;1744;25;24;37.5;13;40;6
adalberto-carrasquilla;HOU;25;22;2035;25;27;37;9;43;9
braian-cufre;NYC;25;22;1873;25;23;21.7;30;31;17
giorgos-giakoumakis;ATL;27;21;1791;25;75;52;31;44;2
niko-gioacchini;STL;32;24;2103;25;180;34.4;14;43;10
justin-meram;CLT;25;13;1327;25;28;32.1;9;13;7
victor-palsson;DC;18;17;1575;25;68;70.6;53;16;25
nemanja-radoja;SKC;25;21;1719;25;26;46.1;5;19;29
james-sands;NYC;26;24;2168;25;56;55.4;29;36;26
rafael-santos;ORL;26;23;1994;25;42;57.1;40;17;27
facundo-torres;ORL;30;28;2377;25;42;33.3;4;11;9
bill-tuiloma;CLT;17;15;1352;25;66;53;57;10;21
william-yarbrough;COL;20;20;1800;25;4;100;22;0;0
sean-zawadzki;CLB;30;15;1569;25;26;80.8;33;19;35
aliyu-ibrahim;HOU;24;16;1209;24;44;38.6;3;28;1
amine-bassi;HOU;28;25;2014;24;12;16.7;2;26;11
franck-boli;POR;29;18;1465;24;43;30.2;3;15;0
edwin-cerrillo;LA;11;9;806;24;8;25;5;10;6
jonathan-dean;CHI;22;13;1371;24;45;48.9;41;12;23
kyle-duncan;RBNY;25;19;1848;24;80;51.3;29;43;30
leon-flach;PHI;25;21;1799;24;21;52.4;14;29;32
sean-johnson;TOR;20;20;1800;24;4;100;15;0;0
kei-kamara;CHI;27;15;1520;24;133;61.6;28;16;4
richie-laryea;TOR;18;18;1611;24;11;63.6;26;20;22
chris-mavinga;LA;19;13;1127;24;24;58.3;39;9;10
christopher-mcvey;MIA;16;12;1208;24;25;32;34;16;23
tim-melia;SKC;16;16;1419;24;1;100;10;2;0
chinonso-offor;MTL;30;14;1503;24;140;51.4;18;40;2
facundo-quignon;DAL;29;22;1917;24;39;53.9;40;31;30
emanuel-reynoso;MIN;18;16;1369;24;27;40.7;0;20;5
oriol-rosell;LA;16;12;845;24;15;60;13;14;6
santiago-arias;CIN;27;16;1654;23;34;61.8;23;19;29
julian-aude;LA;22;14;1196;23;22;54.5;20;15;19
steven-birnbaum;DC;22;20;1611;23;112;77.7;74;19;23
maxime-chanot;NYC;19;19;1710;23;57;63.2;90;19;27
emeka-eneli;RSL;21;13;1318;23;24;41.7;15;11;13
omir-fernandez;RBNY;30;22;1754;23;29;24.1;6;6;8
jesus-ferreira;DAL;27;25;2265;23;29;20.7;15;10;14
calvin-harris;COL;18;11;900;23;23;34.8;9;7;5
aaron-herrera;MTL;19;16;1410;23;23;56.5;23;23;14
franco-ibarra;ATL;17;15;1280;23;40;50;31;32;14
lassi-lappalainen;MTL;21;13;1034;23;17;41.2;6;6;8
larrys-mabiala;POR;21;9;874;23;33;57.6;38;12;11
jalen-neal;LA;16;14;1290;23;26;53.9;57;10;22
lewis-o-brien;DC;17;17;1515;23;16;75;12;27;17
shane-o-neill;TOR;14;10;939;23;27;81.5;26;9;16
jader-obrian;DAL;29;21;1897;23;64;26.6;7;37;13
tomas-ostrak;STL;30;13;1143;23;30;30;5;22;2
gabriel-pereira-dos-santos;NYC;22;18;1543;23;28;32.1;6;9;9
pablo-ruiz;RSL;17;15;1378;23;21;23.8;7;24;15
billy-sharp;LA;12;8;711;23;19;36.8;7;10;0
jhojan-valencia;ATX;27;16;1432;23;42;45.2;17;31;30
luiz-de-araujo-guimaraes-neto;ATL;16;15;1275;22;9;55.6;0;13;8
micael-dos-santos-silva;HOU;24;22;1977;22;85;60;116;27;28
bryce-duke;MTL;26;20;1473;22;16;37.5;1;17;15
andrew-gutman;COL;12;12;1009;22;23;65.2;26;11;15
;LAFC;21;19;1671;22;74;66.2;61;21;23
paul-marie;SJ;33;21;1999;22;40;40;43;26;26
felipe-mora;POR;15;8;815;22;40;35;3;5;0
jordan-morris;SEA;26;23;1980;22;95;47.4;10;16;3
john-nelson;STL;17;14;1268;22;63;38.1;37;8;16
pedro-santos;DC;21;16;1504;22;24;16.7;18;21;10
cj-sapong;TOR;20;15;1268;22;87;54;16;12;7
santiago-sosa;ATL;17;11;919;22;48;70.8;20;20;18
nouhou;SEA;28;23;2049;22;52;57.7;67;22;21
giacomo-vrioni;NE;29;13;1310;22;79;51.9;12;24;4
tom-barlow;RBNY;34;20;1847;21;170;43.5;11;48;5
martin-caceres;LA;15;15;1311;21;34;47.1;47;6;10
sean-davis;NSH;32;21;1870;21;31;64.5;28;17;30
franco-fragapane;MIN;24;14;1336;21;15;40;3;10;11
julian-gressel;VAN;18;16;1362;21;13;46.1;11;12;14
anderson-julio;RSL;28;12;1152;21;46;37;10;15;2
jasper-loffelsend;RSL;21;15;1134;21;15;40;20;23;11
talles-magno-bacelar-martins;NYC;30;20;1908;21;57;43.9;8;19;5
jahkeele-marshall-rutty;TOR;22;11;1146;21;12;25;11;8;6
jack-mcglynn;PHI;27;15;1615;21;18;22.2;13;9;13
samuel-piette;MTL;16;14;1098;21;23;30.4;16;14;11
ralph-priso;COL;26;11;1028;21;17;23.5;12;31;9
christian-ramirez;CLB;30;19;1618;21;38;26.3;15;9;2
ryan-raposo;VAN;26;16;1335;21;19;36.8;22;15;22
rubio-rubin;RSL;22;14;1300;21;70;42.9;6;15;4
david-ruiz;MIA;20;14;1189;21;31;29;2;28;13
daniel-steres;HOU;26;21;1867;21;63;55.6;53;15;17
alonso-aceves;CHI;20;9;850;20;22;45.5;29;10;15
kervin-arriaga;MIN;20;11;1162;20;66;74.2;27;13;14
brandon-bye;NE;19;19;1665;20;58;55.2;55;12;20
kamil-jozwiak;CLT;25;15;1380;20;44;45.5;13;32;8
kendall-mcintosh;SKC;14;13;1191;20;1;100;8;0;0
ian-murphy;CIN;23;17;1522;20;37;46;36;24;10
rafael-navarro;COL;10;10;888;20;42;38.1;7;17;5
diego-rubio;COL;16;13;1080;20;47;44.7;17;10;6
paul-arriola;DAL;22;20;1663;19;30;40;8;21;10
tanner-beason;SJ;23;15;1401;19;44;79.5;68;2;24
sebastian-berhalter;VAN;28;11;1293;19;31;48.4;25;31;19
jose-cifuentes;LAFC;19;13;1359;19;36;52.8;10;25;11
cade-cowell;SJ;23;20;1551;19;19;36.8;6;15;6
ian-fray;MIA;11;7;654;19;18;50;15;10;9
omar-gonzalez;NE;15;9;861;19;33;66.7;51;9;5
nathan-harriel;PHI;25;18;1669;19;70;60;39;27;44
aaron-long;LAFC;21;17;1517;19;58;63.8;75;16;20
adam-lundkvist;ATX;23;8;853;19;23;47.8;16;7;12
elias-manoel-alves-de-paula;RBNY;28;19;1665;19;76;28.9;5;21;4
franco-negri;MIA;16;16;1333;19;31;51.6;25;15;26
teemu-pukki;MIN;14;13;1040;19;7;28.6;8;6;1
dagur-thorhallsson;ORL;30;12;1195;19;20;40;17;17;9
maximiliano-urruti;ATX;25;10;966;19;10;30;0;17;4
harrison-afful;CLT;15;11;952;18;16;68.8;23;13;22
stipe-biuk;LAFC;30;13;1334;18;29;48.3;9;16;8
edwin-cerrillo;DAL;19;15;1365;18;12;16.7;13;18;14
yimmi-chara;POR;17;9;741;18;6;33.3;5;7;5
leonardo-alves-chu-franco;SEA;32;26;2064;18;21;33.3;3;37;11
antonio-carlos;ORL;18;16;1410;18;52;61.5;71;19;16
taxiarchis-fountas;DC;17;12;1100;18;15;33.3;1;18;5
ruan;DC;24;15;1425;18;14;42.9;20;20;10
deandre-kerr;TOR;23;16;1225;18;61;34.4;4;14;4
jonathan-lewis;COL;26;12;1188;18;23;34.8;3;12;4
danny-leyva;COL;16;6;631;18;16;56.3;5;11;11
jose-antonio-martinez;DAL;22;16;1433;18;39;48.7;65;7;16
duncan-mcguire;ORL;29;17;1395;18;79;35.4;17;21;2
danny-musovski;RSL;24;14;1206;18;66;51.5;9;25;1
kwadwo-opoku;MTL;12;12;937;18;18;16.7;2;15;5
nelson-palacio;RSL;11;10;867;18;8;50;11;16;10
philip-quinton;CLB;12;10;937;18;41;56.1;33;7;18
amar-sejdic;ATL;23;14;1067;18;14;28.6;6;19;12
erik-sviatchenko;HOU;17;16;1359;18;49;73.5;58;14;11
timothy-tillman;LAFC;25;20;1653;18;27;40.7;12;26;17
obed-vargas;SEA;22;14;1319;18;16;50;12;12;17
kellyn-acosta;LAFC;24;18;1501;17;27;37;11;25;18
sergio-busquets;MIA;11;10;930;17;15;46.7;6;16;17
rudy-camacho;MTL;20;19;1613;17;70;67.1;75;22;29
wilder-cartagena;ORL;24;23;1909;17;44;50;24;55;11
cristian-casseres-jr;RBNY;17;16;1440;17;44;50;11;29;19
bode-hidalgo;RSL;23;13;1176;17;17;82.3;21;11;15
brendan-hines-ike;DC;12;9;934;17;19;68.4;46;12;11
sunusi-ibrahim;MTL;25;11;1174;17;60;41.7;1;12;2
joao-klauss;STL;19;14;1317;17;78;51.3;20;31;7
jesus-david-murillo;LAFC;19;14;1425;17;44;50;55;15;19
andy-najar;DC;21;12;1100;17;23;56.5;16;16;17
jaroslaw-niezgoda;POR;20;5;634;17;33;51.5;4;4;2
paxton-pomykal;DAL;24;19;1606;17;35;45.7;13;30;28
khiry-shelton;SKC;24;7;830;17;41;53.7;10;19;16
robert-voloder;SKC;14;11;1028;17;37;51.4;33;9;21
bobby-wood;NE;29;19;1492;17;87;41.4;13;25;3
lucas-bartlett;STL;14;12;1068;16;54;57.4;50;25;25
maikel-chang;RSL;22;12;1017;16;20;25;9;7;5
ousmane-doumbia;CHI;11;9;813;16;7;71.4;6;19;15
ramiro-enrique;ORL;30;7;1019;16;109;45;13;24;4
raymon-gaddis;CIN;28;15;1246;16;17;35.3;19;7;13
anibal-godoy;NSH;23;19;1669;16;38;50;14;20;20
aziel-jackson;STL;25;12;1120;16;22;27.3;3;21;5
gadi-kinda;SKC;20;8;831;16;7;28.6;5;16;4
georgios-koutsias;CHI;27;13;1012;16;39;46.1;12;16;3
theodore-ku-dipietro;DC;26;12;1164;16;21;47.6;2;14;6
ariel-lassiter;MTL;25;17;1600;16;6;16.7;9;18;13
lukas-macnaughton;NSH;14;13;1077;16;43;41.9;49;8;30
dax-mccarty;NSH;27;23;1898;16;28;50;35;22;20
federico-navarro;CHI;16;15;1104;16;10;40;14;28;17
;CHI;25;11;969;16;90;44.4;14;7;3
sergio-santos;CIN;25;11;900;16;49;36.7;6;24;1
ema-twumasi;DAL;23;18;1578;16;20;60;33;23;11
walker-zimmerman;NSH;24;22;1844;16;97;58.8;99;21;32
bryan-acosta;POR;7;5;457;15;12;66.7;4;14;8
benjamin-bender;CLT;17;11;911;15;34;38.2;6;16;5
moise-bombito;COL;11;8;751;15;29;58.6;36;15;11
gustavo-bou;NE;19;14;1266;15;18;33.3;3;11;7
teal-bunbury;NSH;31;20;1652;15;178;46.6;8;41;7
kevin-cabral;COL;27;14;1173;15;26;34.6;5;21;9
tomas-chancalay;NE;11;10;864;15;11;27.3;5;16;3
sergio-cordova;VAN;19;9;837;15;54;37;11;16;1
earl-edwards-jr;NE;10;10;900;15;3;66.7;6;0;0
diego-fagundez;LA;11;6;576;15;3;66.7;4;5;1
facundo-farias;MIA;11;9;838;15;6;0;0;11;0
jan-gregus;MIN;12;10;905;15;7;100;9;8;8
mark-anthony-kaye;NE;10;10;783;15;16;68.8;17;11;11
jonathan-klinsmann;LA;10;8;831;15;2;100;11;0;0
richie-laryea;VAN;12;12;953;15;3;33.3;4;4;8
