name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
przemyslaw-frankowski;CHI;19;16;1459;32;25;24;11;29;18
bill-hamid;DC;17;17;1530;32;4;100;10;0;0
haris-medunjanin;CIN;21;19;1729;32;14;78.6;16;14;22
darwin-quintero;HOU;22;20;1689;32;24;37.5;4;11;9
rolf-feltscher;LA;17;13;1247;31;49;71.4;27;16;24
vako;SJ;15;9;800;31;10;30;1;4;7
memo-rodriguez;HOU;21;20;1604;31;36;30.6;9;25;10
ben-sweat;MIA;22;20;1675;31;40;62.5;26;19;32
oswaldo-alanis;SJ;14;14;1188;30;49;51;41;7;17
corey-baird;RSL;21;17;1529;30;30;16.7;5;21;5
lucas-cavallini;VAN;18;16;1457;30;95;57.9;12;31;6
nicolas-figal;MIA;21;21;1746;30;36;55.6;37;22;34
gaston-gimenez;CHI;18;17;1557;30;36;38.9;19;26;44
brad-guzan;ATL;23;23;2070;30;7;71.4;14;1;1
brian-rodriguez;LAFC;19;18;1446;30;12;8.3;2;16;9
frankie-amaya;CIN;21;21;1737;29;17;52.9;15;39;25
julian-araujo;LA;17;17;1298;29;49;57.1;20;37;25
steve-clark;POR;20;20;1800;29;12;91.7;19;0;0
aaron-herrera;RSL;20;20;1796;29;36;38.9;23;27;36
damir-kreilach;RSL;21;20;1770;29;168;55.4;16;30;9
marcos-lopez;SJ;13;11;990;29;23;56.5;20;13;13
mauro-manotas;HOU;20;15;1327;29;45;26.7;26;9;1
david-milinkovic;VAN;16;11;902;29;10;20;1;16;5
joseph-mora;DC;21;19;1586;29;47;23.4;42;16;25
leonard-owusu;VAN;20;14;1301;29;20;30;16;21;20
;MIA;19;17;1578;29;19;21.1;2;13;8
jukka-raitala;MTL;15;15;1350;29;34;47.1;38;20;22
zarek-valentin;HOU;19;18;1621;29;39;61.5;49;6;26
ranko-veselinovic;VAN;18;16;1384;29;56;57.1;78;8;16
chris-wondolowski;SJ;22;13;1275;29;52;25;8;11;2
yamil-asad;DC;23;18;1582;28;33;39.4;4;17;18
frederic-brillant;DC;19;18;1682;28;57;73.7;99;15;25
darwin-ceren;HOU;20;18;1535;28;35;42.9;12;24;34
kyle-duncan;RBNY;23;21;1908;28;86;66.3;47;31;48
joseph-claude-gyau;CIN;21;20;1796;28;41;34.1;14;25;9
ola-kamara;DC;22;17;1328;28;102;48;7;9;2
;LAFC;16;15;1231;28;31;25.8;28;14;33
bobby-shuttleworth;CHI;17;17;1530;28;3;100;9;0;1
aljaz-struna;HOU;17;16;1436;28;49;65.3;64;21;15
tommy-thompson;SJ;20;13;1125;28;18;38.9;8;5;19
donny-toia;RSL;20;19;1674;28;55;65.5;35;26;43
sam-vines;COL;18;18;1620;28;21;52.4;20;7;24
kendall-waston;CIN;17;17;1528;28;65;83.1;77;22;33
diego-chara;POR;20;20;1799;27;15;60;20;48;33
dejan-jakovic;LAFC;16;12;1075;27;24;58.3;29;8;23
nick-lima;SJ;20;19;1531;27;45;55.6;32;18;35
donovan-pines;DC;16;15;1353;27;84;70.2;89;13;45
russell-teibert;VAN;20;19;1585;27;22;9.1;33;14;26
florian-valot;RBNY;23;17;1510;27;38;55.3;12;11;36
jorge-villafana;POR;19;17;1550;27;35;37.1;35;11;17
george-bello;ATL;20;19;1648;26;28;35.7;10;12;18
andrew-putna;RSL;15;15;1350;26;3;66.7;4;0;1
diego-valeri;POR;22;18;1628;26;50;26;15;10;5
quentin-westberg;TOR;20;20;1800;26;7;100;16;0;0
ignacio-aliseda;CHI;20;16;1402;25;26;26.9;5;12;10
derek-cornelius;VAN;13;11;1011;25;39;61.5;54;8;9
sean-johnson;NYC;23;23;2070;25;5;80;10;0;0
bojan-krkic;MTL;17;14;1159;25;8;37.5;3;6;7
jurgen-locadia;CIN;17;15;1364;25;37;46;5;19;1
romain-metanire;MIN;20;20;1786;25;44;59.1;29;22;31
alexander-ring;NYC;23;23;2016;25;30;56.7;20;43;44
luis-robles;MIA;15;15;1350;25;4;100;12;0;0
anton-tinnerholm;NYC;23;22;2001;25;24;70.8;20;27;18
victor-ulloa;MIA;23;17;1433;25;43;44.2;20;23;29
tanner-beason;SJ;9;9;810;24;38;52.6;32;3;21
tristan-blackmon;LAFC;14;11;977;24;28;53.6;32;17;33
michael-boxall;MIN;19;19;1710;24;43;67.4;84;21;38
leandro-gonzalez-pirez;MIA;16;16;1440;24;46;52.2;41;29;24
robin-jansson;ORL;22;22;1980;24;41;46.3;97;9;17
nedum-onuoha;RSL;15;15;1318;24;61;60.7;51;7;18
tim-parker;RBNY;19;18;1620;24;52;67.3;56;16;20
jason-pendant;RBNY;20;17;1612;24;64;53.1;25;18;25
jack-price;COL;16;14;1318;24;15;46.7;20;13;23
romell-quioto;MTL;19;17;1483;24;53;39.6;7;13;5
diego-rubio;COL;16;12;1040;24;65;52.3;20;18;7
matt-turner;NE;22;22;1980;24;7;85.7;10;0;1
dario-zuparic;POR;19;18;1611;24;59;49.1;94;20;21
eduard-atuesta;LAFC;17;14;1326;23;24;58.3;14;22;31
alexander-callens;NYC;22;22;1934;23;83;49.4;71;28;33
russell-canouse;DC;15;15;1234;23;40;52.5;31;26;21
stefan-frei;SEA;22;22;1980;23;8;100;16;0;0
chase-gasper;MIN;18;16;1491;23;35;74.3;41;17;30
francisco-ginella;LAFC;22;14;1158;23;25;36;7;12;19
omar-gonzalez;TOR;23;21;1871;23;75;73.3;73;12;21
ryan-hollingshead;DAL;20;19;1731;23;74;62.2;38;23;41
mark-anthony-kaye;LAFC;16;15;1095;23;39;41;11;11;7
yuya-kubo;CIN;19;15;1284;23;21;42.9;5;28;13
brooks-lennon;ATL;23;19;1751;23;55;43.6;44;31;17
larrys-mabiala;POR;17;15;1311;23;44;70.5;82;17;26
blaise-matuidi;MIA;15;14;1273;23;29;41.4;6;32;14
alejandro-pozuelo;TOR;23;23;2015;23;36;27.8;5;26;9
pablo-ruiz;RSL;18;15;1329;23;9;33.3;8;19;27
pablo-sisniega;LAFC;14;14;1260;23;6;100;10;0;0
wil-trapp;MIA;21;16;1368;23;30;40;11;23;29
lalas-abubakar;COL;17;17;1515;22;79;57;78;21;26
adam-buksa;NE;23;16;1499;22;130;49.2;13;31;4
cristian-casseres-jr;RBNY;19;14;1310;22;35;57.1;13;27;32
maikel-chang;RSL;19;12;1107;22;23;43.5;8;6;15
antonio-carlos;ORL;20;18;1634;22;84;65.5;99;15;43
ruan;ORL;21;18;1597;22;16;43.8;27;19;14
jan-gregus;MIN;18;18;1599;22;24;62.5;11;17;34
henry-kessler;NE;22;19;1823;22;85;48.2;83;13;34
ronald-matarrita;NYC;21;19;1649;22;23;34.8;21;31;36
djordje-mihailovic;CHI;20;14;1171;22;21;52.4;6;12;27
younes-namli;COL;17;16;1272;22;10;50;7;16;11
miguel-angel-navarro;CHI;19;10;971;22;10;70;25;18;22
cristian-roldan;SEA;22;21;1890;22;78;48.7;28;17;19
dave-romney;NSH;23;23;2070;22;89;50.6;104;9;20
keegan-rosenberry;COL;17;16;1361;22;41;68.3;39;17;37
joe-willis;NSH;23;23;2070;22;7;100;19;1;2
bradley-wright-phillips;LAFC;18;14;1081;22;41;31.7;11;12;2
maxime-chanot;NYC;20;20;1712;21;105;75.2;100;18;40
joe-corona;LA;16;12;986;21;26;61.5;12;21;21
jorge-corrales;MTL;14;12;1069;21;38;36.8;18;13;20
justen-glad;RSL;17;14;1279;21;69;56.5;49;33;27
andrew-gutman;CIN;21;15;1441;21;44;59.1;35;10;17
robin-lod;MIN;20;18;1585;21;29;37.9;8;21;15
nicolas-lodeiro;SEA;20;20;1782;21;24;33.3;4;14;14
daniel-lovitz;NSH;21;21;1890;21;49;55.1;46;27;27
tim-melia;SKC;20;20;1784;21;1;100;17;2;0
jonathan-mensah;CLB;23;23;2070;21;105;61.9;114;24;34
felipe-mora;POR;19;13;1204;21;69;37.7;11;7;6
jordan-morris;SEA;22;18;1724;21;50;72;6;6;8
keaton-parks;NYC;23;20;1733;21;60;63.3;26;25;15
miles-robinson;ATL;17;16;1393;21;57;73.7;45;20;20
johnny-russell;SKC;21;17;1529;21;56;55.4;9;14;15
pedro-santos;CLB;22;22;1841;21;45;33.3;14;30;19
michael-baldisimo;VAN;13;7;703;20;2;50;9;10;10
brandon-bye;NE;22;18;1636;20;118;67;51;16;25
valentin-castellanos;NYC;22;14;1341;20;94;43.6;8;55;3
artur;CLB;22;20;1831;20;32;46.9;18;43;28
mathieu-deplagne;CIN;15;13;1175;20;27;48.1;28;19;19
rod-fanni;MTL;12;10;947;20;24;54.2;34;5;21
andrew-farrell;NE;20;19;1711;20;41;51.2;75;9;26
pedro-gallese;ORL;19;19;1710;20;7;71.4;13;0;0
richie-laryea;TOR;20;15;1398;20;15;26.7;22;13;17
joao-paulo;SEA;19;17;1501;20;24;62.5;14;28;30
dylan-nealis;MIA;19;10;1103;20;48;52.1;32;20;13
cristhian-paredes;POR;17;9;822;20;14;71.4;13;15;24
albert-rusnak;RSL;16;15;1291;20;15;33.3;0;8;3
junior-urso;ORL;23;20;1708;20;36;61.1;17;27;20
maikel-van-der-werff;CIN;13;11;973;20;39;66.7;33;15;20
william-yarbrough;COL;14;14;1260;20;1;100;9;0;0
walker-zimmerman;NSH;22;22;1955;20;92;69.6;114;18;38
graham-zusi;SKC;15;14;1224;20;36;47.2;19;14;13
harrison-afful;CLB;21;20;1795;19;27;63;40;30;57
;ATL;15;11;1034;19;5;0;1;8;2
alejandro-bedoya;PHI;21;21;1832;19;92;50;18;29;31
jonathan-bornstein;CHI;20;13;1141;19;49;59.2;34;12;28
gianluca-busio;SKC;19;15;1275;19;37;51.4;6;22;19
everton-luiz;RSL;14;11;919;19;14;28.6;10;12;21
fabian-herbers;CHI;21;18;1365;19;39;51.3;10;24;15
aaron-long;RBNY;16;15;1330;19;78;71.8;58;15;25
dax-mccarty;NSH;21;19;1678;19;31;48.4;29;25;33
mark-mckenzie;PHI;22;22;1980;19;78;57.7;99;20;41
justin-meram;RSL;21;13;1146;19;52;42.3;6;15;3
kevin-molino;MIN;18;15;1264;19;27;33.3;4;16;12
jamiro-monteiro;PHI;22;22;1941;19;4;25;1;38;20
shane-o-neill;SEA;18;13;1238;19;42;47.6;44;16;21
kevin-paredes;DC;17;9;944;19;15;26.7;16;17;17
tom-pettersson;CIN;15;13;1142;19;49;67.3;43;22;34
;PHI;23;23;1975;19;111;55;31;14;7
roberto-puncec;SKC;20;18;1675;19;70;58.6;59;30;25
andy-rose;VAN;13;10;854;19;22;72.7;43;6;14
khiry-shelton;SKC;20;17;1447;19;73;49.3;13;17;11
marcelo-silva;RSL;15;15;1309;19;73;61.6;59;19;28
saphir-taider;MTL;11;11;955;19;9;33.3;7;11;2
anton-walkes;ATL;17;15;1335;19;32;56.3;39;4;11
kellyn-acosta;COL;15;14;1150;18;18;33.3;7;14;8
nani;ORL;19;16;1424;18;32;31.3;9;14;10
efrain-alvarez;LA;16;6;718;18;7;0;3;3;10
michael-barrios;DAL;21;19;1681;18;30;33.3;1;25;8
andre-blake;PHI;21;21;1889;18;4;100;22;1;0
rudy-camacho;MTL;14;14;1189;18;47;42.5;55;25;26
auro;TOR;18;17;1493;18;17;58.8;24;19;25
marky-delgado;TOR;19;18;1448;18;14;50;10;16;29
yeimar-gomez-andrade;SEA;19;19;1626;18;68;61.8;68;20;52
sacha-kljestan;LA;15;8;769;18;18;66.7;4;12;14
kelvin-leerdam;SEA;21;19;1550;18;37;43.2;34;14;19
jesus-medina;NYC;22;18;1495;18;22;18.2;6;22;8
bryan-reynolds;DAL;17;14;1267;18;39;69.2;27;21;8
kaku;RBNY;16;13;1089;18;11;27.3;1;6;7
przemyslaw-tyton;CIN;12;12;1071;18;3;100;8;0;0
maximiliano-urruti;MTL;15;10;895;18;4;25;3;9;5
;CLB;21;20;1717;18;126;46;24;19;3
reto-ziegler;DAL;19;17;1529;18;34;58.8;68;8;17
brenden-aaronson;PHI;23;23;1913;17;36;38.9;7;17;9
matt-besler;SKC;10;9;810;17;35;62.9;29;10;12
alexander-buttner;NE;17;15;1251;17;27;44.4;23;11;31
jose-cifuentes;LAFC;18;13;1150;17;44;36.4;6;23;13
thiago-santos;DAL;20;19;1623;17;77;84.4;38;41;22
hassani-dotson;MIN;18;12;1212;17;34;44.1;19;22;25
anibal-godoy;NSH;20;18;1494;17;34;67.7;15;32;39
matt-hedges;DAL;19;18;1538;17;58;65.5;87;9;26
adam-jahn;ATL;21;13;1072;17;67;43.3;10;20;1
gadi-kinda;SKC;18;16;1394;17;11;0;3;30;9
ariel-lassiter;HOU;16;10;949;17;4;25;7;7;5
randall-leal;NSH;21;19;1615;17;46;37;7;31;22
emanuel-maciel;MTL;11;10;780;17;13;53.9;12;6;14
paul-marie;SJ;12;4;353;17;15;53.3;5;4;7
chris-odoi-atsem;DC;15;8;769;17;28;50;18;6;15
shea-salinas;SJ;23;4;775;17;13;30.8;7;11;11
eryk-williamson;POR;21;17;1417;17;21;52.4;16;23;38
steven-birnbaum;DC;10;10;900;16;62;61.3;52;16;18
tajon-buchanan;NE;23;11;1084;16;37;37.8;5;20;9
teal-bunbury;NE;22;19;1466;16;82;45.1;8;22;20
jonathan-dos-santos;LA;13;7;699;16;9;77.8;2;6;11
chris-duvall;POR;10;9;745;16;13;53.9;30;11;7
jeremy-ebobisse;POR;18;11;1061;16;52;51.9;10;9;6
franco-escobar;ATL;16;16;1376;16;48;45.8;19;24;31
carlos-fierro;SJ;16;11;961;16;13;46.1;6;9;6
ethan-finlay;MIN;14;12;961;16;23;34.8;4;15;5
boniek-garcia;HOU;18;7;819;16;13;76.9;8;12;12
erik-godoy;VAN;12;11;940;16;22;54.5;41;10;23
javier-hernandez;LA;12;7;758;16;27;33.3;6;2;2
ryan-meara;RBNY;13;13;1142;16;3;100;11;0;0
fernando-meza;ATL;13;13;1073;16;58;63.8;40;17;17
fredy-montero;VAN;16;11;1060;16;36;41.7;5;23;4
daniel-royer;RBNY;20;15;1354;16;102;46.1;9;9;6
nouhou;SEA;22;16;1402;16;53;67.9;49;21;30
bill-tuiloma;POR;12;9;824;16;41;73.2;49;9;16
kenneth-vermeer;LAFC;8;8;720;16;1;100;4;0;1
jose-aja;MIN;13;12;1071;15;62;59.7;63;23;20
janio-bikel;VAN;12;12;948;15;12;41.7;17;25;11
sebastian-blanco;POR;9;8;665;15;6;66.7;3;8;10
michael-bradley;TOR;12;11;1059;15;4;25;13;8;10
tsubasa-endoh;TOR;17;7;615;15;11;36.4;3;6;6
diego-fagundez;NE;19;9;966;15;22;45.5;6;15;14
edison-flores;DC;13;11;872;15;24;45.8;2;11;10
jakob-glesnes;PHI;19;17;1493;15;59;66.1;87;15;32
giancarlo-gonzalez;LA;10;9;754;15;14;71.4;37;11;7
cristian-gutierrez;VAN;12;7;665;15;14;28.6;15;4;20
gonzalo-higuain;MIA;9;9;801;15;12;16.7;5;6;0
emerson-hyndman;ATL;20;16;1383;15;25;28;5;17;11
david-jensen;RBNY;11;10;928;15;3;100;13;0;0
sebastian-mendez;ORL;19;11;1087;15;21;38.1;9;32;9
justin-morrow;TOR;15;11;959;15;25;44;18;3;13
andy-polo;POR;16;7;750;15;9;22.2;7;5;10
eric-remedi;ATL;18;12;1161;15;15;66.7;13;19;17
andres-ricaurte;DAL;14;13;1112;15;8;50;8;16;10
spencer-richey;CIN;10;9;819;15;3;100;7;0;0
eloy-room;CLB;17;17;1511;15;0;0;7;0;1
amro-tarek;RBNY;12;10;935;14;40;62.5;45;19;21
theo-bair;VAN;16;6;445;14;34;50;5;5;1
gustavo-bou;NE;18;14;1329;14;13;23.1;0;8;11
elliot-collier;CHI;21;2;519;14;34;35.3;5;11;3
allan-cruz;CIN;14;8;751;14;15;26.7;5;13;4
nick-deleon;TOR;21;9;923;14;23;30.4;5;12;12
daryl-dike;ORL;17;15;1222;14;98;39.8;17;25;1
oniel-fisher;DC;15;6;673;14;17;35.3;24;15;15
jon-gallagher;ATL;16;11;982;14;23;26.1;3;11;7
thomas-hasal;VAN;9;8;752;14;7;100;11;1;1
franco-jara;DAL;19;16;1388;14;43;18.6;1;27;2
jeff-larentowicz;ATL;19;11;1111;14;25;60;13;22;23
jonathan-lewis;COL;18;7;705;14;12;8.3;4;6;4
jaylin-lindsey;SKC;12;11;1059;14;37;59.5;26;7;19
jt-marcinkowski;SJ;11;11;990;14;3;100;6;0;1
chris-mavinga;TOR;19;17;1515;14;40;55;54;12;33
jaroslaw-niezgoda;POR;17;7;603;14;45;31.1;1;2;3
jonathan-osorio;TOR;17;17;1408;14;10;40;18;4;16
andres-perea;ORL;23;11;1190;14;44;45.5;22;21;15
andres-reyes;MIA;13;13;1101;14;38;60.5;33;27;24
raul-ruidiaz;SEA;17;17;1427;14;29;27.6;1;11;4
james-sands;NYC;16;16;1409;14;40;45;34;34;30
bressan;DAL;18;11;1167;14;40;65;51;9;35
kyle-smith;ORL;16;11;1026;14;30;50;33;25;11
erik-sorga;DC;17;6;668;14;39;23.1;0;9;3
jared-stroud;RBNY;20;11;924;14;12;16.7;2;12;9
milton-valenzuela;CLB;19;17;1448;14;38;31.6;26;19;17
brandon-vazquez;CIN;19;8;774;14;53;50.9;3;17;3
brian-white;RBNY;18;10;872;14;104;31.7;4;17;1
ayo-akinola;TOR;15;11;1063;13;52;36.5;4;28;1
tom-barlow;RBNY;21;12;974;13;80;43.8;2;13;0
cole-bassett;COL;14;12;982;13;26;46.1;11;10;3
jose-bizama;HOU;8;6;567;13;22;40.9;15;5;13
pablo-bonilla;POR;12;10;888;13;32;50;23;18;11
scott-caldwell;NE;18;15;1155;13;32;31.3;7;26;28
laurent-ciman;TOR;12;5;530;13;16;56.3;26;9;13
siem-de-jong;CIN;15;8;793;13;22;59.1;4;7;6
roger-espinoza;SKC;16;12;950;13;30;56.7;9;20;16
gerso-fernandes;SKC;19;10;820;13;10;20;1;10;4
yony-gonzalez;LA;9;7;481;13;26;73.1;7;6;2
niko-hansen;HOU;17;8;716;13;15;73.3;7;9;6
danny-hoesen;SJ;8;3;249;13;10;40;1;4;1
alistair-johnston;NSH;18;15;1366;13;23;52.2;31;23;18
lassi-lappalainen;MTL;13;7;680;13;11;36.4;3;5;3
felipe-martins;DC;7;7;630;13;5;60;6;10;5
jimmy-maurer;DAL;16;16;1392;13;7;85.7;13;0;1
chris-mueller;ORL;22;17;1477;13;25;36;9;12;8
orji-okwonkwo;MTL;13;5;488;13;22;31.8;0;14;4
fafa-picault;DAL;18;11;1040;13;38;39.5;4;5;6
;DC;13;7;501;13;34;47.1;2;15;4
ilie-sanchez;SKC;15;13;1259;13;38;55.3;13;14;25
ethan-zubak;LA;15;11;787;13;57;47.4;5;14;2
mo-adams;ATL;13;9;778;12;8;25;2;25;10
juan-agudelo;MIA;14;9;841;12;39;48.7;8;19;3
osvaldo-alonso;MIN;10;9;750;12;11;72.7;9;12;11
sean-davis;RBNY;14;13;1086;12;27;66.7;9;15;23
luis-diaz;CLB;21;14;1178;12;26;34.6;5;22;11
marco-farfan;POR;14;9;854;12;27;59.3;39;18;8
erik-holt;RSL;7;4;383;12;12;41.7;13;6;1
marvin-loria;POR;17;9;712;12;16;18.8;4;10;15
gary-mackay-steven;NYC;22;10;956;12;17;41.2;3;12;10
nicolas-mezquida;COL;17;2;463;12;11;36.4;4;5;4
hany-mukhtar;NSH;15;13;1092;12;22;31.8;3;13;8
danny-musovski;LAFC;15;6;629;12;33;27.3;5;10;1
moses-nyeman;DC;11;5;490;12;9;33.3;5;9;9
matias-pellegrini;MIA;19;12;966;12;29;31;6;22;10
mauricio-pereyra;ORL;16;14;1107;12;18;33.3;4;18;10
alan-pulido;SKC;12;11;962;12;35;28.6;3;8;3
christian-ramirez;HOU;15;8;675;12;31;25.8;11;5;1
matheus-rossetto;ATL;15;10;780;12;11;36.4;3;9;6
sergio-santos;PHI;21;17;1218;12;108;42.6;18;34;8
amar-sejdic;MTL;14;7;685;12;7;42.9;5;10;14
dayne-st-clair;MIN;13;13;1170;12;1;100;10;0;2
tanner-tessmann;DAL;19;9;1001;12;22;59.1;10;7;15
auston-trusty;COL;8;5;525;12;17;70.6;19;7;9
joel-waterman;MTL;7;6;548;12;13;53.9;18;4;7
luis-amarilla;MIN;7;5;425;11;24;37.5;1;5;1
xavier-arreaga;SEA;14;13;1147;11;40;67.5;37;14;26
andre-shinyashiki;COL;15;13;1034;11;30;36.7;8;18;5
nicolas-benezet;COL;12;5;491;11;4;0;3;9;4
victor-cabrera;HOU;10;8;656;11;33;51.5;37;7;22
yimmi-chara;POR;21;12;1233;11;19;26.3;3;5;12
cade-cowell;SJ;17;4;466;11;16;18.8;5;15;3
jurgen-damm;ATL;14;7;635;11;14;57.1;1;5;4
amadou-dia;SKC;12;9;847;11;17;29.4;22;10;22
jack-elliott;PHI;17;10;981;11;29;48.3;38;18;16
omir-fernandez;RBNY;15;5;570;11;17;17.6;2;7;4
jesus-ferreira;DAL;19;13;979;11;14;42.9;9;6;12
raymon-gaddis;PHI;15;15;1271;11;8;75;17;9;17
greg-garza;CIN;9;7;512;11;5;80;8;5;8
;SKC;16;8;778;11;14;14.3;7;12;12
dejuan-jones;NE;18;13;1134;11;24;66.7;18;14;23
jonathan-klinsmann;LA;4;4;360;11;0;0;1;0;0
jake-mulraney;ATL;18;8;707;11;14;21.4;3;11;7
pablo-piatti;TOR;17;16;1338;11;17;5.9;6;28;10
adrien-regattin;CIN;10;7;630;11;23;17.4;1;6;2
winston-reid;SKC;10;8;728;11;33;63.6;36;11;15
brek-shea;MIA;13;6;628;11;10;60;8;9;7
josh-williams;CLB;12;11;1021;11;54;59.3;34;6;14
dominique-badji;NSH;12;10;750;10;46;34.8;6;16;2
evan-bush;VAN;8;8;720;10;3;100;7;0;0
julian-carranza;MIA;16;5;542;10;24;25;2;21;5
maxime-crepeau;VAN;4;4;328;10;1;100;4;0;0
magnus-eriksson;SJ;5;5;450;10;16;50;6;4;3
derrick-etienne-jr;CLB;21;8;891;10;19;21.1;3;12;10
jordan-harvey;LAFC;11;8;756;10;27;55.6;24;12;15
inbeom-hwang;VAN;5;5;450;10;7;57.1;4;2;12
sam-johnson;RSL;10;3;330;10;35;25.7;3;12;3
kei-kamara;COL;9;5;522;10;49;67.3;6;6;3
aboubacar-keita;CLB;11;10;942;10;27;66.7;33;6;7
jasser-khmiri;VAN;5;5;388;10;14;64.3;25;4;8
douglas-martinez;RSL;18;9;837;10;50;34;5;18;1
john-mccarthy;MIA;8;8;720;10;2;50;4;0;0
bryan-meredith;VAN;3;3;270;10;0;0;3;0;0
kamohelo-mokotjo;CIN;9;6;551;10;7;28.6;3;2;9
drew-moor;COL;8;5;487;10;14;50;16;4;11
marcelino-moreno;ATL;6;5;465;10;4;50;0;4;0
matt-polster;NE;15;8;757;10;22;63.6;8;17;20
matthew-real;PHI;15;5;622;10;10;60;33;13;9
yordy-reyna;VAN;8;4;395;10;9;22.2;1;5;2
luis-felipe;SJ;5;2;197;10;11;72.7;0;2;5
ulises-segura;DC;10;7;683;10;36;25;6;6;3
shamit-shome;MTL;12;4;282;10;9;11.1;3;3;7
ismael-tajouri-shradi;NYC;15;6;670;10;7;28.6;1;10;4
danny-wilson;COL;9;9;742;10;40;57.5;34;11;11
griffin-yow;DC;12;4;391;10;6;16.7;3;8;5
saad-abdul-salaam;CIN;8;5;424;9;15;66.7;11;4;6
tesho-akindele;ORL;17;8;822;9;53;43.4;8;5;4
heber;NYC;12;11;893;9;43;32.6;2;16;2
derrick-jones;NSH;18;9;912;9;74;37.8;5;14;5
guram-kashia;SJ;6;6;488;9;14;57.1;8;9;5
olivier-mbaizo;PHI;14;12;1057;9;30;40;14;22;25
benji-michel;ORL;21;8;839;9;34;52.9;14;8;3
maximiliano-moralez;NYC;13;10;875;9;14;21.4;2;10;9
alex-muyl;NSH;18;15;1097;9;40;47.5;0;27;11
cristian-penilla;NE;17;10;962;9;16;18.8;4;14;6
ricardo-pepi;DAL;17;4;458;9;28;46.4;3;10;2
oriol-rosell;ORL;8;8;585;9;10;60;9;16;11
marc-rzatkowski;RBNY;16;7;698;9;12;50;2;11;4
cj-sapong;CHI;11;4;472;9;54;53.7;9;10;4
chris-seitz;DC;6;6;540;9;0;0;6;0;0
kai-wagner;PHI;14;14;1186;9;37;62.2;19;15;14
dru-anthony-yearwood;RBNY;12;8;612;9;8;75;6;17;13
bryan-acosta;DAL;11;10;758;8;18;77.8;5;23;10
nick-besler;RSL;12;6;568;8;15;33.3;8;10;11
joao-moutinho;ORL;8;8;685;8;25;60;18;9;10
will-bruin;SEA;15;5;558;8;24;50;2;4;0
julio-cascante;POR;5;4;405;8;28;57.1;18;5;3
jordy-delem;SEA;17;9;737;8;13;53.9;12;13;16
mandela-egbo;RBNY;9;6;451;8;17;64.7;10;7;8
mohamed-el-munir;LAFC;12;4;596;8;14;42.9;10;15;16
liam-fraser;TOR;13;4;436;8;9;77.8;7;9;5
nick-hagglund;CIN;11;8;744;8;64;71.9;37;13;22
marlon-hairston;MIN;9;4;405;8;16;50;6;5;10
clint-irwin;COL;4;4;360;8;0;0;3;1;0
joevin-jones;SEA;13;10;831;8;16;43.8;8;8;6
kenneth-kronholm;CHI;5;5;450;8;1;100;4;0;0
pity-martinez;ATL;7;7;591;8;6;0;2;12;1
jose-andres-martinez;PHI;14;14;1148;8;37;59.5;16;31;23
