name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
sean-johnson;TOR;6;6;540;12;2;100;4;0;7
john-pulskamp;SKC;6;6;540;12;2;0;1;0;2
rafael-cabral;RSL;6;6;540;11;1;100;1;0;2
pedro-gallese;ORL;5;5;450;11;2;100;2;0;5
brad-guzan;ATL;6;6;540;11;1;100;0;0;3
kim-joon-hong;DC;6;6;540;11;0;0;2;0;2
chris-brady;CHI;6;6;540;10;0;0;1;0;4
jonathan-sirois;MTL;6;6;540;10;2;100;0;0;6
roman-celentano-x4766;CIN;6;6;540;9;3;100;1;0;8
daniel;SJ;6;6;540;9;3;0;2;0;4
matt-freese;NYC;6;6;540;9;0;0;0;0;3
maarten-paes;DAL;5;5;450;9;1;100;2;0;4
andre-blake;PHI;5;5;450;8;0;0;1;0;1
novak-micovic;LA;3;3;270;7;0;0;0;0;4
andrew-tarbell;HOU;4;4;307;7;0;0;1;0;3
carlos-joaquim-antunes-dos-santos;SD;6;6;540;6;0;0;2;0;2
stefan-frei;SEA;5;5;450;6;1;100;2;0;3
aljaz-ivacic;NE;5;5;450;6;1;100;0;0;2
kristijan-kahlina;CLT;6;6;540;6;0;0;1;0;7
carlos-miguel-coronel;RBNY;5;5;450;5;1;100;5;0;3
thomas-hasal;LAFC;1;1;90;5;0;0;2;0;2
john-mccarthy;LA;3;3;270;5;0;0;0;0;8
yohei-takaoka;VAN;6;6;540;5;3;100;3;0;5
joe-willis;NSH;6;6;540;5;1;100;1;0;10
maxime-crepeau;POR;1;1;90;4;1;100;0;0;3
hugo-lloris;LAFC;5;5;450;4;1;0;2;0;2
james-pantemis;POR;5;5;450;4;2;100;2;0;8
patrick-schulte;CLB;5;5;450;4;1;100;0;0;6
dayne-st-clair;MIN;5;5;450;4;0;0;0;0;4
zack-steffen;COL;5;5;450;4;0;0;0;0;4
oscar-ustari;MIA;4;4;304;4;1;100;0;1;3
adam-beaudry;COL;1;1;90;3;0;0;0;0;0
blake-gillingham;HOU;2;1;113;3;0;0;1;0;3
brad-stuver;ATX;6;6;540;3;0;0;2;0;14
ben-lundt;STL;3;3;270;2;3;100;0;0;5
alec-smir;MIN;1;1;90;2;0;0;0;0;0
andrew-thomas;SEA;1;1;90;2;2;100;0;0;4
anthony-marcucci;RBNY;1;1;90;1;0;0;0;0;0
jimmy-maurer;HOU;2;1;120;1;0;0;0;0;4
javier-otero;ORL;1;1;90;1;0;0;0;0;3
rocco-rios-novo;MIA;2;1;139;1;0;0;0;0;3
luis-barraza;DC;0;0;0;0;0;0;0;0;0
david-bingham;CLT;0;0;0;0;0;0;0;0;0
isaac-boehmer;VAN;0;0;0;0;0;0;0;0;0
alex-bono;NE;0;0;0;0;0;0;0;0;0
sebastian-breza;MTL;0;0;0;0;0;0;0;0;0
roman-burki;STL;3;3;270;0;1;100;0;0;4
evan-bush;CLB;1;1;90;0;0;0;0;0;0
drake-callender;MIA;1;0;4;0;0;0;0;0;0
antonio-carrera;DAL;0;0;0;0;0;0;0;0;0
jacob-castro;SEA;0;0;0;0;0;0;0;0;0
austin-causey;RBNY;0;0;0;0;0;0;0;0;0
stefan-cleveland;ATX;0;0;0;0;0;0;0;0;0
josh-cohen;ATL;0;0;0;0;0;0;0;0;0
michael-collodi;DAL;1;1;90;0;0;0;1;0;2
pedro-cruz;HOU;0;0;0;0;0;0;0;0;0
earl-edwards-jr;SJ;0;0;0;0;0;0;0;0;0
jordan-farr;DC;0;0;0;0;0;0;0;0;0
jeffrey-gal;CHI;0;0;0;0;0;0;0;0;0
luka-gavran;TOR;0;0;0;0;0;0;0;0;0
nicolas-defreitas-hansen;COL;0;0;0;0;0;0;0;0;0
jayden-hibbert;ATL;0;0;0;0;0;0;0;0;0
stanislav-lapkes;CLB;0;0;0;0;0;0;0;0;0
evan-louro;CIN;0;0;0;0;0;0;0;0;0
jt-marcinkowski;LA;0;0;0;0;0;0;0;0;0
jose-carlos-mercado;ORL;0;0;0;0;0;0;0;0;0
trey-muse;POR;0;0;0;0;0;0;0;0;0
david-ochoa;LAFC;0;0;0;0;0;0;0;0;0
christian-olivares;STL;0;0;0;0;0;0;0;0;0
;CLB;0;0;0;0;0;0;0;0;0
alex-rando;NYC;0;0;0;0;0;0;0;0;0
greg-ranjitsingh;NYC;0;0;0;0;0;0;0;0;0
andrew-rick;PHI;1;1;90;0;0;0;0;0;0
kayne-rizvanovich;MIN;0;0;0;0;0;0;0;0;0
tomas-romero;NYC;0;0;0;0;0;0;0;0;0
ryan-schewe;SKC;0;0;0;0;0;0;0;0;0
brian-schwake;NSH;0;0;0;0;0;0;0;0;0
oliver-semmle;PHI;0;0;0;0;0;0;0;0;0
pablo-sisniega;SD;0;0;0;0;0;0;0;0;0
mason-stajduhar;RSL;0;0;0;0;0;0;0;0;0
liel-abada;CLT;5;5;347;0;2;50;0;3;0
diego-abarca;ATX;0;0;0;0;0;0;0;0;0
luis-abram;ATL;4;2;200;0;5;80;3;1;0
lalas-abubakar;DAL;3;0;11;0;0;0;1;0;0
luciano-acosta;CIN;0;0;0;0;0;0;0;0;0
kellyn-acosta;CHI;3;3;210;0;0;0;0;3;0
bryan-acosta;NSH;0;0;0;0;0;0;0;0;0
luciano-acosta;DAL;6;6;528;0;3;33.3;5;7;0
chase-mesner-adams;CLB;0;0;0;0;0;0;0;0;0
jordan-adebayo-smith;MIN;0;0;0;0;0;0;0;0;0
michael-adedokun;MTL;0;0;0;0;0;0;0;0;0
sam-adekugbe;VAN;2;2;114;0;4;75;0;0;0
;CIN;0;0;0;0;0;0;0;0;0
leonardo-frugis-afonso;MIA;1;0;8;0;0;0;0;3;0
stephen-afrifa;SKC;0;0;0;0;0;0;0;0;0
william-agada;SKC;4;1;93;0;4;75;0;3;0
london-aghedo;CIN;0;0;0;0;0;0;0;0;0
patrick-agyemang;CLT;5;5;408;0;10;50;2;8;0
ali-ahmed;VAN;5;3;287;0;8;25;0;1;0
forster-ajago;NSH;0;0;0;0;0;0;0;0;0
forster-ajago;RSL;6;3;258;0;24;20.8;0;7;0
carlos-akapo-martinez;SJ;0;0;0;0;0;0;0;0;0
matai-akinmboni;DC;0;0;0;0;0;0;0;0;0
ayo-akinola;TOR;0;0;0;0;0;0;0;0;0
joey-akpunonu;CIN;0;0;0;0;0;0;0;0;0
jordi-alba;MIA;5;5;450;0;1;100;6;4;0
davi-alexandre;RBNY;0;0;0;0;0;0;0;0;0
aliyu-ibrahim;HOU;5;2;153;0;2;50;1;6;0
noah-allen;MIA;5;4;363;0;0;0;3;3;0
tadeo-allende;MIA;3;3;237;0;4;75;1;2;0
rasmus-alm;STL;0;0;0;0;0;0;0;0;0
thiago-almada;ATL;0;0;0;0;0;0;0;0;0
miguel-almiron;ATL;5;5;446;0;3;66.7;0;7;0
;NSH;0;0;0;0;0;0;0;0;0
trace-alphin;RSL;0;0;0;0;0;0;0;0;0
julian-altobelli;TOR;0;0;0;0;0;0;0;0;0
alejandro-alvarado;SD;4;1;121;0;0;0;0;6;0
fernando-alvarez;MTL;4;1;95;0;6;33.3;2;3;0
antony;POR;6;6;523;0;5;40;3;10;0
pedro-amador;ATL;3;3;264;0;1;0;2;2;0
daouda-amadou;COL;0;0;0;0;0;0;0;0;0
prince-amponsah;NYC;0;0;0;0;0;0;0;0;0
malte-amundsen;CLB;5;4;337;0;2;50;2;4;0
max-anchor;VAN;0;0;0;0;0;0;0;0;0
markus-anderson;PHI;0;0;0;0;0;0;0;0;0
sebastian-anderson;COL;0;0;0;0;0;0;0;0;0
owen-anderson;RSL;0;0;0;0;0;0;0;0;0
tomas-angel;SD;6;3;234;0;6;16.7;0;4;0
marco-angulo;CIN;0;0;0;0;0;0;0;0;0
ivan-angulo;ORL;6;6;479;0;3;0;0;4;0
stephen-annor-gyamfi;HOU;0;0;0;0;0;0;0;0;0
william-antley;DC;0;0;0;0;0;0;0;0;0
tah-brian-anunga;NSH;0;0;0;0;0;0;0;0;0
tah-brian-anunga;CIN;5;2;206;0;1;0;0;1;0
;MIA;0;0;0;0;0;0;0;0;0
christopher-applewhite;NSH;0;0;0;0;0;0;0;0;0
cristian-arango;RSL;0;0;0;0;0;0;0;0;0
cristian-arango;SJ;6;6;527;0;14;28.6;3;11;0
miguel-araujo;POR;0;0;0;0;0;0;0;0;0
cesar-araujo;ORL;5;5;450;0;6;33.3;3;8;0
maximilian-arfsten;CLB;5;5;449;0;9;55.6;2;6;0
allan-arigoni;CHI;0;0;0;0;0;0;0;0;0
