name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
jerome-thiesson;MIN;33;33;2955;65;63;55.6;120;26;44
bobby-shuttleworth;MIN;33;32;2839;60;11;63.6;28;2;2
chris-wondolowski;SJ;34;34;3041;60;106;32.1;46;19;12
christian-ramirez;MIN;30;27;2392;57;67;19.4;10;18;5
kevin-molino;MIN;30;30;2512;56;45;26.7;7;44;23
scott-sutter;ORL;32;30;2729;55;57;61.4;60;15;44
francisco-calvo;MIN;27;27;2430;54;83;50.6;168;28;68
ibson;MIN;31;29;2660;52;20;40;46;32;36
joe-bendik;ORL;33;33;2970;52;4;50;21;0;3
laurent-ciman;MTL;30;30;2700;52;74;60.8;148;35;70
ashley-cole;LA;29;29;2499;52;31;71;64;23;43
andrew-farrell;NE;30;30;2664;52;34;52.9;103;20;41
dave-romney;LA;29;23;2249;52;83;61.5;134;10;38
florian-jungwirth;SJ;30;30;2600;51;71;45.1;138;26;70
evan-bush;MTL;31;31;2790;50;15;93.3;34;0;3
cody-cropper;NE;28;28;2520;50;3;100;20;0;2
lee-nguyen;NE;31;30;2542;50;9;22.2;8;25;11
romain-alessandrini;LA;30;27;2441;49;27;29.6;10;46;22
zack-steffen;CLB;34;34;3060;49;10;90;14;2;2
wil-trapp;CLB;34;34;3035;49;54;42.6;45;37;52
benjamin-angoua;NE;26;26;2311;48;80;58.8;139;43;50
steven-birnbaum;DC;26;25;2246;48;145;71;127;38;40
ian-harkes;DC;25;22;1948;47;42;40.5;22;25;23
haris-medunjanin;PHI;34;34;3057;47;25;64;38;12;44
luis-robles;RBNY;34;34;3060;47;11;81.8;30;1;1
joao-pedro;LA;28;26;2306;46;49;57.1;29;40;44
giovani-dos-santos;LA;25;25;2189;46;6;33.3;0;14;5
diego-fagundez;NE;32;27;2434;46;32;9.4;9;20;20
antonio-mlinar-delamea;NE;29;29;2547;46;90;70;151;38;68
ignacio-piatti;MTL;28;26;2368;46;5;60;1;40;22
albert-rusnak;RSL;30;29;2579;46;24;8.3;5;28;16
sebastian-blanco;POR;33;32;2783;45;18;27.8;8;59;19
emmanuel-boateng;LA;34;29;2321;45;29;34.5;16;16;21
felipe-martins;RBNY;33;33;2961;45;30;43.3;29;58;56
tim-parker;VAN;32;32;2880;45;126;57.9;170;22;44
diego-valeri;POR;32;32;2828;45;67;29.9;4;19;15
marlon-hairston;COL;34;29;2605;44;60;38.3;50;26;35
kei-kamara;NE;31;27;2365;44;130;63.1;33;31;11
adolfo-machado;HOU;33;33;2970;44;81;64.2;200;30;81
eric-miller;COL;30;30;2616;44;53;52.8;98;17;37
cj-sapong;PHI;33;30;2794;44;215;47;17;50;7
donny-toia;ORL;30;29;2545;44;78;62.8;87;43;52
maximiliano-urruti;DAL;32;31;2749;44;52;28.9;21;43;17
luciano-acosta;DC;31;30;2419;43;14;64.3;4;44;18
micheal-azira;COL;30;28;2569;43;65;47.7;47;56;78
dominique-badji;COL;33;29;2540;43;125;49.6;20;50;7
alexander-callens;NYC;34;34;3060;43;78;55.1;150;27;77
jordan-harvey;VAN;28;28;2509;43;48;37.5;70;37;46
aaron-long;RBNY;31;30;2659;43;102;70.6;178;20;55
michael-barrios;DAL;34;28;2566;42;33;30.3;6;29;15
scott-caldwell;NE;33;26;2195;42;24;33.3;25;42;39
ola-kamara;CLB;34;33;2867;42;134;38.8;18;29;13
johan-kappelhof;CHI;33;33;2881;42;49;63.3;139;29;96
nemanja-nikolic;CHI;34;34;2946;42;47;23.4;9;11;0
tommy-thompson;SJ;32;16;1534;42;26;30.8;13;16;35
chris-duvall;MTL;27;25;2210;41;59;42.4;68;26;24
taylor-kemp;DC;22;22;1980;41;55;56.4;91;12;40
dax-mccarty;CHI;28;28;2465;41;62;61.3;31;26;39
justin-meram;CLB;34;32;2588;41;55;34.5;15;27;18
lloyd-sam;DC;30;23;2025;41;18;44.4;10;17;15
collen-warner;MIN;25;12;1283;41;37;51.4;27;27;28
victor-bernardez;SJ;25;25;2228;40;80;62.5;124;28;56
jesse-gonzalez;DAL;29;29;2610;40;3;100;22;0;3
hernan-grana;DAL;30;30;2660;40;25;56;34;24;43
sacha-kljestan;RBNY;32;28;2582;40;63;57.1;29;38;17
joao-plata;RSL;29;27;2318;40;32;15.6;2;11;5
carlos-rivas;ORL;30;21;1960;40;15;20;1;40;12
bradley-wright-phillips;RBNY;32;29;2560;40;121;39.7;29;54;5
gyasi-zardes;LA;24;23;1987;40;109;40.4;25;22;9
giles-barnes;ORL;34;23;2137;39;69;49.3;13;25;15
alejandro-bedoya;PHI;28;28;2509;39;68;54.4;33;66;53
blerim-dzemaili;MTL;22;22;1941;39;17;41.2;3;30;11
anibal-godoy;SJ;26;24;2134;39;39;61.5;21;61;49
carlos-gruezo;DAL;31;30;2613;39;45;42.2;16;61;39
tim-howard;COL;25;25;2250;39;4;100;5;0;5
sean-johnson;NYC;32;32;2880;39;8;87.5;27;0;1
nicolas-lodeiro;SEA;33;33;2965;39;30;33.3;12;37;35
antonio-nocerino;ORL;31;28;2234;39;10;40;21;23;37
david-ousted;VAN;28;28;2453;39;9;88.9;23;1;0
michael-parkhurst;ATL;33;33;2906;39;44;31.8;140;16;47
kyle-beckerman;RSL;26;26;2242;38;32;53.1;37;40;50
a-j-delagarza;HOU;30;30;2623;38;44;61.4;53;26;49
gershon-koffie;NE;23;21;1920;38;21;42.9;23;39;27
jonathan-mensah;CLB;26;25;2169;38;89;70.8;135;33;37
kofi-opare;DC;26;25;2214;38;110;63.6;108;12;34
alexander-ring;NYC;29;29;2604;38;52;61.5;42;55;64
hector-villalba;ATL;34;34;2762;38;23;43.5;3;39;12
diego-chara;POR;29;29;2530;37;30;53.3;27;57;44
jack-harrison;NYC;34;33;2757;37;40;27.5;16;29;15
brent-kallman;MIN;23;23;1942;37;63;69.8;98;22;33
fredy-montero;VAN;33;26;2469;37;75;24;44;45;1
leonardo;HOU;30;29;2616;37;84;54.8;110;38;55
cristian-roldan;SEA;33;33;2960;37;75;49.3;37;34;45
joao-meira;CHI;30;27;2412;37;55;50.9;134;37;51
gustav-svensson;SEA;32;30;2645;37;83;59;68;28;71
david-villa;NYC;31;28;2556;37;42;42.9;22;30;6
chris-wingert;RSL;23;20;1755;37;50;60;54;32;25
david-accam;CHI;30;24;2177;36;30;33.3;4;44;21
kaka;ORL;23;18;1564;36;16;43.8;4;20;10
jack-elliott;PHI;30;29;2621;36;69;46.4;150;27;45
stefan-frei;SEA;33;33;2970;36;9;100;19;0;3
danny-hoesen;SJ;32;20;1838;36;85;36.5;12;22;7
miguel-ibarra;MIN;29;20;1758;36;58;22.4;20;16;14
will-johnson;ORL;26;23;2057;36;33;66.7;51;16;40
cyle-larin;ORL;28;24;2169;36;74;25.7;19;45;3
roy-miller;POR;26;26;2268;36;79;67.1;89;25;61
maximiliano-moralez;NYC;29;28;2523;36;17;29.4;8;31;28
darlington-nagbe;POR;27;27;2332;36;31;58.1;8;10;15
mohammed-saeid;COL;29;27;2269;36;15;53.3;13;18;24
marcelo-sarvas;DC;25;19;1841;36;18;50;31;38;54
yamil-asad;ATL;32;31;2765;35;93;32.3;19;53;36
david-bingham;SJ;23;23;2070;35;13;92.3;16;0;2
carlos-carmona;ATL;31;30;2684;35;32;56.3;25;55;39
ricardo-clark;HOU;28;26;2252;35;48;66.7;35;39;34
bill-hamid;DC;24;24;2160;35;5;100;16;1;1
federico-higuain;CLB;26;26;2238;35;7;28.6;0;24;11
lawrence-olum;POR;30;22;2103;35;43;55.8;102;12;33
daniel-steres;LA;21;21;1843;35;73;60.3;104;18;34
fanendo-adi;POR;22;22;1885;34;87;58.6;18;44;5
juan-agudelo;NE;28;20;1821;34;88;47.7;14;41;14
miguel-almiron;ATL;30;27;2394;34;4;50;4;36;14
andre-blake;PHI;26;26;2340;34;18;88.9;32;1;5
kevin-doyle;COL;25;23;1966;34;117;47.9;20;34;2
matt-hedges;DAL;27;27;2425;34;79;63.3;124;21;68
jermaine-jones;LA;20;19;1588;34;83;60.2;32;28;27
matteo-mancosu;MTL;26;20;1745;34;59;42.4;12;14;1
kelyn-rowe;NE;23;21;1897;34;48;45.8;35;31;35
tony-tchani;VAN;27;26;2121;34;45;48.9;20;44;35
johan-venegas;MIN;22;12;1226;34;26;42.3;2;29;8
kendall-waston;VAN;25;25;2250;34;73;76.7;181;37;50
harrison-afful;CLB;24;21;1777;33;35;45.7;36;11;47
maynor-figueroa;DAL;26;26;2325;33;63;60.3;87;20;41
leandro-gonzalez-pirez;ATL;32;32;2812;33;69;68.1;125;46;98
atiba-harris;DAL;29;21;2020;33;100;64;71;35;48
jeff-larentowicz;ATL;33;30;2602;33;93;64.5;67;41;59
kemar-lawrence;RBNY;24;23;2076;33;74;56.8;84;25;60
nick-lima;SJ;22;20;1809;33;43;48.8;71;6;43
daniel-lovitz;MTL;25;19;1750;33;43;67.4;43;26;34
yura-movsisyan;RSL;28;16;1416;33;74;25.7;6;19;5
nick-rimando;RSL;28;28;2488;33;2;100;23;1;1
jonathan-spector;ORL;25;25;2176;33;58;58.6;137;29;52
ben-sweat;NYC;26;25;2176;33;78;59;65;28;39
erick-torres;HOU;27;23;2001;33;131;30.5;33;32;6
damarcus-beasley;HOU;24;22;1985;32;29;48.3;44;13;31
hernan-bernardello;MTL;22;17;1496;32;18;66.7;16;27;23
alex-bono;TOR;29;28;2570;32;9;88.9;18;1;1
joevin-jones;SEA;30;28;2451;32;27;40.7;24;14;31
damien-perrinelle;RBNY;25;22;1972;32;76;54;74;34;53
alvas-powell;POR;23;19;1690;32;46;58.7;57;17;34
shea-salinas;SJ;25;15;1435;32;36;41.7;22;19;17
cristian-techera;VAN;29;24;2043;32;31;22.6;19;21;13
michael-bradley;TOR;30;30;2700;31;11;45.5;32;21;53
juan-david-cabezas;HOU;27;26;2231;31;47;48.9;46;63;52
alex;HOU;32;28;2309;31;32;34.4;9;35;16
tyler-deric;HOU;26;26;2340;31;4;100;24;0;2
clement-diop;LA;15;15;1331;31;0;0;12;1;2
david-guzman-x5117;POR;25;24;2028;31;23;39.1;18;61;46
matt-lampson;CHI;24;24;2160;31;12;75;17;3;0
jake-nerwinski;VAN;19;19;1707;31;43;55.8;67;16;26
fafa-picault;PHI;28;23;1894;31;93;39.8;11;11;30
luis-solignac;CHI;33;26;2153;31;68;42.6;18;34;30
tyler-adams;RBNY;24;22;1994;30;42;47.6;23;34;33
tony-beltran;RSL;21;21;1820;30;49;51;48;28;25
christian-bolanos;VAN;21;18;1626;30;17;29.4;7;12;17
greg-garza;ATL;26;25;2150;30;39;53.9;47;23;46
jake-gleeson;POR;21;21;1818;30;3;100;14;0;2
roland-lamah;DAL;32;29;2157;30;67;55.2;12;24;14
fabinho;PHI;22;21;1902;30;37;62.2;61;30;44
sunday-stephen;RSL;21;18;1493;30;24;41.7;15;44;34
brandon-vincent;CHI;27;26;2341;30;70;58.6;73;34;27
osvaldo-alonso;SEA;26;24;2074;29;20;55;35;42;33
vytas;POR;23;19;1780;29;43;69.8;67;25;23
patrice-bernier;MTL;27;20;1801;29;32;37.5;14;29;16
raymon-gaddis;PHI;26;23;2028;29;16;43.8;57;17;32
rafael-garcia;LA;18;12;1186;29;24;37.5;39;25;26
chad-marshall;SEA;28;27;2366;29;73;79.5;110;12;55
luke-mulholland;RSL;27;22;1949;29;55;45.5;33;35;49
tommy-redding;ORL;18;14;1406;29;41;41.5;55;13;30
bastian-schweinsteiger;CHI;24;23;1993;29;55;45.5;32;25;27
jackson-yueill;SJ;13;10;967;29;2;0;6;6;7
teal-bunbury;NE;28;13;1279;28;44;29.6;10;21;20
sean-davis;RBNY;27;21;1795;28;29;41.4;20;29;22
nick-deleon;DC;19;18;1594;28;52;51.9;43;13;30
bradley-diallo;LA;18;15;1382;28;47;55.3;54;39;31
kyle-fisher;MTL;20;15;1455;28;77;58.4;88;12;29
;COL;20;19;1727;28;50;46;81;22;41
mauro-manotas;HOU;33;24;2063;28;57;12.3;9;21;4
chris-mavinga;TOR;26;24;2015;28;39;79.5;88;25;41
drew-moor;TOR;25;24;2176;28;74;55.4;101;10;44
justin-morrow;TOR;28;28;2479;28;43;32.6;37;21;46
jukka-raitala;CLB;28;20;1920;28;49;55.1;33;31;21
ilie-sanchez;SKC;33;33;2970;28;98;62.2;40;16;64
seth-sinovic;SKC;32;32;2857;28;57;43.9;53;20;31
marco-urena;SJ;25;22;1766;28;24;12.5;4;20;3
jelle-van-damme;LA;18;18;1502;28;48;54.2;97;31;35
kellyn-acosta;DAL;23;20;1895;27;34;32.4;8;24;18
hassoun-camara;MTL;18;16;1350;27;54;64.8;42;23;24
abu-danladi;MIN;27;15;1391;27;41;14.6;2;30;8
artur;CLB;24;19;1702;27;10;60;12;32;24
jonathan-dos-santos;LA;12;11;1004;27;6;50;4;7;15
sean-franklin;DC;19;15;1415;27;49;44.9;62;22;22
julian-gressel;ATL;32;24;2048;27;55;29.1;6;30;20
andrew-jacobson;VAN;21;19;1704;27;60;65;53;25;27
jared-jeffrey;DC;23;19;1617;27;24;33.3;22;47;43
jordan-morris;SEA;23;22;1801;27;57;49.1;5;15;3
nicolai-naess;CLB;18;17;1476;27;34;47.1;46;11;33
oguchi-onyewu;PHI;22;22;1929;27;63;65.1;105;44;56
chris-tierney;NE;26;20;1713;27;27;51.9;40;9;17
mekeil-williams;COL;17;16;1397;27;37;64.9;43;21;18
eriq-zavaleta;TOR;29;27;2356;27;75;52;66;27;41
dairon-asprilla;POR;27;17;1395;26;84;45.2;17;39;16
darwin-ceren;SJ;21;19;1642;26;24;37.5;14;33;32
michael-de-leeuw;CHI;30;26;2189;26;46;37;18;48;22
marco-donadel;MTL;19;18;1424;26;15;40;25;38;31
roger-espinoza;SKC;30;30;2677;26;66;66.7;33;48;40
brooks-lennon;RSL;25;15;1525;26;45;35.6;16;17;7
tyrone-mears;ATL;20;16;1498;26;32;65.6;40;19;19
kofi-sarkodie;SJ;18;16;1325;26;21;61.9;39;20;19
ethan-white;NYC;21;19;1553;26;41;41.5;42;24;19
